,Turn,Speaker,Text,True,Pred,Don_true,Don_pred
54,2,0,Good to know. What would you think about an offer of 4100?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3874164819717407
55,3,1,"That's pretty low, what if we go with an even 5,000",Hesitance-Hesitance,Hesitance-Hesitance,1,0.4096989333629608
56,3,0,4100 would be better but I am willing to meet you in the middle. How about 4750?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.43566447496414185
57,4,1,"Ok, I can live with that.",Not-a-strategy,Not-a-strategy,1,0.7045634984970093
58,4,0,We have a deal then. Glad to do business!,Not-a-strategy,Not-a-strategy,1,0.6861948370933533
59,0,0,"I saw your ad for the fitbit alta, could you tell me something about it?",Not-a-strategy,Not-a-strategy,1,0.27305638790130615
60,0,1,Hello i'm selling this brand new fitbit for 100 dollars it's un open,Not-a-strategy,Not-a-strategy,1,0.36000362038612366
61,1,0,Could you tell me some of the features?,Not-a-strategy,Information Inquiry-Contesting,1,0.34997090697288513
62,1,1,yes it's a large fit bit alta,Not-a-strategy,Not-a-strategy,1,0.38904282450675964
63,2,0,I see that. Does it monitor your sleep and heart rate?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.35660552978515625
64,2,1,yes i can go a little low but not to low,Not-a-strategy,Not-a-strategy,1,0.737707793712616
65,3,0,Well since it is new I could give you 75 for it,Hesitance-Hesitance,Hesitance-Hesitance,1,0.8154932260513306
66,3,1,"sorry sir i can't go that low, it's brand new and retails higher than $100. How about $85",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.826911211013794
67,4,0,Well since it is new 85.00 is okay. I will send you an offer,Not-a-strategy,Not-a-strategy,1,0.46165207028388977
68,4,1,would you like for me to ship it,Not-a-strategy,Not-a-strategy,1,0.7703080177307129
69,0,0,Hi! I saw your post about the apartment?,Not-a-strategy,Not-a-strategy,1,0.26916155219078064
70,0,1,"Hello, yes. The rent is $2698 monthly with all the included amenities.",Not-a-strategy,Not-a-strategy,1,0.3752121031284332
71,1,0,"I have to admit, that stretches my budget to a point of discomfort. I'm not sold on the location. I'll have a bit of a commute.",Self Pity-Empowement,Self Pity-Empowement,1,0.6841749548912048
72,1,1,"If it helps a bit, the apartment would be fully furnished. It really is a great deal especially for the location you will be in.",Counter Argumentation-Contesting,Not-a-strategy,1,0.42243874073028564
73,2,0,I don't doubt it. Any chance you'd like to make my day and let me in for 1500?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3718591034412384
74,2,1,That is incredibly low and I have other people who are interested. The best offer I could give you would be $2450.,Self Assertion-Empowerment,Self Pity-Empowement,1,0.683449923992157
75,3,0,"I know, that was an insult. Forgive me. Tell me a little more about it. . . make me fall in love, and I could do 2200?",Not-a-strategy,Hesitance-Hesitance,1,0.42815864086151123
76,3,1,"That is not a problem. Well firstly, it is a quiet location. You could be downtown in about 5 minutes just walking. I didn't ask if you have pets. You would have a private yard for them to roam around in. We have a fitness center so you can keep up with your fitness goals. Our entire property was also recently renovated.",Not-a-strategy,Not-a-strategy,1,0.37012702226638794
77,4,0,You're an excellent salesperson. 2200?,Hesitance-Hesitance,Not-a-strategy,1,0.3677860498428345
78,4,1,I appreciate that. I can do $2375.,Hesitance-Hesitance,Not-a-strategy,1,0.5052878856658936
79,5,0,Split the difference? 2287.50? We can round to 2287. ;),Hesitance-Hesitance,Hesitance-Hesitance,1,0.4853624105453491
80,5,1,$2300 and that is the lowest I can accept. Sound good?,Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.5808600783348083
81,6,0,Sounds good.,Not-a-strategy,Not-a-strategy,1,0.7264543771743774
82,0,0,nice bike,Not-a-strategy,Not-a-strategy,0,0.34432417154312134
83,0,1,"Thanks, it's truly a gem. Do you have questions about the bike?",Not-a-strategy,Not-a-strategy,0,0.35967883467674255
84,1,0,is the seat comfortable,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3465575873851776
85,1,1,Yes! I acutally just replaced the seat with a brand new Schwinn seat a few months ago.,Not-a-strategy,Not-a-strategy,0,0.3899506628513336
86,2,0,looks comphy are there logos on the bike,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.35344424843788147
87,2,1,Yes all the orginal logos are still on the bike,Not-a-strategy,Not-a-strategy,0,0.36914461851119995
88,3,0,"sweet, i can offer you what i have $380",Hesitance-Hesitance,Hesitance-Hesitance,0,0.3487042486667633
89,3,1,Would you willing to come it pick up from my place today or tomorrow?,Information Inquiry-Contesting,Not-a-strategy,0,0.34706321358680725
90,4,0,actullay i'm in the area so i can be there today,Not-a-strategy,Not-a-strategy,0,0.380807489156723
91,4,1,"Ok great, Yeah I can do $380 I just need to get rid of the bike.",Not-a-strategy,Not-a-strategy,0,0.3565824031829834
92,5,0,see ya in a few thanks,Not-a-strategy,Not-a-strategy,0,0.3538492023944855
93,0,0,Hi. Lovely bed.  How long have you had the bed frame?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.26906535029411316
94,0,1,I have had the whole piece for less than a year and am willing to make a fair deal if interested?,Not-a-strategy,Not-a-strategy,1,0.33458441495895386
95,1,0,I'm definitely interested in the whole bed.  Any nicks on the frame?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.3623136281967163
96,1,1,"No heavy wear it is over all in great condition, I would consider it to be like new.",Not-a-strategy,Not-a-strategy,1,0.3510891795158386
97,2,0,Okay. That sounds pretty good. Any stains on the mattress?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.36613550782203674
98,2,1,No it had a mattress pad in smoke free home,Not-a-strategy,Not-a-strategy,1,0.3534891903400421
99,3,0,All great sounding. What finish is the wood? I just want to make sure it matches the rest of my furniture? Mahogany?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.34391844272613525
100,3,1,"Actually, the lighting in the picture makes the color a bit off it is a dark reddish brown.",Not-a-strategy,Not-a-strategy,1,0.34696874022483826
101,4,0,Okay that'll work. How about 150?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.36517974734306335
102,4,1,"Could you meet me maybe somewhere in the middle, I have kept it in excellent condition.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.3465610146522522
103,5,0,Okay.  I can do 210.,Not-a-strategy,Not-a-strategy,1,0.4795953929424286
104,5,1,"210 is a fair price, and I can do that. You are able to pick it up?",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.4116608500480652
105,6,0,Awesome! I can pick it up today. Let me know what time.,Not-a-strategy,Not-a-strategy,1,0.40405988693237305
106,0,1,how are you,Not-a-strategy,Not-a-strategy,0,0.3817388713359833
107,0,0,"Hi, I'm well and yourself?",Not-a-strategy,Not-a-strategy,0,0.3993789553642273
108,1,1,"great thanks, so you are interested in my camcorder?",Not-a-strategy,Not-a-strategy,0,0.3647926449775696
109,1,0,"Yes, I am very interested.  Have you had it long? Does everything work properly?",Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.6075014472007751
110,2,1,I haven't had it long and everything works great.  Make me an offer.  I am willing to negotiate,Not-a-strategy,Not-a-strategy,0,0.44447770714759827
111,2,0,Does it have a warranty?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.7506192326545715
112,3,1,"Yes, through Canon",Not-a-strategy,Not-a-strategy,0,0.7296004891395569
113,3,0,"Oh, that's great. Could you come down to $92 for it?",Hesitance-Hesitance,Hesitance-Hesitance,0,0.4997733533382416
114,4,1,"$92,  Yeah I think I could do that for you.",Not-a-strategy,Not-a-strategy,0,0.44384798407554626
115,4,0,"Awesome, thank you!",Not-a-strategy,Not-a-strategy,0,0.40310224890708923
116,0,0,"Hello, I am interested in your product.",Not-a-strategy,Not-a-strategy,0,0.3100188672542572
117,0,1,Hi there,Not-a-strategy,Not-a-strategy,0,0.3855295479297638
118,1,0,Is your sofa in good shape,Information Inquiry-Contesting,Source Derogation-Contesting,0,0.37619465589523315
119,1,1,It is used but in good condition,Not-a-strategy,Not-a-strategy,0,0.3536337912082672
120,2,0,"Ok good, do you think it is better for sleeping or just relaxing?",Information Inquiry-Contesting,Not-a-strategy,0,0.42683568596839905
121,2,1,You can use it as a sofa and convert it into a sleeper. I love it but I am moving to another state and I can't bring it with me,Not-a-strategy,Not-a-strategy,0,0.4107677936553955
122,3,0,Oh ok.,Not-a-strategy,Not-a-strategy,0,0.40965592861175537
123,3,1,I'm selling it for 40. nice price,Not-a-strategy,Not-a-strategy,0,0.35750216245651245
124,4,0,Do you think you can go a little lower?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3500150442123413
125,4,1,hmm Can you pick it up before saturday?,Personal Choice-Empowerment,Not-a-strategy,0,0.34557557106018066
126,5,0,Yes.,Not-a-strategy,Not-a-strategy,0,0.39649683237075806
127,5,1,How about 30?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.37862613797187805
128,6,0,That sounds good.,Not-a-strategy,Not-a-strategy,0,0.38964787125587463
129,6,1,Great! I'll see you soom,Not-a-strategy,Not-a-strategy,0,0.370437890291214
130,0,0,Hi there. I was looking for ads and this one caught my attention. Is it in a good and working condition?,Information Inquiry-Contesting,Source Derogation-Contesting,1,0.48937225341796875
131,0,1,"It is, it's been used a lot less than its age would suggest. I only rode it a few times a month. Are you interested?",Not-a-strategy,Not-a-strategy,1,0.37517642974853516
132,1,0,Yes very much so.,Not-a-strategy,Not-a-strategy,1,0.38458555936813354
133,1,1,"What's your price point? It's clearly stylish, how does 950 sound?",Not-a-strategy,Not-a-strategy,1,0.3509514331817627
134,2,0,That's way high for me. I have a budget of $760,Hesitance-Hesitance,Self Pity-Empowement,1,0.6999632120132446
135,2,1,"I'd already be giving you a discount if we went to 900, she's really a beauty",Counter Argumentation-Contesting,Hesitance-Hesitance,1,0.42580097913742065
136,3,0,That doesn't fit into my budget at all.,Self Pity-Empowement,Self Pity-Empowement,1,0.7154437303543091
137,3,1,875 then? I can't go down to 760.,Self Assertion-Empowerment,Hesitance-Hesitance,1,0.6621581315994263
138,4,0,Yeah that sounds like a fair deal.,Not-a-strategy,Not-a-strategy,1,0.7610290050506592
139,4,1,Thank you,Not-a-strategy,Not-a-strategy,1,0.7219294905662537
140,0,0,I am interested in your bike. It does seem to be priced quite high. Is there room for negotiation?,Not-a-strategy,Not-a-strategy,0,0.2702839970588684
141,0,1,"yes, there is some wiggle room.",Not-a-strategy,Not-a-strategy,0,0.3378652036190033
142,1,0,Great. Is there anything wrong with the bike?,Source Derogation-Contesting,Source Derogation-Contesting,0,0.44931212067604065
143,1,1,"Nope, I have put some work into it, so it is in great condition.",Not-a-strategy,Not-a-strategy,0,0.3703667223453522
144,2,0,Great! Would you be willing to take $100?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3592436611652374
145,2,1,"No, that is too low. How about $225?",Self Assertion-Empowerment,Hesitance-Hesitance,0,0.456127792596817
146,3,0,How about $125,Hesitance-Hesitance,Hesitance-Hesitance,0,0.5557730793952942
147,3,1,I can't do that. How about $175?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.5593552589416504
148,4,0,If I pick it up today with cash would you do $140?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.7287970185279846
149,4,1,I suppose we could make that work.,Not-a-strategy,Not-a-strategy,0,0.8398772478103638
150,0,1,Hi! I am willing to sell this bike at a great price are you interested?,Not-a-strategy,Not-a-strategy,0,0.2808873951435089
151,0,0,"Yes, I am very interested! It looks like a beautiful bike.",Not-a-strategy,Not-a-strategy,0,0.3280959129333496
152,1,1,Ok cool! The bike has very low miles and has and upgraded WTB saddle! It also has carbon blade forks and 105 brakes. I am willing to sell for as low as $750.,Not-a-strategy,Not-a-strategy,0,0.3398360311985016
153,1,0,$750 seems a little steep since the bike already has some miles on it. Would you accept $400?,Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.6610131859779358
154,2,1,$595 is the lowest for a fact!,Self Assertion-Empowerment,Not-a-strategy,0,0.41991737484931946
155,2,0,"$595 is a little high for my budget. Are there any accessories you'd be willing to throw in--for instance, a basket, lights, and/or bike pump? That would make it a lot more appealing for me.",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3625742495059967
156,3,1,"I will throw in my 700c wheelset, instead of the standard wheelset. How about that!",Personal Choice-Empowerment,Not-a-strategy,0,0.6660894751548767
157,3,0,"I am excited for the 700c wheelset, but it looks like that was already listed in the ad. Is there anything else you can include?",Information Inquiry-Contesting,Not-a-strategy,0,0.4281911849975586
158,4,1,Nothing unfortunately. How about 550 and we can call it a night!,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3613508343696594
159,4,0,"That sounds pretty reasonable. Before we make the final agreement, could you just let me know roughly how may miles are on the bike?",Information Inquiry-Contesting,Not-a-strategy,0,0.36777418851852417
160,5,1,Well I bought the bike from someone else and have not used it. He did not specify on the miles but just said that it was very low!,Not-a-strategy,Not-a-strategy,0,0.3477952182292938
161,5,0,"Hmm--the ad says that you bought it new. Since you actually bought it (lightly) used from someone else, can we lower the price to $450?",Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.34301164746284485
162,6,1,Sounds good!,Not-a-strategy,Not-a-strategy,0,0.5841636061668396
163,0,0,Hi,Not-a-strategy,Not-a-strategy,1,0.26904192566871643
164,0,1,Heyu,Not-a-strategy,Not-a-strategy,1,0.3566073775291443
165,1,0,I am interested. Is parking included?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.3447999060153961
166,1,1,"Yes, but only two spots per lease.",Not-a-strategy,Not-a-strategy,1,0.3419336676597595
167,2,0,"fair enough, what is your pet policy?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.34149250388145447
168,2,1,"$30 per pet, and they have to be fixed. 5 max pets per lease.",Not-a-strategy,Not-a-strategy,1,0.34118983149528503
169,3,0,"ok, I just have a cat.",Not-a-strategy,Not-a-strategy,1,0.34112656116485596
170,3,1,That'd be fine. We ask for $2311 a month.,Not-a-strategy,Not-a-strategy,1,0.3713058829307556
171,4,0,any chance you could do it for 1800? I only need one parking space.,Counter Argumentation-Contesting,Self Pity-Empowement,1,0.3479226231575012
172,4,1,"I wish, but for some reason you want to live in California near the bay. Everything's way more expensive here. We offer 2 pools, so you can urinate in one and move to the next.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.3426414430141449
173,5,0,"Well you must be very busy , your response time is very slow.  I am willing to come up to $2000.",Source Derogation-Contesting,Hesitance-Hesitance,1,0.34165167808532715
174,5,1,"Sorry, that must be the service. Can you do $2200 and I'll give you a month free.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.549331545829773
175,6,0,"okay I suppose that is fair.sorry to harp on you , probably the connection.",Not-a-strategy,Not-a-strategy,1,0.43810734152793884
176,0,0,Hi,Not-a-strategy,Not-a-strategy,1,0.41591158509254456
177,0,1,Hello how are you today?,Not-a-strategy,Not-a-strategy,1,0.37749072909355164
178,1,0,good thanks. I am wondering how old your bike is?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.3504246473312378
179,1,1,My bike is only one year old and its in an excellent condition,Not-a-strategy,Not-a-strategy,1,0.3606014549732208
180,2,0,"Great, do you know if they are all terrain tires?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.34658995270729065
181,2,1,Yes they are,Not-a-strategy,Not-a-strategy,1,0.418964684009552
182,3,0,"great, I am hoping we could make a deal.. I was thinking I can do a cash offer of 304",Personal Choice-Empowerment,Not-a-strategy,1,0.3597186207771301
183,3,1,That's too less for me. I can give it to you for $350,Hesitance-Hesitance,Hesitance-Hesitance,1,0.346390038728714
184,4,0,If you can deliver it I can do 350.,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.5541481971740723
185,4,1,Yes I can do that for you!,Not-a-strategy,Not-a-strategy,1,0.4754154086112976
186,0,0,Hi!  I am interested in your bike.  How long have you had it?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.2723030745983124
187,0,1,I'm glad you're interested. We've only had it for about 6 months. It only has about 50 miles on it!,Not-a-strategy,Not-a-strategy,1,0.32577982544898987
188,1,0,"That's definitely a plus!  My wife is an avid biker and I want to surprise her with a nice bike.  Something like this would normally be way out of my price range.  But, I figured I would give it a try.",Self Pity-Empowement,Self Pity-Empowement,1,0.35492247343063354
189,1,1,"Well my wife has definitely enjoyed it, so if yours is like mine I'm sure she will too! I've listed this at $1100 and I expect it to go quickly.",Not-a-strategy,Not-a-strategy,1,0.3441329300403595
190,2,0,"I won't argue that it is a decent price.  Just wondering, is there anything wrong with it?  Seems like a lot to spend on a bike that only has 50 miles of usage...",Source Derogation-Contesting,Source Derogation-Contesting,1,0.35913556814193726
191,2,1,I'm not aware of anything wrong with it - unless you count the fact that it's taking up space in my garage that I'd like to use for other things!,Not-a-strategy,Not-a-strategy,1,0.3452209532260895
192,3,0,"Well, I would love to take it off of your hands at $800.  I'll throw in a birthday party invite. lol",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.34575578570365906
193,3,1,"If you can make it $900 and pick it up today, I think we can make a deal",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.35950908064842224
194,4,0,$900.  I think we have a deal!,Not-a-strategy,Not-a-strategy,1,0.3810275197029114
195,4,1,Fantastic!,Not-a-strategy,Not-a-strategy,1,0.3853662610054016
196,0,1,"Hey there, you're interested in one of these cell phone batteries?",Not-a-strategy,Not-a-strategy,0,0.27897247672080994
197,0,0,"Hello, are these batteries used?",Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3334510624408722
198,1,1,"Nope, I couldn't sell them if they were used, we're a third-party distributor of excess batteries.",Not-a-strategy,Not-a-strategy,0,0.36448046565055847
199,1,0,Okay and how many batteries are you selling for $10?,Information Inquiry-Contesting,Not-a-strategy,0,0.34628960490226746
200,2,1,"Oh, it's 1 for 10, but if you want multiple we can sell at a discount for bulk",Personal Choice-Empowerment,Not-a-strategy,0,0.34218329191207886
201,2,0,"Thanks but I only need the one battery. And since this is an older model, would you accept $5 for it?",Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.5906014442443848
202,3,1,"No, we need 8 to at least break even",Hesitance-Hesitance,Hesitance-Hesitance,0,0.40588849782943726
203,3,0,If I pay $8 can you throw in a phone case?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.4349229633808136
204,4,1,"Oh, yes I have a spare right here.",Not-a-strategy,Not-a-strategy,0,0.6079030632972717
205,4,0,That sounds good. I'll take it for $8,Not-a-strategy,Not-a-strategy,0,0.656274676322937
206,0,0,Hello is the Kia Rio still available?,Not-a-strategy,Not-a-strategy,0,0.26905888319015503
207,0,1,"Yes, it is. I am selling it for $3500.",Not-a-strategy,Not-a-strategy,0,0.34993666410446167
208,1,0,I can offer 2700.00,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3680812418460846
209,1,1,"That is a too low. The car has very low miles on it, and it has always been serviced at the dealer.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.7931573390960693
210,2,0,Yes but it is only a kia and is 13 years old.,Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.8543506264686584
211,2,1,"True, but it is in great condition. The title is clean, and it has never been in an accident. I will be willing to sell it for $3000.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.8618013262748718
212,3,0,2900 and we have a deal.,Self Assertion-Empowerment,Self Assertion-Empowerment,0,0.862686276435852
213,3,1,$2950 and I will even drive it to you.,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.751660168170929
214,4,0,with a full tank of gas?,Personal Choice-Empowerment,Information Inquiry-Contesting,0,0.8491106033325195
215,4,1,Why not? It even had an oil change last week.,Not-a-strategy,Not-a-strategy,0,0.48761701583862305
216,0,1,Hello,Not-a-strategy,Not-a-strategy,1,0.37889841198921204
217,0,0,Hello there. I was wondering if I would be able to stop by and check this house out to see the inside,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.4636184871196747
218,1,1,"Sure, you can come by anytime after 1 pm tomorrow. How much are you hoping to spend on this?",Not-a-strategy,Not-a-strategy,1,0.3924373686313629
219,1,0,"I am looking to pay around 1350, are you willing to lower the price you are asking?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.737189769744873
220,2,1,"Yes, but 1350 seems a bit too much for me to lower it. Does 2300 work for you?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.7983744144439697
221,2,0,"Well it is fully furnished, right?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.4675149619579315
222,3,1,Yes it is. It also has Comcast cable with all channels and you get house cleaning twice per month.,Counter Argumentation-Contesting,Not-a-strategy,1,0.5111124515533447
223,3,0,Okay that is a lot so I would be good with paying 2300,Not-a-strategy,Hesitance-Hesitance,1,0.39714211225509644
224,4,1,"Okay. So, do we have a deal?",Not-a-strategy,Not-a-strategy,1,0.4612106382846832
225,4,0,Yup!,Not-a-strategy,Not-a-strategy,1,0.4568699896335602
226,5,1,Good doing business with you.,Not-a-strategy,Not-a-strategy,1,0.41096919775009155
227,0,1,"Hello, interest in my bike?",Not-a-strategy,Not-a-strategy,1,0.26934948563575745
228,0,0,Hey hows it going i have interest,Not-a-strategy,Not-a-strategy,1,0.3255072832107544
229,1,1,I'm asking $250 but the price is negotiable,Not-a-strategy,Not-a-strategy,1,0.33864927291870117
230,1,0,OK Thats good to hear. I really like the bike but i think $250 would have been a fair price about 5 years ago :/,Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.34049683809280396
231,2,1,"Lol  hey!  vintage is in!!  Ok, since you're being a good sport how does 200 sound?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.342264860868454
