,Turn,Text,True,Pred
69,16,Do you have the link to the site,4,4
70,18,Thank you. You too,0,0
71,1,Hi!,0,0
72,1,"I'm great, how are you?",0,0
73,3,"Okay, please tell me about the charity.",4,4
74,5,I almost never donate.,3,7
75,5,Do you?,2,0
76,7,That sounds really great.,0,0
77,7,I would be willing to donate to this organization.,0,0
78,11,I'd like to donate $0.50,0,0
79,13,Awesome!,0,0
80,13,So how exactly does the organization ensure that children's rights are protected?,4,4
81,16,"Wow, that is amazing.",0,0
82,16,How long have you been involved?,4,0
83,18,And what do you do at the organization?,4,4
84,20,Good for you!,0,0
85,20,I would definitely love to donate and get involved in any way I can.,0,0
86,22,No problem!,0,0
87,22,Thank you!,0,0
88,22,I will donate 50 cents,0,0
89,1,"Fine, thank you.",0,0
90,1,How do you feel about donating to a children's charity?,2,0
91,3,But do you really trust the charities that you give to?,5,5
92,3,Do you know if they are actually using that money for the intended purpose?,5,5
93,7,"I agree, the local charities are good.",3,0
94,7,I don't trust the bigger charities.,5,5
95,7,"I think most of the money that is donated goes towards salaries, etc.",5,5
96,9,I think it is better to help children yourself.,3,0
97,9,"That way, you know what the money is being used for.",5,4
98,9,"Also, when you do it yourself, it is a lot more rewarding.",3,0
99,11,How much do you usually donate every year>,4,2
100,12,That is good.,0,0
101,12,Do you have any kids?,0,0
102,15,I do not have any children yet.,0,0
103,15,do you think that having kids had a big effect on whether on not you are willing to donate to a children's charity?,0,0
104,18,That is a great way to think about it.,0,0
105,18,"I'm sure that when I have kids, my thinking will change a lot as well.",1,0
106,18,So I think that we should donate .10 each to the children.,0,0
107,18,What do you think?,2,0
108,19,"It is a small amount, but I think that every penny can make a lot of difference.",0,0
109,19,"If half the people in the world just donated 10 cents to such charities, then we would raise a LOT of money.",2,0
110,19,It is not necessary to donate hundreds of dollars.,0,0
111,20,Agreed.,0,0
112,20,"We spend so much money on other things, but the moment someone asks for a little charity, we make up many excuses.",2,0
113,20,We will donate .10 and hopefully that will make a difference.,0,0
114,1,Hi,0,0
115,2,I know that it is a charity.,0,0
116,2,I think I have seen some commercials for it in my lifetime.,0,0
117,3,No.,0,0
118,3,I figured they just tried to help children in under developed countries.,0,0
119,3,That's great that they help people in the U.S. as well!,0,0
120,3,I think it's important to help children from our country and also others.,3,0
121,4,That's wonderful!,0,0
122,4,Are you a top rated charity?,4,4
123,4,How much goes to administrative costs?,4,4
124,6,Wow!That's really great!,0,0
125,6,I've seen companies go to 70% and I can't help but judge them for it.,0,0
126,6,I think this is a fair percentage to have.,0,0
127,7,I think that's great!,0,0
128,7,What country is in the most need right now?,4,0
129,8,That's sad that a country as powerful as the USA still has problems with children in need.,0,0
130,9,What is the money used for mostly?Food?Toys?Clothes?,4,4
131,9,I think this is all very interesting stuff.,0,0
132,9,I've never had the chance to talk to a charity before.,0,0
133,12,That's terrible.,0,0
134,12,I hope this kind of environment changes for them.,0,0
135,12,Children deserve to be in a safe place and to feel secure.,0,0
136,14,I can imagine!,0,0
137,14,I hope lots of people donate to you.,0,0
138,14,I bet it's especially good around Christmas when people are in the spirit of giving.,0,0
139,1,"I'm good, and you?",0,0
140,5,How much money are you looking for?,0,0
141,8,How much of my donation goes to the kids,4,4
142,9,What kind of supplies does my donation provide,4,4
143,12,So if this just for children in America?,4,4
144,14,"Id like to make a donation, how do I do that",0,4
145,16,What if i'd like to donate more,0,0
146,17,I think I'd like to donate 0.05,0,0
147,19,"You're welcome, is there anything else that I can do to help",0,0
148,21,Great.,0,0
149,21,Thanks for the oppertunity.,0,0
150,1,hello how are you,0,0
151,3,i might donate,1,1
152,4,im not to sure yet,1,1
153,5,whether to donate or not,0,0
154,6,oh thats great i would donate 5 dollars then,0,0
155,8,no i dont,0,0
156,10,no i havent,0,0
157,12,yes i have,0,0
158,13,5 percent i would donate,0,0
159,16,you too my friend,0,0
160,0,Hello.,0,0
161,0,I am not familiar with Save the Children,0,0
162,0,I think that is a very good charity that appears to be doing good work.,0,0
163,0,Do you currently volunteer with this charity?,0,0
164,0,I like to support organizations that are Christian based and help further the spread of the Gospel to all of God's children.,0,0
165,0,Is this organization Christian or religious based?,4,4
166,0,How does the organization go about determining who and where to support?,4,4
167,0,Maybe.,1,0
168,0,In which countries do they serve?,4,4
169,0,How many children do you estimate are benefited?,4,4
170,0,Is this organization a 501(c)(3)?,4,4
171,0,I would like some more information before deciding to donate.,1,4
172,0,Where is this organization based?,4,4
173,0,how many employees are there?,4,4
174,0,What is the total revenue?,4,4
175,1,Hi,0,0
176,3,"yes, I believe i have , is it for kids with Cancer?",4,4
177,6,I also hate seeing children so helpless.,0,0
178,6,I think this charity also helps with kids over seas in haiti too.,0,0
179,9,I was just about to mention that I never really have donated to any organization.,0,3
180,9,if there is one i support it would definately be this one.,0,0
181,9,I am sure there are many ways to help,0,0
182,12,That is amazing!!!,0,0
183,12,"I will absolutely look to donating something later, just because I have always wanted to anyways and now this so why not.",0,0
184,12,"anything helps and It would make me feel better to know that I tried even if it not a big amount, I will donate what I can and continue.",0,0
185,16,how would i do it now,0,0
186,20,"right, well i feel horrible only saying $0 but i will say $0.00 because i want to go the website with my daughter and look it over and then donate there so she can be part of it",7,0
187,23,"OF course, it will be great for all around, my daughter to see that she should do things like this out of kindness and for the children , thank you",0,0
188,25,thank you so much!,0,0
189,25,do i close this window now,0,0
190,28,have a great day,0,0
191,2,Of course im hear to listen .,0,0
192,4,Yes i believe it most DEFINETLY will make a big impact on others lives and its amazing to see such kind hearted people like yourself do so.,0,0
193,7,"Yes its such a sad thing to see happen myself and family are very kind hearted and feel for all the people around the world who are suffering from this , And would love to make a change and to help .",0,0
194,9,Yes its so sad how people can go about their day and not think of those who are in great need !,0,0
195,9,Especially those who are very wealthy themselves and don't care to make a difference,0,0
196,13,Yes most definitely i totally agree with you!,0,0
197,13,Yes i do i actually watch a family on youtube that raises money every year live streaming for save the children and all the money they receive goes to save the children,0,0
198,18,As of right now i honestly would but i dont have the funds for it if their are other ways im albe to get others to donate as well and help out in any way possible i will be more then willing to do so..,3,0
199,21,of course i could do so from my paypal,0,0
200,23,oh okay then thats awsome to hear,0,0
201,27,Exacally if 50cents can make a differnce in someones like and i can help im all for it !!,0,0
202,30,wow how awsome it will really make a difference and i'm so happy we can both help to make a difference (double high five ),0,0
203,32,Thank you For being able to be so kind hearted as well hope u have a great day and keep a smile on your face,0,0
204,33,Most definitely doesand hope it will make someone else feel 10 times just as great,0,0
205,35,Yes i didnt think that it would be this easy thats amazing,0,0
206,37,yes i cant wait to be able to do more in the future yes it does feel good to know that will be going to a much better cause,0,0
207,39,same thanks for the advice have a good one keep spreading love,0,0
208,1,"Very Well, How about you?",0,0
209,4,"Yes, please go ahead and tell me",0,0
210,5,I feel sorry for them and would like to help them as much as possible,0,0
211,7,Go ahead and tell me how can I help,0,0
212,8,"Sure, please tell me about the organization",0,4
213,10,I think I have,0,0
214,11,that is very good to know,0,0
215,13,Thats such a noble thing they are doing,0,0
216,16,"Sure, I would like to help.",0,0
217,16,How much is the average donation,0,0
218,17,I would like to to donate $1.00 as a mturk worker,0,0
219,0,"Hey, I'm doing great, how are you?",0,0
220,0,Oh absolutely!,0,0
221,0,I think it's very important to donate to charities.,0,0
222,0,I don't have the money right now to donate.,7,6
223,0,I will defiantly be donating at the first of September though.,1,1
224,0,I will try to donate at least five dollars.,0,0
225,0,Oh yeah defiantly.,0,0
226,0,Out of the earnings I earn from this survey I would probably donate at least half.,0,0
227,0,It's only fair.,0,0
228,0,Yeah it's very important to help someone that is less fortunate than yourself.,0,0
229,0,Especially if they are children.,0,0
230,0,At this time I can't donate any amount.,7,6
231,0,However I will donate later.,1,7
232,0,Sure I will donate 30%.,0,0
233,0,Same to you!,0,0
234,0,Most people wouldn't give anything and it makes me really happy to meet someone that would help with whatever they can.,0,0
235,0,I guess in America you don't really understand what other countries go through.,0,0
236,0,That's awesome you have been to other countries. I don't mind helping at all.,0,0
237,0,"North Carolina, I've been to Florida once, it's nice.",0,0
238,0,"hello, I have heard of the organization but I am unfamiliar with what they do.",0,4
239,0,what would my donation go toward?,4,4
240,0,I think I would rather donate to a childrens charity that takes care of American children.,0,3
241,0,"In the scheme of things, a life is a life, but I am American and feel it important to help my fellow Americans",2,2
242,0,Perhaps I could help out a little.,0,0
243,0,Where are you at?,0,0
244,0,are you based in America? are you an American?,0,4
245,0,"looking at the link you provided, it appears that children in America also benefit from Save the Children donations.",0,0
246,0,Is that correct?,0,0
247,0,"I hate to be so prejudicial, but I care about the kids around me more than ones I cannot see!",0,0
248,0,I accept that!,0,0
249,0,How much of a donation are you looking for from me?,0,0
250,0,all of it seems a little steep!,0,0
251,0,I would consider a smaller portion.,0,0
252,0,half would work for me.,0,0
253,0,"yes, fifteen cents",0,0
254,1,I have not.,0,0
255,1,What can you tell me about it?,0,4
256,3,That sounds interesting.,0,0
257,3,I am all for helping children in any way possible.,0,0
258,4,I would want to do some research first but that would be a possibility.,1,1
259,4,I like to learn as much as I can about an organization before donating.,0,4
260,6,Of course I do.,0,0
261,6,I also want to make sure my donations are not going into the pockets of money hungry CEO's.,5,5
262,6,How do you feel about that?,0,0
263,7,How can you assure me?,0,5
264,7,Do you work for them?,0,0
265,9,"Save the Children International's CEO Helle Thorning-Schmidt earned $299,136 in 2017.",0,0
266,9,Simple Google search.,0,0
267,10,No its not.,0,7
268,10,"However, that is only salary.",0,0
269,10,It doesnt include extras that all CEO's receive.,5,0
270,12,Have you personally donated?,2,2
271,13,That is impossible at this time.,7,7
272,13,I just do not have the funds available.,7,6
273,16,I chose to donate $0.,7,7
274,0,"I don't think so, what do they support?",4,4
275,0,"Oh, yes.",0,0
276,0,I do know save the children.,0,0
277,0,They are a great organization.,0,0
278,0,"I haven't donated to them, which is good apparently.",0,0
279,0,What makes them untrustworthy?,0,0
280,0,"ha, that is much better.",0,0
281,0,I don't have a lot of income to donate to charity :(,6,6
282,0,I donate to a dog charity also!,0,3
283,0,such sweet creatures.,0,0
284,0,I have a dachsund/pit mix named Tuttle.,0,0
285,0,I can spare a quarter if it helps.,0,0
286,0,Sounds good to me.,0,0
287,0,We could donate our earnings from this hit and still make a nickel for kibble.,0,0
288,0,"Thanks, warmest regards from Alabama",0,0
289,0,I was wondering that.,0,0
290,0,Are you a cubs fan?,0,0
291,0,"I don't really have a team, but I like baseball.",0,0
292,0,What are your dogs names?,0,0
293,0,"Enjoy they walk, I hope it isn't too hot like here.",0,0
294,0,we have to walk early and late.,0,0
295,0,It's really hot here too.,0,0
296,0,Okay I'll put it in my quarter if you put in yours and have an awesome day!,0,0
297,1,"Okay, if you don",0,0
298,2,Does this money that goes for donation stay here in the United States?,4,4
299,3,Is there a specific age or race of children that Save the Children are looking to benefit?,4,4
300,4,This allows doctors to go to other countries?,4,4
301,4,I am trying to understand how it is decided what child in need gets the help.,4,4
302,5,Okay I will be sure and research the organization to better understand.,1,5
303,8,Lets do $1.00 for now but I am glad you have made me aware of an organization that I can look into in order to help others.,0,0
304,9,No problem. I do understand how every little bit helps and how we do not have to give as much if we can get others involved and for a good cause.,0,0
305,10,Sounds great. Is there are reason that you have chosen to raise money for Save the Children?,0,0
306,11,This is so true.,0,0
307,11,The reason I ask is because I have cared for abused and neglected children and see the results and how it effects them for the rest of their lives.,0,0
308,12,I am very curious to how the decision is made and what type of medical care they plan to deliver.,4,4
309,1,Hi there.,0,0
310,2,We are here to talk about a childrens charity.,0,0
311,2,I don't know which one and presumably talk about a donation to said charity.,0,0
312,3,"Jude's Hospital In Memphis, TN is an amazing children's charity",0,0
313,4,No but I just copied the link and am going to look at it now.,0,0
314,5,I don't have much money at all.,6,6
315,5,"I'm lucky to feed myself and my children, but I believe I could probably manage to send $5",6,6
316,6,I hope so.,0,0
317,6,So are we agreeing to send $5 to save the children?,0,0
318,7,Okay.,0,0
319,7,So what do we do now?,0,0
320,8,I think that what is happening with Save The Children is a good idea.,0,0
321,1,"yes i have heard of it, it is very good what they are doing.",0,0
322,3,"of course i would, its the least i could do to help the children in the world.",0,0
323,5,"i would be willing to donate 0.2 $ , i know it is not what others aspect me to give.",0,7
324,7,"i didnt know till now , you verified what i heard , they are making something beautiful for the people of Hawaii .",0,0
325,11,"this is a perfect charity organization , they do all kind of things to help others around the world.",0,0
326,12,you personalty are willing to donate today?,0,2
327,13,"very good, do you think they may just get the money and dont help no one?",5,5
328,14,so you have completely trust your money would go where you intend to?,5,5
329,16,"i understand you , just asking, have you ever heard that some of this kind of charities steal the money?",5,5
330,16,some got to prison.,5,0
331,18,i dont like it either but we cant do nothing about it.,0,0
332,1,I have not heard of this charity before!,0,4
333,1,Have you?,0,0
334,3,That's great!,0,0
335,3,Would you mind explaining what the charity does?,4,0
336,4,Sounds like quite the worthy cause.,0,0
337,4,Are the children in need all across the world?,4,4
338,4,Or just the United States?,4,4
339,7,"Wow, that is extremely sad.",0,0
340,7,It is extremely unfortunate that child hunger is so prevalent in this world.,0,0
341,9,It really sounds like a blessing!,0,0
342,9,What is their website?,4,4
343,9,I'd like to learn more information.,0,4
344,11,"Great, thank you!",0,0
345,11,Is there a monetary goal set for the year?,4,4
346,13,That is amazing.,0,0
347,14,"I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need.",2,0
348,16,"Yes, most definitely.",0,0
349,16,Thanks for making me aware of this charity!,0,0
350,17,I'll look into the website and likely donate $5.,1,1
351,0,good thanks.,0,0
352,0,Yes I would,0,0
353,0,I know it does I'll donate 5 dollars,0,0
354,0,I realize that,0,0
355,0,That's is good,0,0
356,0,Yes I know I will donate 5 dollars,0,0
357,0,i know it will,0,0
358,0,I will are you going to help,0,0
359,0,yes I know,0,0
360,0,yes I have in going to donate,0,0
361,0,I think it's a scam,5,0
362,0,I don't believe it.,5,5
363,0,There is no way to prove where all those funds go.,5,5
364,0,Plus there are starving children right here in america,5,2
365,0,That is all your opinion.,2,0
366,0,You have no facts to back that up.,2,0
367,0,Like I said those are opinions.,2,0
368,0,There are no facts that prove that to be true.,5,0
369,0,There are no laws that stop them from lying to people either.,5,0
370,0,I have never meet anyone who has been aided by that organization.,5,0
371,0,Infomercials don't impress me.,5,5
372,0,Yes they do.,2,0
373,0,Have you ever heard of evangelism?,2,0
374,0,"Again, you're only giving me an opinion.",2,0
375,0,I just can't see any good being done.,5,5
376,0,"I would not be willing to donate, because I have never seen any impact made by their organization.",3,5
377,0,They also don't disclose their funds,5,5
378,0,"No, I care aboutkids in my community, who are in poverty.",3,0
379,0,I have never seen this organization help them.,3,2
380,0,I'd rather contribute my donation locally.,3,7
381,0,Rather than to a scam organization that only contributes in their infomercials.,5,5
382,0,How long are you going to take to respond?,2,0
383,0,You're making this take far too long!.,2,0
384,0,How does that equate to reporting financial information?,2,4
385,0,That's nothing more than whats said in their infomercials.,2,0
386,0,"There are no laws preventing them from lying, but i guess perception is reality too you.",2,0
387,0,You're missing the entire point of what I said if you think downloading that report means something.,5,0
388,0,"I will not donate, because i do not trust the charity, and my donations would be better used right here in my own community.",5,7
389,0,"No, but I see the work being done everyday in my community..",3,3
390,0,Which is why i trust them.,3,0
391,1,Hey I'm fine.,0,0
392,1,How are you doing?,0,0
393,3,I've been thinking about donating to a children's charity.,0,0
394,3,I can't decide which onne.,0,0
395,5,I have heard about it but I can't remember it's mission.,0,0
396,5,Do you know that charity's mission?,4,4
397,9,"Yes, it tugs at my heart to think of all of those children.",0,0
398,9,Do you know where the charity is headquatered?,4,4
399,14,yes I can.,0,0
400,14,I can donate 10 dollars.,0,0
401,18,"OH, yeah food please.",0,0
402,18,Gotta feed the hungry first,0,0
403,22,no this is my first time.,0,0
404,22,what do I do now?,0,0
405,25,"WOW, I was just going to ask you the same thing.",0,0
406,25,"I plan on doing some more surveys, then taking a drive up on the parkway and have a picnic.",0,0
407,28,"Printed pictures all the way for me, it's what I know.",0,0
408,28,What kind of camera do you have?,0,0
409,32,"Yeah, I have one, but I don't use the camera.",0,0
410,32,I have an old Nikon 360 camera that takes film.,0,0
411,32,Do you have anything like that?,0,0
412,3,Hi I am fine and yourself?,0,0
413,6,Have you ever thought about the benefits from the donations?,4,0
414,6,Do the donations actually help the organization?,4,4
415,8,How long has the organization been established and what is the success rate of the program?,4,4
416,9,This company looks more like a firm than a charity,5,5
417,13,This is true but alot of charities don't represent the individuals they portray to help.,5,5
418,16,Ok if that were true what is their succession rate of getting through to the children or progression rate.,4,4
419,19,Thats program services not to the kids themselves.,5,4
420,19,Did they provide housing for kids that went against their culture beliefs?,4,4
421,22,And how is the charity promoted?,4,4
422,22,Through internet ads?,4,4
423,27,They should probable do internet promotion.,0,0
424,27,As far as donating I have no problem donating to a greater cause as long as it benefits others short term and long term.,5,0
425,27,I don't purchase coffee,2,3
426,28,No i will not until I do further research.,7,1
427,2,Do I what with save the children,0,4
428,3,OK yes I am aware of this organization,0,0
429,5,NO I do not agree.,2,0
430,5,I think it is a good organization.,2,0
431,5,however there are lots of kids in my ocuntry that need help first,2,0
432,6,I live in the US and volunteer all of the time for childrens charities.,3,0
433,6,I also ive to bakc to school drives and food pantries,3,3
434,8,Thats not my problem they have people in that country,2,3
435,9,Again not my issue,2,0
436,12,Tlk to the people of that country.,2,0
437,12,I have kids here that need help first,2,0
438,14,No I would not,7,7
439,16,I am I am thinking of people here I dont care about the rest,3,0
440,17,no Ill donate to local charities,3,3
441,0,HI,0,0
442,0,Of course I am very interested to donate funds to charity,0,0
443,0,What charity do you usually donate?,0,0
444,0,I do for Boys & Girls Clubs of America,0,0
445,0,I am very interested in the welfare of the children especially in regard to food and education which I consider as very important for children,0,0
446,0,I want to help the children irrespective of their color and creed.,0,0
447,0,I think it is the important aspect of donating money to charity,0,0
448,0,I accept your view and it is necessary that everyone should contribute at least to some extent to children's charity,0,0
449,0,I think our must move cautiously to deal with this country.,0,2
450,0,I agree with you.,0,0
451,0,But i think more rich people should come forward to establish such children's charity,2,0
452,0,I want to donate at least 50 dollar maximum would be 200 dollar.,0,0
453,0,How much do you want to donate?,0,2
454,1,"Good morning, how are you?",0,0
455,2,"I am fine, thanks!",0,0
456,2,"Yes, surely there is a good charity that can help children.",0,0
457,2,Do you know of a good one?,0,0
458,3,"Yes, I am thinking of donating to a childrens charity and I can now consider Save The Children.",0,0
459,3,How much is a good donation that could help?,4,4
460,4,"Ok, good to know!",0,0
461,4,Thanks!,0,0
462,4,I will donate $100 to them today.,0,0
463,4,Are you going to donate also?,0,0
464,5,Do you know what kind of services they will provide with the money?,4,4
465,6,That's great!,0,0
466,6,I have considered donating to St Jude also because they provide life saving medical care.,0,3
467,6,Have you heard of them?,0,4
468,7,Have you ever donated to them?,0,2
469,8,That's great of you!,0,0
470,8,I think I will donate to them today too.,0,0
471,8,Do you know of any other childrens charities?,0,0
472,9,"I am sceptical of many of them but if you recommend Save The Children and I know that St Judd's is trustworthy, then that's where my money will go today",0,5
473,10,That's impressive.,0,0
474,10,I wonder what the member recommendation is for St Jude,0,0
475,0,"Hi, Have you ever donated to a childrens charity before?",0,0
476,0,I have not heard of Save the Children before.,0,0
477,0,Sounds like they really help education wise.,0,0
478,0,Yes I have heard of Hurricane Harvey.,0,0
479,0,Oh so they do more than just help with education.,0,4
480,0,Thats awesome!,0,0
481,0,I really like how they show where the funding and donations are spent.,0,0
482,0,WIth some charity you never know just how much really goes to help the kids.,0,4
483,0,It sure does.,0,0
484,0,ANything else I should know about this charity?,4,4
485,0,"WOw, that is a lot of kids in a lot of places to help.",0,0
486,0,SO what would I do if I wanted to help these kids?,0,4
487,0,I know they really deserve but I am kinda on a tight budget right now but go ahead and tell me about this unique opportunity.,6,4
488,0,"Im not sure that I am so fortunate and every a penny saved is a penny earned, but I do see your point.",6,0
489,0,So how would I donate if I chose to do this today?,0,0
490,0,Do i pay online or how do I go about it?,0,4
491,0,Ok I will definitely make a donation today to Save the CHildren.,0,0
492,0,"YOu have convinced me that this is a great, trustworthy charity to donate to.",0,0
493,0,I will donate 0.05 cents today.,0,0
494,2,great and you are you going to donate,0,0
495,4,about the children's charity,0,0
496,7,$5.00 i would donate,0,0
497,10,yes i have,0,0
498,12,yes i am,0,0
499,17,yes i have a child,0,0
500,20,yes i do,0,0
501,21,no i havent,0,0
502,23,no i havent,0,0
503,25,yes you can,0,0
504,2,Great!,0,0
505,2,How are you doing?,0,0
506,4,i will be working all day.,0,0
507,6,No I have not,0,0
508,9,$0.05?,0,0
509,9,that is not bad I could probably do that.,0,0
510,12,I kind of saw some stuff about them on the news.,0,0
511,16,yes I have two a boy and a girl.,0,0
512,19,yes that would be great i will take a look at it and tell you if i have decided to donate at this time or not,0,1
513,21,i will donate 0.10 today,0,0
514,26,yes sounds great.,0,0
515,29,That is correct.,0,0
516,2,hello.,0,0
517,2,What do we need to work out and what would this donation be for?,0,0
518,6,I can not donate until 10 chat turns.,0,0
519,6,how do you have experience with them?,0,0
520,8,What is your families business and what do you enjoy most of the Save the Children charity?,0,0
521,10,could you name a couple of examples please?,0,4
522,12,"Glad to see it goes to shelter, clothing, and food.",0,0
523,12,What would benefit me towards donating my $2 to the Save the Children fund?,0,0
524,14,I do like the satisfaction of doing good work for and towards others.,0,0
525,18,sound good.,0,0
526,18,You do make a point.,0,0
527,18,I am interested to help.,0,0
528,21,I trust you.,0,0
529,21,I will donate the $2 towards the Save the Children fund.,0,0
530,22,I am glad to help.,0,0
531,22,Thank you for the information you provided.,0,0
532,23,thank you.,0,0
533,23,you too.,0,0
534,23,goodnight!,0,0
535,2,"Yeah, what do you think about St Jude's?",0,2
536,3,That's wonderful!,0,0
537,3,Do you have any specific country in mind?,0,0
538,4,Sure!,0,0
539,4,I'd love to hear more.,0,0
540,4,Go on...,0,0
541,5,Have you ever sponsored a child?,2,2
542,5,"If so, how much does it take to take care of a sweet child on average?",4,0
543,7,That's actually quite reasonable!,0,0
544,7,I doesn't cost much.,0,0
545,7,I hope they allow for pen pals as well.,0,0
546,7,Sounds like a blessed organization.,0,0
547,9,I definitely.,0,0
548,9,I recognize it too.,0,0
549,9,They do lots of TV adverts.,0,0
550,9,I believe its a Christian organization.,0,0
551,11,I think maybe $30 when I get my check next Tuesday.,1,1
552,13,"Yes, I might have to wait until my check arrives.",1,1
553,13,It's on my to-do list though.,1,0
554,13,How much are you donating?,2,2
555,16,Absolutely!,0,0
556,16,I can't wait for my check to come so I can help out in other countries!,1,1
557,17,I can't donate now because my money is not here yet.,7,6
558,1,Hello,0,0
559,2,Are you aware of any childrens charities?,0,0
560,4,Awesome.,0,0
561,4,I don't think i've heard of that.,0,0
562,4,Do you donate/participate in any way to that charity?,2,0
563,5,What encourages you to donate monthly,0,0
564,8,"Yes, I absolutely would.",0,0
565,8,I have never sought out a charity and that brings up a good point.,0,3
566,8,How did you find the charity?,0,0
567,12,I would like more information to be sent to me so I could look into it,1,4
568,15,How would i go about donating today,0,0
569,16,I was thinking $20,0,0
570,18,I look forward to working with Save the Children,0,0
571,20,Thanks you too,0,0
572,1,"Hey, not feeling really good today, stomach ache :(",0,0
573,1,how are you?,0,0
574,5,"no, I need to though!",0,0
575,7,Sure i would love to,0,0
576,10,It makes me very sad!,0,0
577,10,I was born in USSR and we had very limited resources.,6,0
578,10,I was growing up in poverty so i know how it feels,6,0
579,12,Much better.,0,0
580,12,I moved to the US and things are much better now,0,0
581,14,"No, i haven't actually.",0,0
582,14,Would you mind telling me about it?,0,0
583,15,"okay, that sounds good.",0,0
584,15,are they legit?,5,4
585,20,They are?,0,0
586,20,Nice!,0,0
587,20,I don't know yet.,0,0
588,20,Maybe you could tell me more about this charity,0,4
589,22,I will definitely check it out,1,1
590,24,I think it's great and I love that they help kids to reunite with their families.,0,0
591,24,just not sure i'm willing to donate 0.50 cents,7,1
592,1,"hi, how are you?",0,0
593,2,I guess we're supposed to be talking about a children's charity..?,0,0
594,3,"No, not really.",0,0
595,3,Do you?,0,0
596,4,I agree.,0,0
597,4,What would motivate you to donate to a children's charity?,0,0
598,5,"You're right, it is very important.",0,0
599,5,"Would you prefer to donate clothes, food, money, or something else?",0,0
600,6,That makes sense.,0,0
601,6,We should donate money then.,0,0
602,8,Very true!,0,0
603,8,It's important to give every child an opportunity to succeed.,0,0
604,11,"Yeah, it is really heartbreaking.",0,0
605,11,"If you could donate some money today, how much would you donate?",2,2
606,12,Okay. I can donate $20.,0,0
607,13,Ha ha.,0,0
608,13,I am just very concerned for the children.,0,0
609,1,Yes.,0,0
610,1,Nutrition is important,0,0
611,2,I typically donate to local charities by giving food or cash.,3,3
612,2,I sometimes question charities that I don't really know,3,3
613,3,I just worry money I donate doesn't get to the children.,5,5
614,4,That's fantastic.,0,0
