,Turn,Text,True,Pred
90,15,"Could you explain to me what the 25$ will go to exactly, is it for building houses, farms, shelters,...",6,4
91,18,You definitely can...but not today.,1,0
92,18,Sorry,7,0
93,20,"oh sure, i didnt know i could send that amount.",0,0
94,20,I'll give 0.1 today,0,0
95,23,"Yes, I just want to make sure that you read properly that I'm giving 0.1 not 0.01.",0,0
96,23,Thank you,0,0
97,25,"great, yeah i think we can",0,0
98,1,"nice to meet you, do you know any good children's charities",0,0
99,3,i have not tell me about them,4,0
100,5,interesting.,0,0
101,5,how do you help them.,2,4
102,7,not really.,0,0
103,7,give me some reasons i should donate,4,0
104,11,is this a religous charity?,4,4
105,12,would donating one penny help,0,0
106,13,are you going to donate too?,2,0
107,14,how much do you think i should donate,4,0
108,15,i think i will donate one cent.,0,0
109,15,how do i make the donation?,4,4
110,16,ok,0,0
111,1,good thanks.What about you?,0,0
112,2,save th Children help kids in need around the world,0,0
113,3,They do an awesome labor,0,0
114,4,I do sometimes whe I have extra money,3,0
115,5,Yes children should have access to healthcare and basics needs,0,0
116,6,are you thinking about donate to the cause?,2,0
117,7,It is very kind of you.Please spread the word on your family and friends,0,0
118,8,Specially kids in need.There are some living in very bad conditions,0,0
119,9,Many of them lives on a war zone,0,0
120,10,yes.i am sure you can do more.there might be things you can cut from your budget,0,0
121,0,"Hello, I'm alright.",0,0
122,0,Yes somewhat.,0,0
123,0,With e environment and food system.,2,0
124,0,What do you think of children's charities?,0,4
125,0,I think I have.,0,0
126,0,I've heard of Red Cross,3,0
127,0,That's nice.,0,0
128,0,How much would you donate if given the chance to help a childrens charity?,2,4
129,0,Oh ok.,0,0
130,0,Do you have any other questions?,0,0
131,0,Is it about the civil war in Syria?,4,4
132,0,Thats horrible.. Is this recent?,4,0
133,0,Is America helping?,4,4
134,0,Sure.,0,0
135,0,I would.,0,0
136,0,Ill donate $1,0,0
137,0,Yes they will,0,0
138,1,Hello.,0,0
139,1,How you doin,0,0
140,4,Yes I am aware of that charity,0,0
141,6,I have not but I have to some others recently,3,0
142,8,I know a little can you maybe provide some info for me?,4,0
143,10,Oh wow that is good to know.,0,0
144,10,I know Syria is a mess recently,2,0
145,12,Ugh that is rough..Nobody deserves that in this world,0,0
146,14,That sounds like a good idea so what amount is the max i can donate?,4,0
147,16,Ok good to know.,0,0
148,16,Thank you very much forthat info you have been very helpful!,0,0
149,16,I will donate all of $2 then :),0,0
150,17,There are always things in my community that I attend and donate as much as I can and donate my time as well at the local Salvation Army.,3,0
151,19,More money but I enjoy giving the time,0,0
152,22,Nice to meet you as well have a good one :),0,0
153,0,I'm fine how are you.,0,0
154,0,Thats good to hear.,0,0
155,0,Where are you from?,0,0
156,0,Same.,0,0
157,0,"Maybe, I'm not sure.",0,0
158,0,Lol.I'm not a bot......,0,0
159,0,"Sure, let's do it.",0,0
160,0,I'm not sure if I'm donating to you or if you're donating to me.,0,0
161,0,"Yes I have, I think they are from the UK.",0,0
162,0,Do you work for them?,4,0
163,0,"Okay, well I see that they have an A rating on charity watch with only 13% going to overhead.",6,0
164,0,"Sure, I will match your $0.50.",0,0
165,0,Thank you too.,0,0
166,1,ya fine morning what about you,0,0
167,4,Yes I know that organization.,0,0
168,4,you have idea donate to that charity,0,0
169,6,ok nice.,0,0
170,6,how much u pay,0,0
171,9,ok. than how is you family,0,0
172,11,oh ok. i love children's very much.,0,0
173,11,so i donate that charity,0,0
174,15,yes .,0,0
175,15,where are you,0,0
176,17,VANCOUVER.,0,0
177,17,WHAT ABOUT YOUR JOB,0,0
178,22,why you laugh.,0,0
179,22,i am also laughing .didn't tell anything,0,0
180,24,i am not working.,0,0
181,24,seeking job,0,0
182,27,i will plan to donate 50 cents to charity,0,0
183,28,"Good luck to you in your job search, things will be bettter for you in the future.",0,0
184,28,Good things will happen to you when you do good things for others.,0,0
185,28,God bless and good morning.,0,0
186,1,what is the donation for?,0,4
187,4,i would love to donate for childrens' cause,0,0
188,6,i would love to donate .30 for sure,0,0
189,8,"yes, i do.",0,0
190,8,i have three kids.,0,0
191,8,do you?,0,0
192,10,"without a doubt, every kid on this planet deserves the best.",0,0
193,10,therefore we should do our best to make that happen,0,0
194,12,okey.,0,0
195,12,thank you so much for offering your help for childrens' donation,0,0
196,14,bye now.,0,0
197,16,i really hope this will somehow help to enhance the current situation of kids who are in need of money,0,0
198,17,i wish everybody could fight to make lives better of the kids,0,0
199,19,i am donating .30 cents for your organization.,0,0
200,2,"No, please tell me more.",4,0
201,2,Do they have a car?,0,4
202,4,How do they do that?,4,4
203,5,The exchange rate must be pretty good.,2,0
204,5,How do they ensure that the money is effective in feeding the children and not lining pockets?,6,4
205,6,"How do they define ""Program services"", and do they have independent verification of those findings?",4,4
206,7,"That really isn't an answer to the previous question, though",2,0
207,8,"That is a solid informational link, including a full board of trustees to look into.",0,0
208,8,What about controveries in 2009 regarding parents in Britain?,6,4
209,9,Should have went for deflection or dismissal.,0,0
210,9,Works better on skeptics.,0,0
211,9,Ditto for their problems with the energy company in 2013.,6,0
212,9,Although that one is easier to spin as seeking more money to fund more projects.,2,0
213,9,You could also mention their rating from the BBB.,0,0
214,10,I'll donate 10 cents.,0,0
215,12,I'm not certain if that's scripted or not but if it isn't there's a better way to word that and if it is I think the person who wrote it might need to retire because they clearly come from the 50s.,2,0
216,13,Now you're just messing with me intentionally.,0,0
217,1,What does Save the Children do?,4,4
218,2,It is worldwide or one specific country?,4,4
219,3,"I like the sound of their work, but I'm always suspicious about how much of a donation reaches the people in need.",0,0
220,4,Are you donating to them?,0,0
221,5,That is impressive.,0,0
222,5,How long have you been doing that?,0,0
223,6,I am considering a donation.,1,0
224,7,I wish there was a long-term solution to these problems.,2,0
225,8,I am thinking of 50 cents.,0,0
226,10,I could also do more research afterwards.,0,0
227,10,Thank you for your guidance.,0,0
228,11,I hope you continue your donations.,0,0
229,11,Charities need regular support.,0,0
230,0,hello,0,0
231,0,Depends on which one you are talking about.,0,0
232,0,Sounds interesting but can you be a bit more specific?,0,0
233,0,Does it help children in this country or in another country?,4,4
234,0,Great!,0,0
235,0,I believe my money should first focus on children in need in this country.,2,0
236,0,"Before I commit to a donation, can you tell me how much actually goes to the children and how much goes to the organization itself?",4,4
237,0,What percentage of the donation actually goes to the children and how much goes to the administration of the charity?,4,4
238,0,I understand that but how much does the charity keep in order to keep the charity running,4,4
239,0,Where is the charity located?,4,4
240,0,"thank you for the information, I think I am ready to donate",0,0
241,0,What specifically would you like to talk about?,0,0
242,0,I've heard of them.,0,0
243,0,How much do we have to share with them?,0,4
244,0,That sounds good.,0,0
245,0,What do I need to know about them?,0,4
246,0,That is a noble cause.,0,0
247,0,"So, above it says, ""We encourage you to keep the conversation until a donation agreement is explicitly made.""",0,0
248,0,What type of agreement are they talking about?,0,4
249,0,Honestly I'm not so inclined to at this point given how long it has taken.,1,0
250,0,"First, is your reward contingent on my donating?",0,0
251,0,Alright then I'll donate half of whatever I can.,0,0
252,0,"The description said earn up to $2, so I'll donate $0.85, which is half of whatever the maximum bonus seems to be.",0,0
253,0,Generous?,0,0
254,0,Are you used to people ripping you off here lol.,0,0
255,0,I usually just try to go with half for these things.,0,0
256,0,Lol im sure a lot of people only donate like a penny if that.,0,0
257,0,I have not.,0,0
258,0,I am not sure I know what Save the Children is.,0,0
259,0,Oh cool.,0,0
260,0,Do they help people here in the USA?,4,4
261,0,"Yes, I know about Syria.",0,0
262,0,I know hunger is a big issue for a lot of people in other countries.,0,0
263,0,Do they provide food for these people?,4,4
264,0,Sounds like they do a lot of different things for people.,0,0
265,0,I am not sure yet. What is their website?,0,4
266,0,I will look at the website.,0,0
267,0,Is the donation tax deductible?,4,4
268,0,Do I get anything for donating?,0,0
269,0,"The photo would be nice, it would let me know and connect with someone I am helping.",0,0
270,0,How do I know my money goes to the cause and not just to the pockets of the people that run it.,6,4
271,0,How long has Save the Children been helping people all over the world?,4,4
272,0,yes I can donate.,0,0
273,0,I don't have much. How about .25?,0,0
274,0,"No, I have not.",0,0
275,0,Can you tell me about it?,4,0
276,0,"Is it just in one country, or do they work around the world?",4,4
277,0,That's so sad.,0,0
278,0,I wish I could do something to help.,0,0
279,0,"Yeah, a few local charities.",0,0
280,0,"Like our animal shelter, a low income housing group, foster care organziations, etc",0,4
281,0,I'll definitely check them out.,1,0
282,0,"Any organization that helps kids is one worth supporting, either with my own time or with money.",0,0
283,0,"I can't afford a lot right now because I have other bills, but I could probably do $5 now with more next month.",0,5
284,0,"It feels like so little, but if a lot of people do just a little bit, it really adds up!",0,0
285,0,Yeah I agree.,0,0
286,0,"If I donate, even a little, I want it to actually go towards what it should, not just lining the pockets of the CEO.",6,3
287,0,I think I would like to see my donation go towards medical care.,0,0
288,0,At least my initial donation.,0,0
289,0,"I know how hard it can be to be healthy, so I want to help kids get the treatments they need.",0,0
290,0,"Yeah, you're welcome.",0,0
291,0,Thank you for introducing me to another great charity that is trying to do good work.,0,0
292,0,"Not only in the USA, but around the world.",0,0
293,1,Good morning!,0,0
294,1,Have you ever donated to a children's charity?,0,0
295,4,I have as well.,0,0
296,4,Children are the most vulnerable people in our society.,0,0
297,6,I haven't heard of this one?,0,0
298,6,How does it help children?,4,4
299,8,That's awful.,0,0
300,8,I live in the US and wish we were doing more as a country to help these kids.,0,0
301,8,But private donations certainly help.,0,0
302,10,I'll certainly review it.,1,0
303,10,"Usually I donate more to charities in my community, but international donations are important too.",3,0
304,13,Have you donated to this organization?,2,0
305,13,I have a small budget but know any amount matters.,0,0
306,18,Like this task would donate the mTurk payment to the charity?,0,4
307,18,How does that work?,0,0
308,22,"Like most people who do mTurk, I do really need the money to pay my bills.",5,5
309,22,This is an important cause though.,0,0
310,22,I'll agree to pay half.,0,0
311,25,Hang on though.,0,0
312,25,We haven't each done ten responses per the instructions.,0,0
313,25,So we should do that to make sure we and the charity get paid right?,0,4
314,28,Same here.,0,0
315,28,This will be ten for each of us.,0,0
316,28,Have a great day!,0,0
317,1,hi,0,0
318,2,good how about you?,0,0
319,5,"i have not, can you tell me more?",4,0
320,8,"definitely, have you donated to them?",0,0
321,11,yes i do,0,0
322,15,yes i have.,0,0
323,15,a few times,0,0
324,19,sure would love to,0,0
325,23,let's do 1,0,0
326,26,i do not,0,0
327,27,great you too,0,0
328,1,Fine and you?,0,0
329,2,"Good, so what's up?",0,0
330,3,"Yea, ive came across it a few times on different internet ads.",0,0
331,4,"No, I haven't",0,0
332,5,"Tell me a little about it, because I heard of it but don't know where the money goes?",4,4
333,6,What developing companies?,4,4
334,7,"Ok, how about $0.30?",0,0
335,9,Ill donate $0.30.,0,0
336,10,Ok sounds cool,0,0
337,11,Cool no problem,0,0
338,1,"No, I don't believe I have.",0,0
339,1,What are their goals?,4,4
340,4,That sounds like an amazing charity.,0,0
341,4,That is something I could really get behind.,0,0
342,6,"Yeah, I donate here and there.",0,0
343,6,If I'm in the right place at the right time or am given an opportunity.,0,0
344,9,Where does the other percentage of donations go?,4,4
345,9,I would possibly be interested!,0,0
346,12,What areas of the world do they cover?,4,4
347,12,"Is it an international charity, or exclusive to the US or another country?",4,4
348,15,What is the average donation amount that most donors contribute at one time?,4,4
349,17,I would be willing to at least donate a portion of my earnings to help this charity.,0,0
350,20,I could do that.,0,0
351,20,30 cents for the children is okay with me!,0,0
352,24,I don't think so.,0,0
353,24,Thank you for taking the time to introduce me to this charity!,0,0
354,24,Do I need to do anything else to make sure I get the money donated?,0,4
355,27,Thank you!,0,0
356,1,Yes I have 2,0,0
357,2,"Not exactly, but I'm sure it's thousands",0,0
358,4,That sounds like a worthwhile cause,0,0
359,5,"Yes, very often",0,0
360,6,I will too.,0,0
361,6,Also to abused women.,0,0
362,7,85 cents to 1.35 around here,0,0
363,8,That sounds perfect,0,0
364,9,Nope.,0,0
365,9,Not even a little!,0,0
366,10,"Not really, I just try to be helpful",0,0
367,11,I believe in that,0,0
368,1,Yes I have.,0,0
369,1,It is a wonderful charity.,0,0
370,2,That is amazing.,0,0
371,2,Tell me more.,0,0
372,3,I would like to help.,0,0
373,3,What would you consider an acceptable contribution?,0,0
374,5,I think I can definitely afford $1 a day.,0,0
375,7,Where do I sign up?,0,4
376,11,"Yes, I would like to hear more.",0,0
377,11,I love helping where I can.,0,0
378,11,Those less fortunate deserve better.,0,0
379,13,Do you donate to this cause as well?,0,0
380,13,"If so, how much do you give?",0,4
381,15,I think you are a wonderful person.,0,0
382,15,Thank you so much for telling me about this.,0,0
383,17,"I will give a dollar a day, I'm sure I won't even notice the money missing and I'll know that I am helping out.",0,0
384,18,Thank you for the lovely chat and educational information.,0,0
385,18,You've been great.,0,0
386,2,no,0,0
387,5,That sounds extremely awesome.,0,0
388,6,Congratulations to them.,0,0
389,8,That's good because hurricanes have devastating effects.,0,0
390,10,I think I'm ok.,7,0
391,11,"you're welcome, that was fun",0,0
392,12,It does.,0,0
393,12,I think the charity sounds pretty good.,0,0
394,14,Its all good bud.,0,0
395,14,Switching tasks all the time can be very difficult.,0,0
396,16,Not very much of a life.,0,0
397,16,Maybe we will get a dollar.,0,0
398,16,lol,0,0
399,17,same to you and good night,0,0
400,0,"I think, biut not sure.",0,0
401,0,Tell me more.,0,0
402,0,That is such a great cause,0,0
403,0,"Well, I already donae to other charities so I'm not sure.",3,5
404,0,"Ok, I will do 5 cents of my task money.",0,0
405,0,No problem.,0,0
406,0,"i know it's not much, but wanted to do something.",0,0
407,0,"I hope so, maybe I can do more in the future.",0,0
408,0,I would love to do that.,0,0
409,0,"Then in the future, I can donate more.",0,0
410,0,That would defintely interest me.,0,0
411,0,The thought of that is very exciting.,0,0
412,0,"Man, the site sounds good.",0,0
413,0,I may want to volunteer my time as well instead of just money.,0,0
414,0,"Ok, well thank you for your time and telling me about this wonderful organization.",0,0
415,0,Yes I do.,0,0
416,0,I find it very fulfilling to give back,0,0
417,0,It is very scary to think about.,0,0
418,0,"Not only are they ravaged by the volcano, now a hurricane.",0,0
419,0,I am curious what we can do to help.,0,0
420,0,Do you know anything about how they are helping the children?,4,4
421,0,"That's really awesome, are they more in need of supplies or monetary donations?",4,4
422,0,Do they have a donation tier level?,4,4
423,0,I want to help out as much as I can.,0,0
424,0,Really?,0,0
425,0,What forms of payments are accepted?/,4,4
426,0,That is nice.,0,0
427,0,But I would like to give more than a measly $2.,0,0
428,0,Is there another way to donate?/,0,4
429,0,I would like to keep the payment for this HIT.,7,0
430,0,This goes into a different fund.,7,0
431,0,But I would like to be able $150 to this charity.,0,0
432,0,I can donate the .30 base payment but I am still very curious on donating outside the HIT.,0,5
433,1,Certainly as long as I know the donation will help the children,0,0
434,3,I would certainly be willing to donate then,0,0
435,4,I would be willing to donate $200,0,0
436,8,I would certainly increase my donation if it would be matched since the majority of it is going directly to the children,0,0
437,10,Yes you can count on my donation,0,0
438,11,Thank you Glad I was able to helpthis organization with my donation,0,0
439,12,I could certainly ask some of my coworkers and tell them about the match if they donate at least $500 and tell them what a worthy cause it is.,0,0
440,13,We really dont have a big office so I dont think an office pool would get very much in donations,0,0
441,16,Alright I will ask my co-workers,0,0
442,17,Glad I was in a position where I was able to help,0,0
443,2,"I'm good, how are you doing?",0,0
444,5,Yes!,0,0
445,5,I work with children who have terminal illnesses.,0,0
446,5,What charity are you involved in?,0,4
447,7,Amazing!,0,0
448,7,Working with kids is the best.,0,0
449,7,What do you do for Save the Children?,0,4
450,8,That's so important.,0,0
451,8,How do you raise donations?,0,4
452,10,"Yes I do, but I'm happy to donate to yours as well!",0,0
453,13,"Yes, I would be happy to!",0,0
454,14,"No, I can do it.",0,0
455,17,$1.50 sounds good then.,0,0
456,18,I can do $2.00!,0,0
457,18,Happy to help.,0,0
458,20,Nope.,0,0
459,20,Thank you!,0,0
460,1,I guess that is true.,0,0
461,1,I have never thought about destiny being determined by where you are born though.,0,0
462,2,That really is terrible to think about.,0,0
463,2,We are pretty lucky to have been born in the United States.,0,0
464,3,I don't really remember much about it but I know the basics,0,0
465,6,Is this a legit charity?,6,4
466,6,Do you have personal experience?,0,0
467,9,That sounds important.,0,0
468,9,How much of a donation are you looking for?,0,4
469,11,That seems reasonable.,0,0
470,11,Yes I would like to make a donation.,0,0
471,12,I can $1 today,0,0
472,14,No problem!,0,0
473,14,I wish I could do more.,0,0
474,16,That is a good idea.,0,0
475,16,I will also tell others about this charity.,0,0
476,18,Thank you!,0,0
477,18,You too,0,0
478,0,Hello!,0,0
479,0,"No, I didn't see anything.",0,0
480,0,I'm a little familiar with the charity though.,0,0
481,0,That's good to know that almost 90 percent of all donations go directly to help children.,0,0
482,0,We know it's a problem not just in the United States.,0,4
483,0,I most likely will.,0,0
484,0,"I would like to read some more information, probably on their website, then donate from there.",1,0
485,0,How do they help children in other parts of the world?,4,4
486,0,That would be alright.,0,0
487,0,"Yes, I would like to donate at least one dollar to help Save the Children.",0,0
488,0,I've heard on the news that many children around the world are with their families trying to escape wars.,0,0
489,0,I'm sure Save the Children helps them?,0,0
490,0,"Yes, I agree.",0,0
491,0,It's difficult to watch the horrible things these children are going through.,0,0
492,0,Our children and grandchildren are so blessed.,0,0
493,0,"So, Save the Children has somehow eliminated a high overhead cost.",0,0
494,0,Good for them.,0,0
495,0,"I wish other charities would follow, especially local ones.",0,0
496,0,Ok.,0,0
497,0,"I'm ready to donate, tell me how!",0,0
498,0,No problem.,0,0
499,0,I'm always about children.,0,0
500,0,"I agree, this is a good cause.",0,0
501,0,It was great chatting with you.,0,0
502,0,Have a great weekend!,0,0
503,0,I'm afraid I don't know anything about Save the Children.,0,0
504,0,"Oh, that's great!",0,0
505,0,What sort of assistance do they offer specifically?,4,4
506,0,"Wow, they really help people all around the world.",0,0
507,0,Are you at all associated with Save the Children?,2,4
508,0,"Oh, really?",0,0
509,0,What's the best way to get involved in your opinion?,0,0
510,0,Do you know where I can go to donate?,0,4
511,0,That'd be fantastic!,0,0
512,0,Do you know where Save the Children mainly operates out of?,4,4
513,0,They actually have an office near me then.,0,0
514,0,I'd love to visit one of their facilities.,0,0
515,0,"Oh, that's unfortunate, but I'll definitely check out all the information on their website.",1,0
516,0,I would definitely like to make a donation!,0,0
517,0,I'll gladly give all of my payment.,0,0
518,0,Hello,0,0
519,0,"Nope, what do you recommend?",0,0
520,0,What's Save the Children all about?,4,4
521,0,Do they provide for the millions of hungry kids here in the USA?,4,4
522,0,"Yeah, i think an American charity should focus on America too",3,0
523,0,That would work best for me.,0,0
524,0,That way i know where my money is going.,0,0
525,0,Is there a minimum to donate?,0,4
526,0,That's great!,0,0
527,0,Is there a website where i can donate?,4,4
528,0,What is the easier way?,0,4
529,0,"That's interesting and sounds good, right?",0,0
530,0,I think i will make a donation of $2,0,0
531,0,That's wonderful!,0,0
532,0,"I think I'm getting eager to see what happens next with the research and the charity, so I'm about to move on.",0,0
533,0,It was great chatting with you.,0,0
534,0,And thanks for helping!,0,0
535,1,I do not want to donate any of my reward for this hit.,7,0
536,1,I make donations to charity regularly but not from jobs that I do.,3,0
537,3,I know that it is a good organization and I support them.,0,0
538,3,However I am not getting a reward from this hit.,0,0
539,3,I am spending my time completing it so I am being paid for a job.,5,0
540,3,I want the money to do with as I choose.,3,0
541,5,I still do not want to make a donation from this money.,7,0
542,8,Yes I do think that they do.,0,0
543,9,I do not want to make a donation today.,7,0
544,10,I am not going to waste the reward.,7,0
545,10,I use it for things that my family needs.,5,0
546,13,We work for everything that we have.,5,0
547,13,Nothing is just given to us soooo I am not going to give away something that I work for unless I want to do so.,5,0
548,15,It still does not change the fact that I am not going to make a donation with this money.,7,0
549,19,I understand this and have supported Unbound a similar charity for years.,3,0
550,19,Since I already donate to a charity like this I am not making a donation.,3,0
551,22,I will not donate anything $0.,7,0
552,0,Great what about you?,0,0
553,0,Do you donate to children's charities often?,0,0
554,0,I have donated to them in the past.,0,0
555,0,Do you donate through MTurk only?,0,0
556,0,"I would, I usually donate some portion of my winnings when it's a children's charity.",0,0
557,0,They are the most vulnerable in society.,0,0
558,0,"I know, it's also so sad the the more nutricious foods are always the most expensive.",0,0
559,0,I donate to the NYC Food bank also.,0,0
560,0,They help a lot of city kids.,0,0
561,0,How much to you plan on donating today considering that we may get a bonus?,0,0
562,0,I usually donate like I would in real life...,0,0
563,0,like a quarter here and a quarter there.,0,0
564,0,"Yes, and it all adds up at the end of the month especially when you're also struggling to make ends meet.",0,0
565,0,"Definitely, I will donate my $0.30.",0,0
566,0,What about you?,0,0
567,0,"Oh, mine just says ""children\'s charity"" but does not mention any specifics.",0,0
568,0,Either way its cool.,0,0
569,0,"Nope, mine doesn't maybe that was the point, to see if I would donate to just any charity. Still I always hope the money actually gets to them.",0,0
570,1,How exactly does it support children in developing countries?,4,4
571,2,What are the donations used for?,4,4
572,3,"These are good things to donate for, but I still don't know exactly how my, or anyone's donations are used directly.",4,0
573,5,"Ok. Utilizing the resources from the research team, what are some challenges for children's education in developing countries?",4,4
574,6,Have you ever made a donation to Save the Children or another charity?,2,0
575,7,What are you primary motivations for making the donations?,0,4
576,8,How many total children has the charity helped since it began?,4,4
577,10,"I love children and think it's incredibly important to help ensure they are educated, in safe conditions and are healthy.",0,0
578,10,Save the Children has not convinced me they can work towards accomplishing those tasks.,6,0
579,12,"I'd like to try and donate at regular intervals, like every month.",0,0
580,12,What would donating like that help inform me on the charity?,0,4
581,13,I understand.,0,0
582,13,"However, I think I'll opt for a one time 0.05 donation instead.",0,0
583,2,"Hello, I am doing good, alright lets get started!",0,0
584,3,"I don't currently, I have donated to an animal shelter a few months ago however.",0,0
585,4,"Yeah, I like the name, I am curious about it, I would like to know some morea about it.",0,0
586,5,"Oh, that sounds like a really good charity to donate to!",0,0
587,6,"Yeah, I am thinking about donating half of my payment.",0,0
588,9,"I think I will donate $1, it only seems fair.",0,0
589,10,"That sounds good with me, however now I am thinking perhaps I should donate more, what do you think?",0,0
590,11,"Oh, thanks for the website, I am sure that it has a lot of information that I could use to learn more about it.",0,0
591,13,This sounds really good!,0,0
592,13,"I really like how groups of people come together to make up these organizations, it so nice to see them helping people, in this case children.",0,0
593,14,"Alright, I will donate $1.25, it seems reasonable.",0,0
594,1,Good morning.,0,0
595,2,Yes.,0,0
596,2,I have but I can't say I am very familiar with what they do.,0,0
597,3,That sounds right from what I know.,0,0
598,5,That sounds like a very worthy cause.,0,0
599,8,Do you know how much of the donations actually make it to children and how much is used for administrative costs?,4,4
600,11,Thank you.,0,0
601,11,That is good information.,0,0
602,12,Sure.,0,0
603,12,That would be fine with me.,0,0
604,14,"Well, most people suck.",2,0
605,14,Sad but true.,0,0
606,18,Glad to help.,0,0
607,18,I wish I could do more.,0,0
608,18,Doing MTurk to get my student loans paid off so that I can be more generous as a whole.,5,0
609,21,Have a great day.,0,0
610,1,yes i am are you?,0,0
611,2,no can you tell me a little about it,4,4
612,3,that sounds great.,0,0
613,3,i feel like i need to do something like that,0,0
614,4,how can i help them?,0,4
615,5,how long have you been donating for?,2,4
616,7,what other organizations?,2,4
617,7,i donate sometimes.,0,0
618,8,"i need a little more information, if thats not too much to ask?",4,0
619,9,what exactly does the charity do for children?,4,4
620,10,how much can i donate?,0,4
621,11,is 20 dollars okay?,0,0
622,12,yes i am,0,0
623,2,I believe that childrens charity is very much needed in society.,0,0
