,Turn,Speaker,Text,True,Pred,Don_true,Don_pred
110,7,1,I think it is better to help children yourself.,Self Assertion-Empowerment,Not-a-strategy,1,0.3630720376968384
111,7,1,"That way, you know what the money is being used for.",Hesitance-Hesitance,Not-a-strategy,1,0.36305657029151917
112,7,1,"Also, when you do it yourself, it is a lot more rewarding.",Self Assertion-Empowerment,Not-a-strategy,1,0.36300674080848694
113,8,0,"True, but there are so many innocent little children who don't have access to food or clean water, not to mention basic health needs.",Not-a-strategy,Not-a-strategy,1,0.3630054295063019
114,8,0,We are lucky to have help if needed they have no one to turn to.,Not-a-strategy,Not-a-strategy,1,0.3630169630050659
115,8,1,How much do you usually donate every year>,Information Inquiry-Contesting,Not-a-strategy,1,0.3629961311817169
116,9,0,I try to donate at least 250 every year.,Not-a-strategy,Not-a-strategy,1,0.3629933297634125
117,9,1,That is good.,Not-a-strategy,Not-a-strategy,1,0.3630174696445465
118,9,1,Do you have any kids?,Not-a-strategy,Not-a-strategy,1,0.36300647258758545
119,0,0,"Hi, I would like to speak to you about a wonderful charity called ""save the children"".",Not-a-strategy,Not-a-strategy,1,0.29071226716041565
120,0,1,Hey hows it?,Information Inquiry-Contesting,Not-a-strategy,1,0.348819375038147
121,1,1,Yeah I am interested to hear more.,Not-a-strategy,Not-a-strategy,1,0.3610871136188507
122,1,0,"When you give to Save the Children, you're investing in a future for every last child.Nearly 90% of every dollar you give goes straight to our mission ??Â¸??Â¸ helping children grow up healthy, learning and safe.",Not-a-strategy,Not-a-strategy,1,0.36344245076179504
123,2,1,Nearly 90?,Information Inquiry-Contesting,Not-a-strategy,1,0.3636609613895416
124,2,1,Where does the other money go?,Information Inquiry-Contesting,Not-a-strategy,1,0.3635716736316681
125,3,0,The rest?,Not-a-strategy,Not-a-strategy,1,0.36347445845603943
126,4,0,We use to support the mission ??Â¸??Â¸ running our programs and raising funds to help more children.,Not-a-strategy,Not-a-strategy,1,0.3633860945701599
127,5,1,Well that is good.,Not-a-strategy,Not-a-strategy,1,0.36328041553497314
128,6,1,I like that information out there.,Not-a-strategy,Not-a-strategy,1,0.36317476630210876
129,7,0,Giving to Save the Children is one of the world's best investments.,Not-a-strategy,Not-a-strategy,1,0.36316558718681335
130,8,0,Changing children's lives now.,Not-a-strategy,Not-a-strategy,1,0.363146036863327
131,9,0,Transforming the future we all share.,Not-a-strategy,Not-a-strategy,1,0.36311301589012146
132,10,1,There are many charities for children than just that one.,Self Assertion-Empowerment,Not-a-strategy,1,0.36305612325668335
133,0,0,hi there!,Not-a-strategy,Not-a-strategy,0,0.2909882962703705
134,1,0,How was your weekend?,Not-a-strategy,Not-a-strategy,0,0.3492200970649719
135,1,1,"It was pretty good, hot weather but still nice and yours?",Not-a-strategy,Not-a-strategy,0,0.3613343834877014
136,2,0,hot here too.,Not-a-strategy,Not-a-strategy,0,0.36373114585876465
137,3,0,I did a 5k fun for save the children charity.,Not-a-strategy,Not-a-strategy,0,0.3642542362213135
138,4,0,have you ever heard of it?,Not-a-strategy,Not-a-strategy,0,0.3644031584262848
139,5,1,"No, I can't say I have.",Not-a-strategy,Not-a-strategy,0,0.36441129446029663
140,5,1,What is it about?,Information Inquiry-Contesting,Not-a-strategy,0,0.3640582263469696
141,6,0,"I'm excited to tell you about it! it is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Not-a-strategy,Not-a-strategy,0,0.36378178000450134
142,7,1,In what way does it support children?,Information Inquiry-Contesting,Not-a-strategy,0,0.36349013447761536
143,8,0,"There is a lack of support for children in developing countries, especially in war zones.",Not-a-strategy,Not-a-strategy,0,0.363492488861084
144,9,0,"For instance, millions of Syrian children have grown up facing the daily threat of violence.",Not-a-strategy,Not-a-strategy,0,0.3633580803871155
145,9,0,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",Not-a-strategy,Not-a-strategy,0,0.3633743226528168
146,0,0,Hey there :) How are you feeling today?,Not-a-strategy,Not-a-strategy,1,0.2906905710697174
147,1,1,I'm fine how are you.,Not-a-strategy,Not-a-strategy,1,0.3490218222141266
148,1,0,"Not too bad, all things considered",Not-a-strategy,Not-a-strategy,1,0.36144742369651794
149,2,1,Thats good to hear.,Not-a-strategy,Not-a-strategy,1,0.36403688788414
150,2,1,Where are you from?,Not-a-strategy,Not-a-strategy,1,0.36431512236595154
151,3,0,U.S. How about you?,Not-a-strategy,Not-a-strategy,1,0.36420130729675293
152,4,0,Think they matched us with our complete opposites? :P,Not-a-strategy,Not-a-strategy,1,0.3639901876449585
153,4,1,Same.,Not-a-strategy,Not-a-strategy,1,0.3639523684978485
154,5,1,"Maybe, I'm not sure.",Not-a-strategy,Not-a-strategy,1,0.3639267683029175
155,6,0,Haha I am trying to figure out if you're a bot.,Not-a-strategy,Not-a-strategy,1,0.3638368546962738
156,7,0,"I'm not, if you're wondering :) If you are you're pretty good.",Not-a-strategy,Not-a-strategy,1,0.36383235454559326
157,8,0,Congrats!,Not-a-strategy,Not-a-strategy,1,0.36378586292266846
158,9,1,Lol. I'm not a bot......,Not-a-strategy,Not-a-strategy,1,0.3636349141597748
159,0,0,Hello there!,Not-a-strategy,Not-a-strategy,0,0.29065296053886414
160,1,1,hello how are you,Not-a-strategy,Not-a-strategy,0,0.3487681448459625
161,2,0,Fine.,Not-a-strategy,Not-a-strategy,0,0.36117467284202576
162,3,0,"We\'re doing this drive for ""Save the Children,"" and we were hoping for you to donate.",Not-a-strategy,Not-a-strategy,0,0.36368075013160706
163,4,1,i might donate,Source Derogation-Contesting,Not-a-strategy,0,0.36414605379104614
164,5,0,By committing some of your earnings for this HIT towards the cause.,Not-a-strategy,Not-a-strategy,0,0.36402803659439087
165,6,1,im not to sure yet,Source Derogation-Contesting,Not-a-strategy,0,0.3638150095939636
166,7,0,What are you not sure about?,Not-a-strategy,Not-a-strategy,0,0.3635992109775543
167,8,1,whether to donate or not,Not-a-strategy,Not-a-strategy,0,0.3634663224220276
168,9,0,I read an article yesterday that said 1000 children were saved from hunger shelters just by donations from online workers.,Not-a-strategy,Not-a-strategy,0,0.3633655607700348
169,0,0,HI GOOD MORNING,Not-a-strategy,Not-a-strategy,0,0.29090702533721924
170,0,1,Good morning.,Not-a-strategy,Not-a-strategy,0,0.3487392067909241
171,1,1,How are you today?,Not-a-strategy,Not-a-strategy,0,0.36122068762779236
172,1,0,"FINE,SAVE THE CHILDREN , HOW DO YOU THINK ABOUT THE DONATION THE SAVE THE CHILD.",Not-a-strategy,Not-a-strategy,0,0.36378440260887146
173,2,1,I don't usually donate to charities.,Not-a-strategy,Not-a-strategy,0,0.36420518159866333
174,2,1,Is that something that you personally do?,Not-a-strategy,Not-a-strategy,0,0.3641684353351593
175,3,0,"NO BUT, ITS A INTERNATIONAL NON-GOVERNMENTAL ORGANIZATION TO THE CHILD",Not-a-strategy,Not-a-strategy,0,0.36400842666625977
176,3,1,I like the fact that it's an international organization.,Not-a-strategy,Not-a-strategy,0,0.36393043398857117
177,3,1,What kinds of things do children's charities do?,Information Inquiry-Contesting,Not-a-strategy,0,0.36378005146980286
178,4,0,"SAVE THE CHILDREN , FOR YOUR CLARIFICATION YOU GO AND CHECK THE URL WEBSITE.",Not-a-strategy,Not-a-strategy,0,0.36360374093055725
179,4,0,ITS VERY HELPFUL TO THE ORGANIZATION.,Not-a-strategy,Not-a-strategy,0,0.36362048983573914
180,5,1,I took a look at the website.,Not-a-strategy,Not-a-strategy,0,0.3636094331741333
181,5,1,So it looks like the money goes toward health and education?,Information Inquiry-Contesting,Not-a-strategy,0,0.36361071467399597
182,6,1,Things like that?,Information Inquiry-Contesting,Not-a-strategy,0,0.3635176122188568
183,6,0,"YES, SO HOW MUCH DO YOU LIKE TO DONATE TO THE CHARITY NOW?",Not-a-strategy,Not-a-strategy,0,0.36346742510795593
184,7,1,I'm still not sure.,Source Derogation-Contesting,Not-a-strategy,0,0.36343899369239807
185,7,1,"I worry that my money won't actually go to the children, that it'll just be paying for someone's job at the charity.",Hesitance-Hesitance,Not-a-strategy,0,0.36335673928260803
186,8,0,"YOU CAN TRUST OUR ORGANIZATION, YOU DONATE THE CHILDREN IS VERY HELPFUL TO THEY OF EDUCATION , HEALTH AND SAFETY. ETC.,",Not-a-strategy,Not-a-strategy,0,0.3633183538913727
187,8,1,Do you know how much of the donation goes to the children?,Information Inquiry-Contesting,Not-a-strategy,0,0.3632652163505554
188,9,1,"I heard that, with some organizations, only 10% of the money goes to the recipient!",Not-a-strategy,Not-a-strategy,0,0.3632090985774994
189,9,0,"NO, WE CAN PUT 100% TO THE CHILDREN USE ONLY, SO YOU CAN TRUST OUR ORGANIZATION.",Not-a-strategy,Not-a-strategy,0,0.3631853461265564
190,0,0,"Hello, would you be willing to donate some of your money to save the children?",Not-a-strategy,Not-a-strategy,1,0.29097461700439453
191,1,1,To save the children where?,Information Inquiry-Contesting,Not-a-strategy,1,0.34934717416763306
192,2,0,It is a non-governmental organization that helps children in developing countries,Not-a-strategy,Not-a-strategy,1,0.361676961183548
193,3,1,What does it help the children with?,Information Inquiry-Contesting,Not-a-strategy,1,0.36407262086868286
194,4,0,"With their rights and relief for many daily necessities like food, water, shelter, and education to name a few",Not-a-strategy,Not-a-strategy,1,0.3641754388809204
195,5,1,Is there a minimum donation?,Not-a-strategy,Not-a-strategy,1,0.3639976382255554
196,6,0,"A minimum donation of 10 cents would be appreciated, which is a third of the money received for this task.",Not-a-strategy,Not-a-strategy,1,0.36397939920425415
197,7,0,The more the better.,Not-a-strategy,Not-a-strategy,1,0.3638515770435333
198,8,1,I would be interested in making a donation,Not-a-strategy,Not-a-strategy,1,0.36374980211257935
199,9,0,Thank you so much.,Not-a-strategy,Not-a-strategy,1,0.36376285552978516
200,0,0,Save the Children is a great organization that looks out for the well being of children in need.,Not-a-strategy,Not-a-strategy,0,0.29087474942207336
201,0,0,Currently they are looking for individuals to help their cause.,Not-a-strategy,Not-a-strategy,0,0.34957581758499146
202,1,1,where is this organization based?,Information Inquiry-Contesting,Not-a-strategy,0,0.36163729429244995
203,1,1,Do they help children from a particular country or is it all around the world?,Information Inquiry-Contesting,Not-a-strategy,0,0.36389556527137756
204,1,0,They help children mostly in developing countries around the world.,Not-a-strategy,Not-a-strategy,0,0.364154577255249
205,2,0,Think about all the stories you hear in the news and on social media about children that need help or have been taken advantage of.,Not-a-strategy,Not-a-strategy,0,0.3642679750919342
206,3,1,Yeah stories like that are very heart breaking.,Not-a-strategy,Not-a-strategy,0,0.36423274874687195
207,4,1,What types of programs do they offer?,Information Inquiry-Contesting,Not-a-strategy,0,0.36411935091018677
208,4,1,Like do they just supply food?,Information Inquiry-Contesting,Not-a-strategy,0,0.3639429211616516
209,5,0,"They often protect children from being victims of hunger, violence, and child labor.",Not-a-strategy,Not-a-strategy,0,0.36389240622520447
210,5,0,They also advocate for schooling and provide opportunities for families to get ahead.,Not-a-strategy,Not-a-strategy,0,0.3638383150100708
211,6,0,It is a great social cause that is worth donating to!,Not-a-strategy,Not-a-strategy,0,0.3636544644832611
212,6,1,That sound great but you know my biggest concern with making donations to charities is always the question of just how much of the money I give actually reaches to the intended people.,Information Inquiry-Contesting,Not-a-strategy,0,0.3635598123073578
213,7,0,"Save the Children is a very well known, credible organization with transparency.",Not-a-strategy,Not-a-strategy,0,0.3635634183883667
214,8,0,Visiting the organization's website allows you to understand how even a small donation can have an impact.,Not-a-strategy,Not-a-strategy,0,0.3634923994541168
215,8,1,Oh I see so they have a website that I could learn more about them.,Not-a-strategy,Not-a-strategy,0,0.36345720291137695
216,9,0,Think about how much money you spend on non essentials in your life.,Not-a-strategy,Not-a-strategy,0,0.3633561134338379
217,0,0,"Hi there, how are you doing today?",Not-a-strategy,Not-a-strategy,0,0.2910067141056061
218,0,1,Hi!,Not-a-strategy,Not-a-strategy,0,0.3490253686904907
219,0,1,Doing good.,Not-a-strategy,Not-a-strategy,0,0.3608291447162628
220,1,1,How are you?,Not-a-strategy,Not-a-strategy,0,0.3631155490875244
221,1,0,I'm doing good.,Not-a-strategy,Not-a-strategy,0,0.3634223937988281
222,2,0,I was wondering if I could talk to you about donating to Save the Children today?,Not-a-strategy,Not-a-strategy,0,0.3633437752723694
223,3,1,"Yes, of course.",Not-a-strategy,Not-a-strategy,0,0.3632557690143585
224,4,1,What are they about?,Information Inquiry-Contesting,Not-a-strategy,0,0.36321356892585754
225,4,0,Great!,Not-a-strategy,Not-a-strategy,0,0.3631720542907715
226,5,0,They're an international organization that promotes children's rights and helps give children aid in developing countries.,Not-a-strategy,Not-a-strategy,0,0.3631429374217987
227,5,1,That sounds wonderful!,Not-a-strategy,Not-a-strategy,0,0.3631059229373932
228,6,0,Isn't it?,Not-a-strategy,Not-a-strategy,0,0.36305949091911316
229,6,0,"And we're not asking for a lot, just some or all of your incoming payment for your task.",Not-a-strategy,Not-a-strategy,0,0.36301863193511963
230,7,0,It's going to a really good cause!,Not-a-strategy,Not-a-strategy,0,0.36302313208580017
231,7,1,What kind of aid do they give?,Information Inquiry-Contesting,Not-a-strategy,0,0.3629873991012573
232,8,0,"They help provide water, give children access to education, give girls tampons so that they can attend school on their period, give them vaccines - things like that.",Not-a-strategy,Not-a-strategy,0,0.36295944452285767
233,9,1,A couple of organizations claim to do that.,Not-a-strategy,Not-a-strategy,0,0.362941712141037
234,9,1,Why should I donate to this one in particular?,Not-a-strategy,Not-a-strategy,0,0.36292150616645813
235,0,0,Hi!,Not-a-strategy,Not-a-strategy,1,0.2907997965812683
236,1,0,Have you ever heard of Save the Children?,Not-a-strategy,Not-a-strategy,1,0.34926408529281616
237,2,0,It's a charity!,Not-a-strategy,Not-a-strategy,1,0.3615288734436035
238,3,1,yes I do,Not-a-strategy,Not-a-strategy,1,0.3642852306365967
239,4,0,What do you think of it?,Not-a-strategy,Not-a-strategy,1,0.364342600107193
240,5,1,"well, it is a charity work / organisation where they save many children",Not-a-strategy,Not-a-strategy,1,0.3642771542072296
241,5,0,Yup!,Not-a-strategy,Not-a-strategy,1,0.36408042907714844
242,5,0,"And it's an international group, and not owned/sponsored by any government.",Not-a-strategy,Not-a-strategy,1,0.36400195956230164
243,6,1,"you're right, it is non-profit organisation.",Not-a-strategy,Not-a-strategy,1,0.3639737367630005
244,7,0,Have you ever considered donating to them?,Not-a-strategy,Not-a-strategy,1,0.36383453011512756
245,8,1,"it is an NGO, yes ofcourse many times I have considered to donate them as per my ability",Not-a-strategy,Not-a-strategy,1,0.3638349771499634
246,9,0,Me too.,Not-a-strategy,Not-a-strategy,1,0.3638058602809906
247,0,0,hello,Not-a-strategy,Not-a-strategy,1,0.29056060314178467
248,1,1,"Hi, how are you?",Not-a-strategy,Not-a-strategy,1,0.3487378656864166
249,1,0,"I'm doing great, I hope all is well.",Not-a-strategy,Not-a-strategy,1,0.3612890839576721
250,2,1,Thanks.,Not-a-strategy,Not-a-strategy,1,0.3635522127151489
251,3,1,"We're here to talk about a children's charity, is that right?",Not-a-strategy,Not-a-strategy,1,0.3637211322784424
252,3,0,"T hat is correct, I hope you are interested in donating today.",Not-a-strategy,Not-a-strategy,1,0.3635340631008148
253,4,0,How much do you like to donate to the charity now?,Not-a-strategy,Not-a-strategy,1,0.3635401427745819
254,4,0,Your donation will be directly deducted from your task payment.,Not-a-strategy,Not-a-strategy,1,0.3635590672492981
255,5,0,You can choose any amount from $0 to all your payment.,Not-a-strategy,Not-a-strategy,1,0.36340370774269104
256,5,1,What is the charity?,Not-a-strategy,Not-a-strategy,1,0.3633284270763397
257,6,0,"Save the Children, it is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Not-a-strategy,Not-a-strategy,1,0.3632467985153198
258,6,1,I've heard of them.,Not-a-strategy,Not-a-strategy,1,0.36327674984931946
259,6,1,It's a good charity.,Not-a-strategy,Not-a-strategy,1,0.36320799589157104
260,7,0,It is I have personally been involved with this charity after finding out that millions of Syrian children have grown up facing the daily threat of violence.,Not-a-strategy,Not-a-strategy,1,0.36310040950775146
261,7,0,"In the first two months of 2018 alone 1,000 children were reportedly killed or injured in intensifying violence",Not-a-strategy,Not-a-strategy,1,0.36306461691856384
