,Turn,Speaker,Text,True,Pred,Don_true,Don_pred
99,4,0,Children who suffer from hunger would greatly appreciate a donation,Not-a-strategy,Not-a-strategy,1,0.386552631855011
100,5,1,Great - So how does the donation process work?,Source Derogation-Contesting,Not-a-strategy,1,0.3865154981613159
101,6,1,How do I make sure my money is being used for that purpose?,Hesitance-Hesitance,Not-a-strategy,1,0.3865504562854767
102,7,0,The research team will collect tall donations and send it to save the children,Not-a-strategy,Not-a-strategy,1,0.38678136467933655
103,8,1,Ok - so can I donate $20?,Not-a-strategy,Not-a-strategy,1,0.38664570450782776
104,8,0,"Yes, your donation will be directly deducted from you task payment you can choose any amount from 0 to all of your paymen",Not-a-strategy,Not-a-strategy,1,0.38649848103523254
105,9,1,oh - well since it'll be deducted from my task payment - Let's do half - $1,Information Inquiry-Contesting,Not-a-strategy,1,0.38643041253089905
106,10,0,Half of 1 dollar?,Not-a-strategy,Not-a-strategy,1,0.38629209995269775
107,10,1,Half the payment - One whole dollar,Not-a-strategy,Not-a-strategy,1,0.386142373085022
108,0,0,Good afternoon.,Not-a-strategy,Not-a-strategy,0,0.30349066853523254
109,1,1,Hey there how is it going?,Not-a-strategy,Not-a-strategy,0,0.3680683970451355
110,2,0,It's going alright.,Not-a-strategy,Not-a-strategy,0,0.3820692300796509
111,2,0,I've just been reading about a charity called Save the Children.,Not-a-strategy,Not-a-strategy,0,0.384746789932251
112,2,0,Have you heard of it?,Not-a-strategy,Not-a-strategy,0,0.3854197859764099
113,3,1,I've heard a little bit about it but don't know too much.,Not-a-strategy,Not-a-strategy,0,0.3859730362892151
114,4,0,"From what I've read, it's a nonprofit that helps children in difficult situations around the world.",Not-a-strategy,Not-a-strategy,0,0.3862941563129425
115,4,0,I was reading about their aid work in Syria and how they've helped young girls in developing countries receive schooling.,Not-a-strategy,Not-a-strategy,0,0.3863837718963623
116,5,1,Oh wow!,Not-a-strategy,Not-a-strategy,0,0.38637775182724
117,5,1,That's incredible.,Not-a-strategy,Not-a-strategy,0,0.3864526152610779
118,6,1,I wasn't aware that they did all of that.,Not-a-strategy,Not-a-strategy,0,0.3865906596183777
119,6,0,"This morning, I was also reading about an ebola outbreak in the Congo (I think).",Not-a-strategy,Not-a-strategy,0,0.3866366446018219
120,7,0,I imagine they'll help there if they aren't stretched too thin.,Not-a-strategy,Not-a-strategy,0,0.38672250509262085
121,8,1,So save the children is a worldwide organization it sounds like!,Source Derogation-Contesting,Not-a-strategy,0,0.38675880432128906
122,9,0,It is!,Not-a-strategy,Not-a-strategy,0,0.38677898049354553
123,9,0,Do you ever donate to organizations like this?,Not-a-strategy,Not-a-strategy,0,0.38668277859687805
124,9,0,"My brother, sister, and I replaced birthday gifts with charity donations a few years ago.",Not-a-strategy,Not-a-strategy,0,0.3865770101547241
125,9,0,It saved on clutter and felt great to give to charities.,Not-a-strategy,Not-a-strategy,0,0.38659146428108215
126,0,0,"HI, have you ever heard of Save The Children?",Not-a-strategy,Not-a-strategy,0,0.30364087224006653
127,1,1,"I haven't, is that a charity?",Hesitance-Hesitance,Not-a-strategy,0,0.36767280101776123
128,2,0,It is and a very reputable one.,Not-a-strategy,Not-a-strategy,0,0.3822627067565918
129,3,0,Have you ever donated to one before?,Not-a-strategy,Not-a-strategy,0,0.386173814535141
130,4,1,I've donated to a few in the past,Counter Argumentation-Contesting,Not-a-strategy,0,0.3871628940105438
131,5,0,"Maybe I can get to do it again, Save the Children is international and non-governmental. Would you be interested in donating?",Not-a-strategy,Not-a-strategy,0,0.3875114619731903
132,6,1,"Possibly, do they have a website?",Counter Argumentation-Contesting,Not-a-strategy,0,0.3876442611217499
133,7,0,"They do, it's URL by donating you are helping children and their families.",Not-a-strategy,Not-a-strategy,0,0.38767144083976746
134,8,0,How much can I count on you for?,Not-a-strategy,Not-a-strategy,0,0.3875260353088379
135,9,1,"I really can't do much, but I'd be glad to put down a dollar",Not-a-strategy,Not-a-strategy,0,0.38728058338165283
136,0,0,"Hi, How are you today?",Not-a-strategy,Not-a-strategy,0,0.3036442697048187
137,0,1,Hi!,Not-a-strategy,Not-a-strategy,0,0.36687466502189636
138,1,1,"I'm great, how are you?",Not-a-strategy,Not-a-strategy,0,0.381328284740448
139,2,0,I'm terrific!,Not-a-strategy,Not-a-strategy,0,0.3844113051891327
140,2,0,I wanted to talk to you today about a charity I am really involved in,Not-a-strategy,Not-a-strategy,0,0.3849596381187439
141,3,1,"Okay, please tell me about the charity.",Source Derogation-Contesting,Not-a-strategy,0,0.38494187593460083
142,3,0,"This charity is called Save the Children and is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Not-a-strategy,Not-a-strategy,0,0.38497498631477356
143,4,0,Do you ever donate to charity organizations?,Not-a-strategy,Not-a-strategy,0,0.3850117325782776
144,5,1,I almost never donate.,Counter Argumentation-Contesting,Not-a-strategy,0,0.3850330710411072
145,5,1,Do you?,Self Assertion-Empowerment,Not-a-strategy,0,0.3852889835834503
146,6,0,I definitely do if I believe in the mission of the organization.,Not-a-strategy,Not-a-strategy,0,0.38533034920692444
147,6,0,This particular organization is helping the future of our world by ensuring that children's rights are protected all over,Not-a-strategy,Not-a-strategy,0,0.38538485765457153
148,7,1,That sounds really great.,Not-a-strategy,Not-a-strategy,0,0.38547542691230774
149,8,1,I would be willing to donate to this organization.,Not-a-strategy,Not-a-strategy,0,0.38547250628471375
150,8,0,That's amazing!,Not-a-strategy,Not-a-strategy,0,0.3855750560760498
151,9,0,How much would you like to donate to the charity now?,Not-a-strategy,Not-a-strategy,0,0.385562926530838
152,9,0,Your donation would be directly deducted from your task payment.,Not-a-strategy,Not-a-strategy,0,0.385514497756958
153,9,0,You can choose any amount!,Not-a-strategy,Not-a-strategy,0,0.38548001646995544
154,0,0,"Hey, how are you?",Not-a-strategy,Not-a-strategy,1,0.30316147208213806
155,0,1,Good day...,Not-a-strategy,Not-a-strategy,1,0.3670814633369446
156,1,1,"it's a Monday, but a good start to the week!",Not-a-strategy,Not-a-strategy,1,0.3823390603065491
157,1,0,Absolutely.,Not-a-strategy,Not-a-strategy,1,0.3855040669441223
158,2,0,Glad your week is starting off well.,Not-a-strategy,Not-a-strategy,1,0.38636210560798645
159,2,1,I'm just waiting until it's time to go volunteer at a local children's hospital...,Counter Argumentation-Contesting,Not-a-strategy,1,0.38678494095802307
160,3,1,I cuddle babies in the NICU.,Counter Argumentation-Contesting,Not-a-strategy,1,0.3867110013961792
161,3,0,That's adorable.,Not-a-strategy,Not-a-strategy,1,0.3866710960865021
162,4,0,How did you get involved in an opportunity like that?,Not-a-strategy,Not-a-strategy,1,0.3867988884449005
163,5,0,I imagine hospitals are very strict about who gets to be with the little ones.,Not-a-strategy,Not-a-strategy,1,0.38666659593582153
164,6,1,"A friend has been doing it for awhile, and I've always been interested.",Not-a-strategy,Not-a-strategy,1,0.386532187461853
165,6,1,"There is quite a bit of training and background checks, but it's worth it!",Not-a-strategy,Not-a-strategy,1,0.38647982478141785
166,7,0,I'd like to chat with you about a children's charity today.,Not-a-strategy,Not-a-strategy,1,0.3863885998725891
167,8,0,Do you have a moment?,Not-a-strategy,Not-a-strategy,1,0.3862660527229309
168,8,1,Sure!,Not-a-strategy,Not-a-strategy,1,0.3861662745475769
169,9,1,"As you can tell, it's something I'm very concerned about!",Not-a-strategy,Not-a-strategy,1,0.3860931098461151
170,0,0,I am so livid I just can't stand it right now.,Not-a-strategy,Not-a-strategy,0,0.30320608615875244
171,1,0,Parts of this world are so dark...,Not-a-strategy,Not-a-strategy,0,0.3658819794654846
172,1,0,how can we sit here and do nothing?,Not-a-strategy,Not-a-strategy,0,0.38097891211509705
173,2,1,Do nothing about what?,Source Derogation-Contesting,Not-a-strategy,0,0.38398489356040955
174,2,0,These poor suffering children!,Not-a-strategy,Not-a-strategy,0,0.3847833573818207
175,2,0,Did you know that 5.6 million children die each year due to treatable AND preventable diseases?,Not-a-strategy,Not-a-strategy,0,0.3848761320114136
176,2,1,That's awful.,Not-a-strategy,Not-a-strategy,0,0.3848131597042084
177,3,1,Are you talking about around the world or in the states?,Source Derogation-Contesting,Not-a-strategy,0,0.3847869634628296
178,3,0,Around the world!,Not-a-strategy,Not-a-strategy,0,0.3848937749862671
179,3,0,There is so much that could be done..,Not-a-strategy,Not-a-strategy,0,0.3849041759967804
180,4,0,"between preventing the spread of aids, reducing the infant mortality rate with proper education and vaccinations, and ensuring access and aid to proper nutrition so many children could be saved.",Not-a-strategy,Not-a-strategy,0,0.384873628616333
181,4,1,I totally agree.,Not-a-strategy,Not-a-strategy,0,0.38481709361076355
182,4,1,There are people helping but its a drop in the bucket.,Not-a-strategy,Not-a-strategy,0,0.3847607970237732
183,5,1,The kids dying is really disturbing.,Not-a-strategy,Not-a-strategy,0,0.3847545385360718
184,5,1,They didn't choose that life.,Not-a-strategy,Not-a-strategy,0,0.3847445249557495
185,5,0,You are absolutely right.,Not-a-strategy,Not-a-strategy,0,0.3847428262233734
186,5,0,It is disturbing!,Not-a-strategy,Not-a-strategy,0,0.3847000002861023
187,6,0,"And yes, it could seem like the aid is a drop in a bucket.",Not-a-strategy,Not-a-strategy,0,0.38468560576438904
188,6,0,"However, if we can move the scale one iota and can consider that what that represents is one child having a week of meals or a healthy 3 months than wouldn't you agree that that would be worth any aid that we could provide?",Not-a-strategy,Not-a-strategy,0,0.38464856147766113
189,6,1,Absolutely!,Not-a-strategy,Not-a-strategy,0,0.38462933897972107
190,7,1,I think every little bit helps but as a whole it's not enough.,Not-a-strategy,Not-a-strategy,0,0.3846113681793213
191,8,1,Have you ever donated?,Self Assertion-Empowerment,Not-a-strategy,0,0.38459423184394836
192,8,0,I have!,Not-a-strategy,Not-a-strategy,0,0.38460206985473633
193,9,0,And it feels incredible knowing that I have been a part of something greater than myself.,Not-a-strategy,Not-a-strategy,0,0.384594589471817
194,9,0,It really helps you shift your perspective about your own personal significance on this planet.,Not-a-strategy,Not-a-strategy,0,0.384568989276886
195,0,0,"Hello, how ware you today?",Not-a-strategy,Not-a-strategy,0,0.3032374978065491
196,1,1,"Hello, I'm alright.",Not-a-strategy,Not-a-strategy,0,0.366984486579895
197,1,0,Do you consider yourself someone that wants to make a change in the world?,Not-a-strategy,Not-a-strategy,0,0.38143059611320496
198,1,1,Yes somewhat.,Not-a-strategy,Not-a-strategy,0,0.3852289915084839
199,2,1,With e environment and food system.,Self Assertion-Empowerment,Not-a-strategy,0,0.385800302028656
200,2,1,What do you think of children's charities?,Not-a-strategy,Not-a-strategy,0,0.385836124420166
201,3,0,I think some are good but i've been donating to Save the Children (foundation).,Not-a-strategy,Not-a-strategy,0,0.3856891691684723
202,3,0,Have you ever heard of them?,Not-a-strategy,Not-a-strategy,0,0.38610875606536865
203,4,1,I think I have.,Not-a-strategy,Not-a-strategy,0,0.38607755303382874
204,4,1,I've heard of Red Cross,Counter Argumentation-Contesting,Not-a-strategy,0,0.3861248195171356
205,5,0,It is similar in which all funds donated are used to help kids in need.,Not-a-strategy,Not-a-strategy,0,0.38625743985176086
206,6,1,That's nice.,Not-a-strategy,Not-a-strategy,0,0.38630831241607666
207,6,1,How much would you donate if given the chance to help a childrens charity?,Self Assertion-Empowerment,Not-a-strategy,0,0.386281281709671
208,7,0,i'm not sure i already donate my time.,Not-a-strategy,Not-a-strategy,0,0.38624027371406555
209,7,1,Oh ok.,Not-a-strategy,Not-a-strategy,0,0.3861614465713501
210,8,1,Do you have any other questions?,Not-a-strategy,Not-a-strategy,0,0.3860790431499481
211,9,0,"yes, have you heard about the crisis in syria?",Not-a-strategy,Not-a-strategy,0,0.3859742283821106
212,0,0,hi there!,Not-a-strategy,Not-a-strategy,1,0.3045330345630646
213,0,1,Hello.,Not-a-strategy,Not-a-strategy,1,0.36682718992233276
214,1,1,How you doin,Not-a-strategy,Not-a-strategy,1,0.38090527057647705
215,2,0,pretty good.,Not-a-strategy,Not-a-strategy,1,0.3845171332359314
216,3,0,"It looks like this chat is supposed to be to learn more about ""Save the Children"".",Not-a-strategy,Not-a-strategy,1,0.38582006096839905
217,4,0,Have you ever heard of it?,Not-a-strategy,Not-a-strategy,1,0.3860791027545929
218,4,1,Yes I am aware of that charity,Not-a-strategy,Not-a-strategy,1,0.3860313594341278
219,5,0,It seems vaguely familiar but I never paid attention specifically.,Not-a-strategy,Not-a-strategy,1,0.3861216902732849
220,6,0,Have you ever donated to them?,Not-a-strategy,Not-a-strategy,1,0.38637658953666687
221,7,1,I have not but I have to some others recently,Counter Argumentation-Contesting,Not-a-strategy,1,0.38632673025131226
222,7,0,Do you feel that Save the Children is a good charity to give to?,Not-a-strategy,Not-a-strategy,1,0.3864195942878723
223,7,0,"From what I'm reading, it sounds like a great cause",Not-a-strategy,Not-a-strategy,1,0.3863815665245056
224,8,1,I know a little can you maybe provide some info for me?,Source Derogation-Contesting,Not-a-strategy,1,0.3866007328033447
225,9,0,"It seems to be international, and supports children in developing countries.",Not-a-strategy,Not-a-strategy,1,0.38655170798301697
226,10,0,It's apparently very influential in war zones like Syria,Not-a-strategy,Not-a-strategy,1,0.3865216374397278
227,0,0,"Hello, how are you today?",Not-a-strategy,Not-a-strategy,0,0.3029884696006775
228,0,1,I'm good.,Not-a-strategy,Not-a-strategy,0,0.3669913411140442
229,1,1,What Children's charity would you like to donate money to?,Not-a-strategy,Not-a-strategy,0,0.38165196776390076
230,2,0,"I like to donate, but i have a soft heart for children too.",Not-a-strategy,Not-a-strategy,0,0.38480454683303833
231,2,0,"I recently read about ""Save the Children"" and red more about it.",Not-a-strategy,Not-a-strategy,0,0.3854536712169647
232,2,1,Save the Children sounds like a good charity to me as well.,Not-a-strategy,Not-a-strategy,0,0.38546931743621826
233,3,0,Yes I like how they are clear about their financial reports and They are a big organization,Not-a-strategy,Not-a-strategy,0,0.38524729013442993
234,3,1,Clear financial reports are a very good thing.,Not-a-strategy,Not-a-strategy,0,0.38516709208488464
235,4,1,They work with children all around the world.,Not-a-strategy,Not-a-strategy,0,0.3850969970226288
236,4,1,Correct?,Source Derogation-Contesting,Not-a-strategy,0,0.3850634694099426
237,5,0,"Yes they work in 120 different countries, on different issues.",Not-a-strategy,Not-a-strategy,0,0.3850677013397217
238,5,1,"Wow, that's amazing.",Not-a-strategy,Not-a-strategy,0,0.38508185744285583
239,6,1,Definitely a charity that I could stand behind and support.,Not-a-strategy,Not-a-strategy,0,0.38526198267936707
240,7,0,"Same here, they have many option to help, We can donate or We can participate in their events",Not-a-strategy,Not-a-strategy,0,0.3853999674320221
241,7,1,I don't know much about their events.,Not-a-strategy,Not-a-strategy,0,0.38544410467147827
242,8,1,But I have money that I can donate.,Not-a-strategy,Not-a-strategy,0,0.38547852635383606
243,8,0,"I usually like to help financially too, since I do not have many off days to join event.",Not-a-strategy,Not-a-strategy,0,0.3854823112487793
244,9,0,Some of their members even travel to different countries to help in person.,Not-a-strategy,Not-a-strategy,0,0.3854392468929291
245,9,0,I believe that is a big thing to do,Not-a-strategy,Not-a-strategy,0,0.3854394555091858
246,0,0,Hello,Not-a-strategy,Not-a-strategy,1,0.3040367066860199
247,1,0,How are you ?,Not-a-strategy,Not-a-strategy,1,0.36895984411239624
248,2,1,"I'm good,how are you?",Not-a-strategy,Not-a-strategy,1,0.3839153051376343
249,3,0,I am great.,Not-a-strategy,Not-a-strategy,1,0.38691478967666626
250,3,0,Thanks How much do you typically give to charity in a year?,Not-a-strategy,Not-a-strategy,1,0.3874623477458954
251,4,1,I give £3 a week so around £36 a year.,Not-a-strategy,Not-a-strategy,1,0.38722220063209534
252,5,0,Oh that's pretty great.,Not-a-strategy,Not-a-strategy,1,0.38687190413475037
253,6,0,What kind do you typically give to?,Not-a-strategy,Not-a-strategy,1,0.38664042949676514
254,6,1,I pay money to the Royal National Institute for the Blind.,Not-a-strategy,Not-a-strategy,1,0.3863767981529236
255,7,0,Oh awesome.,Not-a-strategy,Not-a-strategy,1,0.38616064190864563
256,8,0,Have you heard of Save the children?,Not-a-strategy,Not-a-strategy,1,0.38606375455856323
257,9,1,Yes.,Not-a-strategy,Not-a-strategy,1,0.38600945472717285
258,9,1,I have seen their adverts and campaigns.,Not-a-strategy,Not-a-strategy,1,0.3859882652759552
259,0,0,Hello!,Not-a-strategy,Not-a-strategy,0,0.30474239587783813
260,1,1,hi,Not-a-strategy,Not-a-strategy,0,0.3670649230480194
261,2,0,"Have you heard of the charity, Save the Children?",Not-a-strategy,Not-a-strategy,0,0.3820060193538666
262,3,1,no I have not...what is it about?,Not-a-strategy,Not-a-strategy,0,0.3859236240386963
263,4,0,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Not-a-strategy,Not-a-strategy,0,0.38751983642578125
264,5,0,You can refer to Save the Children's website to gather more information if you like to.,Not-a-strategy,Not-a-strategy,0,0.38786420226097107
265,6,0,URL,Not-a-strategy,Not-a-strategy,0,0.38771843910217285
266,6,1,ooo ok...thats good that there is a organization put together to help children in other countries,Not-a-strategy,Not-a-strategy,0,0.3871992528438568
267,7,0,"Yes, it is good.",Not-a-strategy,Not-a-strategy,0,0.3870452046394348
268,8,0,But they are really under funded.,Not-a-strategy,Not-a-strategy,0,0.3867180645465851
269,9,0,Would you be willing to donate to the charity now?,Not-a-strategy,Not-a-strategy,0,0.3866233229637146
270,0,0,It would be really great if we gave some money to save the children,Not-a-strategy,Not-a-strategy,1,0.30414026975631714
