,Turn,Speaker,Text,True,Pred
105,3,0,"well The price is s lightly high for used couches, would you come down to $240 if I ALSO PICKED THEM UP?",Personal Choice-Empowerment,Self Assertion-Empowerment
106,3,1,I don't think I can go that low. I can give you both for $300 and I'll deliver them myself for no extra charge. Sound fair?,Personal Choice-Empowerment,Self Assertion-Empowerment
107,4,0,$275??,Hesitance-Hesitance,Self Assertion-Empowerment
108,4,1,"Actually, that's fine. Again, I'll deliver them to you myself. Don't worry about picking them up.",Not-a-strategy,Self Assertion-Empowerment
109,0,1,Hello.,Not-a-strategy,Self Assertion-Empowerment
110,0,0,"Hello, I have just viewed your advertisement for the white BMW Z3",Not-a-strategy,Self Assertion-Empowerment
111,1,1,"Great, any questions?",Not-a-strategy,Self Assertion-Empowerment
112,1,0,"Yes, how many miles are on it?",Information Inquiry-Contesting,Self Assertion-Empowerment
113,2,1,15000,Not-a-strategy,Self Assertion-Empowerment
114,2,0,Have you done maintenance during the 15000 mile period?,Source Derogation-Contesting,Self Assertion-Empowerment
115,3,1,"yes, it is in great conditon.",Not-a-strategy,Self Assertion-Empowerment
116,3,0,That's great to hear! Do you have the maintenance records?,Information Inquiry-Contesting,Self Assertion-Empowerment
117,4,1,"Yes , of curse, and I also have a warranty on it  for you , good for 5 more years.",Not-a-strategy,Self Assertion-Empowerment
118,4,0,A dealer warranty?,Information Inquiry-Contesting,Self Assertion-Empowerment
119,5,1,manufacturer.,Not-a-strategy,Self Assertion-Empowerment
120,5,0,Nice. What is the least that you would be willing to take on the car?,Not-a-strategy,Self Assertion-Empowerment
121,6,1,"$4,200.00",Hesitance-Hesitance,Self Assertion-Empowerment
122,6,0,That price is high for me right now. If I were to come view the car this weekend and offer $2000 cash would you be open to sell the car?,Self Pity-Empowement,Self Assertion-Empowerment
123,7,1,I am open to deals btu that is less than half of asking.. you need to come up some.,Hesitance-Hesitance,Self Assertion-Empowerment
124,7,0,I could possibly do 2250 but that is a strain for me,Self Pity-Empowement,Self Assertion-Empowerment
125,8,1,"I really do want to get rid of it, but I think that is just way to low for me.",Hesitance-Hesitance,Self Assertion-Empowerment
126,8,0,It is a nice car and it would be going towards a good home. You could have it gone by this weekend and it would be off your hands. Would you take 2450?,Personal Choice-Empowerment,Self Assertion-Empowerment
127,9,1,I need at least 3200.,Self Assertion-Empowerment,Self Assertion-Empowerment
128,9,0,"I can pay you in cash, no hassle for you once you accept my offer",Personal Choice-Empowerment,Self Assertion-Empowerment
129,10,1,is yoru offer 3200 or higher?,Not-a-strategy,Self Assertion-Empowerment
130,10,0,I could possibly come up with $2750 by the weekend and we may be able to figure out what I can do for the difference,Hesitance-Hesitance,Self Assertion-Empowerment
131,11,1,"I just don't think we are going to agree here, too big a loss of me below 3200 even though I was wanting to get rid of it quickly.",Self Assertion-Empowerment,Self Assertion-Empowerment
132,11,0,What if you got to keep some of the parts? Such as the bumper bra; I really wouldn't need it and it probably cost you a good chunk of money,Personal Choice-Empowerment,Self Assertion-Empowerment
133,12,1,"alright , I KEEP THOSE PARTS AND YOU GET IT FOR 3000",Self Assertion-Empowerment,Self Assertion-Empowerment
134,0,0,Hi! I am very interested in buying this Headphone set!,Not-a-strategy,Self Assertion-Empowerment
135,0,1,Great.  Are there any questions I can answer for you?,Not-a-strategy,Self Assertion-Empowerment
136,1,0,What is great about this product compared to the other ones on the market?,Information Inquiry-Contesting,Self Assertion-Empowerment
137,1,1,"This product is new, fits both iPhone and/or Samsung.  It is very attractive and it has it's own carrying hard case for storage.",Not-a-strategy,Self Assertion-Empowerment
138,2,0,Ok awesome. I would like to purchase the item and I am willing to pick it up. What is the best deal that you can offer me?,Personal Choice-Empowerment,Self Assertion-Empowerment
139,2,1,I am asking $15 for the headphone set.,Hesitance-Hesitance,Self Assertion-Empowerment
140,3,0,I understand that but I am willing to do all the labor so you do not have to pay for gas or shipping. Would you be willing to go down to 9 dollars?,Counter Argumentation-Contesting,Self Assertion-Empowerment
141,3,1,Nine is a little low.  I would go $12.,Hesitance-Hesitance,Self Assertion-Empowerment
142,4,0,$11 and you have a deal!,Hesitance-Hesitance,Self Assertion-Empowerment
143,4,1,Okay -- great!  $11 it is.  Thank you.,Not-a-strategy,Self Assertion-Empowerment
144,0,0,hi,Not-a-strategy,Self Assertion-Empowerment
145,0,1,hello. Are you interested in the table for sale?,Not-a-strategy,Self Assertion-Empowerment
146,1,0,"Yes, can you tell me , is your home smoke free?",Information Inquiry-Contesting,Self Assertion-Empowerment
147,1,1,"yes it is. I do , however have pets.",Not-a-strategy,Self Assertion-Empowerment
148,2,0,"they never peed on it or anything, right?",Source Derogation-Contesting,Self Assertion-Empowerment
149,2,1,No they have not. There is a small broken corner but you cannot tell when it is against the wall,Not-a-strategy,Self Assertion-Empowerment
150,3,0,Do you think you would be willing to bring down the price since it is somewhat damaged?,Counter Argumentation-Contesting,Self Assertion-Empowerment
151,3,1,"Maybe a little, however It is fairly new so I would like to get close to what i paid for",Counter Argumentation-Contesting,Self Assertion-Empowerment
152,4,0,"well a used product can rarely fetch the price paid, I was thinking  $59 and I can come pick it up myself.",Personal Choice-Empowerment,Self Assertion-Empowerment
153,4,1,I would consider $75,Hesitance-Hesitance,Self Assertion-Empowerment
154,5,0,I feel that is too much since it is damaged already and have to try to repaint and repair it.,Counter Argumentation-Contesting,Self Assertion-Empowerment
155,5,1,The paint is very fresh and does not need a new coat. The price I paid last year was $300 so you are getting it for less than 1/3,Counter Argumentation-Contesting,Self Assertion-Empowerment
156,6,0,"I need to paint it if there is a chip, either I can do 60 cash and come get it, or I will have to pass.",Counter Argumentation-Contesting,Self Assertion-Empowerment
157,6,1,Okay we can do that.,Not-a-strategy,Self Assertion-Empowerment
158,0,1,"Hello, are you interested in this bike still?",Not-a-strategy,Self Assertion-Empowerment
159,0,0,Good morning.,Not-a-strategy,Self Assertion-Empowerment
160,1,1,Good morning!,Not-a-strategy,Self Assertion-Empowerment
161,1,0,I may be.  What are the cosmetic issues?,Source Derogation-Contesting,Self Assertion-Empowerment
162,2,1,Well I had this bike for several years and it has been up and down on many trails.  I took great care of it and it has all new hardware.  THe frame just has some wear and tear on it that doesn't hurt any performance issues.,Not-a-strategy,Self Assertion-Empowerment
163,2,0,"Is there a warranty?  If so, how long?",Information Inquiry-Contesting,Self Assertion-Empowerment
164,3,1,Well I am asking 100 for this bike and it doesn't come with a warranty.,Not-a-strategy,Self Assertion-Empowerment
165,3,0,Will you deliver the bike to my home?  Assume we live in the same city.,Personal Choice-Empowerment,Self Assertion-Empowerment
166,4,1,I will deliver it.,Not-a-strategy,Self Assertion-Empowerment
167,4,0,"Any additional parts included?  New tires, brake pads, etc?",Personal Choice-Empowerment,Self Assertion-Empowerment
168,5,1,"No, just waht you see in the picture.",Not-a-strategy,Self Assertion-Empowerment
169,5,0,How flexible are you with the price.  $100 is pretty high.,Hesitance-Hesitance,Self Assertion-Empowerment
170,6,1,"Well, If you come pick it up I can drop it down to 90",Personal Choice-Empowerment,Self Assertion-Empowerment
171,6,0,I'll enter my price now.  I'll pay cash and pick up the bike at your convenience today or tomorrow if you accept.  Look forward to meeting you.,Personal Choice-Empowerment,Self Assertion-Empowerment
172,0,0,"Hello, I am interested in the home you have listed.",Not-a-strategy,Self Assertion-Empowerment
173,0,1,"Great! I realize I forgot to put the price in the advertisement. It's $1,800 per month and has fantastic, private views of a golf course, which you will have access to",Not-a-strategy,Self Assertion-Empowerment
174,1,0,Are there any utilities included?,Information Inquiry-Contesting,Self Assertion-Empowerment
175,1,1,"Utilities are not included but the home is equipped with central AC and heating! Plus, a private back yard and patio",Not-a-strategy,Self Assertion-Empowerment
176,2,0,How many cars can fit in the garage? Is it gas or electric or both?,Information Inquiry-Contesting,Self Assertion-Empowerment
177,2,1,"The garage has plenty of storage so I think it fits 2 cars. No gas, only electric.",Not-a-strategy,Self Assertion-Empowerment
178,3,0,"Okay, is there access to any swimming pools?",Information Inquiry-Contesting,Self Assertion-Empowerment
179,3,1,"No pool, sorry, but you will be close by to the ferry that goes to San Fransisco, plus the house has ceiling fans throughout to keep you cool, along with dual pane windows to save on energy costs",Not-a-strategy,Self Assertion-Empowerment
180,4,0,"Okay, I was really hoping there was some close access to swimming pools. I am however still very interested in this house. Would you be willing to negotiate on the monthly price considering there are no utilities included and no swimming pool access?",Counter Argumentation-Contesting,Self Assertion-Empowerment
181,4,1,"Yes, i am willing to negotiate. What price were you thinking?",Not-a-strategy,Self Assertion-Empowerment
182,5,0,Would you be willing to do $1500 a month?,Hesitance-Hesitance,Self Assertion-Empowerment
183,5,1,"Absolutely, Partner, you've got a deal!",Not-a-strategy,Self Assertion-Empowerment
184,6,0,Great! Thank you!,Not-a-strategy,Self Assertion-Empowerment
185,0,1,Hello are you intersted in this house?,Not-a-strategy,Self Assertion-Empowerment
186,0,0,"hi yes I am, how  many square fot",Information Inquiry-Contesting,Self Assertion-Empowerment
187,1,1,It offers 600 sf and if you add in the garage it is 900 sf.,Not-a-strategy,Self Assertion-Empowerment
188,1,0,"sounds good, what year is the house",Information Inquiry-Contesting,Self Assertion-Empowerment
189,2,1,It was built in 1983 and it is a very well kept house!,Not-a-strategy,Self Assertion-Empowerment
190,2,0,what the roof's condition ?,Information Inquiry-Contesting,Self Assertion-Empowerment
191,3,1,"Its a little rough, but doable.",Not-a-strategy,Self Assertion-Empowerment
192,3,0,"ok so lets get down to buisiness, how low can you let it go ?",Not-a-strategy,Self Assertion-Empowerment
193,4,1,"I can sell it for 1845 a month for a 1 year price, or possibly lower if you are interested in a 2 year lease.",Hesitance-Hesitance,Self Assertion-Empowerment
194,4,0,"ok I m not  going to lie to you, I want three years but the price has to go down to 1600, is this fair enough",Personal Choice-Empowerment,Self Assertion-Empowerment
195,5,1,Yes,Not-a-strategy,Self Assertion-Empowerment
196,0,1,Hi there,Not-a-strategy,Self Assertion-Empowerment
197,0,0,"Hi, how much are you selling the iPhone for?",Not-a-strategy,Self Assertion-Empowerment
198,1,1,I'm selling it for 350!,Hesitance-Hesitance,Self Assertion-Empowerment
199,1,0,"That's strange, that isn't the list price. I'll give you $100 for it.",Hesitance-Hesitance,Self Assertion-Empowerment
200,2,1,It isn't?,Not-a-strategy,Self Assertion-Empowerment
201,2,0,Perhaps mine is different than yours,Not-a-strategy,Self Assertion-Empowerment
202,3,1,"Huh that's interesting, I'll sell it for 300? Is that a better price for you? Do you want more info about the phone?",Hesitance-Hesitance,Self Assertion-Empowerment
203,3,0,What condition is it in? Does it come with any other items than just the phone? How long has it been used for?,Information Inquiry-Contesting,Self Assertion-Empowerment
204,4,1,It looks brand new and in new conditipn,Not-a-strategy,Self Assertion-Empowerment
205,4,0,I'll give you $125 for it,Hesitance-Hesitance,Self Assertion-Empowerment
206,5,1,"It also comes with a case and a screen cover. This is a steal and a on iPhone 6, with extended memory of 64 gigs",Counter Argumentation-Contesting,Self Assertion-Empowerment
207,5,0,200$?,Hesitance-Hesitance,Self Assertion-Empowerment
208,6,1,I'll give it for you for 275 and I'll even drive it over to you and I can put warranty on it to make it so if something breaks you can get it fixed for free!,Personal Choice-Empowerment,Self Assertion-Empowerment
209,6,0,"Okay, that's a deal",Not-a-strategy,Self Assertion-Empowerment
210,0,0,"Hey, nice house you have here, when was it built?",Information Inquiry-Contesting,Self Assertion-Empowerment
211,0,1,"Hey, I do not know what year the house was built",Not-a-strategy,Self Assertion-Empowerment
212,1,0,"Oh okay, well is the inside clean? No marks on the floors etc?",Source Derogation-Contesting,Self Assertion-Empowerment
213,1,1,The home has been wonderfully maintained,Not-a-strategy,Self Assertion-Empowerment
214,2,0,"Is there anything you can throw in, or suggest is special about the house? Our budget is about $2000..",Personal Choice-Empowerment,Self Assertion-Empowerment
215,2,1,"The property is in a great neighborhood, the bathroom and kitchen are upgraded and it's conveniently located.",Not-a-strategy,Self Assertion-Empowerment
216,3,0,Any schools or transportation nearby? We're going to have kids soon,Information Inquiry-Contesting,Self Assertion-Empowerment
217,3,1,There is a carpool pickup spot nearby and the house is near several parks for the kids,Not-a-strategy,Self Assertion-Empowerment
218,4,0,"Sounds great, how does 2200 sound?",Hesitance-Hesitance,Self Assertion-Empowerment
219,4,1,"I'm sorry, but I couldn't go any lower than $3000",Hesitance-Hesitance,Self Assertion-Empowerment
220,5,0,"Oh okay, that's way above our budget. Thanks for showing me the house today.",Self Pity-Empowement,Self Assertion-Empowerment
221,0,0,Hello.,Not-a-strategy,Self Assertion-Empowerment
222,0,1,Hello to you friend,Not-a-strategy,Self Assertion-Empowerment
223,1,0,"Yes, I'm interested in this dresser from your ad?",Not-a-strategy,Self Assertion-Empowerment
224,1,1,"Well its a great set, the night stand is included with the price. Now I do need this picked up by Sat. will that work for you?",Personal Choice-Empowerment,Self Assertion-Empowerment
225,2,0,"Well, the ad says it's missing a handle, is there anything else wrong with it?",Source Derogation-Contesting,Self Assertion-Empowerment
226,2,1,"It's true the handle is unattached, but as it also states the handle is with the dresser. There are a small number of beauty marks from regular use, but other the the handle, no noticeable damage.",Not-a-strategy,Self Assertion-Empowerment
227,3,0,"Well, I'm interested, but considering the need to repair the handle, I'd like to pay $75.",Counter Argumentation-Contesting,Self Assertion-Empowerment
228,3,1,"That is less than I paid for the night stand alone, that is unacceptable. If the handle is a concern, I can however lower the total price to 175.",Counter Argumentation-Contesting,Self Assertion-Empowerment
229,4,0,"Well, I'd be willing to come pick it up, but I really couldn't go more than $110.",Personal Choice-Empowerment,Self Assertion-Empowerment
230,4,1,"150 is my lowest price, or I can find another buyer",Self Assertion-Empowerment,Self Assertion-Empowerment
231,5,0,"Well, okay, 150 it is.",Not-a-strategy,Self Assertion-Empowerment
232,5,1,agreed,Not-a-strategy,Self Assertion-Empowerment
233,0,0,Can you finish telling me how to check if the phone is genuine?,Information Inquiry-Contesting,Self Assertion-Empowerment
234,0,1,You have to reboot the iphone and you will see an android logo when the phone reboots.,Not-a-strategy,Self Assertion-Empowerment
235,1,0,Hmm... Why would an iPhone show an Android logo?,Source Derogation-Contesting,Self Assertion-Empowerment
236,1,1,Sry..I miss typed that. If it shows the android logo it is not genuine.  Mine are.  I can send you a link to check it out for yourself.,Not-a-strategy,Self Assertion-Empowerment
237,2,0,"Okay, I see. What is the condition of the phone?Any scratches or cracked glass?",Source Derogation-Contesting,Self Assertion-Empowerment
238,2,1,"No, no scratches or cracked glass, they are new in the box.  Never opened.",Not-a-strategy,Self Assertion-Empowerment
239,3,0,How much memory?,Information Inquiry-Contesting,Self Assertion-Empowerment
240,3,1,64GB,Not-a-strategy,Self Assertion-Empowerment
241,4,0,"That's really good. I don't have a lot of money right now, but I don't want to keep using my brother's hand me down phone. Can you go down to $500?",Self Pity-Empowement,Self Assertion-Empowerment
242,4,1,I understand that.  The lowest I can go is 550...they are brand new afterall.,Counter Argumentation-Contesting,Self Assertion-Empowerment
243,5,0,"I understand. Could you throw in some headphones? If you do, I'll go the $550.",Personal Choice-Empowerment,Self Assertion-Empowerment
244,5,1,I can deliver it for 550 but I don't have headphones.  You can pick up some on Amazon relatively cheap or Craiglist.,Not-a-strategy,Self Assertion-Empowerment
245,6,0,Is the phone unlocked?,Information Inquiry-Contesting,Self Assertion-Empowerment
246,6,1,yes it is and can use most any network,Not-a-strategy,Self Assertion-Empowerment
247,7,0,"Okay then, I'll take the $550 and you deliver it.",Not-a-strategy,Self Assertion-Empowerment
248,7,1,great!  I'll see you soon.,Not-a-strategy,Self Assertion-Empowerment
249,0,0,Are the stools still for sale?,Not-a-strategy,Self Assertion-Empowerment
250,0,1,Yes,Not-a-strategy,Self Assertion-Empowerment
251,1,0,Are they in good condition? Any wear and tear?,Source Derogation-Contesting,Self Assertion-Empowerment
252,1,1,They are in like new condition,Not-a-strategy,Self Assertion-Empowerment
253,2,0,Would you be willing to lower the price?,Not-a-strategy,Self Assertion-Empowerment
254,2,1,Yes,Not-a-strategy,Self Assertion-Empowerment
255,3,0,I'll give you 30 for them.,Hesitance-Hesitance,Self Assertion-Empowerment
256,3,1,That's awfully low. I can do 55,Hesitance-Hesitance,Self Assertion-Empowerment
257,4,0,"Stools like this are worth $50 new, these are used. I'll do 40.",Counter Argumentation-Contesting,Self Assertion-Empowerment
258,4,1,Ok I can do that.,Not-a-strategy,Self Assertion-Empowerment
259,0,0,Hello there. Are you still selling the Mazda?,Not-a-strategy,Self Assertion-Empowerment
260,0,1,Yes the Mazda is still for sale.,Not-a-strategy,Self Assertion-Empowerment
261,1,0,Excellent. How many miles does it have on it? Does it run good?,Information Inquiry-Contesting,Self Assertion-Empowerment
262,1,1,It has 113k miles on it and it runs good.,Not-a-strategy,Self Assertion-Empowerment
263,2,0,Nice. Okay are you firm on the price or is there room to negotiate?,Not-a-strategy,Self Assertion-Empowerment
264,2,1,I can negotiate but serious offers only please.,Not-a-strategy,Self Assertion-Empowerment
265,3,0,"I see these Mazdas going for around 2200 for that mileage, would you take that price?",Hesitance-Hesitance,Self Assertion-Empowerment
266,3,1,That seems a little on the low side how about we do 2700?,Hesitance-Hesitance,Self Assertion-Empowerment
267,4,0,2400 and I'll pay today in cash and take it off your hands.,Personal Choice-Empowerment,Self Assertion-Empowerment
