,Turn,Speaker,Text,True,Pred
39,0,0,i am interested in your bike,Not-a-strategy,Self Assertion-Empowerment
40,0,1,Great it is for sale,Not-a-strategy,Self Assertion-Empowerment
41,1,0,will you be delivering it?,Source Derogation-Contesting,Self Assertion-Empowerment
42,1,1,I sure will,Not-a-strategy,Self Assertion-Empowerment
43,2,0,and how much are you selling it for?,Not-a-strategy,Self Assertion-Empowerment
44,2,1,600,Self Assertion-Empowerment,Self Assertion-Empowerment
45,3,0,that is too high cant you come lower,Not-a-strategy,Self Assertion-Empowerment
46,3,1,My final offer is 550.,Personal Choice-Empowerment,Self Assertion-Empowerment
47,4,0,how good is the condition?,Source Derogation-Contesting,Self Assertion-Empowerment
48,4,1,Mint and it looks like new; aircraft alluminum and size 56.,Not-a-strategy,Self Assertion-Empowerment
49,5,0,how about for 400?,Self Assertion-Empowerment,Self Assertion-Empowerment
50,5,1,Sorry but my wife won't let me go below $550.,Self Assertion-Empowerment,Self Assertion-Empowerment
51,6,0,and that is too high for me,Personal Choice-Empowerment,Self Assertion-Empowerment
52,0,1,So you're looking at this sweet bike...,Not-a-strategy,Self Assertion-Empowerment
53,0,0,Hi I am interested in the bike and would like to offer $420.,Self Assertion-Empowerment,Self Assertion-Empowerment
54,1,1,"I'm really hesitant to part with it for less than 450, though 420 is definitely a good number.",Self Assertion-Empowerment,Self Assertion-Empowerment
55,1,0,"It is a nice bike, but I am not a fan of the Benny Bars, so I would have to spend some money to change them out.",Hesitance-Hesitance,Self Assertion-Empowerment
56,2,1,"I understand, though those Benny bars are pretty appealing to a lot of people.",Not-a-strategy,Self Assertion-Empowerment
57,2,0,Let's meet in the middle. How about $435?,Self Assertion-Empowerment,Self Assertion-Empowerment
58,3,1,440 and you got a deal.,Personal Choice-Empowerment,Self Assertion-Empowerment
59,3,0,I like to get a little bargain. What about $438?,Self Assertion-Empowerment,Self Assertion-Empowerment
60,4,1,"All right, $438 for a happy customer. Nice doing business!",Not-a-strategy,Self Assertion-Empowerment
61,4,0,Deal!!!,Not-a-strategy,Self Assertion-Empowerment
62,0,1,hi,Not-a-strategy,Self Assertion-Empowerment
63,0,0,Let's make a deal,Not-a-strategy,Self Assertion-Empowerment
64,1,1,this desk is very well maintained and like new,Not-a-strategy,Self Assertion-Empowerment
65,1,0,"Great. I can pick it up in the next hour if we can agree on a price. 140 is too steep, though",Information Inquiry-Contesting,Self Assertion-Empowerment
66,2,1,yes if you pick it up i can go for $125,Information Inquiry-Contesting,Self Assertion-Empowerment
67,2,0,Not bad. I'm looking at a few but this is a little small for my needs. Price will determine if I buy,Hesitance-Hesitance,Self Assertion-Empowerment
68,3,1,i can make you a final offer of $120,Personal Choice-Empowerment,Self Assertion-Empowerment
69,3,0,100 in cash right now,Information Inquiry-Contesting,Self Assertion-Empowerment
70,4,1,$115 and you pick up and you gotta a deal,Information Inquiry-Contesting,Self Assertion-Empowerment
71,4,0,"No can do. Looks great, best of luck to you",Personal Choice-Empowerment,Self Assertion-Empowerment
72,0,0,Hello.,Not-a-strategy,Self Assertion-Empowerment
73,0,1,Hello how are you,Not-a-strategy,Self Assertion-Empowerment
74,1,0,"Well, I'm interested in this track bike.",Not-a-strategy,Self Assertion-Empowerment
75,1,1,I'm asking $600,Not-a-strategy,Self Assertion-Empowerment
76,2,0,"Well, are there any problems with the bike?",Counter Argumentation-Contesting,Self Assertion-Empowerment
77,2,1,"Nothing at all, it's a great track bike and critical bike",Not-a-strategy,Self Assertion-Empowerment
78,3,0,"So, why are you interested in selling the bicycle?",Counter Argumentation-Contesting,Self Assertion-Empowerment
79,3,1,I am needin some extra money and I just bought a new bike last weekend,Not-a-strategy,Self Assertion-Empowerment
80,4,0,"Well, I suppose I could take the bike off your hands for $375.",Self Assertion-Empowerment,Self Assertion-Empowerment
81,4,1,"I am needing at least 500 for it, it's basically brand new",Hesitance-Hesitance,Self Assertion-Empowerment
82,5,0,"I could go up to $450, and I'd be willing to come pick it up tonight.",Information Inquiry-Contesting,Self Assertion-Empowerment
83,5,1,"Ok that will work out, it's sold to you. What time would u like to pick it up",Source Derogation-Contesting,Self Assertion-Empowerment
84,6,0,"Well, it's 1:30 a.m. I guess I could be there any time, so wait up.",Not-a-strategy,Self Assertion-Empowerment
85,0,0,Hey so I'm interested in the TV cart. Is there anything wrong?,Counter Argumentation-Contesting,Self Assertion-Empowerment
86,0,1,no works great,Not-a-strategy,Self Assertion-Empowerment
87,1,0,"Ok, but there's no picture. I'm iffy about the condition, and it's used. $300 is too high, $100 is more in the ballpark for me.",Hesitance-Hesitance,Self Assertion-Empowerment
88,1,1,$150 and we got a deal,Personal Choice-Empowerment,Self Assertion-Empowerment
89,2,0,Are there any other items you could throw in?,Information Inquiry-Contesting,Self Assertion-Empowerment
90,2,1,all the items are listed,Not-a-strategy,Self Assertion-Empowerment
91,3,0,"Well I need you to deliver then, and meet me in the middle at $125.",Information Inquiry-Contesting,Self Assertion-Empowerment
92,3,1,$135 is the lowest i can go,Personal Choice-Empowerment,Self Assertion-Empowerment
93,4,0,$130 please I only have $130 in my budget this month.,Self Pity-Empowement,Self Assertion-Empowerment
94,4,1,ok $130,Not-a-strategy,Self Assertion-Empowerment
95,5,1,thanks,Not-a-strategy,Self Assertion-Empowerment
96,0,0,Hello I am interested in this chair. I have a couple of questions first. Did you make this chair yourself?,Source Derogation-Contesting,Self Assertion-Empowerment
97,0,1,"Yes I did, with the finest denim in all of the land",Not-a-strategy,Self Assertion-Empowerment
98,1,0,"Was it new denim, or were they someone's funky old worn out jeans?",Counter Argumentation-Contesting,Self Assertion-Empowerment
99,1,1,Someone's LOVELY jeans.  Recycling helps mother earth!,Not-a-strategy,Self Assertion-Empowerment
100,2,0,Well I do like to help mother earth... do you have any matching pieces like end tables or night stands?,Source Derogation-Contesting,Self Assertion-Empowerment
101,2,1,"ALas, I do not.  It was a one of a kind.  My muse has since moved on to other projects.",Not-a-strategy,Self Assertion-Empowerment
102,3,0,"Alright, would you be willing to negotiate the price at all, I could offer about 60 for this chair...",Self Assertion-Empowerment,Self Assertion-Empowerment
103,3,1,$60 Dollary-Doo's for my sweat and toil?  You wound me.  $82 at least.,Hesitance-Hesitance,Self Assertion-Empowerment
104,4,0,Well.. 82 is still a bit too high for me... If I pick it up in person could you consider 75?,Information Inquiry-Contesting,Self Assertion-Empowerment
105,4,1,I mean I guess.  It's like my first born child...,Not-a-strategy,Self Assertion-Empowerment
106,0,1,Hi!,Not-a-strategy,Self Assertion-Empowerment
107,0,0,Hi how are you this morning. I would really like to convert my bicycle into a moped.,Not-a-strategy,Self Assertion-Empowerment
108,1,1,"doing well, thanks! This is a great kit for you then, it's a blast having this thing hooked up, no more peddling up hills!",Not-a-strategy,Self Assertion-Empowerment
109,1,0,I only have $100 available. I could throw a great bottle of scotch into the deal. Interested?,Information Inquiry-Contesting,Self Assertion-Empowerment
110,2,1,"you've got my attention, what kind of scotch?",Source Derogation-Contesting,Self Assertion-Empowerment
111,2,0,Johnny Walker Black,Not-a-strategy,Self Assertion-Empowerment
112,3,1,"Thats pretty close to what I'm asking for this, can you come get it to save me $ on shipping?",Information Inquiry-Contesting,Self Assertion-Empowerment
113,3,0,Do you live near me? I live in Boca Raton.,Source Derogation-Contesting,Self Assertion-Empowerment
114,4,1,"yeah, about 30 minutes away, do we have a deal, hundo bucks and unopened bottle of JWB?",Not-a-strategy,Self Assertion-Empowerment
115,4,0,Deal. Ill put the offer in the submit box. Send me your address,Not-a-strategy,Self Assertion-Empowerment
116,0,0,Hello there.. i was looking for some more info on the truck you have for sale please,Source Derogation-Contesting,Self Assertion-Empowerment
117,0,1,Sure I can give you any info you like. For starts it was well taken care of and we have never really had any major problems with it. It also recently had new tires put on. What else would you like to know?,Not-a-strategy,Self Assertion-Empowerment
118,1,0,Has it got any dings been in any accidents?,Counter Argumentation-Contesting,Self Assertion-Empowerment
119,1,1,"Never been in any accidents and it has no dents, dings or scratches.",Not-a-strategy,Self Assertion-Empowerment
120,2,0,No rust?,Counter Argumentation-Contesting,Self Assertion-Empowerment
121,2,1,"none, it is in great condition.",Not-a-strategy,Self Assertion-Empowerment
122,3,0,Would you take $4800 for it?,Self Assertion-Empowerment,Self Assertion-Empowerment
123,3,1,$4800 is too low for me. It is pretty low miles for a great work truck like this. I can go down to $6000.,Hesitance-Hesitance,Self Assertion-Empowerment
124,4,0,hmm thats still a little much for me how about we meet in the middle and $5500,Self Assertion-Empowerment,Self Assertion-Empowerment
125,4,1,As long as you can meet me at my place then $5500 is acceptable to me.,Information Inquiry-Contesting,Self Assertion-Empowerment
126,5,0,I can do that!!,Not-a-strategy,Self Assertion-Empowerment
127,0,1,"Hello, are you looking to rent out this Apartment?",Not-a-strategy,Self Assertion-Empowerment
128,0,0,Hello! Appears to be a lovely apartment.,Not-a-strategy,Self Assertion-Empowerment
129,1,1,"We are currently renting these out after renovation. It is a two bedroom, one bath apartment with a brand new kitchen and stainless steal appliances.",Not-a-strategy,Self Assertion-Empowerment
130,1,0,Are they ready for move in at this time?,Source Derogation-Contesting,Self Assertion-Empowerment
131,2,1,Whenever! These are available now for a one year lease. Rent is due at the price of $2200. How does that sound to you?,Not-a-strategy,Self Assertion-Empowerment
132,2,0,A bit higher than I expect for the neighborhood. Crime database shows there's been an increase in home robberies the past year.,Hesitance-Hesitance,Self Assertion-Empowerment
133,3,1,"That is understandable, but we do have other people making offers for this space. The lowest I will go is $1850 a month.",Personal Choice-Empowerment,Self Assertion-Empowerment
134,3,0,I can lease for about $1600 a month.,Self Assertion-Empowerment,Self Assertion-Empowerment
135,4,1,$1725 a month and you have a deal!,Self Assertion-Empowerment,Self Assertion-Empowerment
136,4,0,"After considering the costs of utilioties, and security deposit, the absolute maximum I can afford is $1672.",Hesitance-Hesitance,Self Assertion-Empowerment
137,5,1,Deal!,Not-a-strategy,Self Assertion-Empowerment
138,0,1,"Hello, are you interested in the end tables?",Not-a-strategy,Self Assertion-Empowerment
139,0,0,Yes very! Can you give me some details on it?,Source Derogation-Contesting,Self Assertion-Empowerment
140,1,1,"2 hexagon tables 27"" at the widest (corner to corner) and 19"" tall oak wood, no stains and from non-smoking home",Not-a-strategy,Self Assertion-Empowerment
141,1,0,Sounds awesome! How much are you willing to sell it for?,Not-a-strategy,Self Assertion-Empowerment
142,2,1,I really wanted to ask 80 a piece since they are in excellent condition but today is your lucky day!  150 takes both of them.,Not-a-strategy,Self Assertion-Empowerment
143,2,0,I am will to pay 120 for both as I am on a tight budget!,Self Pity-Empowement,Self Assertion-Empowerment
144,3,1,"I understand budget constraints but these are oak tables, no stains and excellent condition.  140 and I'll deliver them",Information Inquiry-Contesting,Self Assertion-Empowerment
145,3,0,Ill pay $135 and you have a deal!,Self Assertion-Empowerment,Self Assertion-Empowerment
146,4,1,ok I'll accept 135 but you will have to pick them up.  deal?,Information Inquiry-Contesting,Self Assertion-Empowerment
147,4,0,Deal!,Not-a-strategy,Self Assertion-Empowerment
148,0,1,I take it your interested in the cargo van?,Not-a-strategy,Self Assertion-Empowerment
149,0,0,"Yes, however the price seems a bit high. Are you willing to negotiate?",Self Assertion-Empowerment,Self Assertion-Empowerment
150,1,1,I can a little but it is great condition and low miles so it is already a great deal.,Hesitance-Hesitance,Self Assertion-Empowerment
151,1,0,"I would be willing to offer you $2,500",Self Assertion-Empowerment,Self Assertion-Empowerment
152,2,1,I can't go that low. I'll keep it for a back up at that price. I can do $3900,Personal Choice-Empowerment,Self Assertion-Empowerment
153,2,0,"I would come up to $2,750",Self Assertion-Empowerment,Self Assertion-Empowerment
154,3,1,Sorry that is just way to low.,Personal Choice-Empowerment,Self Assertion-Empowerment
155,3,0,"My last and final offer would be $3,000. That is more than fair for a vehicle that is almost 15 years old.",Hesitance-Hesitance,Self Assertion-Empowerment
156,4,1,It is a one owner and I have all the maintenance records. I could go $3800,Hesitance-Hesitance,Self Assertion-Empowerment
157,4,0,"3,000 is my final offer",Personal Choice-Empowerment,Self Assertion-Empowerment
158,5,1,I can't go that low. Sorry,Self Assertion-Empowerment,Self Assertion-Empowerment
159,0,0,"Hi there, can you give me some more info about the bike you have for sale please",Source Derogation-Contesting,Self Assertion-Empowerment
160,0,1,"Sure, I has a really comfortable and adjustable seat. It's a couple of years old but there is hardly any wear.",Not-a-strategy,Self Assertion-Empowerment
161,1,0,has it been kept inside?,Source Derogation-Contesting,Self Assertion-Empowerment
162,1,1,"Yes, I store it in my garage to keep it out of the elements.",Not-a-strategy,Self Assertion-Empowerment
163,2,0,So there is no rust on it?,Counter Argumentation-Contesting,Self Assertion-Empowerment
164,2,1,"Nope, It was repainted recently. It looks like new. I'm selling it for $1300. Are you interested?",Not-a-strategy,Self Assertion-Empowerment
165,3,0,"i am very interested i was wondering $1300 is a little high for me, does it come with any accessories?",Information Inquiry-Contesting,Self Assertion-Empowerment
166,3,1,I can throw in a helmet and some knee pads. I also have riding gloves. They're pink if that's okay with you.,Not-a-strategy,Self Assertion-Empowerment
167,4,0,That would be great would you take $800 for everything?,Self Assertion-Empowerment,Self Assertion-Empowerment
168,4,1,That's really low for such a great bike. How about $1000?,Hesitance-Hesitance,Self Assertion-Empowerment
169,5,0,Can we meet in the middle and say $900?,Self Assertion-Empowerment,Self Assertion-Empowerment
170,5,1,Okay. That'll work. $900 it is.,Not-a-strategy,Self Assertion-Empowerment
171,0,0,What all does the phone already have on it?,Source Derogation-Contesting,Self Assertion-Empowerment
172,0,1,The phone is completely erased with no leftover data from the previous user.,Not-a-strategy,Self Assertion-Empowerment
173,1,0,I was hoping for music or something. Do you have the manual>,Source Derogation-Contesting,Self Assertion-Empowerment
174,1,1,"There is a manual and there is iTunes leftover credit for $12, so you can buy some music with that.",Not-a-strategy,Self Assertion-Empowerment
175,2,0,Is the screen like new?,Counter Argumentation-Contesting,Self Assertion-Empowerment
176,2,1,"Yes! No scratches. It currently has a screen protector on it, which you can chose to keep on or take off.",Not-a-strategy,Self Assertion-Empowerment
177,3,0,I could offer $230.00,Self Assertion-Empowerment,Self Assertion-Empowerment
178,3,1,I would sell for $300.,Self Assertion-Empowerment,Self Assertion-Empowerment
179,4,0,$250?,Self Assertion-Empowerment,Self Assertion-Empowerment
180,4,1,$280 with headphones.,Information Inquiry-Contesting,Self Assertion-Empowerment
181,5,0,I could do $255 with the headphones.,Information Inquiry-Contesting,Self Assertion-Empowerment
182,5,1,I would do $265 without the headphones or $280 with headphones.,Self Assertion-Empowerment,Self Assertion-Empowerment
183,6,0,I'll meet you half way at $260 with the headphones.,Self Assertion-Empowerment,Self Assertion-Empowerment
184,6,1,Sure.,Not-a-strategy,Self Assertion-Empowerment
185,0,1,What is the lowest price you are willing to accept?,Not-a-strategy,Self Assertion-Empowerment
186,0,0,How old is this sofa,Source Derogation-Contesting,Self Assertion-Empowerment
187,1,1,"I don't remember exactly, but I think I bought it about 5 years ago.",Not-a-strategy,Self Assertion-Empowerment
188,1,0,What is the color?,Source Derogation-Contesting,Self Assertion-Empowerment
189,2,1,It's light grey... In a dark room it looks as if it's almost white.,Not-a-strategy,Self Assertion-Empowerment
190,2,0,Okay. In your ad you stated you had it only for a year but now you say you think you bought it about 5 years ago. Which is correct?,Counter Argumentation-Contesting,Self Assertion-Empowerment
191,3,1,"Originally I had bought it for my son for his apartment. However, he's got married and I needed a new sofa for my man cave. So he gave it to me. My wife wants to turn my man cave into a sewing room so I have to sell it.",Not-a-strategy,Self Assertion-Empowerment
192,3,0,"Okay so it has been used by two different people then? I am interested in the sofa, however, the price you are asking is a bit steep for a sofa that is 5 years old and used by two different people. Are you willing to negotiate on the price?",Hesitance-Hesitance,Self Assertion-Empowerment
193,4,1,Understood... How about if I lower it to $300 and I'll even deliver it to you myself.,Information Inquiry-Contesting,Self Assertion-Empowerment
194,4,0,"If you could go to $200, I would come and get it today with cash in hand.",Information Inquiry-Contesting,Self Assertion-Empowerment
195,5,1,That's a little lower than I wanted to get for it. How about $260 and I'll deliver it.,Information Inquiry-Contesting,Self Assertion-Empowerment
196,5,0,Can you do $220 with me picking it up? It is 5 years old.,Information Inquiry-Contesting,Self Assertion-Empowerment
197,6,1,Deal.,Not-a-strategy,Self Assertion-Empowerment
198,0,1,"Hi, you're interested in the Cx-9?",Not-a-strategy,Self Assertion-Empowerment
199,0,0,"Yes, I am. Has it been in any accidents?",Counter Argumentation-Contesting,Self Assertion-Empowerment
200,1,1,"It's been in a couple minor accidents, but I can assure you that it only resulted in cosmetic damage. I still have the recipts from the body shop to show what was replaced.",Not-a-strategy,Self Assertion-Empowerment
201,1,0,"Well the interior looks nice from the picture but what color is it? Also, did you smoke in it?",Counter Argumentation-Contesting,Self Assertion-Empowerment
202,2,1,It's a light silver color. Smoke has never entered this beauty.,Not-a-strategy,Self Assertion-Empowerment
203,2,0,"I agree, it is a beauty but it does have a lot of miles and is over 10 years old so $8800 is too much for me. How would you feel about $6500?",Hesitance-Hesitance,Self Assertion-Empowerment
204,3,1,"I have another buyer willing to pay $7000 at the moment. If you could beat that price, we may have a deal.",Hesitance-Hesitance,Self Assertion-Empowerment
205,3,0,I'm going to pull a price is right move. Would you take $7001 in cash today?,Information Inquiry-Contesting,Self Assertion-Empowerment
206,4,1,"I was hoping to at least hit the $7500 mark, but that move was witty enough for me to agree to it! You made my day, honestly.",Not-a-strategy,Self Assertion-Empowerment
207,4,0,Awesome. It's a deal.,Not-a-strategy,Self Assertion-Empowerment
208,0,1,make an offer,Not-a-strategy,Self Assertion-Empowerment
209,0,0,100,Self Assertion-Empowerment,Self Assertion-Empowerment
210,1,1,ok... that's lower than i want. remember this bed doesn't need a box srping because of the frame. it's a neat bed. hard to find a bed like that,Hesitance-Hesitance,Self Assertion-Empowerment
211,1,0,95,Self Assertion-Empowerment,Self Assertion-Empowerment
212,2,1,that's not really the direction you should be going. i've listed it for 150 which is already a steal.,Hesitance-Hesitance,Self Assertion-Empowerment
213,2,0,"sorry bout that, my finger slipped",Not-a-strategy,Self Assertion-Empowerment
214,3,1,"no problem. at 150, it's already a steal. rare hard to find bed like this? for 150? good deal, man",Hesitance-Hesitance,Self Assertion-Empowerment
215,3,0,"ya, i meant 105 for your trouble. sorry bout that. you're right...it's a great deal at 105",Self Assertion-Empowerment,Self Assertion-Empowerment
216,4,1,"105 is still too low, i say we go with 125 split the difference",Self Assertion-Empowerment,Self Assertion-Empowerment
217,4,0,"in accidently put the 0 in front of the 5. But ya, I can do 125 if there is something extra you can offer. Can you meet that?",Information Inquiry-Contesting,Self Assertion-Empowerment
218,5,1,ok i can deliver it for you at 125,Information Inquiry-Contesting,Self Assertion-Empowerment
219,5,0,120 and free delivery and you have a deal,Personal Choice-Empowerment,Self Assertion-Empowerment
220,6,1,that doesn't work.,Personal Choice-Empowerment,Self Assertion-Empowerment
221,0,0,"Hi so I'm interested in buying the bedroom set, are there any scratches?",Counter Argumentation-Contesting,Self Assertion-Empowerment
222,0,1,"No scratches, it's in very good condition",Not-a-strategy,Self Assertion-Empowerment
223,1,0,"Great, how much can you reasonably come down to?",Not-a-strategy,Self Assertion-Empowerment
224,1,1,Well the item is listed for $350 how much are you looking to spend,Self Assertion-Empowerment,Self Assertion-Empowerment
225,2,0,"Well a new bedroom set like this I could probably buy from the store for $500, so I'd have to say since it's used it needs to be in the 150 price range.",Hesitance-Hesitance,Self Assertion-Empowerment
226,2,1,"Last time I was in the store, a whole bedroom set which included the bed, dresser and two night stands was on sale for $1500 brand new.  I can go as low as 275.00",Hesitance-Hesitance,Self Assertion-Empowerment
227,3,0,"I still can't do that, look if you deliver it I can literally go down to $240 no lower.",Information Inquiry-Contesting,Self Assertion-Empowerment
228,3,1,I can do $240 as long as you're in a 15-mile radius.,Information Inquiry-Contesting,Self Assertion-Empowerment
229,4,0,I can be there in an hour.,Not-a-strategy,Self Assertion-Empowerment
230,4,1,you need to accept the $240 offer,Not-a-strategy,Self Assertion-Empowerment
231,0,0,Does it offer bluetooth?,Source Derogation-Contesting,Self Assertion-Empowerment
232,0,1,It doesn't i'm sorry,Not-a-strategy,Self Assertion-Empowerment
233,1,0,Well that will effect my final price...is it a 2-way speaker?,Source Derogation-Contesting,Self Assertion-Empowerment
234,1,1,I'm not sure what you mean by 2-way,Not-a-strategy,Self Assertion-Empowerment
235,2,0,It just is something about the sound resonation I think I really do not know the specifics I just know you shpuld make sure any speakers you buy are two way.,Source Derogation-Contesting,Self Assertion-Empowerment
236,2,1,Sine I don't know that I will be able to lower the price for you if that helps.,Not-a-strategy,Self Assertion-Empowerment
237,3,0,Yes it would...can you tell me what btu it pushes?,Source Derogation-Contesting,Self Assertion-Empowerment
238,3,1,Again I'm not sure. This is my sons so I don't know much about it except that he asked if I could sell if for him.,Not-a-strategy,Self Assertion-Empowerment
239,4,0,Ok I am going to submit my offer for the speaker directly.,Personal Choice-Empowerment,Self Assertion-Empowerment
240,4,1,Okay that's good,Not-a-strategy,Self Assertion-Empowerment
241,0,0,"Hi, can I have pets?",Source Derogation-Contesting,Self Assertion-Empowerment
242,0,0,Does cable come wih it?,Source Derogation-Contesting,Self Assertion-Empowerment
243,1,1,"No but water, trash, gas and two side by side underground parking spaces near the elevator are just a few of the amenities the place has to offer.",Not-a-strategy,Self Assertion-Empowerment
244,1,0,Would I be able to have a pitbull?,Source Derogation-Contesting,Self Assertion-Empowerment
245,2,1,Does it have all its shots? Is it neutered or spayed?,Source Derogation-Contesting,Self Assertion-Empowerment
246,2,0,"It has all its shots. I was thinking I will offer $1924,but I am flexible to go higher.",Self Assertion-Empowerment,Self Assertion-Empowerment
247,3,1,I am sorry I can not let it go for that low...not taking into account a 60lbs dog as well.,Hesitance-Hesitance,Self Assertion-Empowerment
248,3,0,Make me an offer,Self Assertion-Empowerment,Self Assertion-Empowerment
249,4,1,See final offer directly...,Personal Choice-Empowerment,Self Assertion-Empowerment
250,4,0,Sounds good. When can I sign the lease?,Not-a-strategy,Self Assertion-Empowerment
251,0,0,"Hi, you're selling a FitBit Flex and bands?",Not-a-strategy,Self Assertion-Empowerment
252,0,1,Yes I still have them!,Not-a-strategy,Self Assertion-Empowerment
253,1,0,"Excellent, what kinds of bands are they?",Source Derogation-Contesting,Self Assertion-Empowerment
254,1,1,"It comes with the original black band, a blue band and a red band.",Not-a-strategy,Self Assertion-Empowerment
255,2,0,"Oh cool, 3 bands. That's good. I can offer you 40 dollars, what do you think?",Self Assertion-Empowerment,Self Assertion-Empowerment
256,2,1,The lowest I can go is $50 if you come and pick them up with cash.,Information Inquiry-Contesting,Self Assertion-Empowerment
257,3,0,"Your ad doesn't mention a charger, do you have one?",Source Derogation-Contesting,Self Assertion-Empowerment
258,3,1,Yes it comes with the charger and original box.,Not-a-strategy,Self Assertion-Empowerment
259,4,0,"Hmmmm. If I come pick them up, how about 45?",Information Inquiry-Contesting,Self Assertion-Empowerment
260,4,1,"Ok, that's fair.",Not-a-strategy,Self Assertion-Empowerment
261,0,0,Hi are your chairs still available?,Not-a-strategy,Self Assertion-Empowerment
262,0,1,Yes I'm still selling the chairs.,Not-a-strategy,Self Assertion-Empowerment
263,1,0,Great what kind of shape are they in?  It is hard to tell from the picture. And how old are they?,Counter Argumentation-Contesting,Self Assertion-Empowerment
264,1,1,They are only a couple years old and they are in great condition still they haven't seen much use and there is no visible wear and tear.,Not-a-strategy,Self Assertion-Empowerment
265,2,0,So I just moved to the area and really need Would you be willing to help me out on the price?,Not-a-strategy,Self Assertion-Empowerment
266,2,1,I can work with you on the price a little. Make me an offer,Not-a-strategy,Self Assertion-Empowerment
267,3,0,My limit is really only $50 a piece.  I would like them both but I really only need one.,Self Assertion-Empowerment,Self Assertion-Empowerment
268,3,1,I can come down to 220 but you have to get both of them.,Information Inquiry-Contesting,Self Assertion-Empowerment
269,4,0,There is no way that I can go that high.  I only have 200 to my name until next week.  I can do 150 for both.  I really need these because I don't have any furniture at all and these would be perfect.,Self Pity-Empowement,Self Assertion-Empowerment
270,4,1,If you only want one I can sell you one for $130,Self Assertion-Empowerment,Self Assertion-Empowerment
271,0,0,Hello there. Do you still have the dresser?,Not-a-strategy,Self Assertion-Empowerment
272,0,1,Sure do.  Is $400 okay?,Not-a-strategy,Self Assertion-Empowerment
273,1,0,Well how is the condition?,Source Derogation-Contesting,Self Assertion-Empowerment
274,1,1,"Excellent, just like the posting says.",Not-a-strategy,Self Assertion-Empowerment
275,2,0,The listing doesn't say the condition but okay great. What kind of wood is it made from?,Counter Argumentation-Contesting,Self Assertion-Empowerment
276,2,1,"The listing says it's in excellent shape, and also that it's made from teak. Do you want the dresser or not?",Not-a-strategy,Self Assertion-Empowerment
