,Turn,Speaker,Text,True,Pred
61,4,1,Is there any incentive I can offer to get the price to 2500?,Hesitance-Hesitance,Self Assertion-Empowerment
62,4,0,I have excellent credit and references and am willing to sign a 24 month lease.,Not-a-strategy,Self Assertion-Empowerment
63,5,1,2100 is a good price.  I agree,Not-a-strategy,Self Assertion-Empowerment
64,0,1,hello,Not-a-strategy,Self Assertion-Empowerment
65,0,0,hi what are the benefits on this location,Information Inquiry-Contesting,Self Assertion-Empowerment
66,1,1,"well it's a gated community, laundry and pool on site, it's very close to shopping and restaurants and close access to the freeway",Not-a-strategy,Self Assertion-Empowerment
67,1,0,I like the area but the price is way out of my range,Self Pity-Empowement,Self Assertion-Empowerment
68,2,1,what price is in your range,Not-a-strategy,Self Assertion-Empowerment
69,2,0,1275 would be good for me to try it out,Information Inquiry-Contesting,Self Assertion-Empowerment
70,3,1,"I cannot accept 1275 that's way to low, the least i can accept would be 1995.  this is an exclusive area with many ammenities.",Counter Argumentation-Contesting,Self Assertion-Empowerment
71,3,0,"way too far for my budget , 1995 is still too high for me",Self Pity-Empowement,Self Assertion-Empowerment
72,4,1,I could go for a month to month lease at 1574,Personal Choice-Empowerment,Self Assertion-Empowerment
73,4,0,what can you offer me with that price,Information Inquiry-Contesting,Self Assertion-Empowerment
74,5,1,It would be the same apartment just on a month to month lease.,Not-a-strategy,Self Assertion-Empowerment
75,5,0,"ok let round it to 1500 and let me sign the contract, deal",Self Assertion-Empowerment,Self Assertion-Empowerment
76,6,1,I have to get 1574.  I'm already giving it away.  I cannot do 1550,Self Assertion-Empowerment,Self Assertion-Empowerment
77,0,1,Hello,Not-a-strategy,Self Assertion-Empowerment
78,0,0,"Hi, I'm interested in your bike",Not-a-strategy,Self Assertion-Empowerment
79,1,1,I'm glad to hear that. It's a vintage 1960 Japanese made touring bike. This is a collector's type of bike but still in good shape if one were to be interested in riding it.,Not-a-strategy,Self Assertion-Empowerment
80,1,0,"It's just what I've been looking for.  I see it has a little surface rust, but other than that everything works ok?",Source Derogation-Contesting,Self Assertion-Empowerment
81,2,1,"Yep, it's actually in good shape for how old it is. I'm asking for a price of $180",Counter Argumentation-Contesting,Self Assertion-Empowerment
82,2,0,"Since I'd like to repair the surface rust, would you be willing to come down to say $136?",Counter Argumentation-Contesting,Self Assertion-Empowerment
83,3,1,"Hmm, that's a lot lower than what I was looking to get. I'll throw in a bike pump and a helmet for $180!",Personal Choice-Empowerment,Self Assertion-Empowerment
84,3,0,That's just a little too high for me. I already have a helmet.  Could you do $145 and I'll pick it up myself today..,Counter Argumentation-Contesting,Self Assertion-Empowerment
85,4,1,$155 and you got yourself a deal.,Self Assertion-Empowerment,Self Assertion-Empowerment
86,4,0,Can we split the difference and meet at $150. I'll even come before lunch.,Hesitance-Hesitance,Self Assertion-Empowerment
87,5,1,Cash?,Personal Choice-Empowerment,Self Assertion-Empowerment
88,5,0,Yes,Not-a-strategy,Self Assertion-Empowerment
89,6,1,Deal!,Not-a-strategy,Self Assertion-Empowerment
90,6,0,"Awesome, Thanks!",Not-a-strategy,Self Assertion-Empowerment
91,0,1,Hi - are you interested in my car?,Not-a-strategy,Self Assertion-Empowerment
92,0,0,Hello i saw your post for your 2014 dodge charger featurig heated leather seats. I'm curious as if it's been insepected and if everything is running great,Information Inquiry-Contesting,Self Assertion-Empowerment
93,1,1,Everything works as it should and has been serviced at regular intervals.  If you would like to have your own mechanic take a look I'd be open to that as well.,Not-a-strategy,Self Assertion-Empowerment
94,1,0,I will provide one when if i come to check on it just to make sure.i'd love to go 19000 as i spent my life savings on chocolate and running on a budget right now. Do you think that's possible?,Hesitance-Hesitance,Self Assertion-Empowerment
95,2,1,I need to get something more family friendly now that my wife and I are expecting our first child.  I could go 22000,Counter Argumentation-Contesting,Self Assertion-Empowerment
96,2,0,Thank you for lowering the price but it's still a little too high how about 21000 i should be able to do that does that sound good?,Hesitance-Hesitance,Self Assertion-Empowerment
97,3,1,I'm willing to do 21000.  Let's set up a time for you to come have a look.,Not-a-strategy,Self Assertion-Empowerment
98,3,0,Can you do 4:20 PM thursday?,Not-a-strategy,Self Assertion-Empowerment
99,4,1,Sounds like a plan,Not-a-strategy,Self Assertion-Empowerment
100,4,0,Fantastic. Thank you for your time and have a great day!,Not-a-strategy,Self Assertion-Empowerment
101,0,1,How are you doing?,Not-a-strategy,Self Assertion-Empowerment
102,0,0,Very well thank you and yourself,Not-a-strategy,Self Assertion-Empowerment
103,1,1,"Great thanks,  Are you interested in the bike?",Not-a-strategy,Self Assertion-Empowerment
104,1,0,Yes I am. Is it used? how long if used?,Information Inquiry-Contesting,Self Assertion-Empowerment
105,2,1,"It is lightly used and in great condition, Listed at $200 but willing to negotiate a little.",Not-a-strategy,Self Assertion-Empowerment
106,2,0,Does it work very well like new?,Information Inquiry-Contesting,Self Assertion-Empowerment
107,3,1,Yes everything is tuned up.  make me an offer,Not-a-strategy,Self Assertion-Empowerment
108,3,0,$120 is what I can pay at the moment,Self Assertion-Empowerment,Self Assertion-Empowerment
109,4,1,I can't really go that low.  I can go $175 and deliver the bike to you.,Personal Choice-Empowerment,Self Assertion-Empowerment
110,4,0,How about $150?,Hesitance-Hesitance,Self Assertion-Empowerment
111,5,1,"Yeah, I think I can do that",Not-a-strategy,Self Assertion-Empowerment
112,5,0,Great then thanks!,Not-a-strategy,Self Assertion-Empowerment
113,0,1,Hello,Not-a-strategy,Self Assertion-Empowerment
114,0,0,hi,Not-a-strategy,Self Assertion-Empowerment
115,1,1,Are you interested in the Subwoofer?   It's a beauty.,Not-a-strategy,Self Assertion-Empowerment
116,1,0,"It looks good, but wondering a few things, how old is it?",Information Inquiry-Contesting,Self Assertion-Empowerment
117,2,1,"I bought it six months ago, but I never actually took it out of the original box.   It really has never been used.",Not-a-strategy,Self Assertion-Empowerment
118,2,0,"oh, why is that?",Information Inquiry-Contesting,Self Assertion-Empowerment
119,3,1,I expected to have more time.   I got sent on a 3 month business trip for my work and never got around it.,Not-a-strategy,Self Assertion-Empowerment
120,3,0,I just want to make sure they work and are quality/ not deffective,Source Derogation-Contesting,Self Assertion-Empowerment
121,4,1,Thats fair.  You can examine it and test it in any way that you would like.  I have nothing to hide.,Not-a-strategy,Self Assertion-Empowerment
122,4,0,"That's ok, I was just making sure. Would you take $21?",Hesitance-Hesitance,Self Assertion-Empowerment
123,5,1,"Thats kind of low because you know I am asking 35.   If you will go for 28, we have a deal.   Deal?",Hesitance-Hesitance,Self Assertion-Empowerment
124,5,0,"What if I pick them up , coudl you then do 25?",Personal Choice-Empowerment,Self Assertion-Empowerment
125,6,1,"If you pick them up, I'll go down to 27.",Hesitance-Hesitance,Self Assertion-Empowerment
126,6,0,okay sounds fair,Not-a-strategy,Self Assertion-Empowerment
127,0,1,HI!,Not-a-strategy,Self Assertion-Empowerment
128,0,0,"Hi, is this used or new?",Information Inquiry-Contesting,Self Assertion-Empowerment
129,1,1,This phone is used but with no issues.  It is in excellent condition.  Unlocked for any carrier you need.,Not-a-strategy,Self Assertion-Empowerment
130,1,0,"Good to know, I am wondering if you could come down in price? I am a student.",Self Pity-Empowement,Self Assertion-Empowerment
131,2,1,Since you are a student I would like to help you out.  I will come down to $225.,Hesitance-Hesitance,Self Assertion-Empowerment
132,2,0,I was hoping for $190.,Hesitance-Hesitance,Self Assertion-Empowerment
133,3,1,"I don't think I can go that low, sorry.  I would like to help you out though.  How about $215.00?",Hesitance-Hesitance,Self Assertion-Empowerment
134,3,0,do you have case you could throw in?,Personal Choice-Empowerment,Self Assertion-Empowerment
135,4,1,I do. So how about $215.00 and a case?,Not-a-strategy,Self Assertion-Empowerment
136,4,0,sounds fair!,Not-a-strategy,Self Assertion-Empowerment
137,0,1,HI! are you looking for a new place?,Not-a-strategy,Self Assertion-Empowerment
138,0,0,"Yes, can you tell me your pet policy?",Information Inquiry-Contesting,Self Assertion-Empowerment
139,1,1,Yes pets are welcome.  We do have a breed restriction.,Not-a-strategy,Self Assertion-Empowerment
140,1,0,I just have a cat.,Not-a-strategy,Self Assertion-Empowerment
141,2,1,That is not restricted.  THe PInes has 3 pools to enjoy amoung other amenities.  I am listing this 2 bedroom 1 bath at $2250,Not-a-strategy,Self Assertion-Empowerment
142,2,0,I saw that any chance you would come down in price?,Not-a-strategy,Self Assertion-Empowerment
143,3,1,I could come down to $2150 but that price is very firm.,Hesitance-Hesitance,Self Assertion-Empowerment
144,3,0,"I was hoping to pay $1750, any perks you can offer ?",Personal Choice-Empowerment,Self Assertion-Empowerment
145,4,1,At $2150 I could offer a year warranty/insurance for the apartment and one month paid utilities.,Personal Choice-Empowerment,Self Assertion-Empowerment
146,4,0,"alright , I think I can swing that price.",Not-a-strategy,Self Assertion-Empowerment
147,0,1,how we doing today,Not-a-strategy,Self Assertion-Empowerment
148,0,0,hey,Not-a-strategy,Self Assertion-Empowerment
149,1,1,so what can I do for you today,Not-a-strategy,Self Assertion-Empowerment
150,1,0,i'm looking for a good deal on a laptop,Not-a-strategy,Self Assertion-Empowerment
151,2,1,ok i got what you need how many ?,Information Inquiry-Contesting,Self Assertion-Empowerment
152,2,0,what the price range i can pay $200 for it,Not-a-strategy,Self Assertion-Empowerment
153,3,1,"I need minimum 300 per mac book , it's a great price since we are certified Apple Techniciens, you can also resell them for 400 a piece",Not-a-strategy,Self Assertion-Empowerment
154,3,0,come on man i need it for 200,Self Pity-Empowement,Self Assertion-Empowerment
155,4,1,"no can do, 280 is the best I could for you partner",Hesitance-Hesitance,Self Assertion-Empowerment
156,4,0,man all i have is $228 that it my pockets are busted,Self Pity-Empowement,Self Assertion-Empowerment
157,5,1,"then theres nothing to discuss here, my final offer is 250",Self Assertion-Empowerment,Self Assertion-Empowerment
158,0,0,Is the basket included with this bike?,Information Inquiry-Contesting,Self Assertion-Empowerment
159,0,1,Yes it is included with the bike.,Not-a-strategy,Self Assertion-Empowerment
160,1,0,And is it red just like in the picture?,Information Inquiry-Contesting,Self Assertion-Empowerment
161,1,1,"Yes it is exactly like the photo, practically brand new too!",Not-a-strategy,Self Assertion-Empowerment
162,2,0,I'll pay $700 cash!,Personal Choice-Empowerment,Self Assertion-Empowerment
163,2,1,"I am wanting to do a quick deal, but that is far too low. I woudl need you to come much closer, like I said in great condition practically brand new.",Counter Argumentation-Contesting,Self Assertion-Empowerment
164,3,0,I can't go much higher at the moment. How low will you go?,Hesitance-Hesitance,Self Assertion-Empowerment
165,3,1,"I would say 900, I am taking a loss on it even at 1200.",Hesitance-Hesitance,Self Assertion-Empowerment
166,4,0,I'll give you 950,Not-a-strategy,Self Assertion-Empowerment
167,4,1,okay,Not-a-strategy,Self Assertion-Empowerment
168,0,1,Hi,Not-a-strategy,Self Assertion-Empowerment
169,0,0,"Hello, what condition is you bike mount in?",Information Inquiry-Contesting,Self Assertion-Empowerment
170,1,1,"It has only been used a few times, so in really great condition still.",Not-a-strategy,Self Assertion-Empowerment
171,1,0,That sounds good. How long have you had it?,Information Inquiry-Contesting,Self Assertion-Empowerment
172,2,1,I have had it just over seven months.,Not-a-strategy,Self Assertion-Empowerment
173,2,0,Okay. That's not too long. I'd like to buy it from you for $7 since it has been used.,Counter Argumentation-Contesting,Self Assertion-Empowerment
174,3,1,that is less than half of asking...,Hesitance-Hesitance,Self Assertion-Empowerment
175,3,0,"I realize that but I'm site unseen. For a used object, I think that is fair.",Counter Argumentation-Contesting,Self Assertion-Empowerment
176,4,1,"Well I really do want to make a deal with you , but you need to come up a little in theprice, it is almost brand new.",Counter Argumentation-Contesting,Self Assertion-Empowerment
177,4,0,The best I can do is $9 if you're willing to hold it for me for 2 days while I wait for my paycheck.,Personal Choice-Empowerment,Self Assertion-Empowerment
178,5,1,I suppose I could do that. 9 sounds fair enough,Not-a-strategy,Self Assertion-Empowerment
179,5,0,Awesome. Then $9 it is. It was great doing business with you.,Not-a-strategy,Self Assertion-Empowerment
180,0,1,Hello!,Not-a-strategy,Self Assertion-Empowerment
181,0,0,Morning.,Not-a-strategy,Self Assertion-Empowerment
182,1,1,What would you like to offer for the shelves?,Not-a-strategy,Self Assertion-Empowerment
183,1,0,I'd like to know what type of wood it is?,Information Inquiry-Contesting,Self Assertion-Empowerment
184,2,1,rich mahogany,Not-a-strategy,Self Assertion-Empowerment
185,2,0,How old is the unit?,Information Inquiry-Contesting,Self Assertion-Empowerment
186,3,1,The unit is about 5 years old.,Not-a-strategy,Self Assertion-Empowerment
187,3,0,Is it handmade or store bought?,Information Inquiry-Contesting,Self Assertion-Empowerment
188,4,1,I bought it from Furniture Store INC.,Not-a-strategy,Self Assertion-Empowerment
189,4,0,Are there visible imperfections?,Source Derogation-Contesting,Self Assertion-Empowerment
190,5,1,Nope! The unit is in great shape.,Not-a-strategy,Self Assertion-Empowerment
191,5,0,Ok.  I'll offer $35 for it.,Hesitance-Hesitance,Self Assertion-Empowerment
192,6,1,"How about $37, and I'll deliver it to you directly?",Personal Choice-Empowerment,Self Assertion-Empowerment
193,0,1,Are you interested in  My galaxy,Not-a-strategy,Self Assertion-Empowerment
194,0,0,"Yes, it looks like a great phone.  Can you tell me a little about its history?",Information Inquiry-Contesting,Self Assertion-Empowerment
195,1,1,I've had it for 6 months. It comes unlocked. The network is at@t,Not-a-strategy,Self Assertion-Empowerment
196,1,0,"So, it should work on any network that requires a SIM card, then, correct?  T-mobile for example?",Information Inquiry-Contesting,Self Assertion-Empowerment
197,2,1,Yes that is correct. I am selling it at 397 but am willing to negotiate price,Not-a-strategy,Self Assertion-Empowerment
198,2,0,"OK, it appears that the face is scratch-free and crack-free, is that correct?  How is the back?",Information Inquiry-Contesting,Self Assertion-Empowerment
199,3,1,Yes it is scratch free. It also comes with a screen protector I put on,Not-a-strategy,Self Assertion-Empowerment
200,3,0,"Very nice.  I'm wondering if I might be able to pick it up directly from you, rather than having it shipped?",Personal Choice-Empowerment,Self Assertion-Empowerment
201,4,1,Sounds good to me. What are you willing to pay,Not-a-strategy,Self Assertion-Empowerment
202,4,0,This looks like a great phone.  Would you be willing to accept $320 for it?,Hesitance-Hesitance,Self Assertion-Empowerment
203,5,1,Yes deal,Not-a-strategy,Self Assertion-Empowerment
204,0,1,Hello. You are interested in our beautiful cherry hutch right? This is a fabulous piece and I would be happy to take questions,Not-a-strategy,Self Assertion-Empowerment
205,0,0,nice hutch there.,Not-a-strategy,Self Assertion-Empowerment
206,1,1,It's practically new as the description states. What is your budget like?,Not-a-strategy,Self Assertion-Empowerment
207,1,0,$600 is what i want to pay ideally. but let's deal,Hesitance-Hesitance,Self Assertion-Empowerment
208,2,1,The price is $1000 but I can go lower if you would be willing to come and pick it up within a few days,Personal Choice-Empowerment,Self Assertion-Empowerment
209,2,0,how much are you willing to sell it for?,Not-a-strategy,Self Assertion-Empowerment
210,3,1,I can let it go at $800 right this minute,Hesitance-Hesitance,Self Assertion-Empowerment
211,3,0,will 750 be a good middle ground then? I will pick it up as soon as possible. in the next 24 hours.,Personal Choice-Empowerment,Self Assertion-Empowerment
212,4,1,"I'll tell you what, you can have it for $800 and I'll offer you half a year to return it for a full refund, so long as it is not terribly damaged or beaten up",Personal Choice-Empowerment,Self Assertion-Empowerment
213,4,0,very well then this will work,Not-a-strategy,Self Assertion-Empowerment
214,0,0,whoa glitchy system,Not-a-strategy,Self Assertion-Empowerment
215,0,1,"Hi, are you interested in the bike?",Not-a-strategy,Self Assertion-Empowerment
216,1,0,yes. but it's kinda pricey for a 27 yr old bike.,Counter Argumentation-Contesting,Self Assertion-Empowerment
217,1,1,"I know, but this is a collector's bike.  So people generally fix them up and only ride the bike to show off.  It's actually worth quite a bit because it is so old, yet in decent condition.",Not-a-strategy,Self Assertion-Empowerment
218,2,0,needing a handbrake isn't in a decent condition. tell you what. i'll give you 100 for it.,Counter Argumentation-Contesting,Self Assertion-Empowerment
219,2,1,How about if I throw in a hand brake and you can install it yourself for $150?,Personal Choice-Empowerment,Self Assertion-Empowerment
220,3,0,yeah that's not gonna work for me. 110 is the max i'd pay for a bike in this condition,Self Assertion-Empowerment,Self Assertion-Empowerment
221,3,1,Is there something else I can throw in to sweeten the deal?,Not-a-strategy,Self Assertion-Empowerment
222,4,0,"nah. 110, bike and the handbrake. if that's ok we got a deal",Self Assertion-Empowerment,Self Assertion-Empowerment
223,4,1,Okay deal.,Not-a-strategy,Self Assertion-Empowerment
224,0,0,Hello. I am interested in your Felt bike.,Not-a-strategy,Self Assertion-Empowerment
225,0,1,"HI, so you are interested in the bike, right?",Not-a-strategy,Self Assertion-Empowerment
226,1,0,Yes very much so. My son has been begging me for this bike,Not-a-strategy,Self Assertion-Empowerment
227,1,1,It's a great bike. Can I answer any questions for you? It's a great price considering all the extras it has,Not-a-strategy,Self Assertion-Empowerment
228,2,1,hello?,Not-a-strategy,Self Assertion-Empowerment
229,2,0,Sorry. My son knows alot about this bike. I was wondering if you are willing to lower the price any?,Not-a-strategy,Self Assertion-Empowerment
230,3,1,"I put a lot of extras into this bike and it is in great condition. I can go down a little bit, but not too much. I am asking 250, but I can probably do 225",Counter Argumentation-Contesting,Self Assertion-Empowerment
231,3,0,That is exactly what i have saved up. My son is going to be so surprised on his birthday. Thank you.,Not-a-strategy,Self Assertion-Empowerment
232,4,1,Sounds great. Can you pick up today?,Not-a-strategy,Self Assertion-Empowerment
233,4,0,Can be there in 20 min.,Not-a-strategy,Self Assertion-Empowerment
234,0,1,Hi how are you?,Not-a-strategy,Self Assertion-Empowerment
235,0,0,"Hello, I'm interested in buying the truck. I have a couple questions. I'm good thank-you and you?",Information Inquiry-Contesting,Self Assertion-Empowerment
236,1,1,Vey well. How can i help you?,Not-a-strategy,Self Assertion-Empowerment
237,1,0,Do you have the title to the truck? Are there other rips on the seats? When was the last time it had a tune up?,Information Inquiry-Contesting,Self Assertion-Empowerment
238,2,1,Yes i have the title! Not only are there no rips on the seats they are heated as well. The entire interior is beautiful and it was barely driven it only has 68000 miles on it.,Not-a-strategy,Self Assertion-Empowerment
239,2,0,Super now is it at all possible to lower the price? It's something I'd like it's just out of my budget.,Self Pity-Empowement,Self Assertion-Empowerment
240,3,1,I would be willing to go to 6000 but no lower. Are you willing to accept that?,Hesitance-Hesitance,Self Assertion-Empowerment
241,3,0,"I was thinking more around 4,000.",Hesitance-Hesitance,Self Assertion-Empowerment
242,4,1,No for a truck in this condition with this many miles on it it is worth far more than that i will drop to 5800 but no lower.,Counter Argumentation-Contesting,Self Assertion-Empowerment
243,4,0,"Wow, you're sure solid. Is there any way you could go 5500?",Hesitance-Hesitance,Self Assertion-Empowerment
244,5,1,Sure,Not-a-strategy,Self Assertion-Empowerment
245,0,0,Hi is the table and bench still available?,Not-a-strategy,Self Assertion-Empowerment
246,0,1,Yes I still have them for sale here.,Not-a-strategy,Self Assertion-Empowerment
247,1,0,Are they in good shape?,Information Inquiry-Contesting,Self Assertion-Empowerment
248,1,1,Yes it is still in good shape it's very well built and it's very sturdy.,Not-a-strategy,Self Assertion-Empowerment
249,2,0,I see you have it listed for $575. Are you willing to come down on the price some?,Hesitance-Hesitance,Self Assertion-Empowerment
250,2,1,Sure I can work with you on the price a little bit what did you have in mind?,Not-a-strategy,Self Assertion-Empowerment
251,3,0,I was thinking about $400?,Hesitance-Hesitance,Self Assertion-Empowerment
252,3,1,475 and its a deal,Hesitance-Hesitance,Self Assertion-Empowerment
253,4,0,"The most I can come up with at this time is $450, would that work for you?",Self Pity-Empowement,Self Assertion-Empowerment
254,4,1,470 final offer.,Self Assertion-Empowerment,Self Assertion-Empowerment
255,5,0,"okay, for $470 can you deliver and help me bring it inside?",Personal Choice-Empowerment,Self Assertion-Empowerment
256,0,1,"Hi, I'm so glad that you interested in this house!",Not-a-strategy,Self Assertion-Empowerment
257,0,0,"Hello, I'd like to know more information about your home.  I see that it is a 5 bedroom?  Just 1 full bath?",Source Derogation-Contesting,Self Assertion-Empowerment
258,1,1,"Yes, but to make up for that I am willing to include all utilies",Not-a-strategy,Self Assertion-Empowerment
259,1,1,"Hi, I'm so glad that you interested in this house!",Not-a-strategy,Self Assertion-Empowerment
260,2,0,Is this for rent or purchase?,Information Inquiry-Contesting,Self Assertion-Empowerment
261,2,1,It is for sale,Not-a-strategy,Self Assertion-Empowerment
262,3,0,What price are you hoping to sell for?  I see it lists for $3895?,Not-a-strategy,Self Assertion-Empowerment
263,3,1,"Yes, but to make up for that I am willing to include all utilies",Personal Choice-Empowerment,Self Assertion-Empowerment
264,4,1,"Yes, but I am willing to go down to 2900",Not-a-strategy,Self Assertion-Empowerment
265,4,0,"This is a house, for 3,895?",Information Inquiry-Contesting,Self Assertion-Empowerment
266,5,1,It is for sale,Not-a-strategy,Self Assertion-Empowerment
267,5,1,"Yes, it is a house.",Not-a-strategy,Self Assertion-Empowerment
268,6,0,Please tell me about the neighborhood and neighbors,Information Inquiry-Contesting,Self Assertion-Empowerment
269,6,1,"Yes, but I am willing to go down to 2900",Not-a-strategy,Self Assertion-Empowerment
270,7,1,"The neighbors are very quiet, its a nice neighborhood",Not-a-strategy,Self Assertion-Empowerment
271,7,0,I will accept your offer of $2900.  Thank you!,Not-a-strategy,Self Assertion-Empowerment
272,8,1,"Yes, it is a house.",Not-a-strategy,Self Assertion-Empowerment
273,0,1,Hello there! Are you looking to lease a room?,Not-a-strategy,Self Assertion-Empowerment
274,0,0,Hello! I am looking to lease a room!,Not-a-strategy,Self Assertion-Empowerment
275,1,1,No problem. So you have a preference in mind?,Not-a-strategy,Self Assertion-Empowerment
276,1,0,"I am looking for a studio or 1 bedroom if possible,",Not-a-strategy,Self Assertion-Empowerment
277,2,1,We have a few rooms remaining for $2250.,Not-a-strategy,Self Assertion-Empowerment
278,2,0,Are you able to provide a discount? I am looking for a place for my son and I. I am going through a divorce at the moment and don't have that much for rent. Do you have anything cheaper than 2250?,Self Pity-Empowement,Self Assertion-Empowerment
279,3,1,"I'm sorry to hear that, but 2250 is the cheapest apartment we have.",Self Assertion-Empowerment,Self Assertion-Empowerment
