,Turn,Text,True,Pred
109,21,I understand.,0,0
110,21,"Unfortunately, I have to take care of my kids, too, and can't afford to help more.",6,6
111,23,I hope you do as well!,0,0
112,1,"Hi, I'm doing OK, how are you?",0,0
113,3,"Possibly, I'm not sure.",1,0
114,3,I don't even know what the charity is.,4,0
115,4,"Right, but I would like to know specifically what organization.",4,4
116,6,Yes.,0,0
117,6,Are you planning to donate?,2,0
118,9,OK.,0,0
119,9,"I only like to donate to reputable organizations, I am familiar with save the children, they often advertise.",3,3
120,12,"I'm not sure how this donation process will work, do you know the specifics?",5,4
121,12,I always like to know how the donations are spent.,5,4
122,14,thanks.,0,0
123,14,i wonder what a reasonable donation amount would be.,0,0
124,17,Great.,0,0
125,17,Then I will do it.,0,0
126,17,I usually donate to animal charities.,3,3
127,20,Good to know.,0,0
128,20,"Thanks for the info, guess I am skeptical.",0,0
129,21,It's good to be able to help someone else out and have it be easy and painless.,0,0
130,24,"thanks, same to you.",0,0
131,2,I've heard of them but other then that no not much how about you?,4,0
132,4,"Well, that's a noble cause don't you think",0,0
133,6,"I can imagine, that is horrible.....",0,0
134,6,"to not be able to eat, or drink, and worry about being sick all the time",0,0
135,7,"well, I can't imagine anyone would much less a child....",0,2
136,8,not much maybe a couple dollars every few months,0,3
137,9,"I donate sometimes well, to other charities",3,3
138,10,"That's always good, it's not good to donate somewhere that they don't give to what they're supposed to be donating to",5,0
139,12,"Horrible, I know.....",0,0
140,12,war is like adults acting like children but worse because they know they're not showing regard to the people suffering,0,0
141,13,Of course I'll donate something,0,0
142,14,I'll donate $0.05,0,0
143,1,Hey hows it?,4,0
144,1,Yeah I am interested to hear more.,0,0
145,2,Nearly 90?,4,0
146,2,Where does the other money go?,4,4
147,4,Well that is good.,0,0
148,4,I like that information out there.,0,0
149,7,There are many charities for children than just that one.,3,0
150,11,Wow thats way more than I would have thought.,0,0
151,13,Yes I would be willing to donate.,0,0
152,14,I can do that,0,0
153,15,Well it is not much but if everyone would give a little it would make a huge difference in this world we live in.,2,0
154,17,Right on so I will give $0.15:),0,0
155,18,That is what I like to hear!,0,0
156,20,"You too,was a pleasure!",0,0
157,1,"No, I am not very familiar with that charity.",4,0
158,3,It sounds like a meaningful charity.,0,0
159,5,Is it world wide.,4,4
160,8,"Wow, that is intense.",0,0
161,10,"That is incredible, glad to here this charity exists.",0,0
162,11,I don't eat candy.,2,0
163,12,I am on a very tight budget.,6,6
164,13,I can donate .10 of my mturk earnings.,0,0
165,14,That sounds great!,0,0
166,15,I am so glad to hear that!,0,0
167,1,yes i will.,0,0
168,2,"Sure, Do you like donations?",2,0
169,3,"Definitely, Are you interested in such things?",0,0
170,4,Oh!,0,0
171,4,this is so good.,0,0
172,5,I know a little bit.,0,0
173,5,But do not fully know.,4,0
174,6,Oh!,0,0
175,6,this is nice.,0,0
176,6,Thank you so much.,0,0
177,7,This is good thing.,0,0
178,7,I am more interested in this.,0,0
179,8,"Yes, But I remember what it gave me.",3,0
180,9,I think I can give $25.,0,0
181,11,The explanations you provided were very useful.,0,0
182,11,Thank you so much.,0,0
183,12,Yes i will.,0,0
184,13,"Thank you very much, have a nice day.",0,0
185,2,"doing fine, what about you",0,0
186,3,go ahead :),0,0
187,3,i'm listening,0,0
188,5,I don't think so.,0,0
189,6,such an important job!,0,0
190,6,Tell me more,0,0
191,9,so sad.,0,0
192,9,How can i help?,0,0
193,11,how do i know money will go to children and it's not a scam?,5,5
194,13,"great, let me check it out",0,1
195,16,so i like that 86% is going to the cause.,0,0
196,20,I probably will.,0,0
197,20,Is there a minimum i can donate?,0,0
198,22,"hmmm, let me think about it",1,0
199,1,"Yes, I would donate some of my payment to help save children.",0,0
200,1,How about you?,0,0
201,1,Are we supposed to mutually agree to both give a certain amount?,0,0
202,4,I would be willing to give 10 cents of the 30 cent payment to help save children.,0,0
203,5,I'm good with them doing that.,0,0
204,5,Like mentioned I'm willing to give 10 cents of the 30 cents.,0,3
205,6,Are you willing to match my 10 cent donation to Save the Children,0,0
206,7,"Okay, so we are in agreement on the amount and donating, what else do we need to discuss?",0,0
207,7,More about the charity?,0,0
208,7,The instructions weren't super clear on my end.,0,0
209,11,I will donate 10 cents of my 30 cent payment.,0,0
210,11,"You shouldtype the samething and if perhaps if you know anything about the charity, share it?",0,0
211,12,"Okay,so we are in agreement on the paymentto the charity.",0,0
212,12,I assume save the children would be able helping children in three world countries.,0,0
213,12,I wish they were way more specific in the instructions on both ends.,0,0
214,14,"oh, I didn't know that I just assumed if we reached an agreement before that they would let us advance.",0,0
215,14,What do you know about this charity?,0,0
216,16,oh so specifically in third world countries were they are mistreated or does it include first world countries as well?,0,4
217,18,"Yes, they need all the help they can get there after the missiles and chemical attacks",0,0
218,1,Good morning.,0,0
219,1,How are you today?,0,0
220,2,I don't usually donate to charities.,0,0
221,2,Is that something that you personally do?,0,0
222,3,I like the fact that it's an international organization.,0,0
223,3,What kinds of things do children's charities do?,4,4
224,5,I took a look at the website.,0,0
225,5,So it looks like the money goes toward health and education?,4,4
226,5,Things like that?,4,0
227,6,I'm still not sure.,1,1
228,6,"I worry that my money won't actually go to the children, that it'll just be paying for someone's job at the charity.",5,5
229,7,Do you know how much of the donation goes to the children?,4,4
230,7,"I heard that, with some organizations, only 10% of the money goes to the recipient!",0,5
231,8,That makes me feel much better.,0,0
232,8,"Does your organization provide receipts, for tax purposes?",4,4
233,9,How does a person go about making a donation?,0,4
234,9,On the website?,0,0
235,10,What kind of payments do you take?,0,4
236,10,Do you take credit cards?,0,0
237,11,I think that you convinced me.,0,0
238,11,I'll definitely go and make a donation today.,0,0
239,2,"I'm good,how are you?",0,0
240,4,I give £3 a week so around £36 a year.,0,3
241,6,I pay money to the Royal National Institute for the Blind.,0,3
242,8,Yes.,0,0
243,8,I have seen their adverts and campaigns.,0,0
244,9,Yeah - all good things,0,0
245,10,They seem to be.,0,0
246,11,No.,0,0
247,11,I don't,0,0
248,12,A small part maybe.,1,0
249,13,Excellent - how does it work,0,0
250,14,OK.,0,0
251,14,I will give $0.20,0,0
252,0,Good how are you?,0,0
253,0,I have heard of that organization.,0,0
254,0,I have seen a lot of commercials on TV for it.,0,0
255,0,Agreed.,0,0
256,0,Any organization who promotes rights for those who don't have the platform to speak up is a wonderful charity.,0,0
257,0,I have thought about it in the past.,0,1
258,0,Yes it is hard to tell whose interests really lie in the movement they promote.,5,4
259,0,"I like to research organizations first to see if the money I give is really going to the cause, or if it is wasted by high overhead costs.",5,5
260,0,Absolutely.,0,0
261,0,It makes you look at your own children (if you have any) and think if that was them how would I cope?,0,0
262,0,It's the reason I go to work everyday.,0,0
263,0,"To make sure that they have all that they need, and more than I ever had.",0,0
264,0,I did not.,0,0
265,0,How do I do that?,0,5
266,0,I would like to give 100% of the task payment.,0,0
267,0,Awesome.,0,0
268,0,I will do that.,0,0
269,0,"Yes, it will be nice to know that I was able to give to them.",0,0
270,0,hi,0,0
271,0,no I have not...what is it about?,0,4
272,0,ooo ok...thats good that there is a organization put together to help children in other countries,0,0
273,0,I will have to read up more about the organization before i just give my money up because there is fake charities in the world,5,1
274,0,Yes i understand that because every sunday i would go to the homeless shelter in my town and help collect clothes for the people that need it.it is something i do once a week because it is the right thing to do..,3,0
275,0,Yes i have read about that and that is said for those children...where are you from?,0,0
276,0,cool i never been how is it??,0,0
277,0,I live in new york,0,0
278,0,at the moment i would have to say 0 because i don't know to much about the charity...sorry,2,0
279,0,yes everything is high priced,0,0
280,0,I will look at the website after this survey and read more about it..I promise,1,1
281,2,I am good.,0,0
282,2,It's really nice outside where I am so I am sitting outdoors.,0,0
283,2,How are you,0,0
284,5,I have to go to work at 11:30-6.,0,0
285,5,"But its ok, I work every Sunday.",0,0
286,5,So we are supposed to chat about a children's charity.,0,0
287,5,What are your feelings?,0,0
288,11,It's so sad to me that anyone should go without food in our modern world.,0,0
289,11,So I would definitely be willing to help.,0,0
290,16,I think the bonus of today is 2 dollars so maybe if we both give half of it?,0,0
291,16,That is at least something.,0,0
292,16,I only wish that our Government would help the poor more than they do.,0,0
293,16,What do you think?,0,0
294,20,So lets agree we both can give $1 of of bonus.,0,0
295,22,Nice!!!,0,0
296,22,It's not a huge amount but unfortunately I have expenses and 2 kids of my own to support.,6,6
297,22,Do you have kids?,0,0
298,25,I have not visited the site but I have heard of them before.,0,0
299,25,I am one of those people who cant watch the commercials of the suffering kids or pets.,0,0
300,25,It really upsets me,0,0
301,27,A little bit but not much.,0,0
302,27,I have been following politics and things are going crazy.,0,0
303,27,I am hoping that things will change soon.,0,0
304,30,That is great that they are there helping.,0,0
305,30,Maybe they learned something from the mess in Puerto Rico.,0,0
306,30,The conditions there were really bad but the US gov really dropped the ball on helping.,0,0
307,34,Not really.,0,0
308,34,I truly believe that most charities are so needed in these times when the governments and the corporations aren't being super charitable.,0,0
309,34,I do like to look and see what the overhead is of the charities to see that the CEO”s aren't being overpaid,0,5
310,1,"Good morning, I think children are so important and charities that involve them are needed and we should participate our money or our time.",0,0
311,4,"Oh that's wonderful, what a great organization.",0,0
312,4,Where can I read more about this organization and possible give a donate?,4,4
313,6,"Ok, I will consider doing that.",1,0
314,6,What a great idea!,0,0
315,6,I would like to read a little about the charity before donating.,1,4
316,6,How would I donate directly from this task?,0,0
317,7,I would like to donate 10 cents from this task to Save the Children please.,0,0
318,8,"Yes, thank you.",0,0
319,8,I am poor and I can relate to the children who are also poor.,6,6
320,8,"I really need the money that i'm earning for this task, so I feel like giving 10 cents to this charity is fair.",0,6
321,8,Do you agree?,0,0
322,10,"Your welcome, it is a good feeling to help others in need.",0,0
323,10,I appreciate you telling me about this organization and directing me to their website.,0,0
324,12,Yes it is.,0,0
325,12,I always wanted children of my own and could never conceive a child.,0,0
326,12,So I have much empathy for these children and their needs.,0,0
327,12,I will tell friends and family to visit the charities website also.,0,3
328,14,How many years has Save The Children been doing charity work?,4,4
329,16,That's good.,0,0
330,16,"These days there are tons of people asking for donations for fake charities, it's sad.",0,0
331,17,I want to thank you again for bringing awareness to this important charity.,0,0
332,17,"In America food is plentiful and we sometimes have to stop and reflect, that other countries aren't as fortunate as we are!",0,0
333,1,Hi how are you doing today?,0,0
334,3,Sure.,0,0
335,3,Tell me as much as you can about the organization.,4,0
336,4,It sounds like they have a worthy cause.,0,0
337,4,Do they help our children in the US as well?,4,4
338,8,"Wow, it is great that these children have a charity to help them.",0,0
339,10,I would like to donate.,0,0
340,10,How do I donate?,0,0
341,13,"Ok, and if I choose to donate from my payment it will go to Save The Children?",0,3
342,15,That is wonderful!,0,0
343,15,Are you going to donate?,0,0
344,17,Well that is great!,0,0
345,17,I will donate a portion of my payment.,0,0
346,18,I will donate .15 from my payment.,0,0
347,21,No problem thank you for telling me about this wonderful charity!,0,0
348,2,"No, I actually haven't .",0,0
349,2,Do you have any more information about the organization that you could tell me?,4,4
350,4,I have an idea.,0,0
351,4,Whats a more specific idea of what you do?,4,0
352,4,How do you help?,4,0
353,4,Whats their overall goal?,4,0
354,7,"It is horrifying, I could not even imagine.",0,0
355,7,What do you need me to do?,0,0
356,9,My pay?,0,0
357,9,As in my weekly paycheck?,0,0
358,9,"Or are there any other payment options, as I have bills to pay.",0,0
359,11,I will happily donate my whole payment for this task. :),0,0
360,13,I am so grateful there is a way for me to help financially!!!,0,0
361,15,That is fantastic to hear!!,0,0
362,16,Thank you!,0,0
363,16,You will as well for all the hard work you're putting towards this magnificent charity.,0,0
364,17,You can send me the information with the email you have on file for me. :),0,0
365,18,Thank you so much for your time and the effort you are putting towards this very reputable charity!!,0,0
366,1,Donate to what charity?,0,0
367,2,"Well, I would prefer to hear more about the charity, their work and how much of their donations go to direct work with these children.",4,4
368,2,Tell me more info otherwise you can donate to the charities that I know do extraordinary work and spend most of their donations on the children,4,0
369,3,Well theres a charity called Skateistan that is championed by the famous skater Tony Hawk And the majority of their donations go to direct service and help children out all of the world whom live in the most vulnerable situations.,0,0
370,3,If I donate to this charity your talking about I need to know the name and information to agree to a donation,0,1
371,4,How many children do they serve each year and how much of a donation are you talking about?,4,4
372,4,where is the money going?,4,4
373,5,How much of a donation are you talking about?,0,0
374,5,"are they buying new schoolls with this money, new books, clothes, shelter or is the president of the charity using my donation to get a mercedes benz?",4,5
375,6,what will you do with this money.,4,0
376,6,Please be specific about how it will help these children that save the children claims to be saving?,4,4
377,6,I am an informed donor and want to make sure my money is really helping these children,4,3
378,7,It sounds like my money won't be used to directly help the children.,5,5
379,7,What does 5 dollars get these children?,4,0
380,7,and what country or countries are these children located in,4,4
381,8,"Well, is this a lobal charity that will be using my money to spread across their whole organization or will it help buy these children new schools which is a cause that I am really passionate about?",4,3
382,8,How do YOU feel about the work this organization does?,2,0
383,9,"Have you ever donated to this organization and if so, how much?",2,0
384,10,How much will you be donating?,0,2
385,10,Depending on the amountI will match your donation but ONLY if you answer the following question: How do you feel about the organizations work?,0,0
386,10,What do you dislike about the organization,0,0
387,2,"I think I have once before, in a grocery store I believe",0,0
388,3,"Sure, go ahead",0,0
389,4,Are they a non profit organization?,4,4
390,10,"Oh wow, shocking news.",0,0
391,10,Do you know how many children have been helped due to this organization?,4,4
392,12,Thats awesome!,0,0
393,12,Are you apart of this organization or just support them?,0,4
394,15,"The payment of the task is 30 cents, I would donate 10c",0,0
395,17,its not a lot but hopefully go towards someone else donation to help children in war zone areas,0,0
396,19,"Of course, its a great organization to support",0,0
397,20,"Yes, a few times before",0,0
398,21,"Thank you, you too!",0,0
399,1,"I am well, how are you?",0,0
400,2,"Yes, I have two.",0,0
401,2,And you?,0,0
402,3,That's nice.,0,0
403,3,How old are they?,0,0
404,6,Oh my!,0,0
405,6,That's nice.,0,0
406,6,My kids are 4 and 7.,0,0
407,6,Boy and girl.,0,0
408,8,I have not.,0,0
409,8,What is the charity and what do they do?,4,4
410,9,That seems like a really noble cause.,0,0
411,9,I have an affinity for children.,0,0
412,9,I donate a lot of money to battered wives and their children.,0,3
413,9,I spend a lot of time in the shelter for them too.,0,3
414,9,Seems like a great cause!,0,0
415,10,"With the commitment I made to the shelter, I would not donate at this time.",7,7
416,11,Thank you for your recognition.,0,0
417,11,St Judes is such a great cause too.,3,0
418,11,I have donated a few times to them too.,3,3
419,12,Thank you.,0,0
420,12,do you do any volunteer work?,0,0
421,14,That serves a purpose too!,0,0
422,14,I work with my local goverment in policy development and people like you really make a great impression on the policy that is created.,3,0
423,14,Great job!,0,0
424,1,Hi!,0,0
425,1,I little bit of know Save the children life.,0,0
426,3,How much you ready to pay for children?,0,4
427,6,I'll pay $0.30 surely,0,0
428,8,"Yes definitely, I ready to help other contry children also",0,0
429,11,"Yes, now days no one willing to help others, but we can change his mental set and try to help others.",0,0
430,13,"Thanks, especially Syria children affect more so I really worried about his future.",0,3
431,14,"Great, especially we help to give personal care and health care products to children is necessary",0,0
432,17,Yes its really appreciated,0,0
433,19,"Ok sure, I definitely donate my whole amount for this task.",0,0
434,20,"Welcome, thanks for talking",0,0
435,1,"I'm well, thanks",0,0
436,2,I've heard of it.,0,0
437,2,"It's a charity, right?",0,0
438,2,What do they do?,4,4
439,3,"I'd like more information, yes.",0,4
440,4,That's nice.,0,0
441,4,What kind of things do they help with?,4,4
442,5,I could probably donate a small amount.,1,0
443,5,"I'm kinda broke at the moment, though.",6,6
444,6,I agree it's for a good cause.,0,0
445,6,I'd be willing to donate $.05.,0,0
446,6,How do I do that?,0,0
447,7,that's very sad.,0,0
448,7,Every child deserves to have nutritious food.,0,0
449,8,"Wow, that's very generous.",0,0
450,8,I hope to be able to do that someday.,0,0
451,9,That's wonderful.,0,0
452,9,How often are you able to do that?,0,0
453,9,How can I donate?,0,0
454,11,I'm not sure I understand what you said just now.,0,0
455,11,How can I donate?,0,0
456,1,Great!,0,0
457,1,I have been research the Make-A-Wish foundation.,0,3
458,1,Are you familiar with it?,0,0
459,4,I have heard of it but don't know much about what they do.,0,0
460,4,will you tell me?,4,0
461,6,that sounds meaningful.,0,0
462,6,How involved are you in the organization?,0,0
463,6,i am about to donate to make-a-wish and hope you will too.,0,0
464,10,I will.,0,0
465,10,I will do $10 to both.,0,0
466,10,"I am somewhat of a tight budget, but I always make room for good causes.",0,6
467,13,I do.,0,0
468,13,I focus on kids and animals.,0,0
469,13,Make a wish is really cool.,0,0
470,13,Lots of celebrities get involved.,0,0
471,13,John Cena has granted 400 wishes!,0,0
472,17,I love it when celebrities bring attention to causes.,0,0
473,17,Really gets the public's interest.,0,0
474,19,"Wow, that's amazing.",0,0
475,19,How much money a year does save the children raise?,4,4
476,21,well i will absolutely donate and tell some friends.,0,0
477,21,i hope you will also donate to make a wish.,0,0
478,24,yes i am.,0,0
479,24,i will do it as soon as the chat ends.,0,0
480,27,i hope the same for you also!,0,0
481,2,I'm doing very well.,0,0
482,2,How are you?,0,0
483,4,"Yes, I have!",0,0
484,4,Is it a charity that you are interested in?,0,0
485,5,So do I.,0,0
486,5,Do you regularly donate your time or money to Save the Children?,0,0
487,7,"I haven't yet, but I am thinking about doing so in the future.",0,1
488,9,Thanks for the information.,0,0
489,9,What are your donations used for?,4,0
490,11,Sure.,0,0
491,11,would be happy to donate.,0,0
492,14,I think I will donate about 20 dollars.,0,0
493,16,Thankyou!,0,0
494,16,You are pretty awesome yourself!,0,0
495,17,Yes.,0,0
496,17,Every now and then I volunteer within my community.,0,3
497,20,That is amazing!,0,0
498,20,You are really helping our country's children.,0,0
499,1,Hello!,0,0
500,1,I am good.,0,0
501,1,How are you today?,0,0
502,3,I haven't.,0,0
503,3,What is it all about?,0,4
504,4,I have a passion for children.,0,0
505,4,That would be a charity I would donate too for sure.,0,0
506,6,I do agree 100%How would I go about finding this charity?,0,0
507,7,Thank you very much.,0,0
508,7,I will look into it for sure and make a donation.,0,1
509,8,That is awesome.,0,0
510,8,I will definitely be making the donation.,0,0
511,10,I do volunteer some.,0,0
512,10,I also take in children that would other wise go without.,0,0
513,12,Thank you.,0,0
514,12,Doyou volunteer any where?,0,0
515,14,You are a wonderful person.,0,0
516,14,Those children need your help.,0,0
517,16,I will donate half of my earnings.,0,0
518,16,It was lovely chatting with you.,0,0
519,16,Will you be donating?,0,0
520,3,"I believe in this charity, but still wonder how much of the money I donate actually helps.",3,4
521,5,I would gladly give my earnings to this charity.,0,0
522,5,Children hold the future of the world.,0,0
523,8,"I know, it always amazes me how many children are suffering around the world.",0,0
524,8,It is so sad.,0,0
525,9,Though MTurk they should raise quite a bit.,0,5
526,9,"Even though it is only .30 for this hit, with the number of people it adds up.",0,0
527,12,In my personal life I do pay attention to all the details and the reviews of charities.,0,3
528,12,There are so many worthy causes that I try hard to make sure my meeker amounts go to benefit the most.,0,3
529,14,"I know they are a well established charity so should have all the resources, administration wise, to get the money where it is needed most.",0,0
530,16,It makes me feel that even though not enough I have done a little something.,0,0
531,18,"I live in a very rural area, people in my town are extremely poor and it still amazes me how they will take what little they have and take care of each other.",0,6
532,20,It is hard to watch and not reach out to help a child.,0,0
533,20,I do what I can in my own community and the town comes together this time of year to make sure each child has school supplies.,0,3
534,20,"It is really sad that Save a Child exists, the world should be a safe place for children and there should be no need.",0,0
535,22,"I agree, it has been very nice chatting with you and I hope you have a great day.",0,0
536,25,I will donate all of my payment.,0,0
537,2,I'm great!,0,0
538,2,How are you?,0,0
539,4,"New York, how about yourself?",0,0
540,6,"Nice, I hope it's not too warm this weekend",0,0
541,9,I think it's the astronomical costs of healthcare.,0,0
542,9,"Americans pay more for poorer outcomes, compared to peer countries.",0,0
543,14,I think they are important,0,0
544,14,It's sometimes hard to focus,0,0
545,17,"Yes, I have",0,0
546,20,"Sure, I will donate 10 cents",0,0
547,24,That,0,0
548,24,Thank you for telling me about this charity,0,0
549,26,I agree!,0,0
550,26,Good choice,0,0
551,28,You too!,0,0
552,28,Have a great week,0,0
553,1,"I'm great, thanks.",0,0
554,1,How are you?,0,0
555,3,I love children.,0,0
556,3,I believe they are our future and should be taken care of in the best possible way.,0,0
557,6,I do not have children of my own and am not able to have them.,0,6
558,6,I am contemplating adoption for the future.,0,1
559,10,"Wow, that is a staggering amount.",0,0
560,10,I did not know that.,0,0
561,10,I am a big fan of organizations who take care of the needs of hurt children.,0,0
562,13,I have!,0,0
563,13,They seem to be doing a good job.,0,0
564,16,I am not surprised to hear that at all.,0,0
565,16,Children should not have to do through so much tragedy and devastation at such young ages. It is great that others are looking out for them.,0,0
566,20,I probably will do that.,0,0
567,20,"If everyone did something, it helps the bigger overall picture and they are so worth it.",0,0
568,23,"I just know that if I were a child in need, I would be grateful for all the help I could get.",0,0
569,27,"Wow, that is so good to hear.",0,0
570,27,I'm sure it is not easy for organizations to get charitable work done but I am grateful they try and that others get involved.,0,0
571,27,Kuddos to them!,0,0
572,30,The life of a child is always worth saving.,0,0
573,30,You have a good day as well.,0,0
574,1,"can't complain, youreslf?",0,0
575,3,"yeah sure, why not",0,0
576,4,is there an upper limit?,0,0
577,5,how much are you thinking of donating,2,2
578,7,I don't believe they can actually do that haha,0,5
579,9,hows $0.50 sound?,0,0
580,10,"ok, good deal, $0.50 it is.",0,0
581,11,"I think so, it said we need to get to 10 turns of the conversation each, this is my 8th lol",0,0
582,12,I'm fine with staying at $0.50 as long as you are,0,0
583,15,"ugh yeah, i've seen that, you sit there waiting forever for someone to type two words haha",0,0
584,17,you too!!!!! :D,0,0
585,2,I think I have...,0,0
586,4,that's very cool!,0,0
587,9,That's pretty awesome.,0,0
588,9,I think everyone kind of forgot that those affected still need help,0,0
589,12,Exactly.,0,0
590,12,I agree.,0,0
591,12,if there isn't coverage then people tend put it out of their minds.,0,0
592,12,but this group sounds great!,0,0
593,12,Glad they are helping out,0,0
594,13,I am thinking about it.,1,0
595,13,I dont see why I wouldn't,0,0
596,15,Oh for sure.,0,0
597,15,"Is there like, an average donation or something?",0,0
598,16,Oh i see.,0,0
599,16,That makes sense.,0,0
600,18,I will give .20,0,0
601,21,Awesome.,0,0
602,21,I am glad to help!,0,0
603,21,Have they raised a lot so far?,0,0
604,22,Great!,0,0
605,22,Thanks so much.,0,0
606,22,Glad to help,0,0
607,2,Hi.,0,0
608,2,It sounds familiar but I'm not sure.,0,0
609,4,Is it reputable?,5,4
610,7,It looks like they do great work.,0,0
611,7,Let's make a donation.,0,0
612,10,"I'll donate half my payment, so $.15.",0,0
613,12,Sounds good.,0,0
614,12,"Out of curiosity, what did you do as a volunteer?",0,0
615,13,That's interesting.,0,0
616,13,I might want to volunteer too.,0,0
617,16,It doesn't seem fair that some kids are born into bad situations through no fault of their own.,0,0
618,18,Thanks for telling me about it.,0,0
619,20,"It's not much, but I don't have much money.",6,6
620,20,"Of course I have no way of knowing no matter what you answer, but are you a real person?",0,0
621,23,Good luck to you!,0,0
622,23,I hope you get lots of donations.,0,0
623,1,hi,0,0
624,2,i dont know,0,0
625,4,good education and good health,0,0
626,6,"no, i not donated",0,7
