,Turn,Text,True,Pred
65,0,Well since it is new I could give you 75 for it,4,2
66,0,"sorry sir i can't go that low, it's brand new and retails higher than $100. How about $85",2,4
67,0,Well since it is new 85.00 is okay. I will send you an offer,0,0
68,0,would you like for me to ship it,0,0
69,0,Hi! I saw your post about the apartment?,0,0
70,0,"Hello, yes. The rent is $2698 monthly with all the included amenities.",0,0
71,0,"I have to admit, that stretches my budget to a point of discomfort. I'm not sold on the location. I'll have a bit of a commute.",7,7
72,0,"If it helps a bit, the apartment would be fully furnished. It really is a great deal especially for the location you will be in.",2,0
73,0,I don't doubt it. Any chance you'd like to make my day and let me in for 1500?,4,7
74,0,That is incredibly low and I have other people who are interested. The best offer I could give you would be $2450.,3,3
75,0,"I know, that was an insult. Forgive me. Tell me a little more about it. . . make me fall in love, and I could do 2200?",0,7
76,0,"That is not a problem. Well firstly, it is a quiet location. You could be downtown in about 5 minutes just walking. I didn't ask if you have pets. You would have a private yard for them to roam around in. We have a fitness center so you can keep up with your fitness goals. Our entire property was also recently renovated.",0,0
77,0,You're an excellent salesperson. 2200?,4,0
78,0,I appreciate that. I can do $2375.,4,4
79,0,Split the difference? 2287.50? We can round to 2287. ;),4,4
80,0,$2300 and that is the lowest I can accept. Sound good?,3,3
81,0,Sounds good.,0,0
82,0,nice bike,0,0
83,0,"Thanks, it's truly a gem. Do you have questions about the bike?",0,0
84,0,is the seat comfortable,5,0
85,0,Yes! I acutally just replaced the seat with a brand new Schwinn seat a few months ago.,0,0
86,0,looks comphy are there logos on the bike,5,1
87,0,Yes all the orginal logos are still on the bike,0,0
88,0,"sweet, i can offer you what i have $380",4,4
89,0,Would you willing to come it pick up from my place today or tomorrow?,5,0
90,0,actullay i'm in the area so i can be there today,0,0
91,0,"Ok great, Yeah I can do $380 I just need to get rid of the bike.",0,0
92,0,see ya in a few thanks,0,0
93,0,Hi. Lovely bed.  How long have you had the bed frame?,5,5
94,0,I have had the whole piece for less than a year and am willing to make a fair deal if interested?,0,0
95,0,I'm definitely interested in the whole bed.  Any nicks on the frame?,1,1
96,0,"No heavy wear it is over all in great condition, I would consider it to be like new.",0,0
97,0,Okay. That sounds pretty good. Any stains on the mattress?,1,1
98,0,No it had a mattress pad in smoke free home,0,0
99,0,All great sounding. What finish is the wood? I just want to make sure it matches the rest of my furniture? Mahogany?,5,1
100,0,"Actually, the lighting in the picture makes the color a bit off it is a dark reddish brown.",0,0
101,0,Okay that'll work. How about 150?,4,4
102,0,"Could you meet me maybe somewhere in the middle, I have kept it in excellent condition.",2,2
103,0,Okay.  I can do 210.,0,0
104,0,"210 is a fair price, and I can do that. You are able to pick it up?",6,6
105,0,Awesome! I can pick it up today. Let me know what time.,0,0
106,0,how are you,0,0
107,0,"Hi, I'm well and yourself?",0,0
108,0,"great thanks, so you are interested in my camcorder?",0,0
109,0,"Yes, I am very interested.  Have you had it long? Does everything work properly?",5,1
110,0,I haven't had it long and everything works great.  Make me an offer.  I am willing to negotiate,0,0
111,0,Does it have a warranty?,5,5
112,0,"Yes, through Canon",0,0
113,0,"Oh, that's great. Could you come down to $92 for it?",4,4
114,0,"$92,  Yeah I think I could do that for you.",0,0
115,0,"Awesome, thank you!",0,0
116,0,"Hello, I am interested in your product.",0,0
117,0,Hi there,0,0
118,0,Is your sofa in good shape,5,0
119,0,It is used but in good condition,0,0
120,0,"Ok good, do you think it is better for sleeping or just relaxing?",5,5
121,0,You can use it as a sofa and convert it into a sleeper. I love it but I am moving to another state and I can't bring it with me,0,0
122,0,Oh ok.,0,0
123,0,I'm selling it for 40. nice price,0,0
124,0,Do you think you can go a little lower?,4,4
125,0,hmm Can you pick it up before saturday?,6,6
126,0,Yes.,0,0
127,0,How about 30?,4,4
128,0,That sounds good.,0,0
129,0,Great! I'll see you soom,0,0
130,0,Hi there. I was looking for ads and this one caught my attention. Is it in a good and working condition?,5,1
131,0,"It is, it's been used a lot less than its age would suggest. I only rode it a few times a month. Are you interested?",0,0
132,0,Yes very much so.,0,0
133,0,"What's your price point? It's clearly stylish, how does 950 sound?",0,0
134,0,That's way high for me. I have a budget of $760,4,7
135,0,"I'd already be giving you a discount if we went to 900, she's really a beauty",2,4
136,0,That doesn't fit into my budget at all.,7,7
137,0,875 then? I can't go down to 760.,3,4
138,0,Yeah that sounds like a fair deal.,0,0
139,0,Thank you,0,0
140,0,I am interested in your bike. It does seem to be priced quite high. Is there room for negotiation?,0,4
141,0,"yes, there is some wiggle room.",0,0
142,0,Great. Is there anything wrong with the bike?,1,1
143,0,"Nope, I have put some work into it, so it is in great condition.",0,0
144,0,Great! Would you be willing to take $100?,4,4
145,0,"No, that is too low. How about $225?",3,4
146,0,How about $125,4,4
147,0,I can't do that. How about $175?,4,4
148,0,If I pick it up today with cash would you do $140?,6,6
149,0,I suppose we could make that work.,0,0
150,0,Hi! I am willing to sell this bike at a great price are you interested?,0,0
151,0,"Yes, I am very interested! It looks like a beautiful bike.",0,0
152,0,Ok cool! The bike has very low miles and has and upgraded WTB saddle! It also has carbon blade forks and 105 brakes. I am willing to sell for as low as $750.,0,0
153,0,$750 seems a little steep since the bike already has some miles on it. Would you accept $400?,2,2
154,0,$595 is the lowest for a fact!,3,4
155,0,"$595 is a little high for my budget. Are there any accessories you'd be willing to throw in--for instance, a basket, lights, and/or bike pump? That would make it a lot more appealing for me.",6,7
156,0,"I will throw in my 700c wheelset, instead of the standard wheelset. How about that!",6,0
157,0,"I am excited for the 700c wheelset, but it looks like that was already listed in the ad. Is there anything else you can include?",5,2
158,0,Nothing unfortunately. How about 550 and we can call it a night!,4,6
159,0,"That sounds pretty reasonable. Before we make the final agreement, could you just let me know roughly how may miles are on the bike?",5,5
160,0,Well I bought the bike from someone else and have not used it. He did not specify on the miles but just said that it was very low!,0,0
161,0,"Hmm--the ad says that you bought it new. Since you actually bought it (lightly) used from someone else, can we lower the price to $450?",2,2
162,0,Sounds good!,0,0
163,0,Hi,0,0
164,0,Heyu,0,0
165,0,I am interested. Is parking included?,5,5
166,0,"Yes, but only two spots per lease.",0,0
167,0,"fair enough, what is your pet policy?",5,5
168,0,"$30 per pet, and they have to be fixed. 5 max pets per lease.",0,0
169,0,"ok, I just have a cat.",0,0
170,0,That'd be fine. We ask for $2311 a month.,0,0
171,0,any chance you could do it for 1800? I only need one parking space.,2,4
172,0,"I wish, but for some reason you want to live in California near the bay. Everything's way more expensive here. We offer 2 pools, so you can urinate in one and move to the next.",2,0
173,0,"Well you must be very busy , your response time is very slow.  I am willing to come up to $2000.",1,4
174,0,"Sorry, that must be the service. Can you do $2200 and I'll give you a month free.",6,6
175,0,"okay I suppose that is fair.sorry to harp on you , probably the connection.",0,0
176,0,Hi,0,0
177,0,Hello how are you today?,0,0
178,0,good thanks. I am wondering how old your bike is?,5,5
179,0,My bike is only one year old and its in an excellent condition,0,0
180,0,"Great, do you know if they are all terrain tires?",5,5
181,0,Yes they are,0,0
182,0,"great, I am hoping we could make a deal.. I was thinking I can do a cash offer of 304",6,4
183,0,That's too less for me. I can give it to you for $350,4,4
184,0,If you can deliver it I can do 350.,6,6
185,0,Yes I can do that for you!,0,0
186,0,Hi!  I am interested in your bike.  How long have you had it?,5,5
187,0,I'm glad you're interested. We've only had it for about 6 months. It only has about 50 miles on it!,0,0
188,0,"That's definitely a plus!  My wife is an avid biker and I want to surprise her with a nice bike.  Something like this would normally be way out of my price range.  But, I figured I would give it a try.",7,7
189,0,"Well my wife has definitely enjoyed it, so if yours is like mine I'm sure she will too! I've listed this at $1100 and I expect it to go quickly.",0,0
190,0,"I won't argue that it is a decent price.  Just wondering, is there anything wrong with it?  Seems like a lot to spend on a bike that only has 50 miles of usage...",1,2
191,0,I'm not aware of anything wrong with it - unless you count the fact that it's taking up space in my garage that I'd like to use for other things!,0,0
192,0,"Well, I would love to take it off of your hands at $800.  I'll throw in a birthday party invite. lol",6,6
193,0,"If you can make it $900 and pick it up today, I think we can make a deal",6,6
194,0,$900.  I think we have a deal!,0,0
195,0,Fantastic!,0,0
196,0,"Hey there, you're interested in one of these cell phone batteries?",0,0
197,0,"Hello, are these batteries used?",5,0
198,0,"Nope, I couldn't sell them if they were used, we're a third-party distributor of excess batteries.",0,0
199,0,Okay and how many batteries are you selling for $10?,5,4
200,0,"Oh, it's 1 for 10, but if you want multiple we can sell at a discount for bulk",6,4
201,0,"Thanks but I only need the one battery. And since this is an older model, would you accept $5 for it?",2,2
202,0,"No, we need 8 to at least break even",4,4
203,0,If I pay $8 can you throw in a phone case?,6,6
204,0,"Oh, yes I have a spare right here.",0,0
205,0,That sounds good. I'll take it for $8,0,0
206,0,Hello is the Kia Rio still available?,0,0
207,0,"Yes, it is. I am selling it for $3500.",0,0
208,0,I can offer 2700.00,4,4
209,0,"That is a too low. The car has very low miles on it, and it has always been serviced at the dealer.",2,2
210,0,Yes but it is only a kia and is 13 years old.,2,2
211,0,"True, but it is in great condition. The title is clean, and it has never been in an accident. I will be willing to sell it for $3000.",2,2
212,0,2900 and we have a deal.,3,3
213,0,$2950 and I will even drive it to you.,6,6
214,0,with a full tank of gas?,6,6
215,0,Why not? It even had an oil change last week.,0,0
216,0,Hello,0,0
217,0,Hello there. I was wondering if I would be able to stop by and check this house out to see the inside,5,0
218,0,"Sure, you can come by anytime after 1 pm tomorrow. How much are you hoping to spend on this?",0,0
219,0,"I am looking to pay around 1350, are you willing to lower the price you are asking?",4,4
220,0,"Yes, but 1350 seems a bit too much for me to lower it. Does 2300 work for you?",4,4
221,0,"Well it is fully furnished, right?",5,5
222,0,Yes it is. It also has Comcast cable with all channels and you get house cleaning twice per month.,2,0
223,0,Okay that is a lot so I would be good with paying 2300,0,4
224,0,"Okay. So, do we have a deal?",0,0
225,0,Yup!,0,0
226,0,Good doing business with you.,0,0
227,0,"Hello, interest in my bike?",0,0
228,0,Hey hows it going i have interest,0,0
229,0,I'm asking $250 but the price is negotiable,0,0
230,0,OK Thats good to hear. I really like the bike but i think $250 would have been a fair price about 5 years ago :/,2,4
231,0,"Lol  hey!  vintage is in!!  Ok, since you're being a good sport how does 200 sound?",4,4
232,0,"its a little bit out of my price range still, I really need the bike to get to my new job. I have $125 to spare but i can walk to pick it up from you if that helps?? We are about a 45 minute drive but if you can get it to me for 125 ill cut your grass when i pick it up",6,6
233,0,"I'm in a condo, it's already taken care of but nice of you to offer.  You're killing me!!  The lowest I can go is $150",4,3
234,0,I might be able to do 150 but i will have to ask my new boss to loan me the money :/ it would be great if you could help me out and I will pay it forward in the future to a stranger :),7,6
235,0,"You know what, I really appreciate what you're saying but this is a great bike and I'm already losing by selling it for $150.  I have to get $150.  Stop breaking my heart!!",7,2
236,0,"Ahh make me one more compromise, i know im the worst. i can scrounge an extra 15 up, how about 140?",7,4
237,0,ok you drive a hard bargain.  please remember to pay it forward.  $140 - sold to the whinney person over there!  lol,0,0
238,0,"You are the best :) Thank you this is super helpful for me, see you soon!",0,0
239,0,"Hello, are you interested in leasing my apartment?",0,0
240,0,Yes.  I would like to know something about it.  What's the sq ft and how many bedrooms?,5,5
241,0,"sure.  1 bdrm, 1 bath approx. 65 sq ft",0,0
242,0,65 sq ft?  Is it more like a studio?,5,5
243,0,sorry...that s/h been 565.  This is an excellent apartment complex.  Too many amenities to list but I will guarantee you would find everything you are looking for here.,0,0
244,0,The price is a little high for me?  Would you be willing to come down?,4,4
245,0,I understand.  I can come down a little but I will not be able to honor the $500 off move in.  What price range did you have in mind?,0,6
246,0,"$1500.  Of course, if utilities are covered and there is a gym and a pool, I could go a bit higher.",6,4
247,0,"Well, we have 2 pools, a beautifully lit tennis court, and fitness center and free wi-fi in the common area.  The apartment has a/c, central heat, private patios or balconies with views of the East Bay hills.  Location is ideal - close to local shopping and dining and easy commute to local business centers and the BART station.  I can accept $2000",2,0
248,0,You have me convinced.  I will go $2000.,0,3
249,0,Great.  Can you stop over this evening and sign a lease?,0,0
250,0,"Hello, I'm am interested in your apartment.",0,0
251,0,It's a great place!,0,0
252,0,It looks nice. I am on a budget can we negotiate.,0,4
253,0,"sure, what did you have in mind?",0,0
254,0,I would like to spend about $1037.00 for your apartment.,4,4
255,0,"Sorry, that is way lower than my asking price. We need to come a bit on that.",4,4
256,0,Does your price include water and trash?,5,6
257,0,"Yea, it does. And central air and heating.",0,0
258,0,"Oh great, does $1800.00 work for you?",4,4
259,0,I can do $1950 and offer my patio furniture to go with the apartment?,6,6
260,0,"Thats great, thank you.",0,0
261,0,Hi! You were interested in the Ranger?,0,0
262,0,"It looks nice, but I really don't think it's worth what you're asking.",1,0
263,0,"How come? It was very well maintained through our company, everything runs perfect on it. Just like new.",0,0
264,0,It's 6 years old and that mileage seems high. If it was a company truck that could mean a lot of wear and tear. The engine and trans could go out at any time,1,2
265,0,"The company has maintained it very well, the transmission shifts good. As you know even a high mileage truck, if maintained well, will last you forever.",0,2
266,0,"I understand. But even with it being maintained well, these things are going to happen. I'll offer $4,000",2,4
267,0,"4,000 is too low. I'll be willing to give you a 1 year warranty on the engine and transmission if that's what is concerning you.",6,6
268,0,"I'll come up to $5,500. With a 2 year warranty",6,4
269,0,"I'm sorry, I'm willing to work with you but $5,500 is not acceptable. How about $8,000 with a 2 year warranty. We'll even throw in a toolbox for the back!",6,6
270,0,"Definitely can't do 8. I'll do $6,300. That's my final offer.",3,3
271,0,"If you can come up with $7,500 I think we can approve that amount. I'll pend you an offer. Think about it. Thank you for your time either way!",4,6
272,0,Ive got $80 I can spend on the phone.,4,0
273,0,"The phone is listed at 160, I'm not taking 80 for it.",2,3
274,0,it would be productive fro both of us if you tell me what you would be willng to take.,0,4
275,0,What if I bring the price down to 140?,4,4
276,0,My final offer is $100,3,3
277,0,130 and I'll throw in 7 great movies on the SD card.,6,6
278,0,"Im still at $100, yes or no?",3,3
279,0,"130, 7 great movies on the SD card, and I'll even give you a new case for it. What do you think?",6,6
280,0,I think $100 and we are done.,3,3
281,0,125 and you come pick it up.,6,6
282,0,Hey are you still selling the chair and ottoman?,0,0
283,0,Yes it is still for sale.,0,0
284,0,Great. Can you tell me what condition they are in? Any wear and tear?,1,5
285,0,They do have some scratches and usual wear and tear and the cushion is a bit faded.,0,0
286,0,Okay well considering it does have cosmetic damage can you bring the price down?,2,2
287,0,I'm willing to negotiate a fair price but nothing too crazy.,0,4
288,0,Would you take 25 for the set?,4,4
289,0,25 is too low but I will go down to 40.,4,4
290,0,I'll give you 35 and I'll come to meet you where you are so you don't have to go anywhere and save gas money too. What do you think?,6,6
291,0,Well I do want to get rid of these so I think we have a deal.,0,0
292,0,Cool! 35 it is then!,0,0
293,0,"Hello, are you interested in this charming bungalow?",0,0
294,0,"Hi there, yes, your property seems to have some of the features that I'm looking for.",0,0
295,0,I am asking $3000.,0,0
296,0,That is a little steep for my current budget. Is there any chance you'd be able to come down a bit?,4,7
297,0,"It is a great deal, as a 2 bdrm home in the Upper Diamond District.  A great, friendly neighborhood, convenient to lots of bakeries, restaurants, Montclair Village, parks.  Also, easy access to highways 580 and 13.",2,0
298,0,"I know, it's a great location. Would you consider a $300 price break if I was to take care of the lawn care and yard maintenance?",6,6
299,0,Yes.,0,0
300,0,That's fantastic. I think I could swing $2700. Would you accept that offer?,0,4
301,0,Yes,0,0
302,0,Great! Pleasure doing business with you!,0,0
303,0,"you, too!",0,0
304,0,"Hi, I am interested in your headphones",0,0
305,0,Great I'm asking $150,0,0
306,0,Is that price negotiable?,0,4
307,0,Sure I'll come off a little so make an offer and I'll let you know. They have only been used twice and are really nice.,2,0
308,0,That's awesome. $75 cash? I can also pick them up from your house today and pay cash or venmo you the money now.,6,6
309,0,I'm afraid you a bit low; half off for like new condition hurts.,2,4
310,0,What did you originally pay?,5,5
311,0,I paid $150 for them and I only used them on to flights and put them away.,0,0
312,0,"If the headphones cost the same price brand new, then I'll just do that then. I'll pay $100, final offer",2,3
313,0,"Agreed, you got a good deal at $100. Thanks",0,0
314,0,Hi,0,0
315,0,Hi ... interested in your listed headphones.,0,0
316,0,"Great, they are in really great condition still, only used twice.",0,0
317,0,Is the noise cancelling feature every good?,1,5
318,0,It works wonders if you want to limit the noise in the environment.,0,0
319,0,how long is the connecting cable?,5,5
320,0,"Not sure of the lenghts but two different sizes , one is quite long.",0,0
321,0,Are they still under mfrs warranty?,5,5
322,0,Yes and it is good for 5 more years,0,0
323,0,what are you asking for them?,0,5
324,0,$150.00,0,0
325,0,"Well, that's considerably more than budget will allow. I have seen some of them elsewhere at around $80. Would you take 90 for them?",2,7
326,0,They must be a different model because these are already a price cut at 150. I would come down to 125.,2,4
327,0,"That's still higher than budget ... would you go for $105, including shipping cost?",6,6
328,0,"I think that is really too low, I can come down to 120.",4,4
329,0,Hi there.. are they still available?,0,0
330,0,They are still available.,0,0
331,0,What is the condition? New used?,5,5
332,0,"They are brand new, in the box.",0,0
333,0,Have you ever tested them to make sure they work?,1,5
334,0,They are still available.,0,0
335,0,My son tested them and yes believe me they do work.,0,5
336,0,"They are brand new, in the box.",0,0
337,0,"Okay, Would you willing to come down a little in price?",0,4
338,0,I can come down some in the price. Can you pick them up?,6,6
339,0,"Yes, I would be willing.",0,0
340,0,I could come down to $85.,4,4
341,0,My son tested them and yes believe me they do work.,0,0
342,0,That is great. I can come get them today if you like?,0,0
343,0,Today sounds great. As soon as possible.,0,0
344,0,Hey does this phone work?,1,5
345,0,"absolutely, very little wear and tear",0,0
346,0,"And there is no cracks on it at all, right?",1,1
347,0,"none, ive had an ottorbox case on it since the day i bought it",0,0
348,0,Okay and it works for sprint?,5,5
349,0,"yep, you just need to go get a new simm card for it",0,0
350,0,All sounds good. I have $45 in cash to give you today.,6,0
351,0,do you think you can find another $5 to make it $50,4,4
352,0,If this comes with a charger I'll do $50,6,6
353,0,"done, ive got plenty of those lying around.",0,0
354,0,Is the theatre system still available?,0,5
355,0,Is the property still available to rent?,5,0
356,0,"Yes, it has a minimum contract of one year (but I would love a longer contract). I just need your last pay stub and last 2 months of bank statements.",0,0
357,0,Is the property still available to rent?,0,5
358,0,I could do a longer contract if you would consider coming down on the rent a little. Say to $3000?,6,4
359,0,"It is a very nice location! I could go as low as $3200. It has brand new kitchen fixtures, a washer and dryer, and a hot tub. It's a great deal!",2,0
360,0,I could do a longer contract if you would consider coming down on the rent a little. Say to $3000?,6,4
361,0,So we could meet in the middle. I can do a two year contract for $3100 a month.,4,3
362,0,"Okay, that sounds like a fair deal. Thank you!",0,0
363,0,Thank you. I am looking forward to all those amenties.,0,0
364,0,$50 seems like a pretty great deal,0,0
365,0,You have listed that right. I am interested in the item. How about $45?,4,4
366,0,Deal,0,0
367,0,well you need to write more it won't be accepted. We need to work on the deal and all. Are you going to deliver it to me?,6,6
368,0,Yes i can deliver between 5pm and 9pm,0,0
369,0,what day of the week?,5,5
370,0,Monday or Tuesday,0,0
371,0,works fine for me. Do you accept cash or would you want credit?,5,0
372,0,Cash only,0,0
373,0,okay works for me. Then will see you on monday or tuesday! thanks!,0,0
374,0,"Hi, is the Jaguar still available?",0,0
375,0,"Yes, I still have it",0,0
376,0,Good I see by your post the smog registration runs out this month?,1,5
377,0,"Hi, is the Jaguar still available?",0,0
378,0,"Yes, it sure does. That's the only negative though, it's a great car. No issues at all, everything works reliably.",0,0
379,0,That's good. No picture. I would like to offer $2250.,4,4
380,0,Good I see by your post the smog registration runs out this month?,1,5
381,0,That's good. No picture. I would like to offer $2250.,4,4
382,0,"Sorry, that's a bit too low. Everything works, including a security system, pioneer system, bluetooth and auxiliary. I can take $3000.",2,2
383,0,"Wow, the ad doesn't mention all that. Okay, I can go to $2650.",1,7
384,0,"Wow, the ad doesn't mention all that. Okay, I can go to $2650.",1,7
385,0,"It's also very clean inside, with leather seats and decent paint. Everything automatic. I can meet you halfway at $2850.",2,0
386,0,I think you have yourself a deal. $2850.,0,3
387,0,Great!,0,0
388,0,Hi so are interested in this sweet bike?,0,0
389,0,Yes! it looks amazing!,0,0
390,0,"It really is. Do you have questions about it? I've taken this boy down so double black trails in Whistler, Canada and it handled like a champ.",0,0
391,0,"Wow, si its been used often?",5,5
392,0,Yes fairly often but as you can see from the photos the bike has been very well maintained.,0,0
393,0,"Yea, that is absolutely true, but can I have a discount?",0,5
394,0,Yeah we can work something out. So I'd wiling to sell it for it $1150 if you can pick it up from me today,6,6
395,0,how about 900 if I pick it up and pay cash.,6,6
396,0,"Eh, $900 is too low for me. The bike has very expensive custom rotors on both wheels. Those alone are worth $500. I can go down to $1100 but that's my lowest.",2,2
397,0,"How about 10,500? That and its a deal.",4,4
398,0,"Make it $10,700 and we have a deal.",3,3
399,0,Deal!,0,0
400,0,Hello,0,0
401,0,Hey!,0,0
402,0,How can I help you?,0,0
403,0,"I was looking for a BMX bike and was hoping to find a good deal, can you help me out?",0,0
404,0,Sure. I'm selling this bike for $10,0,0
405,0,Oh interesting is that your bottom dollar?,5,4
406,0,"Yes, I'm basically selling this for pennies.",0,0
407,0,Yea I understand but just for fun would you be willing to drop the price closer to 5 if I run by the bank and grab you some coins?,6,6
408,0,"Unless they're gold coins, I'm not interested. I'll take something else of equal value, though.",6,3
409,0,"Hmmm, I don't have any gold coins....",0,0
410,0,Then it's $10 or something of equal value.,6,3
411,0,Okay I want the bike so I will pay your price of $10.00!,0,0
412,0,Okay.,0,0
413,0,Hello i am selling my yoga bliss cruiser,0,0
414,0,I see that! I think it is what I have been looking for.,0,0
415,0,well the condition is good and you will love the features. and it even has a cargo rack,0,0
416,0,It looks like it is in really great condition but I am not able to pay the 100. Can you come down at all?,7,2
417,0,I understand I would be willing to take a little less. would you be able to pick it up?,6,6
418,0,Yes I can come this evening around 7 if that works but then what would the price be?,0,0
419,0,I would accept 90 for it,4,3
420,0,I still don't have that much and I really want it. Can we do 70?,7,7
421,0,70 is quite low my best offer would be 80.,3,3
422,0,I have 75 dollars cash and I don't have a penny more. Please would you accept that amount?,7,7
423,0,I can understand I will accept $75,0,0
424,0,Thank you so much!,0,0
425,0,no problem,0,0
426,0,hi how are you???,0,0
427,0,awesome. Need an apartment?,0,5
428,0,"yeah man, I like the pics and all but damn the price is high",0,0
429,0,"What can I say, It's a high-end neighborhood.",0,7
430,0,"Kool man, but do you got any wiggle room at all?",0,0
431,0,What were you thinking?,0,0
432,0,how about a grand cash,0,0
433,0,"Well, that's way too low for this area. I hope you can afford over 2500.",4,4
434,0,"WOW, I see you point on where it is and all, but how many offers got cash on hand and will meet you today with that cash, how about 1200 cash",6,6
435,0,We usually only take personal checks. If you have great credit we might rent it for 2400.,4,4
436,0,I am in the cash only type of buiz.  how about 1600 cash?,4,6
437,0,It sounds like you need to look in a different type of area for housing.,4,0
438,0,"nah man, 1600?  To low?  Tell you what thrown the TV in the pic and I will do 1900?",6,6
439,0,I'm sorry but it doesn't seem like we will be able to rent to you. Have a nice day.,0,0
440,0,Hello is there anything wrong with this?,1,1
441,0,"Hi. Nothing wrong with it, just looking to get something new.",0,0
442,0,About how many miles would you say were on it?,5,5
443,0,"50,000 on a rebuilt engine",0,0
444,0,Nice. And the tires are all good?,5,5
445,0,"Tires are about a month old, still good.",0,0
446,0,I only have 3800 cash right now. Would you come down on the price a bit?,7,4
447,0,I was really hoping to get 4000 at the lowest. Is there anyway you could get that in the next few days?,4,0
448,0,I could get that in a week if you'd be willing to wait to sell it till then.,4,6
449,0,I can definitely hold it for you for a small down payment.,6,0
450,0,Okay I'll give you the down payment and then give you the rest next week then!,0,0
451,0,That is great! Thank you.,0,0
452,0,Hello.,0,0
453,0,"Hello. I saw your listing and I am interested in your car. However, I have a few questions.",0,0
454,0,"Sure, go ahead.",0,0
455,0,Has it been in any major accidents?,1,1
456,0,"No, I`ve kept it in very good condition.",0,0
457,0,"All of the electronics are in working order, correct?",5,5
458,0,"Yes, everything has been checked out recently.",0,0
459,0,"Great! Would you take $10,000? 120k miles is kinda a lot.",4,4
460,0,I`m open to negotiate but 10k is a bit low. We could meet in the middle and say 13 000? I`ll include the extra speakers I recently purchased.,6,6
461,0,"13,000 is fair, however I can only afford paying 12,500",7,3
462,0,"Alright, I think that`s reasonable. We can agree on 12,500 then.",0,0
463,0,Great!,0,0
464,0,Hello. I saw your ad. I really would like to buy it for my kid. Is it a reliable equipment,0,0
