,Turn,Text,True,Pred
76,0,I have to get 1574.  I'm already giving it away.  I cannot do 1550,3,3
77,0,Hello,0,0
78,0,"Hi, I'm interested in your bike",0,0
79,0,I'm glad to hear that. It's a vintage 1960 Japanese made touring bike. This is a collector's type of bike but still in good shape if one were to be interested in riding it.,0,0
80,0,"It's just what I've been looking for.  I see it has a little surface rust, but other than that everything works ok?",1,1
81,0,"Yep, it's actually in good shape for how old it is. I'm asking for a price of $180",2,4
82,0,"Since I'd like to repair the surface rust, would you be willing to come down to say $136?",2,2
83,0,"Hmm, that's a lot lower than what I was looking to get. I'll throw in a bike pump and a helmet for $180!",6,6
84,0,That's just a little too high for me. I already have a helmet.  Could you do $145 and I'll pick it up myself today..,2,6
85,0,$155 and you got yourself a deal.,3,3
86,0,Can we split the difference and meet at $150. I'll even come before lunch.,4,6
87,0,Cash?,6,0
88,0,Yes,0,0
89,0,Deal!,0,0
90,0,"Awesome, Thanks!",0,0
91,0,Hi - are you interested in my car?,0,0
92,0,Hello i saw your post for your 2014 dodge charger featurig heated leather seats. I'm curious as if it's been insepected and if everything is running great,5,0
93,0,Everything works as it should and has been serviced at regular intervals.  If you would like to have your own mechanic take a look I'd be open to that as well.,0,0
94,0,I will provide one when if i come to check on it just to make sure.i'd love to go 19000 as i spent my life savings on chocolate and running on a budget right now. Do you think that's possible?,4,7
95,0,I need to get something more family friendly now that my wife and I are expecting our first child.  I could go 22000,2,0
96,0,Thank you for lowering the price but it's still a little too high how about 21000 i should be able to do that does that sound good?,4,4
97,0,I'm willing to do 21000.  Let's set up a time for you to come have a look.,0,4
98,0,Can you do 4:20 PM thursday?,0,4
99,0,Sounds like a plan,0,0
100,0,Fantastic. Thank you for your time and have a great day!,0,0
101,0,How are you doing?,0,0
102,0,Very well thank you and yourself,0,0
103,0,"Great thanks,  Are you interested in the bike?",0,0
104,0,Yes I am. Is it used? how long if used?,5,5
105,0,"It is lightly used and in great condition, Listed at $200 but willing to negotiate a little.",0,0
106,0,Does it work very well like new?,5,5
107,0,Yes everything is tuned up.  make me an offer,0,0
108,0,$120 is what I can pay at the moment,3,4
109,0,I can't really go that low.  I can go $175 and deliver the bike to you.,6,6
110,0,How about $150?,4,4
111,0,"Yeah, I think I can do that",0,0
112,0,Great then thanks!,0,0
113,0,Hello,0,0
114,0,hi,0,0
115,0,Are you interested in the Subwoofer?   It's a beauty.,0,0
116,0,"It looks good, but wondering a few things, how old is it?",5,5
117,0,"I bought it six months ago, but I never actually took it out of the original box.   It really has never been used.",0,0
118,0,"oh, why is that?",5,5
119,0,I expected to have more time.   I got sent on a 3 month business trip for my work and never got around it.,0,0
120,0,I just want to make sure they work and are quality/ not deffective,1,4
121,0,Thats fair.  You can examine it and test it in any way that you would like.  I have nothing to hide.,0,0
122,0,"That's ok, I was just making sure. Would you take $21?",4,4
123,0,"Thats kind of low because you know I am asking 35.   If you will go for 28, we have a deal.   Deal?",4,4
124,0,"What if I pick them up , coudl you then do 25?",6,6
125,0,"If you pick them up, I'll go down to 27.",4,6
126,0,okay sounds fair,0,0
127,0,HI!,0,0
128,0,"Hi, is this used or new?",5,5
129,0,This phone is used but with no issues.  It is in excellent condition.  Unlocked for any carrier you need.,0,0
130,0,"Good to know, I am wondering if you could come down in price? I am a student.",7,4
131,0,Since you are a student I would like to help you out.  I will come down to $225.,4,2
132,0,I was hoping for $190.,4,4
133,0,"I don't think I can go that low, sorry.  I would like to help you out though.  How about $215.00?",4,4
134,0,do you have case you could throw in?,6,6
135,0,I do. So how about $215.00 and a case?,0,4
136,0,sounds fair!,0,0
137,0,HI! are you looking for a new place?,0,0
138,0,"Yes, can you tell me your pet policy?",5,5
139,0,Yes pets are welcome.  We do have a breed restriction.,0,0
140,0,I just have a cat.,0,0
141,0,That is not restricted.  THe PInes has 3 pools to enjoy amoung other amenities.  I am listing this 2 bedroom 1 bath at $2250,0,0
142,0,I saw that any chance you would come down in price?,0,4
143,0,I could come down to $2150 but that price is very firm.,4,2
144,0,"I was hoping to pay $1750, any perks you can offer ?",6,4
145,0,At $2150 I could offer a year warranty/insurance for the apartment and one month paid utilities.,6,6
146,0,"alright , I think I can swing that price.",0,0
147,0,how we doing today,0,0
148,0,hey,0,0
149,0,so what can I do for you today,0,0
150,0,i'm looking for a good deal on a laptop,0,4
151,0,ok i got what you need how many ?,5,0
152,0,what the price range i can pay $200 for it,0,4
153,0,"I need minimum 300 per mac book , it's a great price since we are certified Apple Techniciens, you can also resell them for 400 a piece",0,2
154,0,come on man i need it for 200,7,6
155,0,"no can do, 280 is the best I could for you partner",4,3
156,0,man all i have is $228 that it my pockets are busted,7,7
157,0,"then theres nothing to discuss here, my final offer is 250",3,3
158,0,Is the basket included with this bike?,5,5
159,0,Yes it is included with the bike.,0,0
160,0,And is it red just like in the picture?,5,5
161,0,"Yes it is exactly like the photo, practically brand new too!",0,0
162,0,I'll pay $700 cash!,6,4
163,0,"I am wanting to do a quick deal, but that is far too low. I woudl need you to come much closer, like I said in great condition practically brand new.",2,2
164,0,I can't go much higher at the moment. How low will you go?,4,4
165,0,"I would say 900, I am taking a loss on it even at 1200.",4,4
166,0,I'll give you 950,0,4
167,0,okay,0,0
168,0,Hi,0,0
169,0,"Hello, what condition is you bike mount in?",5,5
170,0,"It has only been used a few times, so in really great condition still.",0,0
171,0,That sounds good. How long have you had it?,5,5
172,0,I have had it just over seven months.,0,0
173,0,Okay. That's not too long. I'd like to buy it from you for $7 since it has been used.,2,2
174,0,that is less than half of asking...,4,0
175,0,"I realize that but I'm site unseen. For a used object, I think that is fair.",2,0
176,0,"Well I really do want to make a deal with you , but you need to come up a little in theprice, it is almost brand new.",2,0
177,0,The best I can do is $9 if you're willing to hold it for me for 2 days while I wait for my paycheck.,6,6
178,0,I suppose I could do that. 9 sounds fair enough,0,0
179,0,Awesome. Then $9 it is. It was great doing business with you.,0,0
180,0,Hello!,0,0
181,0,Morning.,0,0
182,0,What would you like to offer for the shelves?,0,0
183,0,I'd like to know what type of wood it is?,5,5
184,0,rich mahogany,0,0
185,0,How old is the unit?,5,5
186,0,The unit is about 5 years old.,0,0
187,0,Is it handmade or store bought?,5,5
188,0,I bought it from Furniture Store INC.,0,0
189,0,Are there visible imperfections?,1,1
190,0,Nope! The unit is in great shape.,0,0
191,0,Ok.  I'll offer $35 for it.,4,4
192,0,"How about $37, and I'll deliver it to you directly?",6,6
193,0,Are you interested in  My galaxy,0,0
194,0,"Yes, it looks like a great phone.  Can you tell me a little about its history?",5,0
195,0,I've had it for 6 months. It comes unlocked. The network is at@t,0,0
196,0,"So, it should work on any network that requires a SIM card, then, correct?  T-mobile for example?",5,0
197,0,Yes that is correct. I am selling it at 397 but am willing to negotiate price,0,0
198,0,"OK, it appears that the face is scratch-free and crack-free, is that correct?  How is the back?",5,1
199,0,Yes it is scratch free. It also comes with a screen protector I put on,0,0
200,0,"Very nice.  I'm wondering if I might be able to pick it up directly from you, rather than having it shipped?",6,6
201,0,Sounds good to me. What are you willing to pay,0,0
202,0,This looks like a great phone.  Would you be willing to accept $320 for it?,4,4
203,0,Yes deal,0,0
204,0,Hello. You are interested in our beautiful cherry hutch right? This is a fabulous piece and I would be happy to take questions,0,0
205,0,nice hutch there.,0,0
206,0,It's practically new as the description states. What is your budget like?,0,0
207,0,$600 is what i want to pay ideally. but let's deal,4,4
208,0,The price is $1000 but I can go lower if you would be willing to come and pick it up within a few days,6,6
209,0,how much are you willing to sell it for?,0,0
210,0,I can let it go at $800 right this minute,4,4
211,0,will 750 be a good middle ground then? I will pick it up as soon as possible. in the next 24 hours.,6,6
212,0,"I'll tell you what, you can have it for $800 and I'll offer you half a year to return it for a full refund, so long as it is not terribly damaged or beaten up",6,3
213,0,very well then this will work,0,0
214,0,whoa glitchy system,0,0
215,0,"Hi, are you interested in the bike?",0,0
216,0,yes. but it's kinda pricey for a 27 yr old bike.,2,0
217,0,"I know, but this is a collector's bike.  So people generally fix them up and only ride the bike to show off.  It's actually worth quite a bit because it is so old, yet in decent condition.",0,2
218,0,needing a handbrake isn't in a decent condition. tell you what. i'll give you 100 for it.,2,4
219,0,How about if I throw in a hand brake and you can install it yourself for $150?,6,6
220,0,yeah that's not gonna work for me. 110 is the max i'd pay for a bike in this condition,3,7
221,0,Is there something else I can throw in to sweeten the deal?,0,6
222,0,"nah. 110, bike and the handbrake. if that's ok we got a deal",3,3
223,0,Okay deal.,0,0
224,0,Hello. I am interested in your Felt bike.,0,0
225,0,"HI, so you are interested in the bike, right?",0,0
226,0,Yes very much so. My son has been begging me for this bike,0,1
227,0,It's a great bike. Can I answer any questions for you? It's a great price considering all the extras it has,0,0
228,0,hello?,0,5
229,0,Sorry. My son knows alot about this bike. I was wondering if you are willing to lower the price any?,0,0
230,0,"I put a lot of extras into this bike and it is in great condition. I can go down a little bit, but not too much. I am asking 250, but I can probably do 225",2,7
231,0,That is exactly what i have saved up. My son is going to be so surprised on his birthday. Thank you.,0,0
232,0,Sounds great. Can you pick up today?,0,0
233,0,Can be there in 20 min.,0,0
234,0,Hi how are you?,0,0
235,0,"Hello, I'm interested in buying the truck. I have a couple questions. I'm good thank-you and you?",5,0
236,0,Vey well. How can i help you?,0,0
237,0,Do you have the title to the truck? Are there other rips on the seats? When was the last time it had a tune up?,5,1
238,0,Yes i have the title! Not only are there no rips on the seats they are heated as well. The entire interior is beautiful and it was barely driven it only has 68000 miles on it.,0,0
239,0,Super now is it at all possible to lower the price? It's something I'd like it's just out of my budget.,7,7
240,0,I would be willing to go to 6000 but no lower. Are you willing to accept that?,4,4
241,0,"I was thinking more around 4,000.",4,4
242,0,No for a truck in this condition with this many miles on it it is worth far more than that i will drop to 5800 but no lower.,2,2
243,0,"Wow, you're sure solid. Is there any way you could go 5500?",4,4
244,0,Sure,0,0
245,0,Hi is the table and bench still available?,0,0
246,0,Yes I still have them for sale here.,0,0
247,0,Are they in good shape?,5,5
248,0,Yes it is still in good shape it's very well built and it's very sturdy.,0,0
249,0,I see you have it listed for $575. Are you willing to come down on the price some?,4,7
250,0,Sure I can work with you on the price a little bit what did you have in mind?,0,0
251,0,I was thinking about $400?,4,4
252,0,475 and its a deal,4,3
253,0,"The most I can come up with at this time is $450, would that work for you?",7,4
254,0,470 final offer.,3,3
255,0,"okay, for $470 can you deliver and help me bring it inside?",6,6
256,0,"Hi, I'm so glad that you interested in this house!",0,0
257,0,"Hello, I'd like to know more information about your home.  I see that it is a 5 bedroom?  Just 1 full bath?",1,5
258,0,"Yes, but to make up for that I am willing to include all utilies",0,0
259,0,"Hi, I'm so glad that you interested in this house!",0,0
260,0,Is this for rent or purchase?,5,0
261,0,It is for sale,0,0
262,0,What price are you hoping to sell for?  I see it lists for $3895?,0,0
263,0,"Yes, but to make up for that I am willing to include all utilies",6,0
264,0,"Yes, but I am willing to go down to 2900",0,4
265,0,"This is a house, for 3,895?",5,4
266,0,It is for sale,0,0
267,0,"Yes, it is a house.",0,0
268,0,Please tell me about the neighborhood and neighbors,5,5
269,0,"Yes, but I am willing to go down to 2900",0,0
270,0,"The neighbors are very quiet, its a nice neighborhood",0,0
271,0,I will accept your offer of $2900.  Thank you!,0,0
272,0,"Yes, it is a house.",0,0
273,0,Hello there! Are you looking to lease a room?,0,0
274,0,Hello! I am looking to lease a room!,0,0
275,0,No problem. So you have a preference in mind?,0,0
276,0,"I am looking for a studio or 1 bedroom if possible,",0,4
277,0,We have a few rooms remaining for $2250.,0,2
278,0,Are you able to provide a discount? I am looking for a place for my son and I. I am going through a divorce at the moment and don't have that much for rent. Do you have anything cheaper than 2250?,7,2
279,0,"I'm sorry to hear that, but 2250 is the cheapest apartment we have.",3,3
280,0,Can I ask why they are so expensive?,5,5
281,0,We take pride in maintaining our apartments to the highest degree and want to try and match the current market as well.,2,0
282,0,Do you offer any income-restricted pricing?,5,0
283,0,"We do, under special circumstances. If you fill out an application and are accepted, we could offer you a room for 1850. Would that work for you?",0,6
284,0,That does sound a little better! I can fill out those forms for sure. What if we work something out like a trade for a discount? I run a car shop and would be happy to provide a discount if you would also provide me one.,6,6
285,0,We might be able to work something out! What price would you consider paying in that case?,0,0
286,0,I was hoping for something like 1500,4,3
287,0,That sounds alright to me. I will get the paperwork to you as soon as possible.,0,6
288,0,Thank you very much!,0,0
289,0,I am interested in you iphone,0,0
290,0,"OK, do you have any questions about it for me?",0,0
291,0,how long has the corner of the screen been lifted?,1,5
292,0,"About 2 weeks, it hasnt' affected the usage of the phone.",0,0
293,0,Thank you. Have you gotten a quote on what it will cost to fix it?,5,5
294,0,"I have not, it wasn't worth the time since it still worked and it was time for me to upgrade.",0,0
295,0,I feel more comfortable paying $65 since I have to put work in and I'm not sure what it will cost me.,2,7
296,0,That's only half of what I'm asking. I'd be willing to take 100,0,0
297,0,Do you have any cases or anything to go with the phone?,6,5
298,0,It comes with a simply black case and has a screen protector on it that is not peeling or lifted,0,0
299,0,Ok. How about $80?,4,4
300,0,90 is the lowest I will go,3,3
301,0,"Wow, this looks like a great car!",0,0
302,0,"It is a great car actually, and very well taken care of. This car is pristine. Are you interested?",0,0
303,0,I am very interested! How many miles are on it?,5,5
304,0,"Only 15k miles on it, still basically new.",0,0
305,0,Not bad at all. That is close to new. Whats the price?,0,1
306,0,I'm asking 45000 for it. Same as the blue book value of it.,2,0
307,0,"Ww, thats steep! How about 38,000.",4,4
308,0,"I've already gotten offered more than that, why should I take less? Can do better than my best offer of 41k?",3,4
309,0,"40,500 works.",4,0
310,0,"No it doesn't, I just said my best offer was 41k and you offer less? Can you do better than 41000 or not?",3,0
311,0,"No, not unless you offer some incentive. Can I have a 500 dollar rebate?",6,6
312,0,"No there's no rebate I can offer you, why would I offer a rebate just to give the money back to you? You don't make any sense at all I'm afraid we can't reach a deal.",1,3
313,0,"Hello there, are you interested int he iphone?",0,0
314,0,Hello! Yes! I would love to get this phone,0,0
315,0,I'm only asking 200 for it,0,0
316,0,My son really wants this for his birthday. I just recently got divorced and wanted to get this for him are you willing to accept anything lower?,7,7
317,0,"Seeing as it is used, I can go to 180 if that makes it easier for you? It is unlocked...",2,2
318,0,I am not sure what unlocked means I just want to get this for my son.,0,7
319,0,"It can be used by an mobile carrier, you aren't locked into using only one. I can do $160 since it's for your son.",0,2
320,0,Oh I see. Thank you for that information! That does seem like a good deal. Would you accept 140 and I will come pick it up,6,6
321,0,$150 and you got it!,4,3
322,0,your breaking my wallet but my son is worth it. Deal!,0,0
323,0,Nice!,0,0
324,0,Hello. I am interested in this apple watch please,0,0
325,0,"im wanting 185 for it, it is all worth that",0,0
326,0,That's too much and I can't afford it. Is there anyway you can negotiate?,7,7
327,0,i'll take 175 if you buy now,6,4
328,0,Sorry that's too much for me. I can afford about $100,7,4
329,0,im going to pass on that offer but thankx for the interest anyways. have a good day,3,3
330,0,what's the last you can give?,0,0
331,0,final: 170,3,3
332,0,okay I will take it provided you deliver it to me?,6,0
333,0,accepted,0,0
334,0,Thanks for viewing my listing. Do you have any questions?,0,0
335,0,I do. I have a dog would she be able to come with me?,5,1
336,0,"No, I apologize, but we do not accept pets.",0,0
337,0,There is no way around that rule?,5,1
338,0,"No, we make no exceptions to the rule, unfortunately. Are you still interested in purchasing?",0,0
339,0,"I am, but I'm only interested in paying $3100 then",6,4
340,0,I can't accept that amount. Would $3575 work for you?,4,4
341,0,No that is too high for me. My budget is only up to $3300 and that is cutting it close,7,7
342,0,"Since $3300 is your budget, how would $3375 work for you?",4,4
343,0,Is there a security deposit too,5,0
344,0,No security deposit.,0,0
345,0,Then I could do $3375,0,0
346,0,Hello!,0,0
347,0,"Hello, can you tell me more about this place?",0,5
348,0,Yes...,0,0
349,0,How big is the space?,5,5
350,0,700 sq ft,0,0
351,0,"Sounds nice. I would be interested in it, but could you give it to me for $2025?",4,4
352,0,Do you have pets?,5,0
353,0,"No, no pets",0,0
354,0,I would agree to 2100,4,4
355,0,That'll be fine with me,0,0
356,0,Great!,0,0
357,0,"Hello , I am intersted in the nissan 350Z",0,0
358,0,Hi,0,0
359,0,Has the car been serviced regularly,5,0
360,0,Yes. It is in a very good shape.,0,0
361,0,Since it is a 2005 and has a lot of miles on it would you be willing to take it down to 7500?,2,2
362,0,"The car is in very good shape, its a clean title car, NO accidents, only 3 previous owners. The car runs smooth. The interior and exterior are extra clean. The car is offered by a dealer which means the smog check is done and all DMV paperwork is prepared by us.",2,2
363,0,I am offering 7500,4,4
364,0,$800 is the final.,3,3
365,0,7600 and I will pick it up today,6,6
366,0,I mean $8000,4,4
367,0,7600,4,3
368,0,Okay You can pick it up.,0,0
369,0,thank you,0,0
370,0,Enjoy your new car.,0,0
371,0,Hello.,0,0
372,0,HI!,0,0
373,0,I am interested in your phone. What can you tell me about it?,0,5
374,0,"It's like new, 64GB and it's with AT&T but it is unlocked.  So it can be used with any carrier",0,0
375,0,Does it come with a SIM card?,5,5
376,0,It does not come with a sim card.  I'm asking $320 cash and will add a new sim card to it!,6,0
377,0,I would like to negotiate.,0,4
378,0,I can do $300 with no sim card,6,2
379,0,How about $250 and I can pick it up.,6,6
380,0,The lowest I can go is $290 and I will do a local agreed upon meeting place,4,3
381,0,Ok I would like to off $290.,0,4
382,0,ok great,0,0
383,0,"Hi there, I am interested in this unit. Can you tell me how many bedrooms",5,5
384,0,It is a one bedroom one bath apartment.,0,0
385,0,Is there an application fee?,5,5
386,0,application fee is included in the price of 2471.00,0,0
387,0,How is the parking there? Does it come with a garage? Is there a pool at the location? Any utilities included?,5,5
388,0,there are many amenities the garage is extra.  There is a shared pool.,0,0
389,0,"Well, the price is pretty steep considering that a garage is not included and I am assuming there is no utilities included. The unit is quite small. I could do $1700",2,2
390,0,I can include utilities for 2000.00,6,4
391,0,That is still a little steep considering how small this unit is. I would really have to do some downsizing to be able to move it. I am very interested in it though. Can you do any better on the price?,2,2
392,0,Well since it is a brand new property with secured entry and controlled access I can offer one month free on storage with no utilities paid for 1950.00,6,2
393,0,I see you're interested in my bike. Have any questions?,0,0
394,0,Hi. Yes I am interested in the bike.,0,0
395,0,"Just so you know, it's an adult build, so best for someone over 5'6"". Did you have any questions?",0,0
396,0,How old is the bike?,1,5
397,0,It's pretty new. I got it as a Christmas present last year.,0,0
398,0,In the photo the handle grips look worn through....what overall condition is the bike in?,1,1
399,0,"Good condition. I've used it as a commuter bike for the last 6 months or so, so it's got some wear, but it still works great. Even has new BB bearings.",0,0
400,0,"Ok. I'm not sure I can do $200 for a used bike, would you consider negotiating on the price?",1,4
401,0,"Sure, as long as we're not talking too low. What price were you thinking?",0,2
402,0,I was thinking $100 if there are no extra bells or whistles.,6,6
403,0,Hi are you interested in my listing?,0,0
404,0,I am very interested in your listing. Is it still available?,0,0
405,0,Yes it is. It is 2250 a month with a year lease and you get 1 month off move in with the lease.,0,0
406,0,That is a bit out of my comfort zone financially. Are the appliances included as well?,7,5
407,0,"Yes they are. Cats are allowed with extra deposit , dogs aren't",0,0
408,0,I see. Would you be willing to take 1500/mo for the unit?,4,4
409,0,That is a bit too low. How about 2000 a month?,4,4
410,0,1750? Is there a deposit?,4,4
411,0,No there isn't but that is why I have a lease. How about 1850?,4,2
412,0,Ok 1850 sounds reasonable,0,0
413,0,Ok great,0,0
414,0,Hello,0,0
415,0,Hello! I'm interested in this bike for my girlfriend. She loves vintage stuff.,0,0
416,0,great choice! It is in a very good condition and very durable,0,0
417,0,"I worry about these old bikes, though. I don't want it to fall apart on her right after she gets it. Can you come down on the price at all?",1,2
418,0,I still use the bike on regular basis so I can assure you that it won't fall apart. We can test drive it when you are here to pick it up. How much are you thinking?,0,0
419,0,"I was looking to spend closer to $100. But if you can take it in for a tune-up before I buy it, I might be able to spend a little more.",6,4
420,0,"No problem. I can do it. However, I need at least $130 to let it go",4,3
421,0,You couldn't come down to $120? That'll be half of my paycheck for this week. I work a part-time job while I'm in school and don't have a ton of disposable income.,7,7
422,0,How about we settle for 125?,4,4
423,0,It's a deal! Thanks a bunch! I know she'll love it.,0,0
424,0,Great thanks,0,0
425,0,hello,0,0
426,0,Hi there. I saw your ad of the wood glass book case. It really got my attention. I loved the interior of it. Is it new or used?,5,5
427,0,its used so that is why im selling it for a really good deal of 95,0,0
428,0,Yeah but the amount is too much for me. I can afford to pay 72 for it. That's what I got since its used I would really appreciate if we could work that out,6,7
429,0,this is an antique so although it is used it is very good bookcase,2,2
430,0,Okay how about $75?,4,4
431,0,90,3,4
432,0,That's too much for me I honestly can't afford that,7,7
433,0,i can bring it to you,6,6
434,0,Okay how about 85$ I loved this piece and I would really like to get it!,4,0
435,0,ok 85 is finr,0,0
436,0,Thank you so much!,0,0
437,0,"Hello there, are you interested in my John Deer Pedal Tractor?",0,0
438,0,Yes I am very interested in the tractor!,0,0
439,0,"I am asking $350 for the tractor, it's in mint condition so that's a good deal.",0,0
440,0,What is the retail price of the tractor brand new?,5,5
441,0,"It is selling for $500 new, the one I'm selling is still new",0,0
442,0,It's my sons birthday in a few days and I think I want to get this for him. How soon would I be able to get it?,5,5
443,0,"I can do it today or anytime this week, I'm off for the week",0,0
444,0,Would you be willing to go any lower for the tractor or is that your final price on it?,4,7
445,0,Well..that's already a really good price. What are you offering?,0,0
446,0,Would you take 300?,4,4
447,0,"How about we meet in the middle, I'll do it for $325",4,4
448,0,That sounds great. It's a deal.  I will go ahead and submit the offer,0,6
449,0,"Hi, I heard your interested in my old 4 runner?",0,0
450,0,"Hello, I'm interested in buying your car.",0,0
451,0,Awesome.  I just had it waxed and it's ready to go!,0,0
452,0,"Great, how well does the car run?",5,5
453,0,"It has zero issues, drives wonderful.",0,0
454,0,Have you had any issues with the vehicle in the past?,1,1
455,0,"Nope, just regular maintenance.",0,0
456,0,"Sounds great, I am really interested in buying the car.  However, $14500 seems steep for a 2006 with 106k miles.  Are you willing to lower the price a little?",2,4
457,0,"Of course. I posted it a bit high, then I got to looking for prices around.  I'd be willing to go as low as 10k cash.",4,4
458,0,I'm concerned about some of the cosmetic damage and the price to fix it.  Would you be willing to settle for $8500?,2,2
459,0,It just has a few wear and tear scratches over the years.  Nothing a bottle of great wax can't fix,2,2
460,0,"Ok, sounds good, so 10K for a final price?",0,0
461,0,"Awesome, will you be picking it up?",0,0
462,0,Absolutely,0,0
463,0,What time works best for you?,0,0
464,0,Sunday at 11:00 am,0,0
465,0,Great. I'll see you down here on 310 N. Main at 11 am.,0,0
466,0,ok,0,0
467,0,Hello there,0,0
468,0,hi,0,0
469,0,What would you like to know about the product>,0,0
470,0,any details andits condition?,5,1
471,0,Its like a regular gloves and in very good condition,0,0
472,0,how much do they cost/,5,5
473,0,$10.00,0,0
474,0,any lower?,4,4
475,0,I could go $8 last offer,3,3
476,0,how about 6?,4,4
477,0,sorry $8 is last offer,3,3
478,0,how about shipping?,5,0
479,0,I could ship it to you,0,0
480,0,so $8 and free shipping?,6,0
481,0,Yes free shipping to you :),0,0
482,0,that would be good,0,0
483,0,Deal then,0,0
484,0,helo,0,0
485,0,"Hi I am interested in buying a GoPro, can you tell me about the one you have for sale...",5,0
486,0,ya sure,0,0
487,0,Please do,0,0
488,0,it is a hero 3 black edition with water proof case,0,0
489,0,"Sounds good, I can give you 100 for it.",4,4
490,0,not its too low,4,2
491,0,But it is used and the picture isn't very good and you aren't exactly selling me on the item...,4,2
492,0,"it is very clear in the picture, i also has a 8gb memory stick, i bought it for 200$, my final price is for 120$, i cant negotiate more than that",2,2
493,0,Ok that sounds like a fair price,0,0
494,0,yes thank you,0,0
495,0,Hello,0,0
496,0,hello please tell me you would like to buy the terra cotta cloth sofa for 600.00,0,6
497,0,Let's negotiate! I see that you are selling this couch. I like it but I need to know if there is anything wrong with it. Is it sagging anywhere? Any bad smells or stains?,1,1
498,0,thee are no smells its clean no sagging geat posture and no stains its really like new a comfortable couch fo 590.00,2,2
