,Turn,Speaker,Text,True,Pred
49,1,1,Sure thing.,Not-a-strategy,Information Inquiry-Contesting
50,1,1,What are they?,Not-a-strategy,Information Inquiry-Contesting
51,2,1,It sucks that not all people and children have the comfort of having a stable place to stay or the comfort of knowing they are able to eat.,Not-a-strategy,Information Inquiry-Contesting
52,2,1,It is sad.,Not-a-strategy,Information Inquiry-Contesting
53,3,1,I did not have to worry about those things.,Not-a-strategy,Information Inquiry-Contesting
54,3,1,Both of my parents were employed and were able to provide for me and my siblings.,Not-a-strategy,Information Inquiry-Contesting
55,4,1,It is not a problem just for children.,Counter Argumentation-Contesting,Information Inquiry-Contesting
56,4,1,"There are many homeless adults and adolescents that do not know where their next meal is coming from, or if it will ever arrive.",Counter Argumentation-Contesting,Information Inquiry-Contesting
57,5,1,How do you suppose we do that?,Personal Choice-Empowerment,Information Inquiry-Contesting
58,6,1,I have not heard of Save the Children?,Not-a-strategy,Information Inquiry-Contesting
59,6,1,What do they do?,Hesitance-Hesitance,Information Inquiry-Contesting
60,7,1,That sounds like a good organization.,Not-a-strategy,Information Inquiry-Contesting
61,7,1,I'm sure they do a lot of nice work.,Not-a-strategy,Information Inquiry-Contesting
62,8,1,I am not willing to donate from my study payment as this money is vital to me.,Information Inquiry-Contesting,Information Inquiry-Contesting
63,8,1,I am sorry I am unable to help.,Information Inquiry-Contesting,Information Inquiry-Contesting
64,9,1,Thank you for your time and information!,Not-a-strategy,Information Inquiry-Contesting
65,0,1,Hey there how is it going?,Not-a-strategy,Information Inquiry-Contesting
66,1,1,I've heard a little bit about it but don't know too much.,Not-a-strategy,Information Inquiry-Contesting
67,2,1,Oh wow!,Not-a-strategy,Information Inquiry-Contesting
68,2,1,That's incredible.,Not-a-strategy,Information Inquiry-Contesting
69,2,1,I wasn't aware that they did all of that.,Not-a-strategy,Information Inquiry-Contesting
70,3,1,So save the children is a worldwide organization it sounds like!,Hesitance-Hesitance,Information Inquiry-Contesting
71,4,1,"I've given to a few charities before, but never this one.",Self Assertion-Empowerment,Information Inquiry-Contesting
72,4,1,I'm always so skeptical of charities to be honest.,Self Assertion-Empowerment,Information Inquiry-Contesting
73,5,1,Wow that's a really great rating!,Not-a-strategy,Information Inquiry-Contesting
74,5,1,I think money that goes to kids is a super important cause.,Not-a-strategy,Information Inquiry-Contesting
75,6,1,"Hmm, I would like to, but I'm having some financial trouble at the moment.",Information Inquiry-Contesting,Information Inquiry-Contesting
76,6,1,I'm not sure how much I'd be willing to donate.,Source Derogation-Contesting,Information Inquiry-Contesting
77,7,1,Do you think that small of an amount would really help someone?,Not-a-strategy,Information Inquiry-Contesting
78,8,1,I think I'd be willing to donate about 25 cents,Not-a-strategy,Information Inquiry-Contesting
79,9,1,Oh that's great and makes me feel better!,Not-a-strategy,Information Inquiry-Contesting
80,9,1,Thank you!,Not-a-strategy,Information Inquiry-Contesting
81,9,1,I have to get going.,Not-a-strategy,Information Inquiry-Contesting
82,9,1,It's been great chatting with you and I hope you enjoy your weekend.,Not-a-strategy,Information Inquiry-Contesting
83,0,1,no i haven't,Not-a-strategy,Information Inquiry-Contesting
84,1,1,"Sure, I'd love to hear about it",Not-a-strategy,Information Inquiry-Contesting
85,2,1,I have never been to the site.,Not-a-strategy,Information Inquiry-Contesting
86,2,1,Could you provide me with the link,Hesitance-Hesitance,Information Inquiry-Contesting
87,3,1,Not today but I'll definitely save the website for the future.,Source Derogation-Contesting,Information Inquiry-Contesting
88,3,1,What type of help do you provide to those poor families?,Hesitance-Hesitance,Information Inquiry-Contesting
89,4,1,I appreciate you informing about this but i'll be donsting at a later time,Source Derogation-Contesting,Information Inquiry-Contesting
90,5,1,"Could you explain to me what the 25$ will go to exactly, is it for building houses, farms, shelters,...",Personal Choice-Empowerment,Information Inquiry-Contesting
91,6,1,You definitely can...but not today.,Source Derogation-Contesting,Information Inquiry-Contesting
92,6,1,Sorry,Self Pity-Empowement,Information Inquiry-Contesting
93,7,1,"oh sure, i didnt know i could send that amount.",Not-a-strategy,Information Inquiry-Contesting
94,7,1,I'll give 0.1 today,Not-a-strategy,Information Inquiry-Contesting
95,8,1,"Yes, I just want to make sure that you read properly that I'm giving 0.1 not 0.01.",Not-a-strategy,Information Inquiry-Contesting
96,8,1,Thank you,Not-a-strategy,Information Inquiry-Contesting
97,9,1,"great, yeah i think we can",Not-a-strategy,Information Inquiry-Contesting
98,0,1,"nice to meet you, do you know any good children's charities",Not-a-strategy,Information Inquiry-Contesting
99,1,1,i have not tell me about them,Hesitance-Hesitance,Information Inquiry-Contesting
100,2,1,interesting.,Not-a-strategy,Information Inquiry-Contesting
101,2,1,how do you help them.,Counter Argumentation-Contesting,Information Inquiry-Contesting
102,3,1,not really.,Not-a-strategy,Information Inquiry-Contesting
103,3,1,give me some reasons i should donate,Hesitance-Hesitance,Information Inquiry-Contesting
104,4,1,is this a religous charity?,Hesitance-Hesitance,Information Inquiry-Contesting
105,5,1,would donating one penny help,Not-a-strategy,Information Inquiry-Contesting
106,6,1,are you going to donate too?,Counter Argumentation-Contesting,Information Inquiry-Contesting
107,7,1,how much do you think i should donate,Hesitance-Hesitance,Information Inquiry-Contesting
108,8,1,i think i will donate one cent.,Not-a-strategy,Information Inquiry-Contesting
109,8,1,how do i make the donation?,Hesitance-Hesitance,Information Inquiry-Contesting
110,9,1,ok,Not-a-strategy,Information Inquiry-Contesting
111,0,1,good thanks.What about you?,Not-a-strategy,Information Inquiry-Contesting
112,1,1,save th Children help kids in need around the world,Not-a-strategy,Information Inquiry-Contesting
113,2,1,They do an awesome labor,Not-a-strategy,Information Inquiry-Contesting
114,3,1,I do sometimes whe I have extra money,Self Assertion-Empowerment,Information Inquiry-Contesting
115,4,1,Yes children should have access to healthcare and basics needs,Not-a-strategy,Information Inquiry-Contesting
116,5,1,are you thinking about donate to the cause?,Counter Argumentation-Contesting,Information Inquiry-Contesting
117,6,1,It is very kind of you.Please spread the word on your family and friends,Not-a-strategy,Information Inquiry-Contesting
118,7,1,Specially kids in need.There are some living in very bad conditions,Not-a-strategy,Information Inquiry-Contesting
119,8,1,Many of them lives on a war zone,Not-a-strategy,Information Inquiry-Contesting
120,9,1,yes.i am sure you can do more.there might be things you can cut from your budget,Not-a-strategy,Information Inquiry-Contesting
121,0,1,"Hello, I'm alright.",Not-a-strategy,Information Inquiry-Contesting
122,1,1,Yes somewhat.,Not-a-strategy,Information Inquiry-Contesting
123,1,1,With e environment and food system.,Counter Argumentation-Contesting,Information Inquiry-Contesting
124,1,1,What do you think of children's charities?,Not-a-strategy,Information Inquiry-Contesting
125,2,1,I think I have.,Not-a-strategy,Information Inquiry-Contesting
126,2,1,I've heard of Red Cross,Self Assertion-Empowerment,Information Inquiry-Contesting
127,3,1,That's nice.,Not-a-strategy,Information Inquiry-Contesting
128,3,1,How much would you donate if given the chance to help a childrens charity?,Counter Argumentation-Contesting,Information Inquiry-Contesting
129,4,1,Oh ok.,Not-a-strategy,Information Inquiry-Contesting
130,4,1,Do you have any other questions?,Not-a-strategy,Information Inquiry-Contesting
131,5,1,Is it about the civil war in Syria?,Hesitance-Hesitance,Information Inquiry-Contesting
132,6,1,Thats horrible.. Is this recent?,Hesitance-Hesitance,Information Inquiry-Contesting
133,6,1,Is America helping?,Hesitance-Hesitance,Information Inquiry-Contesting
134,7,1,Sure.,Not-a-strategy,Information Inquiry-Contesting
135,7,1,I would.,Not-a-strategy,Information Inquiry-Contesting
136,8,1,Ill donate $1,Not-a-strategy,Information Inquiry-Contesting
137,9,1,Yes they will,Not-a-strategy,Information Inquiry-Contesting
138,0,1,Hello.,Not-a-strategy,Information Inquiry-Contesting
139,0,1,How you doin,Not-a-strategy,Information Inquiry-Contesting
140,1,1,Yes I am aware of that charity,Not-a-strategy,Information Inquiry-Contesting
141,2,1,I have not but I have to some others recently,Self Assertion-Empowerment,Information Inquiry-Contesting
142,3,1,I know a little can you maybe provide some info for me?,Hesitance-Hesitance,Information Inquiry-Contesting
143,4,1,Oh wow that is good to know.,Not-a-strategy,Information Inquiry-Contesting
144,4,1,I know Syria is a mess recently,Counter Argumentation-Contesting,Information Inquiry-Contesting
145,5,1,Ugh that is rough..Nobody deserves that in this world,Not-a-strategy,Information Inquiry-Contesting
146,6,1,That sounds like a good idea so what amount is the max i can donate?,Hesitance-Hesitance,Information Inquiry-Contesting
147,7,1,Ok good to know.,Not-a-strategy,Information Inquiry-Contesting
148,7,1,Thank you very much forthat info you have been very helpful!,Not-a-strategy,Information Inquiry-Contesting
149,7,1,I will donate all of $2 then :),Not-a-strategy,Information Inquiry-Contesting
150,8,1,There are always things in my community that I attend and donate as much as I can and donate my time as well at the local Salvation Army.,Self Assertion-Empowerment,Information Inquiry-Contesting
151,9,1,More money but I enjoy giving the time,Not-a-strategy,Information Inquiry-Contesting
152,10,1,Nice to meet you as well have a good one :),Not-a-strategy,Information Inquiry-Contesting
153,0,1,I'm fine how are you.,Not-a-strategy,Information Inquiry-Contesting
154,1,1,Thats good to hear.,Not-a-strategy,Information Inquiry-Contesting
155,1,1,Where are you from?,Not-a-strategy,Information Inquiry-Contesting
156,2,1,Same.,Not-a-strategy,Information Inquiry-Contesting
157,2,1,"Maybe, I'm not sure.",Not-a-strategy,Information Inquiry-Contesting
158,3,1,Lol.I'm not a bot......,Not-a-strategy,Information Inquiry-Contesting
159,4,1,"Sure, let's do it.",Not-a-strategy,Information Inquiry-Contesting
160,4,1,I'm not sure if I'm donating to you or if you're donating to me.,Not-a-strategy,Information Inquiry-Contesting
161,5,1,"Yes I have, I think they are from the UK.",Not-a-strategy,Information Inquiry-Contesting
162,6,1,Do you work for them?,Hesitance-Hesitance,Information Inquiry-Contesting
163,7,1,"Okay, well I see that they have an A rating on charity watch with only 13% going to overhead.",Personal Choice-Empowerment,Information Inquiry-Contesting
164,8,1,"Sure, I will match your $0.50.",Not-a-strategy,Information Inquiry-Contesting
165,9,1,Thank you too.,Not-a-strategy,Information Inquiry-Contesting
166,0,1,ya fine morning what about you,Not-a-strategy,Information Inquiry-Contesting
167,1,1,Yes I know that organization.,Not-a-strategy,Information Inquiry-Contesting
168,1,1,you have idea donate to that charity,Not-a-strategy,Information Inquiry-Contesting
169,2,1,ok nice.,Not-a-strategy,Information Inquiry-Contesting
170,2,1,how much u pay,Not-a-strategy,Information Inquiry-Contesting
171,3,1,ok. than how is you family,Not-a-strategy,Information Inquiry-Contesting
172,4,1,oh ok. i love children's very much.,Not-a-strategy,Information Inquiry-Contesting
173,4,1,so i donate that charity,Not-a-strategy,Information Inquiry-Contesting
174,5,1,yes .,Not-a-strategy,Information Inquiry-Contesting
175,5,1,where are you,Not-a-strategy,Information Inquiry-Contesting
176,6,1,VANCOUVER.,Not-a-strategy,Information Inquiry-Contesting
177,6,1,WHAT ABOUT YOUR JOB,Not-a-strategy,Information Inquiry-Contesting
178,7,1,why you laugh.,Not-a-strategy,Information Inquiry-Contesting
179,7,1,i am also laughing .didn't tell anything,Not-a-strategy,Information Inquiry-Contesting
180,8,1,i am not working.,Not-a-strategy,Information Inquiry-Contesting
181,8,1,seeking job,Not-a-strategy,Information Inquiry-Contesting
182,9,1,i will plan to donate 50 cents to charity,Not-a-strategy,Information Inquiry-Contesting
183,10,1,"Good luck to you in your job search, things will be bettter for you in the future.",Not-a-strategy,Information Inquiry-Contesting
184,10,1,Good things will happen to you when you do good things for others.,Not-a-strategy,Information Inquiry-Contesting
185,10,1,God bless and good morning.,Not-a-strategy,Information Inquiry-Contesting
186,0,1,what is the donation for?,Not-a-strategy,Information Inquiry-Contesting
187,1,1,i would love to donate for childrens' cause,Not-a-strategy,Information Inquiry-Contesting
188,2,1,i would love to donate .30 for sure,Not-a-strategy,Information Inquiry-Contesting
189,3,1,"yes, i do.",Not-a-strategy,Information Inquiry-Contesting
190,3,1,i have three kids.,Not-a-strategy,Information Inquiry-Contesting
191,3,1,do you?,Not-a-strategy,Information Inquiry-Contesting
192,4,1,"without a doubt, every kid on this planet deserves the best.",Not-a-strategy,Information Inquiry-Contesting
193,4,1,therefore we should do our best to make that happen,Not-a-strategy,Information Inquiry-Contesting
194,5,1,okey.,Not-a-strategy,Information Inquiry-Contesting
195,5,1,thank you so much for offering your help for childrens' donation,Not-a-strategy,Information Inquiry-Contesting
196,6,1,bye now.,Not-a-strategy,Information Inquiry-Contesting
197,7,1,i really hope this will somehow help to enhance the current situation of kids who are in need of money,Not-a-strategy,Information Inquiry-Contesting
198,8,1,i wish everybody could fight to make lives better of the kids,Not-a-strategy,Information Inquiry-Contesting
199,9,1,i am donating .30 cents for your organization.,Not-a-strategy,Information Inquiry-Contesting
200,0,1,"No, please tell me more.",Hesitance-Hesitance,Information Inquiry-Contesting
201,0,1,Do they have a car?,Not-a-strategy,Information Inquiry-Contesting
202,1,1,How do they do that?,Hesitance-Hesitance,Information Inquiry-Contesting
203,2,1,The exchange rate must be pretty good.,Counter Argumentation-Contesting,Information Inquiry-Contesting
204,2,1,How do they ensure that the money is effective in feeding the children and not lining pockets?,Personal Choice-Empowerment,Information Inquiry-Contesting
205,3,1,"How do they define ""Program services"", and do they have independent verification of those findings?",Hesitance-Hesitance,Information Inquiry-Contesting
206,4,1,"That really isn't an answer to the previous question, though",Counter Argumentation-Contesting,Information Inquiry-Contesting
207,5,1,"That is a solid informational link, including a full board of trustees to look into.",Not-a-strategy,Information Inquiry-Contesting
208,5,1,What about controveries in 2009 regarding parents in Britain?,Personal Choice-Empowerment,Information Inquiry-Contesting
209,6,1,Should have went for deflection or dismissal.,Not-a-strategy,Information Inquiry-Contesting
210,6,1,Works better on skeptics.,Not-a-strategy,Information Inquiry-Contesting
211,6,1,Ditto for their problems with the energy company in 2013.,Personal Choice-Empowerment,Information Inquiry-Contesting
212,6,1,Although that one is easier to spin as seeking more money to fund more projects.,Counter Argumentation-Contesting,Information Inquiry-Contesting
213,6,1,You could also mention their rating from the BBB.,Not-a-strategy,Information Inquiry-Contesting
214,7,1,I'll donate 10 cents.,Not-a-strategy,Information Inquiry-Contesting
215,8,1,I'm not certain if that's scripted or not but if it isn't there's a better way to word that and if it is I think the person who wrote it might need to retire because they clearly come from the 50s.,Counter Argumentation-Contesting,Information Inquiry-Contesting
216,9,1,Now you're just messing with me intentionally.,Not-a-strategy,Information Inquiry-Contesting
217,0,1,What does Save the Children do?,Hesitance-Hesitance,Information Inquiry-Contesting
218,1,1,It is worldwide or one specific country?,Hesitance-Hesitance,Information Inquiry-Contesting
219,2,1,"I like the sound of their work, but I'm always suspicious about how much of a donation reaches the people in need.",Not-a-strategy,Information Inquiry-Contesting
220,3,1,Are you donating to them?,Not-a-strategy,Information Inquiry-Contesting
221,4,1,That is impressive.,Not-a-strategy,Information Inquiry-Contesting
222,4,1,How long have you been doing that?,Not-a-strategy,Information Inquiry-Contesting
223,5,1,I am considering a donation.,Source Derogation-Contesting,Information Inquiry-Contesting
224,6,1,I wish there was a long-term solution to these problems.,Counter Argumentation-Contesting,Information Inquiry-Contesting
225,7,1,I am thinking of 50 cents.,Not-a-strategy,Information Inquiry-Contesting
226,8,1,I could also do more research afterwards.,Not-a-strategy,Information Inquiry-Contesting
227,8,1,Thank you for your guidance.,Not-a-strategy,Information Inquiry-Contesting
228,9,1,I hope you continue your donations.,Not-a-strategy,Information Inquiry-Contesting
229,9,1,Charities need regular support.,Not-a-strategy,Information Inquiry-Contesting
230,0,1,hello,Not-a-strategy,Information Inquiry-Contesting
231,1,1,Depends on which one you are talking about.,Not-a-strategy,Information Inquiry-Contesting
232,2,1,Sounds interesting but can you be a bit more specific?,Not-a-strategy,Information Inquiry-Contesting
233,3,1,Does it help children in this country or in another country?,Hesitance-Hesitance,Information Inquiry-Contesting
234,4,1,Great!,Not-a-strategy,Information Inquiry-Contesting
235,4,1,I believe my money should first focus on children in need in this country.,Counter Argumentation-Contesting,Information Inquiry-Contesting
236,5,1,"Before I commit to a donation, can you tell me how much actually goes to the children and how much goes to the organization itself?",Hesitance-Hesitance,Information Inquiry-Contesting
237,6,1,What percentage of the donation actually goes to the children and how much goes to the administration of the charity?,Hesitance-Hesitance,Information Inquiry-Contesting
238,7,1,I understand that but how much does the charity keep in order to keep the charity running,Hesitance-Hesitance,Information Inquiry-Contesting
239,8,1,Where is the charity located?,Hesitance-Hesitance,Information Inquiry-Contesting
240,9,1,"thank you for the information, I think I am ready to donate",Not-a-strategy,Information Inquiry-Contesting
241,0,1,What specifically would you like to talk about?,Not-a-strategy,Information Inquiry-Contesting
242,1,1,I've heard of them.,Not-a-strategy,Information Inquiry-Contesting
243,1,1,How much do we have to share with them?,Not-a-strategy,Information Inquiry-Contesting
244,2,1,That sounds good.,Not-a-strategy,Information Inquiry-Contesting
245,2,1,What do I need to know about them?,Not-a-strategy,Information Inquiry-Contesting
246,3,1,That is a noble cause.,Not-a-strategy,Information Inquiry-Contesting
247,4,1,"So, above it says, ""We encourage you to keep the conversation until a donation agreement is explicitly made.""",Not-a-strategy,Information Inquiry-Contesting
248,4,1,What type of agreement are they talking about?,Not-a-strategy,Information Inquiry-Contesting
249,5,1,Honestly I'm not so inclined to at this point given how long it has taken.,Source Derogation-Contesting,Information Inquiry-Contesting
250,6,1,"First, is your reward contingent on my donating?",Not-a-strategy,Information Inquiry-Contesting
251,7,1,Alright then I'll donate half of whatever I can.,Not-a-strategy,Information Inquiry-Contesting
252,8,1,"The description said earn up to $2, so I'll donate $0.85, which is half of whatever the maximum bonus seems to be.",Not-a-strategy,Information Inquiry-Contesting
253,9,1,Generous?,Not-a-strategy,Information Inquiry-Contesting
254,9,1,Are you used to people ripping you off here lol.,Not-a-strategy,Information Inquiry-Contesting
255,9,1,I usually just try to go with half for these things.,Not-a-strategy,Information Inquiry-Contesting
256,9,1,Lol im sure a lot of people only donate like a penny if that.,Not-a-strategy,Information Inquiry-Contesting
257,0,1,I have not.,Not-a-strategy,Information Inquiry-Contesting
258,0,1,I am not sure I know what Save the Children is.,Not-a-strategy,Information Inquiry-Contesting
259,1,1,Oh cool.,Not-a-strategy,Information Inquiry-Contesting
260,1,1,Do they help people here in the USA?,Hesitance-Hesitance,Information Inquiry-Contesting
261,2,1,"Yes, I know about Syria.",Not-a-strategy,Information Inquiry-Contesting
262,2,1,I know hunger is a big issue for a lot of people in other countries.,Not-a-strategy,Information Inquiry-Contesting
263,2,1,Do they provide food for these people?,Hesitance-Hesitance,Information Inquiry-Contesting
264,3,1,Sounds like they do a lot of different things for people.,Not-a-strategy,Information Inquiry-Contesting
265,4,1,I am not sure yet. What is their website?,Not-a-strategy,Information Inquiry-Contesting
266,5,1,I will look at the website.,Not-a-strategy,Information Inquiry-Contesting
267,5,1,Is the donation tax deductible?,Hesitance-Hesitance,Information Inquiry-Contesting
268,6,1,Do I get anything for donating?,Not-a-strategy,Information Inquiry-Contesting
269,7,1,"The photo would be nice, it would let me know and connect with someone I am helping.",Not-a-strategy,Information Inquiry-Contesting
270,7,1,How do I know my money goes to the cause and not just to the pockets of the people that run it.,Personal Choice-Empowerment,Information Inquiry-Contesting
271,8,1,How long has Save the Children been helping people all over the world?,Hesitance-Hesitance,Information Inquiry-Contesting
272,9,1,yes I can donate.,Not-a-strategy,Information Inquiry-Contesting
273,9,1,I don't have much. How about .25?,Not-a-strategy,Information Inquiry-Contesting
274,0,1,"No, I have not.",Not-a-strategy,Information Inquiry-Contesting
275,0,1,Can you tell me about it?,Hesitance-Hesitance,Information Inquiry-Contesting
276,1,1,"Is it just in one country, or do they work around the world?",Hesitance-Hesitance,Information Inquiry-Contesting
277,2,1,That's so sad.,Not-a-strategy,Information Inquiry-Contesting
278,2,1,I wish I could do something to help.,Not-a-strategy,Information Inquiry-Contesting
279,3,1,"Yeah, a few local charities.",Not-a-strategy,Information Inquiry-Contesting
280,3,1,"Like our animal shelter, a low income housing group, foster care organziations, etc",Not-a-strategy,Information Inquiry-Contesting
281,4,1,I'll definitely check them out.,Source Derogation-Contesting,Information Inquiry-Contesting
282,4,1,"Any organization that helps kids is one worth supporting, either with my own time or with money.",Not-a-strategy,Information Inquiry-Contesting
283,5,1,"I can't afford a lot right now because I have other bills, but I could probably do $5 now with more next month.",Not-a-strategy,Information Inquiry-Contesting
284,6,1,"It feels like so little, but if a lot of people do just a little bit, it really adds up!",Not-a-strategy,Information Inquiry-Contesting
285,7,1,Yeah I agree.,Not-a-strategy,Information Inquiry-Contesting
286,7,1,"If I donate, even a little, I want it to actually go towards what it should, not just lining the pockets of the CEO.",Personal Choice-Empowerment,Information Inquiry-Contesting
287,8,1,I think I would like to see my donation go towards medical care.,Not-a-strategy,Information Inquiry-Contesting
288,8,1,At least my initial donation.,Not-a-strategy,Information Inquiry-Contesting
289,8,1,"I know how hard it can be to be healthy, so I want to help kids get the treatments they need.",Not-a-strategy,Information Inquiry-Contesting
290,9,1,"Yeah, you're welcome.",Not-a-strategy,Information Inquiry-Contesting
291,9,1,Thank you for introducing me to another great charity that is trying to do good work.,Not-a-strategy,Information Inquiry-Contesting
292,9,1,"Not only in the USA, but around the world.",Not-a-strategy,Information Inquiry-Contesting
293,0,1,Good morning!,Not-a-strategy,Information Inquiry-Contesting
294,0,1,Have you ever donated to a children's charity?,Not-a-strategy,Information Inquiry-Contesting
295,1,1,I have as well.,Not-a-strategy,Information Inquiry-Contesting
296,1,1,Children are the most vulnerable people in our society.,Not-a-strategy,Information Inquiry-Contesting
297,2,1,I haven't heard of this one?,Not-a-strategy,Information Inquiry-Contesting
298,2,1,How does it help children?,Hesitance-Hesitance,Information Inquiry-Contesting
299,3,1,That's awful.,Not-a-strategy,Information Inquiry-Contesting
300,3,1,I live in the US and wish we were doing more as a country to help these kids.,Not-a-strategy,Information Inquiry-Contesting
301,3,1,But private donations certainly help.,Not-a-strategy,Information Inquiry-Contesting
302,4,1,I'll certainly review it.,Source Derogation-Contesting,Information Inquiry-Contesting
303,4,1,"Usually I donate more to charities in my community, but international donations are important too.",Self Assertion-Empowerment,Information Inquiry-Contesting
304,5,1,Have you donated to this organization?,Counter Argumentation-Contesting,Information Inquiry-Contesting
305,5,1,I have a small budget but know any amount matters.,Not-a-strategy,Information Inquiry-Contesting
306,6,1,Like this task would donate the mTurk payment to the charity?,Not-a-strategy,Information Inquiry-Contesting
307,6,1,How does that work?,Not-a-strategy,Information Inquiry-Contesting
308,7,1,"Like most people who do mTurk, I do really need the money to pay my bills.",Information Inquiry-Contesting,Information Inquiry-Contesting
309,7,1,This is an important cause though.,Not-a-strategy,Information Inquiry-Contesting
310,7,1,I'll agree to pay half.,Not-a-strategy,Information Inquiry-Contesting
311,8,1,Hang on though.,Not-a-strategy,Information Inquiry-Contesting
312,8,1,We haven't each done ten responses per the instructions.,Not-a-strategy,Information Inquiry-Contesting
313,8,1,So we should do that to make sure we and the charity get paid right?,Not-a-strategy,Information Inquiry-Contesting
314,9,1,Same here.,Not-a-strategy,Information Inquiry-Contesting
315,9,1,This will be ten for each of us.,Not-a-strategy,Information Inquiry-Contesting
