,Turn,Speaker,Text,True,Pred
35,7,1,"If a child would like to send me a letter and picture of theirselves, I would be delighted.",Source Derogation-Contesting,Information Inquiry-Contesting
36,8,1,"Yes I am, thank you for asking.",Not-a-strategy,Information Inquiry-Contesting
37,9,1,Yes I will give my earnings to the Save the Children charity.,Not-a-strategy,Information Inquiry-Contesting
38,0,1,"I haven't, is that a charity?",Self Assertion-Empowerment,Information Inquiry-Contesting
39,1,1,I've donated to a few in the past,Counter Argumentation-Contesting,Information Inquiry-Contesting
40,2,1,"Possibly, do they have a website?",Counter Argumentation-Contesting,Information Inquiry-Contesting
41,3,1,"I really can't do much, but I'd be glad to put down a dollar",Not-a-strategy,Information Inquiry-Contesting
42,4,1,"For now, I'm happy with my current donation but maybe another time",Personal Choice-Empowerment,Information Inquiry-Contesting
43,5,1,I think we each have to exchange 10 messages before I can do that,Not-a-strategy,Information Inquiry-Contesting
44,6,1,Is ther any other charities you're fond of?,Counter Argumentation-Contesting,Information Inquiry-Contesting
45,7,1,"World Wildlife Fund: WWF, I like to support animals too if I can",Counter Argumentation-Contesting,Information Inquiry-Contesting
46,8,1,You can find it atURL,Not-a-strategy,Information Inquiry-Contesting
47,9,1,"Awesome, good chat!",Not-a-strategy,Information Inquiry-Contesting
48,0,1,Sure.I would be glad to. How much money do you think I should give?,Hesitance-Hesitance,Information Inquiry-Contesting
49,1,1,I can afford $5.00,Not-a-strategy,Information Inquiry-Contesting
50,2,1,How much would you donate?,Source Derogation-Contesting,Information Inquiry-Contesting
51,3,1,"Yeah, that sounds great. I love donating to charity. I think it is important to help those less fortunate.",Not-a-strategy,Information Inquiry-Contesting
52,4,1,I donate a portion of my paychecks to feed the children. Do you have a favorite charity?,Counter Argumentation-Contesting,Information Inquiry-Contesting
53,5,1,"Oh wow, I would also be interested in donating to that.",Not-a-strategy,Information Inquiry-Contesting
54,6,1,It really breaks my heart. I wish I could help everyone in need.,Not-a-strategy,Information Inquiry-Contesting
55,7,1,"I feel bad about only giving $5, do you think we should give more?",Hesitance-Hesitance,Information Inquiry-Contesting
56,8,1,Very true. $5 it is. At least we are giving something. Most people wouldn't.,Source Derogation-Contesting,Information Inquiry-Contesting
57,9,1,"If everyone would just give something, everyone could have food and a warm place to sleep.",Source Derogation-Contesting,Information Inquiry-Contesting
58,0,1,"Hello, same!",Not-a-strategy,Information Inquiry-Contesting
59,1,1,"Yeah, totally.",Not-a-strategy,Information Inquiry-Contesting
60,1,1,Go ahead,Not-a-strategy,Information Inquiry-Contesting
61,2,1,"Well, I grew up in a wealthy house.",Not-a-strategy,Information Inquiry-Contesting
62,2,1,My mother and father both have a PhD so their jobs made possible for us to be able to cover all that and so much more,Not-a-strategy,Information Inquiry-Contesting
63,3,1,"So do I, I feel kind of guilty to being able to have all that and they are kids out there who don't have not a single one of all of those basic things",Not-a-strategy,Information Inquiry-Contesting
64,4,1,"I totally agree, I think if you can, you should help others in need",Not-a-strategy,Information Inquiry-Contesting
65,5,1,"Not really, please tell me anything!",Hesitance-Hesitance,Information Inquiry-Contesting
66,6,1,"Oh, that's totally awesome!",Not-a-strategy,Information Inquiry-Contesting
67,6,1,Do you donate to this organization?,Hesitance-Hesitance,Information Inquiry-Contesting
68,7,1,"Oh wow, that's really heart moving, it's sounds like a lovely organization",Not-a-strategy,Information Inquiry-Contesting
69,8,1,"Yeah, totally!",Not-a-strategy,Information Inquiry-Contesting
70,8,1,I already help an organization but would be glad to help another one too.,Counter Argumentation-Contesting,Information Inquiry-Contesting
71,9,1,Maybe 0.50?,Not-a-strategy,Information Inquiry-Contesting
72,9,1,"I'm sorry that it seems so little, but as I already donate to an organization and I use the payments here to save for a vacation coming up...",Information Inquiry-Contesting,Information Inquiry-Contesting
73,0,1,"Hi, I am doing well.",Not-a-strategy,Information Inquiry-Contesting
74,0,1,How are you?,Not-a-strategy,Information Inquiry-Contesting
75,1,1,I have and I have heard good things about the charity.,Not-a-strategy,Information Inquiry-Contesting
76,1,1,Are you familiar with it?,Hesitance-Hesitance,Information Inquiry-Contesting
77,2,1,Yes I am interested.,Not-a-strategy,Information Inquiry-Contesting
78,3,1,Yes I would be willing to donate $1,Not-a-strategy,Information Inquiry-Contesting
79,4,1,"Ok, sounds great!",Not-a-strategy,Information Inquiry-Contesting
80,5,1,No I don't have any other questions.,Not-a-strategy,Information Inquiry-Contesting
81,6,1,No I didn't know that.,Not-a-strategy,Information Inquiry-Contesting
82,6,1,"I took a little time to look up information on the organization, but didn't see that.",Not-a-strategy,Information Inquiry-Contesting
83,6,1,"I saw that they have pretty reasonable overhead fees, but the salary for the CEO was very high.",Self Assertion-Empowerment,Information Inquiry-Contesting
84,7,1,"yes, that would be great, I like to compare to see.",Not-a-strategy,Information Inquiry-Contesting
85,7,1,I think that it is so important that the money goes to the children and not to salaries.,Self Assertion-Empowerment,Information Inquiry-Contesting
86,8,1,"That was interesting, it seemed to match the information on the independent review site.",Not-a-strategy,Information Inquiry-Contesting
87,9,1,"Yes, that is good with me.",Not-a-strategy,Information Inquiry-Contesting
88,0,1,im ok and you,Not-a-strategy,Information Inquiry-Contesting
89,1,1,yes i would,Not-a-strategy,Information Inquiry-Contesting
90,2,1,oh how would you help the children,Hesitance-Hesitance,Information Inquiry-Contesting
91,3,1,oh ok thats nice,Not-a-strategy,Information Inquiry-Contesting
92,4,1,i know i would like to help them with 5 dollars,Not-a-strategy,Information Inquiry-Contesting
93,5,1,no its ok i just like children because they need help,Not-a-strategy,Information Inquiry-Contesting
94,6,1,i use to,Counter Argumentation-Contesting,Information Inquiry-Contesting
95,7,1,i like to give out toys and if i have some type of change i give it out,Counter Argumentation-Contesting,Information Inquiry-Contesting
96,8,1,yes i would like to,Not-a-strategy,Information Inquiry-Contesting
97,9,1,yes i like to give out things,Not-a-strategy,Information Inquiry-Contesting
98,0,1,"It was pretty good, hot weather but still nice and yours?",Not-a-strategy,Information Inquiry-Contesting
99,1,1,"No, I can't say I have.",Not-a-strategy,Information Inquiry-Contesting
100,1,1,What is it about?,Hesitance-Hesitance,Information Inquiry-Contesting
101,2,1,In what way does it support children?,Hesitance-Hesitance,Information Inquiry-Contesting
102,3,1,"I see so does the money go for food, shelter, medical support those kinds of things?",Hesitance-Hesitance,Information Inquiry-Contesting
103,4,1,Does this money provide help for the kids in their own country or is it used to bring these children over to the United States?,Hesitance-Hesitance,Information Inquiry-Contesting
104,5,1,I'm sorry I'm just not able to at this time but thank you for telling me about this organization.,Self Pity-Empowement,Information Inquiry-Contesting
105,5,1,I wish you well.,Not-a-strategy,Information Inquiry-Contesting
106,6,1,"Alright, I will donate 25 cents.",Not-a-strategy,Information Inquiry-Contesting
107,7,1,You're very welcome.,Not-a-strategy,Information Inquiry-Contesting
108,8,1,We went out with family to eat and are just taking it easy and yourself?,Not-a-strategy,Information Inquiry-Contesting
109,9,1,It sounds like fun.,Not-a-strategy,Information Inquiry-Contesting
110,9,1,I recently saw a old movie at the theatre called Casablanca with Humphrey Bogart.,Not-a-strategy,Information Inquiry-Contesting
111,0,1,Well tell me a little bit more about the charity.,Hesitance-Hesitance,Information Inquiry-Contesting
112,1,1,A lot of charities are just a name and they don't do what they promise.,Self Assertion-Empowerment,Information Inquiry-Contesting
113,1,1,How do I know my money will go where it supposed to?,Hesitance-Hesitance,Information Inquiry-Contesting
114,2,1,Ok.,Not-a-strategy,Information Inquiry-Contesting
115,2,1,So why do they deserve my money as opposed to other charities like St Judes or the Red Cross>,Counter Argumentation-Contesting,Information Inquiry-Contesting
116,3,1,Do they help kids in the US?,Hesitance-Hesitance,Information Inquiry-Contesting
117,3,1,I like to help people that are close to home.,Counter Argumentation-Contesting,Information Inquiry-Contesting
118,4,1,I don't mind helping those abroad.,Not-a-strategy,Information Inquiry-Contesting
119,4,1,But there are a lot kids here in the US who deal with poverty.,Not-a-strategy,Information Inquiry-Contesting
120,4,1,"So it's not that I don't care about the children elsewhere, just want to help those at home first.",Counter Argumentation-Contesting,Information Inquiry-Contesting
121,5,1,Well how do i make a donation to them?,Hesitance-Hesitance,Information Inquiry-Contesting
122,6,1,"well if you aren't going to help me out with information and make it easy on me by helping with info, i'm not sure if you really care",Source Derogation-Contesting,Information Inquiry-Contesting
123,7,1,Thanks I would appreciate your help.,Not-a-strategy,Information Inquiry-Contesting
124,7,1,People are more likely to donate when they are comfortable and feel like it is good organization.,Not-a-strategy,Information Inquiry-Contesting
125,8,1,Ok thank you.,Not-a-strategy,Information Inquiry-Contesting
126,8,1,Yes I believe I will donate.,Personal Choice-Empowerment,Information Inquiry-Contesting
127,8,1,I do think it is a good cause.,Not-a-strategy,Information Inquiry-Contesting
128,9,1,You are welcome.,Not-a-strategy,Information Inquiry-Contesting
129,9,1,"Even though I can't donate much, at least it will do some good.",Information Inquiry-Contesting,Information Inquiry-Contesting
130,0,1,I'm good.,Not-a-strategy,Information Inquiry-Contesting
131,0,1,What Children's charity would you like to donate money to?,Not-a-strategy,Information Inquiry-Contesting
132,1,1,Save the Children sounds like a good charity to me as well.,Not-a-strategy,Information Inquiry-Contesting
133,2,1,Clear financial reports are a very good thing.,Not-a-strategy,Information Inquiry-Contesting
134,2,1,They work with children all around the world.,Not-a-strategy,Information Inquiry-Contesting
135,2,1,Correct?,Hesitance-Hesitance,Information Inquiry-Contesting
136,3,1,"Wow, that's amazing.",Not-a-strategy,Information Inquiry-Contesting
137,3,1,Definitely a charity that I could stand behind and support.,Not-a-strategy,Information Inquiry-Contesting
138,4,1,I don't know much about their events.,Not-a-strategy,Information Inquiry-Contesting
139,4,1,But I have money that I can donate.,Not-a-strategy,Information Inquiry-Contesting
140,5,1,I wouldn't have the time off to do that.,Not-a-strategy,Information Inquiry-Contesting
141,5,1,But that's pretty cool what they do.,Not-a-strategy,Information Inquiry-Contesting
142,6,1,Donating part of a purchase is such an easy way for a large amount of people to donate money.,Not-a-strategy,Information Inquiry-Contesting
143,7,1,If it's a charity I believe in that's a great way.,Not-a-strategy,Information Inquiry-Contesting
144,7,1,I donate to many local charities in my city.,Not-a-strategy,Information Inquiry-Contesting
145,8,1,I think I'll probably donate at the end of this conversation.,Not-a-strategy,Information Inquiry-Contesting
146,8,1,Will you be doing so as well?,Not-a-strategy,Information Inquiry-Contesting
147,9,1,I've had similar things happen.,Not-a-strategy,Information Inquiry-Contesting
148,9,1,I'm glad we good agree on a charity to donate to.,Not-a-strategy,Information Inquiry-Contesting
149,0,1,Hi.,Not-a-strategy,Information Inquiry-Contesting
150,0,1,"No, I have not heard about that charity.",Not-a-strategy,Information Inquiry-Contesting
151,1,1,"Yes, I would love some information.",Not-a-strategy,Information Inquiry-Contesting
152,2,1,How do they help the children?,Hesitance-Hesitance,Information Inquiry-Contesting
153,3,1,That sounds great.,Not-a-strategy,Information Inquiry-Contesting
154,3,1,How can I get involved?,Not-a-strategy,Information Inquiry-Contesting
155,4,1,I would really like to help.,Not-a-strategy,Information Inquiry-Contesting
156,5,1,"Yes, I'm interested.",Not-a-strategy,Information Inquiry-Contesting
157,5,1,I can give $0.60 cents.,Not-a-strategy,Information Inquiry-Contesting
158,6,1,Really?,Not-a-strategy,Information Inquiry-Contesting
159,6,1,Does the charity feed the children in the USA or abroad?,Hesitance-Hesitance,Information Inquiry-Contesting
160,7,1,That is amazing.,Not-a-strategy,Information Inquiry-Contesting
161,7,1,Is there any other way to get involved besides donating?,Not-a-strategy,Information Inquiry-Contesting
162,8,1,"Okay, I will think about it.",Not-a-strategy,Information Inquiry-Contesting
163,8,1,What do you do in the organization?,Not-a-strategy,Information Inquiry-Contesting
164,9,1,Thank you very much.,Not-a-strategy,Information Inquiry-Contesting
165,9,1,I will happily donate 60 cents.,Not-a-strategy,Information Inquiry-Contesting
166,0,1,To save the children where?,Hesitance-Hesitance,Information Inquiry-Contesting
167,1,1,What does it help the children with?,Hesitance-Hesitance,Information Inquiry-Contesting
168,2,1,Is there a minimum donation?,Not-a-strategy,Information Inquiry-Contesting
169,3,1,I would be interested in making a donation,Not-a-strategy,Information Inquiry-Contesting
170,4,1,ok that sounds great,Not-a-strategy,Information Inquiry-Contesting
171,5,1,No there is not,Not-a-strategy,Information Inquiry-Contesting
172,6,1,"I have no idea, maybe after we have 10 chat turns each",Not-a-strategy,Information Inquiry-Contesting
173,7,1,where are you from?,Not-a-strategy,Information Inquiry-Contesting
174,8,1,I am born and raised in Florida,Not-a-strategy,Information Inquiry-Contesting
175,9,1,I made $100+ everyday last week on Mturk and now all I have left is these low paying surveys,Not-a-strategy,Information Inquiry-Contesting
176,0,1,where is this organization based?,Hesitance-Hesitance,Information Inquiry-Contesting
177,0,1,Do they help children from a particular country or is it all around the world?,Hesitance-Hesitance,Information Inquiry-Contesting
178,1,1,Yeah stories like that are very heart breaking.,Not-a-strategy,Information Inquiry-Contesting
179,1,1,What types of programs do they offer?,Hesitance-Hesitance,Information Inquiry-Contesting
180,1,1,Like do they just supply food?,Hesitance-Hesitance,Information Inquiry-Contesting
181,2,1,That sound great but you know my biggest concern with making donations to charities is always the question of just how much of the money I give actually reaches to the intended people.,Hesitance-Hesitance,Information Inquiry-Contesting
182,3,1,Oh I see so they have a website that I could learn more about them.,Not-a-strategy,Information Inquiry-Contesting
183,4,1,Yeah I think its good to help any little bit you can.,Not-a-strategy,Information Inquiry-Contesting
184,4,1,How much is the typical donation amount usually?,Not-a-strategy,Information Inquiry-Contesting
185,5,1,"So after making a donation, I won't exactly see how the money I give will be used right?",Not-a-strategy,Information Inquiry-Contesting
186,5,1,I mean this is not like sponsoring a child or family situation right?,Not-a-strategy,Information Inquiry-Contesting
187,6,1,Yes that is true.,Not-a-strategy,Information Inquiry-Contesting
188,6,1,Have you made a donation to this organization before?,Not-a-strategy,Information Inquiry-Contesting
189,7,1,This will be my first time donating to this organization so sorry if I have a lot of questions about it.,Not-a-strategy,Information Inquiry-Contesting
190,8,1,"When making the donation, what are the steps?",Not-a-strategy,Information Inquiry-Contesting
191,8,1,Once I decide to make the donation what should I do next?,Not-a-strategy,Information Inquiry-Contesting
192,9,1,I would like to donate $0.,Self Pity-Empowement,Information Inquiry-Contesting
193,0,1,Hi!,Not-a-strategy,Information Inquiry-Contesting
194,0,1,Doing good.,Not-a-strategy,Information Inquiry-Contesting
195,0,1,How are you?,Not-a-strategy,Information Inquiry-Contesting
196,1,1,"Yes, of course.",Not-a-strategy,Information Inquiry-Contesting
197,1,1,What are they about?,Hesitance-Hesitance,Information Inquiry-Contesting
198,2,1,That sounds wonderful!,Not-a-strategy,Information Inquiry-Contesting
199,3,1,What kind of aid do they give?,Hesitance-Hesitance,Information Inquiry-Contesting
200,4,1,A couple of organizations claim to do that.,Not-a-strategy,Information Inquiry-Contesting
201,4,1,Why should I donate to this one in particular?,Not-a-strategy,Information Inquiry-Contesting
202,5,1,Is there any concrete proof that they do?,Self Assertion-Empowerment,Information Inquiry-Contesting
203,5,1,Words are just words sometimes.,Self Assertion-Empowerment,Information Inquiry-Contesting
204,6,1,I am reviewing the site right now.,Not-a-strategy,Information Inquiry-Contesting
205,6,1,So what are the amounts for donation accepted?,Not-a-strategy,Information Inquiry-Contesting
206,7,1,Ok.,Not-a-strategy,Information Inquiry-Contesting
207,7,1,I'll donate $0.50.,Not-a-strategy,Information Inquiry-Contesting
208,8,1,"Unfortunately, it is all I can afford at the moment.",Not-a-strategy,Information Inquiry-Contesting
209,9,1,I'm glad you are fighting for a cause to help others.,Not-a-strategy,Information Inquiry-Contesting
210,9,1,It is very refreshing to see.,Not-a-strategy,Information Inquiry-Contesting
211,0,1,yes I do,Not-a-strategy,Information Inquiry-Contesting
212,1,1,"well, it is a charity work / organisation where they save many children",Not-a-strategy,Information Inquiry-Contesting
213,2,1,"you're right, it is non-profit organisation.",Not-a-strategy,Information Inquiry-Contesting
214,3,1,"it is an NGO, yes ofcourse many times I have considered to donate them as per my ability",Not-a-strategy,Information Inquiry-Contesting
215,4,1,"aw, really ?",Not-a-strategy,Information Inquiry-Contesting
216,5,1,"well, I'm glad to hear such a good news from this organisation.",Not-a-strategy,Information Inquiry-Contesting
217,5,1,Education is must for everyone in the world.,Not-a-strategy,Information Inquiry-Contesting
218,5,1,"Therefore, we could help the children for their livelihood as well as for their education.",Not-a-strategy,Information Inquiry-Contesting
219,6,1,"we can help them out their physical needs like good cloths, probably orphanage (home to stay)",Not-a-strategy,Information Inquiry-Contesting
220,7,1,"yes I do, because it is need.",Not-a-strategy,Information Inquiry-Contesting
221,8,1,"I would love to help them a little bit (as per my ability), it will also helpful for those children to have a better life than the others.",Not-a-strategy,Information Inquiry-Contesting
222,9,1,as per today's earning is very little I would like to donate 1,Not-a-strategy,Information Inquiry-Contesting
223,0,1,Can you tell me more about what they do?,Hesitance-Hesitance,Information Inquiry-Contesting
224,1,1,Sounds like they accomplish great things.,Not-a-strategy,Information Inquiry-Contesting
225,1,1,Are you thinking of a one time donation?,Not-a-strategy,Information Inquiry-Contesting
226,2,1,"I see, so I am thinking of donating half.",Not-a-strategy,Information Inquiry-Contesting
227,2,1,What are your thoughts?,Not-a-strategy,Information Inquiry-Contesting
228,3,1,I think it is important to do all we can to help children.,Not-a-strategy,Information Inquiry-Contesting
229,3,1,Are we being selfish by keeping half?,Not-a-strategy,Information Inquiry-Contesting
230,4,1,That's true.,Not-a-strategy,Information Inquiry-Contesting
231,4,1,I still haven't decided for sure though.,Personal Choice-Empowerment,Information Inquiry-Contesting
232,4,1,Sometimes I question the actual impact of money donated to charities.,Not-a-strategy,Information Inquiry-Contesting
233,5,1,I guess so.,Not-a-strategy,Information Inquiry-Contesting
234,5,1,Have you donated to Save the Children before?,Not-a-strategy,Information Inquiry-Contesting
235,6,1,"Well, don't feel bad.",Not-a-strategy,Information Inquiry-Contesting
236,6,1,We will donate today.,Not-a-strategy,Information Inquiry-Contesting
237,6,1,I propose we stick with our half plan.,Not-a-strategy,Information Inquiry-Contesting
238,6,1,What do you think?,Not-a-strategy,Information Inquiry-Contesting
239,7,1,"OK, so that will be one dollar each, right?",Not-a-strategy,Information Inquiry-Contesting
240,8,1,OK sounds good.,Not-a-strategy,Information Inquiry-Contesting
241,8,1,You sure?,Not-a-strategy,Information Inquiry-Contesting
242,9,1,"Right, nice chatting with you.",Not-a-strategy,Information Inquiry-Contesting
243,9,1,I'm proud of us.,Not-a-strategy,Information Inquiry-Contesting
244,9,1,I'm proud too.nice working with you.,Not-a-strategy,Information Inquiry-Contesting
245,0,1,No i have not,Not-a-strategy,Information Inquiry-Contesting
246,1,1,where are the children from?,Hesitance-Hesitance,Information Inquiry-Contesting
247,2,1,Do you donate money?,Not-a-strategy,Information Inquiry-Contesting
248,3,1,that is very true.,Not-a-strategy,Information Inquiry-Contesting
249,3,1,do you donate often?,Not-a-strategy,Information Inquiry-Contesting
250,4,1,yeah I try to do that too.,Not-a-strategy,Information Inquiry-Contesting
251,4,1,It's hard to ensure the money goes to the actual children tho,Self Assertion-Empowerment,Information Inquiry-Contesting
252,5,1,Oh i bet. I would love to hear stories about the children that have been saved,Not-a-strategy,Information Inquiry-Contesting
253,6,1,does it have a website?,Hesitance-Hesitance,Information Inquiry-Contesting
254,7,1,what is the website?,Not-a-strategy,Information Inquiry-Contesting
255,8,1,thanks so much!,Not-a-strategy,Information Inquiry-Contesting
256,9,1,Yes I would like to conate,Not-a-strategy,Information Inquiry-Contesting
257,10,1,I would like to donate $10,Not-a-strategy,Information Inquiry-Contesting
258,0,1,i do very much yes,Not-a-strategy,Information Inquiry-Contesting
259,1,1,i think we should all care for children,Not-a-strategy,Information Inquiry-Contesting
260,2,1,Yes I would be interested in doing so,Not-a-strategy,Information Inquiry-Contesting
261,3,1,Yes that is an amount I feel comfortable with.,Not-a-strategy,Information Inquiry-Contesting
262,4,1,That is a good charity it makes me happy to donate,Not-a-strategy,Information Inquiry-Contesting
263,5,1,Thank you for your kind words.,Not-a-strategy,Information Inquiry-Contesting
264,6,1,I hope my donation helps a lot of people.,Not-a-strategy,Information Inquiry-Contesting
265,7,1,Yes it is good to try and help in any way possible,Not-a-strategy,Information Inquiry-Contesting
266,8,1,Helping people makes people feel good,Not-a-strategy,Information Inquiry-Contesting
267,9,1,It was my pleasure,Not-a-strategy,Information Inquiry-Contesting
268,0,1,Hello,Not-a-strategy,Information Inquiry-Contesting
269,1,1,I would like to donate,Not-a-strategy,Information Inquiry-Contesting
270,2,1,Yes before yes,Not-a-strategy,Information Inquiry-Contesting
271,3,1,6 dollars is good,Not-a-strategy,Information Inquiry-Contesting
272,4,1,Because I like children,Not-a-strategy,Information Inquiry-Contesting
273,5,1,30 or more,Not-a-strategy,Information Inquiry-Contesting
274,6,1,Yes those children need,Not-a-strategy,Information Inquiry-Contesting
275,7,1,Yes.,Not-a-strategy,Information Inquiry-Contesting
276,7,1,I do,Not-a-strategy,Information Inquiry-Contesting
277,8,1,I would be,Not-a-strategy,Information Inquiry-Contesting
278,9,1,Like.,Not-a-strategy,Information Inquiry-Contesting
279,9,1,3 dollars,Not-a-strategy,Information Inquiry-Contesting
280,0,1,Sure,Not-a-strategy,Information Inquiry-Contesting
281,1,1,"No, I don't think I have ever heard of that organization.",Not-a-strategy,Information Inquiry-Contesting
282,2,1,Oh okay.,Not-a-strategy,Information Inquiry-Contesting
283,2,1,"No, I hadn't ever thought about helping them before.",Not-a-strategy,Information Inquiry-Contesting
284,3,1,Point taken.,Not-a-strategy,Information Inquiry-Contesting
285,3,1,It is the least we can do.,Not-a-strategy,Information Inquiry-Contesting
286,3,1,The money would at least go to a good cause.,Not-a-strategy,Information Inquiry-Contesting
287,4,1,"Yes, I have.",Not-a-strategy,Information Inquiry-Contesting
288,4,1,But it's been mostly local church related activities.,Not-a-strategy,Information Inquiry-Contesting
289,5,1,"Okay, that sounds great!Thanks!",Not-a-strategy,Information Inquiry-Contesting
290,6,1,I agree.,Not-a-strategy,Information Inquiry-Contesting
291,6,1,That sounds like a great idea!,Not-a-strategy,Information Inquiry-Contesting
292,6,1,How much am I allowed to donate?,Not-a-strategy,Information Inquiry-Contesting
293,7,1,I would like to donate $2 then.Thank you!,Not-a-strategy,Information Inquiry-Contesting
294,8,1,That wonderful! Is there anything else I need to do?,Not-a-strategy,Information Inquiry-Contesting
295,9,1,Thank you very much!,Not-a-strategy,Information Inquiry-Contesting
296,0,1,"Yes, I support a few causes that I personally believe in very much.",Not-a-strategy,Information Inquiry-Contesting
297,1,1,"Yes, but I don't know a lot about them.",Not-a-strategy,Information Inquiry-Contesting
298,1,1,What is their mission?,Hesitance-Hesitance,Information Inquiry-Contesting
299,2,1,That sounds interesting.,Not-a-strategy,Information Inquiry-Contesting
300,2,1,What countries do they work in?,Hesitance-Hesitance,Information Inquiry-Contesting
301,3,1,It sounds like it.,Not-a-strategy,Information Inquiry-Contesting
302,3,1,Do you donate to this charity?,Not-a-strategy,Information Inquiry-Contesting
303,4,1,Some charities are run better than others.,Self Assertion-Empowerment,Information Inquiry-Contesting
304,4,1,Do you know what Save the Children's reputation is for actually using the money it collects to help children versus for fundraising and administrative salaries?,Self Assertion-Empowerment,Information Inquiry-Contesting
305,5,1,Ok.,Not-a-strategy,Information Inquiry-Contesting
306,5,1,How long has this group been in operation?,Hesitance-Hesitance,Information Inquiry-Contesting
307,6,1,What do you like most about this group?,Not-a-strategy,Information Inquiry-Contesting
308,7,1,That seems worthwhile.,Not-a-strategy,Information Inquiry-Contesting
309,7,1,Helping children is important.,Not-a-strategy,Information Inquiry-Contesting
310,8,1,Are you planning to donate today?,Not-a-strategy,Information Inquiry-Contesting
311,9,1,Good to know.,Not-a-strategy,Information Inquiry-Contesting
312,0,1,Hi!,Not-a-strategy,Information Inquiry-Contesting
313,1,1,"Yes, I think that would be accurate.",Not-a-strategy,Information Inquiry-Contesting
314,2,1,"Yes, I do.",Not-a-strategy,Information Inquiry-Contesting
315,3,1,I would consider it.,Not-a-strategy,Information Inquiry-Contesting
316,4,1,I would need to know more about the charity first.,Personal Choice-Empowerment,Information Inquiry-Contesting
317,5,1,How many children do they help annually?,Hesitance-Hesitance,Information Inquiry-Contesting
318,6,1,I'll check out that website later.,Personal Choice-Empowerment,Information Inquiry-Contesting
319,7,1,They sound like they are a legitimate organization.,Not-a-strategy,Information Inquiry-Contesting
320,8,1,I don't think I'm quite ready to decide yet though.,Personal Choice-Empowerment,Information Inquiry-Contesting
321,9,1,Just need to investigate them a little more.,Personal Choice-Empowerment,Information Inquiry-Contesting
