,Turn,Speaker,Text,True,Pred
138,4,1,I would like to know more before i donate.,Hesitance-Hesitance,Information Inquiry-Contesting
139,4,1,How do i know if it's a legit organization,Information Inquiry-Contesting,Information Inquiry-Contesting
140,5,1,interesting.,Not-a-strategy,Information Inquiry-Contesting
141,5,1,So if i donate will 100% of my donation go to a child?,Information Inquiry-Contesting,Information Inquiry-Contesting
142,6,1,i just don't know why i've never heard about it,Information Inquiry-Contesting,Information Inquiry-Contesting
143,7,1,"it is sad, i agree with you",Not-a-strategy,Information Inquiry-Contesting
144,8,1,that breaks my heart.,Not-a-strategy,Information Inquiry-Contesting
145,8,1,I would do anything to protect my son,Not-a-strategy,Information Inquiry-Contesting
146,9,1,"okay, I might donate",Not-a-strategy,Information Inquiry-Contesting
147,0,1,"Hi, I'm in Hawaii!",Not-a-strategy,Information Inquiry-Contesting
148,0,1,What kind of children's charities do you know about?,Hesitance-Hesitance,Information Inquiry-Contesting
149,1,1,It sounds familiar.,Not-a-strategy,Information Inquiry-Contesting
150,1,1,What do they do?,Hesitance-Hesitance,Information Inquiry-Contesting
151,2,1,"Sure, what is it?",Hesitance-Hesitance,Information Inquiry-Contesting
152,3,1,They look really good.,Not-a-strategy,Information Inquiry-Contesting
153,3,1,I think I've seen their commercials.,Information Inquiry-Contesting,Information Inquiry-Contesting
154,4,1,I see.,Not-a-strategy,Information Inquiry-Contesting
155,4,1,It seems like they're involved in a lot of areas.,Not-a-strategy,Information Inquiry-Contesting
156,5,1,I would be fine with that.,Not-a-strategy,Information Inquiry-Contesting
157,5,1,I don't mind donating because I think the money is more important to them than it is to me.,Information Inquiry-Contesting,Information Inquiry-Contesting
158,6,1,How about .20?,Not-a-strategy,Information Inquiry-Contesting
159,7,1,That's nice.,Not-a-strategy,Information Inquiry-Contesting
160,7,1,I would like that.,Not-a-strategy,Information Inquiry-Contesting
161,8,1,"Ok, you too.",Not-a-strategy,Information Inquiry-Contesting
162,8,1,Glad this worked out!,Not-a-strategy,Information Inquiry-Contesting
163,9,1,"I think we have to complete 10 turns, so here's to another one!",Not-a-strategy,Information Inquiry-Contesting
164,9,1,Let's save the children together!,Not-a-strategy,Information Inquiry-Contesting
165,0,1,"I spend about 5 dollars a day, you?",Not-a-strategy,Information Inquiry-Contesting
166,1,1,I think it would in many places,Not-a-strategy,Information Inquiry-Contesting
167,2,1,No i am not can you explain?,Hesitance-Hesitance,Information Inquiry-Contesting
168,3,1,Wow thats great.,Not-a-strategy,Information Inquiry-Contesting
169,3,1,How can I help?,Not-a-strategy,Information Inquiry-Contesting
170,4,1,Thank you.,Not-a-strategy,Information Inquiry-Contesting
171,4,1,How do i donate?,Not-a-strategy,Information Inquiry-Contesting
172,5,1,Ok i will donate some,Not-a-strategy,Information Inquiry-Contesting
173,6,1,Tha k you so much for the infkrmation,Not-a-strategy,Information Inquiry-Contesting
174,7,1,I will donate 10 cents,Not-a-strategy,Information Inquiry-Contesting
175,8,1,That is all i can afford,Not-a-strategy,Information Inquiry-Contesting
176,9,1,Tha k you for my awareness,Not-a-strategy,Information Inquiry-Contesting
177,0,1,What kind of children does it help?,Hesitance-Hesitance,Information Inquiry-Contesting
178,1,1,What is the name of the organization?,Not-a-strategy,Information Inquiry-Contesting
179,2,1,How do they help children?,Hesitance-Hesitance,Information Inquiry-Contesting
180,2,1,Food?,Hesitance-Hesitance,Information Inquiry-Contesting
181,2,1,Clothing?,Hesitance-Hesitance,Information Inquiry-Contesting
182,2,1,Shelter?,Hesitance-Hesitance,Information Inquiry-Contesting
183,2,1,Education?,Hesitance-Hesitance,Information Inquiry-Contesting
184,3,1,Is this charity local?,Hesitance-Hesitance,Information Inquiry-Contesting
185,3,1,global?,Hesitance-Hesitance,Information Inquiry-Contesting
186,3,1,Just in my country (United States)?,Hesitance-Hesitance,Information Inquiry-Contesting
187,4,1,"I thinkit's important to support initiatives to help children get a good education, and have the things they need to go to school and learn.",Not-a-strategy,Information Inquiry-Contesting
188,4,1,How much should we donate?,Not-a-strategy,Information Inquiry-Contesting
189,5,1,"Sponsorship of a child might be interesting....I'd like to know what my donation is being used for, and that it's actually helping someone.",Not-a-strategy,Information Inquiry-Contesting
190,6,1,That is appealing.,Not-a-strategy,Information Inquiry-Contesting
191,6,1,Does the charity send updates on how the child is doing if I sponsor?,Hesitance-Hesitance,Information Inquiry-Contesting
192,7,1,How does the sponsorship work?,Hesitance-Hesitance,Information Inquiry-Contesting
193,7,1,Do I make a monthly donation?,Hesitance-Hesitance,Information Inquiry-Contesting
194,7,1,I can't afford much.,Personal Choice-Empowerment,Information Inquiry-Contesting
195,7,1,What is the minimum dollar amount?,Not-a-strategy,Information Inquiry-Contesting
196,8,1,What do you think?,Not-a-strategy,Information Inquiry-Contesting
197,9,1,OK. Glad that we came to an agreement.,Not-a-strategy,Information Inquiry-Contesting
198,9,1,How do we end this task?,Not-a-strategy,Information Inquiry-Contesting
199,0,1,"No, to be honest I am doing this task to save up extra money for myself.",Not-a-strategy,Information Inquiry-Contesting
200,1,1,"I appreciate your position, but what exactly is Save the Children and how do I know that money will truly be used to help kids?",Hesitance-Hesitance,Information Inquiry-Contesting
201,2,1,"It sounds like a good idea, but I often get peppered with requests to donate money to various charities -- when I donate I do it to causes that I know about.",Self Assertion-Empowerment,Information Inquiry-Contesting
202,2,1,If I donated to every cause I would be giving away a lot of money and I already lose 20% to taxes.,Personal Choice-Empowerment,Information Inquiry-Contesting
203,3,1,What exactly would that 30 cents be used for and how would it help?,Hesitance-Hesitance,Information Inquiry-Contesting
204,3,1,What part of the world will it go to?,Hesitance-Hesitance,Information Inquiry-Contesting
205,4,1,I have to respectfully question the necessity -- don't my taxes already go towards billions of dollars of foreign aid?,Counter Argumentation-Contesting,Information Inquiry-Contesting
206,4,1,And why do so many of these countries continually need help?,Counter Argumentation-Contesting,Information Inquiry-Contesting
207,5,1,I have seen some of the images and video of the civil war there.,Not-a-strategy,Information Inquiry-Contesting
208,6,1,True -- but how much money is currently being provided by US and NATO to help?,Counter Argumentation-Contesting,Information Inquiry-Contesting
209,7,1,I have to question that they have provided only tents.,Counter Argumentation-Contesting,Information Inquiry-Contesting
210,7,1,Many countries have absorbed many refugees and I am fairly certain that way more aid than tents has been provided.,Counter Argumentation-Contesting,Information Inquiry-Contesting
211,8,1,It may -- but at this point I really still have no idea what Save the Children is and I would want to research it anyway before I would agree to give money to it.,Source Derogation-Contesting,Information Inquiry-Contesting
212,9,1,"Additionally, I am just very skeptical of any organization that asks for money.",Information Inquiry-Contesting,Information Inquiry-Contesting
213,9,1,"I never know who is in charge, who is taking what, and where the money truly goes.",Information Inquiry-Contesting,Information Inquiry-Contesting
214,0,1,"Hi, how are you?",Not-a-strategy,Information Inquiry-Contesting
215,1,1,Thanks.,Not-a-strategy,Information Inquiry-Contesting
216,1,1,"We're here to talk about a children's charity, is that right?",Not-a-strategy,Information Inquiry-Contesting
217,2,1,What is the charity?,Not-a-strategy,Information Inquiry-Contesting
218,3,1,I've heard of them.,Not-a-strategy,Information Inquiry-Contesting
219,3,1,It's a good charity.,Not-a-strategy,Information Inquiry-Contesting
220,4,1,"The violence in Syria is one of the saddest things happening in the world today, as far as I know.",Not-a-strategy,Information Inquiry-Contesting
221,4,1,I heard a really heartbreaking interview with a Syrian child who lost his dad on NPR the other day.,Not-a-strategy,Information Inquiry-Contesting
222,5,1,I'm really sorry.,Not-a-strategy,Information Inquiry-Contesting
223,5,1,Does Save the Children help find a place for refugees?,Hesitance-Hesitance,Information Inquiry-Contesting
224,6,1,Thanks.,Not-a-strategy,Information Inquiry-Contesting
225,6,1,"I don't have a lot of money, but I'll ask my family and friends to donate to them for my birthday.",Not-a-strategy,Information Inquiry-Contesting
226,6,1,For today I would like to donate $.30,Not-a-strategy,Information Inquiry-Contesting
227,7,1,"Thanks, you too.",Not-a-strategy,Information Inquiry-Contesting
228,7,1,I hope you're able to raise a lot of donations.,Not-a-strategy,Information Inquiry-Contesting
229,8,1,Is there anything else you can think of that we could do?,Not-a-strategy,Information Inquiry-Contesting
230,9,1,I will.,Not-a-strategy,Information Inquiry-Contesting
231,9,1,Good luck to you,Not-a-strategy,Information Inquiry-Contesting
232,0,1,"Good, thanks!",Not-a-strategy,Information Inquiry-Contesting
233,0,1,How are you?,Not-a-strategy,Information Inquiry-Contesting
234,1,1,In the past few years I rarely have.,Not-a-strategy,Information Inquiry-Contesting
235,2,1,"That seems so hard to believe, but I guess lots of pennies still add up!",Not-a-strategy,Information Inquiry-Contesting
236,3,1,"Wow, that definitely puts it in perspective!",Not-a-strategy,Information Inquiry-Contesting
237,4,1,I agree with you!,Not-a-strategy,Information Inquiry-Contesting
238,5,1,I have!,Not-a-strategy,Information Inquiry-Contesting
239,5,1,"I used to volunteer often, but I have so little time it feels like now!",Not-a-strategy,Information Inquiry-Contesting
240,6,1,You're right!,Not-a-strategy,Information Inquiry-Contesting
241,6,1,It doesn't take much sacrifice to think of small ways to help!,Not-a-strategy,Information Inquiry-Contesting
242,7,1,Haha that's true!,Not-a-strategy,Information Inquiry-Contesting
243,8,1,I think so!,Not-a-strategy,Information Inquiry-Contesting
244,9,1,I'm not sure!,Not-a-strategy,Information Inquiry-Contesting
245,9,1,What is the range of options?,Not-a-strategy,Information Inquiry-Contesting
246,0,1,good morning too and am also same as your location,Not-a-strategy,Information Inquiry-Contesting
247,1,1,ok what can i help with that,Not-a-strategy,Information Inquiry-Contesting
248,2,1,i did only charity walks and rare to take the donations,Not-a-strategy,Information Inquiry-Contesting
249,3,1,i also usually focus that,Not-a-strategy,Information Inquiry-Contesting
250,4,1,i mostly deal with friend and other persons,Not-a-strategy,Information Inquiry-Contesting
251,5,1,support children in more development country?,Hesitance-Hesitance,Information Inquiry-Contesting
252,6,1,awareness is less than the more countries so they need some help,Not-a-strategy,Information Inquiry-Contesting
253,7,1,yes of course,Not-a-strategy,Information Inquiry-Contesting
254,8,1,no $5 to spend us,Not-a-strategy,Information Inquiry-Contesting
255,9,1,yes of course,Not-a-strategy,Information Inquiry-Contesting
256,0,1,"Hello, do you have any charities in mind that you support?",Not-a-strategy,Information Inquiry-Contesting
257,1,1,I've never heard of that one.,Not-a-strategy,Information Inquiry-Contesting
258,1,1,What is their goal?,Hesitance-Hesitance,Information Inquiry-Contesting
259,2,1,Oh that is interesting.,Not-a-strategy,Information Inquiry-Contesting
260,2,1,Have you ever made a donation to them?,Not-a-strategy,Information Inquiry-Contesting
261,3,1,Nice!,Not-a-strategy,Information Inquiry-Contesting
262,3,1,How much do they recommend you donate?,Not-a-strategy,Information Inquiry-Contesting
263,4,1,I could definitely justify giving $20 to them.,Not-a-strategy,Information Inquiry-Contesting
264,5,1,"Sounds good, do I just go to the website to donate?",Not-a-strategy,Information Inquiry-Contesting
265,6,1,I will just go ahead and do the $20.,Not-a-strategy,Information Inquiry-Contesting
266,7,1,Thank you!,Not-a-strategy,Information Inquiry-Contesting
267,7,1,I am glad I found a charity I can support.,Not-a-strategy,Information Inquiry-Contesting
268,8,1,No problem.,Not-a-strategy,Information Inquiry-Contesting
269,8,1,I always like to help when I can.,Not-a-strategy,Information Inquiry-Contesting
270,9,1,Same to you!,Not-a-strategy,Information Inquiry-Contesting
271,9,1,The work you do is important.,Not-a-strategy,Information Inquiry-Contesting
272,0,1,"Yes, 2.",Not-a-strategy,Information Inquiry-Contesting
273,0,1,You?,Not-a-strategy,Information Inquiry-Contesting
274,1,1,I am.,Not-a-strategy,Information Inquiry-Contesting
275,1,1,"I tend to read news articles from aboard. BBC, ect.",Not-a-strategy,Information Inquiry-Contesting
276,1,1,I read that their are quite a few places that could use help.,Not-a-strategy,Information Inquiry-Contesting
277,2,1,"I have heard of them, but have not looked into what they do.",Not-a-strategy,Information Inquiry-Contesting
278,3,1,"That's very interesting, sounds like they do good work.",Not-a-strategy,Information Inquiry-Contesting
279,4,1,Do you know anyone that has worked for them?,Hesitance-Hesitance,Information Inquiry-Contesting
280,5,1,Sounds like they do a lot of good for a lot of people around the world.,Not-a-strategy,Information Inquiry-Contesting
281,5,1,Are you involved with them at all?,Not-a-strategy,Information Inquiry-Contesting
282,6,1,I have.,Not-a-strategy,Information Inquiry-Contesting
283,6,1,"I donate to my local charities, plus the United Way.",Not-a-strategy,Information Inquiry-Contesting
284,7,1,I might.,Source Derogation-Contesting,Information Inquiry-Contesting
285,7,1,I wonder sometimes how much of the actual money that gets donated goes to helping people and not into the pockets of those running the charity.,Information Inquiry-Contesting,Information Inquiry-Contesting
286,8,1,Well that seems better than some I have read about.,Not-a-strategy,Information Inquiry-Contesting
287,8,1,Have you ever donated to them?,Not-a-strategy,Information Inquiry-Contesting
288,9,1,I think I would donated to donate .50,Not-a-strategy,Information Inquiry-Contesting
289,0,1,Hey there how's it going?,Not-a-strategy,Information Inquiry-Contesting
290,1,1,Today is beautiful!!,Not-a-strategy,Information Inquiry-Contesting
291,1,1,I think it's time to take a walk a little later!,Not-a-strategy,Information Inquiry-Contesting
292,2,1,It depends on the charity!,Not-a-strategy,Information Inquiry-Contesting
293,2,1,There are some good ones and some that have turned out to be scams.,Not-a-strategy,Information Inquiry-Contesting
294,3,1,I have not!,Not-a-strategy,Information Inquiry-Contesting
295,3,1,Do you work for them or have you donated with them before?,Not-a-strategy,Information Inquiry-Contesting
296,4,1,What kind of stuff do they do to help the children?,Hesitance-Hesitance,Information Inquiry-Contesting
297,5,1,Oh that's great!!,Not-a-strategy,Information Inquiry-Contesting
298,5,1,I think children deserve all the help they can get.,Not-a-strategy,Information Inquiry-Contesting
299,5,1,Is this an American charity?,Hesitance-Hesitance,Information Inquiry-Contesting
300,6,1,I would possibly be interested in that.,Not-a-strategy,Information Inquiry-Contesting
301,6,1,How can I be sure that it will go where it's supposed to?,Hesitance-Hesitance,Information Inquiry-Contesting
302,7,1,What are the typical donations to the charity like?,Hesitance-Hesitance,Information Inquiry-Contesting
303,8,1,Unfortunately I am having some money troubles right now so it's a little hard for me to promise any significant amount of money at the moment.,Personal Choice-Empowerment,Information Inquiry-Contesting
304,9,1,I would be interested in donating five cents.,Not-a-strategy,Information Inquiry-Contesting
305,9,1,I could definitely do that.,Not-a-strategy,Information Inquiry-Contesting
306,9,1,Sorry I can't donate more :(,Not-a-strategy,Information Inquiry-Contesting
307,0,1,wow that is neat,Not-a-strategy,Information Inquiry-Contesting
308,1,1,that sounds expensive,Personal Choice-Empowerment,Information Inquiry-Contesting
309,2,1,how much do you give,Not-a-strategy,Information Inquiry-Contesting
310,3,1,ok how ill give that much,Not-a-strategy,Information Inquiry-Contesting
311,4,1,ok great im in,Not-a-strategy,Information Inquiry-Contesting
312,5,1,about thousand dollars at least,Not-a-strategy,Information Inquiry-Contesting
313,6,1,ok ill give that,Not-a-strategy,Information Inquiry-Contesting
314,7,1,oh at least a thousand,Counter Argumentation-Contesting,Information Inquiry-Contesting
315,8,1,"yes, in fact ill most likely give ten thousand",Counter Argumentation-Contesting,Information Inquiry-Contesting
316,9,1,oh thats good,Not-a-strategy,Information Inquiry-Contesting
317,0,1,I am good.,Not-a-strategy,Information Inquiry-Contesting
318,0,1,How are you?,Not-a-strategy,Information Inquiry-Contesting
319,1,1,I understand that.,Not-a-strategy,Information Inquiry-Contesting
320,1,1,So tell me about this charity.,Hesitance-Hesitance,Information Inquiry-Contesting
321,2,1,I'm not sure that I have.,Not-a-strategy,Information Inquiry-Contesting
322,3,1,What kind of work do they do?,Hesitance-Hesitance,Information Inquiry-Contesting
323,4,1,"Ok, that sounds good.",Not-a-strategy,Information Inquiry-Contesting
324,4,1,How do I know it is a legitimate charity?,Information Inquiry-Contesting,Information Inquiry-Contesting
325,5,1,That's good to know.,Not-a-strategy,Information Inquiry-Contesting
326,5,1,How long have they been around?,Hesitance-Hesitance,Information Inquiry-Contesting
327,6,1,That's pretty impressive.,Not-a-strategy,Information Inquiry-Contesting
328,7,1,I just can't see doing that.,Self Pity-Empowement,Information Inquiry-Contesting
329,8,1,I understand that.,Not-a-strategy,Information Inquiry-Contesting
330,8,1,"But, I choose my own charities independently.",Self Assertion-Empowerment,Information Inquiry-Contesting
331,9,1,"Ok, you too!",Not-a-strategy,Information Inquiry-Contesting
332,0,1,I think I would be willing to donate a portion.,Not-a-strategy,Information Inquiry-Contesting
