,Turn,Speaker,Text,True,Pred
200,2,1,"Oh, it's 1 for 10, but if you want multiple we can sell at a discount for bulk",Personal Choice-Empowerment,Self Assertion-Empowerment
201,2,0,"Thanks but I only need the one battery. And since this is an older model, would you accept $5 for it?",Counter Argumentation-Contesting,Self Assertion-Empowerment
202,3,1,"No, we need 8 to at least break even",Hesitance-Hesitance,Self Assertion-Empowerment
203,3,0,If I pay $8 can you throw in a phone case?,Personal Choice-Empowerment,Self Assertion-Empowerment
204,4,1,"Oh, yes I have a spare right here.",Not-a-strategy,Self Assertion-Empowerment
205,4,0,That sounds good. I'll take it for $8,Not-a-strategy,Self Assertion-Empowerment
206,0,0,Hello is the Kia Rio still available?,Not-a-strategy,Self Assertion-Empowerment
207,0,1,"Yes, it is. I am selling it for $3500.",Not-a-strategy,Self Assertion-Empowerment
208,1,0,I can offer 2700.00,Hesitance-Hesitance,Self Assertion-Empowerment
209,1,1,"That is a too low. The car has very low miles on it, and it has always been serviced at the dealer.",Counter Argumentation-Contesting,Self Assertion-Empowerment
210,2,0,Yes but it is only a kia and is 13 years old.,Counter Argumentation-Contesting,Self Assertion-Empowerment
211,2,1,"True, but it is in great condition. The title is clean, and it has never been in an accident. I will be willing to sell it for $3000.",Counter Argumentation-Contesting,Self Assertion-Empowerment
212,3,0,2900 and we have a deal.,Self Assertion-Empowerment,Self Assertion-Empowerment
213,3,1,$2950 and I will even drive it to you.,Personal Choice-Empowerment,Self Assertion-Empowerment
214,4,0,with a full tank of gas?,Personal Choice-Empowerment,Self Assertion-Empowerment
215,4,1,Why not? It even had an oil change last week.,Not-a-strategy,Self Assertion-Empowerment
216,0,1,Hello,Not-a-strategy,Self Assertion-Empowerment
217,0,0,Hello there. I was wondering if I would be able to stop by and check this house out to see the inside,Information Inquiry-Contesting,Self Assertion-Empowerment
218,1,1,"Sure, you can come by anytime after 1 pm tomorrow. How much are you hoping to spend on this?",Not-a-strategy,Self Assertion-Empowerment
219,1,0,"I am looking to pay around 1350, are you willing to lower the price you are asking?",Hesitance-Hesitance,Self Assertion-Empowerment
220,2,1,"Yes, but 1350 seems a bit too much for me to lower it. Does 2300 work for you?",Hesitance-Hesitance,Self Assertion-Empowerment
221,2,0,"Well it is fully furnished, right?",Information Inquiry-Contesting,Self Assertion-Empowerment
222,3,1,Yes it is. It also has Comcast cable with all channels and you get house cleaning twice per month.,Counter Argumentation-Contesting,Self Assertion-Empowerment
223,3,0,Okay that is a lot so I would be good with paying 2300,Not-a-strategy,Self Assertion-Empowerment
224,4,1,"Okay. So, do we have a deal?",Not-a-strategy,Self Assertion-Empowerment
225,4,0,Yup!,Not-a-strategy,Self Assertion-Empowerment
226,5,1,Good doing business with you.,Not-a-strategy,Self Assertion-Empowerment
227,0,1,"Hello, interest in my bike?",Not-a-strategy,Self Assertion-Empowerment
228,0,0,Hey hows it going i have interest,Not-a-strategy,Self Assertion-Empowerment
229,1,1,I'm asking $250 but the price is negotiable,Not-a-strategy,Self Assertion-Empowerment
230,1,0,OK Thats good to hear. I really like the bike but i think $250 would have been a fair price about 5 years ago :/,Counter Argumentation-Contesting,Self Assertion-Empowerment
231,2,1,"Lol  hey!  vintage is in!!  Ok, since you're being a good sport how does 200 sound?",Hesitance-Hesitance,Self Assertion-Empowerment
232,2,0,"its a little bit out of my price range still, I really need the bike to get to my new job. I have $125 to spare but i can walk to pick it up from you if that helps?? We are about a 45 minute drive but if you can get it to me for 125 ill cut your grass when i pick it up",Personal Choice-Empowerment,Self Assertion-Empowerment
233,3,1,"I'm in a condo, it's already taken care of but nice of you to offer.  You're killing me!!  The lowest I can go is $150",Hesitance-Hesitance,Self Assertion-Empowerment
234,3,0,I might be able to do 150 but i will have to ask my new boss to loan me the money :/ it would be great if you could help me out and I will pay it forward in the future to a stranger :),Self Pity-Empowement,Self Assertion-Empowerment
235,4,1,"You know what, I really appreciate what you're saying but this is a great bike and I'm already losing by selling it for $150.  I have to get $150.  Stop breaking my heart!!",Self Pity-Empowement,Self Assertion-Empowerment
236,4,0,"Ahh make me one more compromise, i know im the worst. i can scrounge an extra 15 up, how about 140?",Self Pity-Empowement,Self Assertion-Empowerment
237,5,1,ok you drive a hard bargain.  please remember to pay it forward.  $140 - sold to the whinney person over there!  lol,Not-a-strategy,Self Assertion-Empowerment
238,5,0,"You are the best :) Thank you this is super helpful for me, see you soon!",Not-a-strategy,Self Assertion-Empowerment
239,0,1,"Hello, are you interested in leasing my apartment?",Not-a-strategy,Self Assertion-Empowerment
240,0,0,Yes.  I would like to know something about it.  What's the sq ft and how many bedrooms?,Information Inquiry-Contesting,Self Assertion-Empowerment
241,1,1,"sure.  1 bdrm, 1 bath approx. 65 sq ft",Not-a-strategy,Self Assertion-Empowerment
242,1,0,65 sq ft?  Is it more like a studio?,Information Inquiry-Contesting,Self Assertion-Empowerment
243,2,1,sorry...that s/h been 565.  This is an excellent apartment complex.  Too many amenities to list but I will guarantee you would find everything you are looking for here.,Not-a-strategy,Self Assertion-Empowerment
244,2,0,The price is a little high for me?  Would you be willing to come down?,Hesitance-Hesitance,Self Assertion-Empowerment
245,3,1,I understand.  I can come down a little but I will not be able to honor the $500 off move in.  What price range did you have in mind?,Not-a-strategy,Self Assertion-Empowerment
246,3,0,"$1500.  Of course, if utilities are covered and there is a gym and a pool, I could go a bit higher.",Personal Choice-Empowerment,Self Assertion-Empowerment
247,4,1,"Well, we have 2 pools, a beautifully lit tennis court, and fitness center and free wi-fi in the common area.  The apartment has a/c, central heat, private patios or balconies with views of the East Bay hills.  Location is ideal - close to local shopping and dining and easy commute to local business centers and the BART station.  I can accept $2000",Counter Argumentation-Contesting,Self Assertion-Empowerment
248,4,0,You have me convinced.  I will go $2000.,Not-a-strategy,Self Assertion-Empowerment
249,5,1,Great.  Can you stop over this evening and sign a lease?,Not-a-strategy,Self Assertion-Empowerment
250,0,0,"Hello, I'm am interested in your apartment.",Not-a-strategy,Self Assertion-Empowerment
251,0,1,It's a great place!,Not-a-strategy,Self Assertion-Empowerment
252,1,0,It looks nice. I am on a budget can we negotiate.,Not-a-strategy,Self Assertion-Empowerment
253,1,1,"sure, what did you have in mind?",Not-a-strategy,Self Assertion-Empowerment
254,2,0,I would like to spend about $1037.00 for your apartment.,Hesitance-Hesitance,Self Assertion-Empowerment
255,2,1,"Sorry, that is way lower than my asking price. We need to come a bit on that.",Hesitance-Hesitance,Self Assertion-Empowerment
256,3,0,Does your price include water and trash?,Information Inquiry-Contesting,Self Assertion-Empowerment
257,3,1,"Yea, it does. And central air and heating.",Not-a-strategy,Self Assertion-Empowerment
258,4,0,"Oh great, does $1800.00 work for you?",Hesitance-Hesitance,Self Assertion-Empowerment
259,4,1,I can do $1950 and offer my patio furniture to go with the apartment?,Personal Choice-Empowerment,Self Assertion-Empowerment
260,5,0,"Thats great, thank you.",Not-a-strategy,Self Assertion-Empowerment
261,0,1,Hi! You were interested in the Ranger?,Not-a-strategy,Self Assertion-Empowerment
262,0,0,"It looks nice, but I really don't think it's worth what you're asking.",Source Derogation-Contesting,Self Assertion-Empowerment
263,1,1,"How come? It was very well maintained through our company, everything runs perfect on it. Just like new.",Not-a-strategy,Self Assertion-Empowerment
