,Index,User,Text,Face acts
288,C_3cfdfad9aa444a089c7dab41dcb15a4d,1,ok 85 is finr,
289,C_3cfdfad9aa444a089c7dab41dcb15a4d,0,Thank you so much!,
369,C_99cb68a1ab614e759675c87c9b3735fa,1,you have good taste in cars my friend,
370,C_99cb68a1ab614e759675c87c9b3735fa,0,"Hi there, I am interested in making a deal on your car.",
371,C_99cb68a1ab614e759675c87c9b3735fa,1,"I know you are, it's so nice. I'm not really willing to negotatie on the price however",
372,C_99cb68a1ab614e759675c87c9b3735fa,0,Well that does not look hopeful. I was hoping to get a great deal somewhere around 16000.,
373,C_99cb68a1ab614e759675c87c9b3735fa,1,"WOAH, I'm insulted",
374,C_99cb68a1ab614e759675c87c9b3735fa,0,I am just on a tight budget.,
375,C_99cb68a1ab614e759675c87c9b3735fa,1,Well that's not my problem buddy. I need a real buyer not a joker like u,
376,C_99cb68a1ab614e759675c87c9b3735fa,0,I am a real buyer. Is there some incentive or extra you can offer if I can come up in price?,
377,C_99cb68a1ab614e759675c87c9b3735fa,1,"i'll take it to thecar wash and get the oil changed, but i'm firm on the price",
378,C_99cb68a1ab614e759675c87c9b3735fa,0,can you deliver to another city? one that is 35 miles away?,
379,C_99cb68a1ab614e759675c87c9b3735fa,1,that's no problem at all if you pay full price,
380,C_99cb68a1ab614e759675c87c9b3735fa,0,"I think the max I can manage is 23,000.",
381,C_99cb68a1ab614e759675c87c9b3735fa,1,"brah, that's too low. don't waste my time mang",
382,C_99cb68a1ab614e759675c87c9b3735fa,0,"alright, looks like we are at an impasse. Juts too high a price for me.",
451,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,0,I'm interested in your hutch.  Will you take $200?,
452,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,1,"no, that's way too low, brand new it would be 2000 and yeah, it's not brand new but still",
453,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,0,"$2000 from Costco?  You need to stay out of that place, you got robbed.  I'm willing to go up to $225 because my mom needs a new desk soon.",
454,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,1,"it's been very well taken care of, you wouldn't even know it was used how about 600 and I'll even help you move it to your vehicle",
455,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,0,I will take it for $300 if you throw in that printer too.,
456,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,1,"ahhh man, you hear that breaking sound?  that's my balls, man!  come on.. how about five hundred, and yeah, I throw in the printer.",
457,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,0,"Alright, $325.  Printer, all the books and the wires hanging in the back.  Do you have a computer chair>",
458,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,1,"sorry, man the books I need... and the chair stays how about the hutch and the printer.. 400.  that's my final offer",
459,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,0,"$375, printer, hutch and you help loading?",
460,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,1,"fine... I gotta your robbing me blind.  My kids will have to tighten their belts for the next week with all the money you're stealing from me.  but yeah, I'll do it",
461,C_bbd4de0076cb4d7bb4cc8f4bb9afbf98,0,Pleasure doing business with you.  Give your kids my regards.,
515,C_e36c33135f83420283024f68afc6f48f,1,Hi are you interested in a flip phone,
516,C_e36c33135f83420283024f68afc6f48f,0,"Yes, is there anything wrong with the phone, perhaps that you could describe in detail?",
517,C_e36c33135f83420283024f68afc6f48f,1,Nothing n g wrong with it.  It's a Samsung hands-free unit still in the box.,
518,C_e36c33135f83420283024f68afc6f48f,0,"Okay, so huw much do you want for the phone?",
519,C_e36c33135f83420283024f68afc6f48f,1,"Well,,it's the  D406 and its unlocked, so I would like $39.00",
520,C_e36c33135f83420283024f68afc6f48f,0,That's pretty steep. I'd be willing to pay more like $25.,
521,C_e36c33135f83420283024f68afc6f48f,1,It's just below listing price for this model and its brand new. It has accessories and a belt/cider clip I'm throwing in.  $25 is just too low,
522,C_e36c33135f83420283024f68afc6f48f,0,"Well, if you'll provide free shipping I'd pay $33.",
523,C_e36c33135f83420283024f68afc6f48f,1,I could do $35 and free shipping,
524,C_e36c33135f83420283024f68afc6f48f,0,"I can agree to that, $35 sounds fine.",
525,C_e36c33135f83420283024f68afc6f48f,1,Great,
634,C_224d171b6e864e6fb8cb31dcb1e292c3,1,This mirror is in brand new condition and it is stunning,
635,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Brand new? Your listing said you got it from a previous owner, and that it's vintage?",
636,C_224d171b6e864e6fb8cb31dcb1e292c3,1,"That is true, but it has been kept in brand new condition. I got it from the owner who kept it brand new, and I haven't done anything to damage it at all!",
637,C_224d171b6e864e6fb8cb31dcb1e292c3,0,Is there anything wrong with the mirror?,
638,C_224d171b6e864e6fb8cb31dcb1e292c3,1,Nothing at all.,
639,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Well, then why do you want to sell it?",
640,C_224d171b6e864e6fb8cb31dcb1e292c3,1,I don't have anywhere to put it and it is just sitting around,
641,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Okay, well, I guess I would offer $125 for the mirror.",
642,C_224d171b6e864e6fb8cb31dcb1e292c3,1,For a mirror like this in its great condition that is too low. I'd like at least 180 for it.,
643,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"$180? For that I could buy 3 copies of The Legend of Zelda: Breath of the Wild, the true mirror into the soul of man. The most I would go is $140.",
644,C_224d171b6e864e6fb8cb31dcb1e292c3,1,I'm sorry if you cannot go any higher I am going to have to pass on your offer. It may seem a bit much but it is really a great deal.,
645,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Okay, I'll settle at $175, and I'll come by your house tonight to pick it up?",
646,C_224d171b6e864e6fb8cb31dcb1e292c3,1,That is a deal I'm for!,
647,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Okay, I'll be by your house around midnight with a paper sack full of crumpled up cash.",
685,C_e2d8a4747960435499418ec7977657dc,0,Hello.,
686,C_e2d8a4747960435499418ec7977657dc,1,Hello,
687,C_e2d8a4747960435499418ec7977657dc,0,"I'm interested in this table, are there any problems with it?",
688,C_e2d8a4747960435499418ec7977657dc,1,No it is in like new shape.,
689,C_e2d8a4747960435499418ec7977657dc,0,"Well, I suppose I'd like to buy it, I'd offer $45 for a used Ikea table.",
690,C_e2d8a4747960435499418ec7977657dc,1,I am sorry I can't take that low that is less then half. I hardly used the table.,
691,C_e2d8a4747960435499418ec7977657dc,0,"Well, what would you consider a reasonable price?",
692,C_e2d8a4747960435499418ec7977657dc,1,$75.00,
693,C_e2d8a4747960435499418ec7977657dc,0,"I don't know, I only want the table for the melamine table top, and I can buy a brand new one from Ikea for only",
694,C_e2d8a4747960435499418ec7977657dc,1,I mean it is up to you. It is nice. It is already put together. Just put in your vehicle and go.,
695,C_e2d8a4747960435499418ec7977657dc,0,"Well, I'll come to your house tonight, and pick it up, for $70.",
696,C_e2d8a4747960435499418ec7977657dc,1,That sounds good.,
697,C_e2d8a4747960435499418ec7977657dc,0,"Okay, sounds good to me too, I'll be at your house tonight.",
698,C_e2d8a4747960435499418ec7977657dc,1,Great,
716,C_20ff096eb19e48a3ad18ac9d868ed0df,1,"Hey there, I hear you're interested in my listing.",
717,C_20ff096eb19e48a3ad18ac9d868ed0df,0,Yes,
718,C_20ff096eb19e48a3ad18ac9d868ed0df,1,"So what do you think of the price? Honestly I'm quite low-balling it here, it's a vintage classic, but I need the space!",
719,C_20ff096eb19e48a3ad18ac9d868ed0df,0,What's the lowest u can go,
720,C_20ff096eb19e48a3ad18ac9d868ed0df,1,I could drop about 10%. How does $3105 sound?,
721,C_20ff096eb19e48a3ad18ac9d868ed0df,0,Is there anything wrong with it,
722,C_20ff096eb19e48a3ad18ac9d868ed0df,1,"The body is antique, but solid metal so no issues. The rest is practically new, and it rides like a beauty.",
723,C_20ff096eb19e48a3ad18ac9d868ed0df,0,Do you accept trades,
724,C_20ff096eb19e48a3ad18ac9d868ed0df,1,"I'm looking for cash only, unfortunately. Just making space.",
725,C_20ff096eb19e48a3ad18ac9d868ed0df,0,Will you accept 2622,
726,C_20ff096eb19e48a3ad18ac9d868ed0df,1,I can't drop that low unfortunately.,
727,C_20ff096eb19e48a3ad18ac9d868ed0df,0,Is there any extras that come with it,
728,C_20ff096eb19e48a3ad18ac9d868ed0df,1,"Nope, I'm just selling the bike, though it is autographed by the 1990 Russian Olympic Team. Will you do $3100?",
729,C_20ff096eb19e48a3ad18ac9d868ed0df,0,Can you do 2900,
730,C_20ff096eb19e48a3ad18ac9d868ed0df,1,"I can do $3000, let's split it down the middle, shall we?",
731,C_20ff096eb19e48a3ad18ac9d868ed0df,0,Sure,
732,C_20ff096eb19e48a3ad18ac9d868ed0df,1,"Great, sending my offer. Enjoy your day! I'll get back to my Turkey.",
775,C_b992b45e882c42a891e52b5487d561bc,0,Hey I like this mirror. Is it in good condition? Any knicks?,
776,C_b992b45e882c42a891e52b5487d561bc,1,Hello,
777,C_b992b45e882c42a891e52b5487d561bc,1,"It is in good condition, very little wear",
778,C_b992b45e882c42a891e52b5487d561bc,0,Okay sounds good. How biig is it?,
779,C_b992b45e882c42a891e52b5487d561bc,1,27 1/2 inches wide,
780,C_b992b45e882c42a891e52b5487d561bc,0,Decent size. I'll give you $12 for it.,
781,C_b992b45e882c42a891e52b5487d561bc,1,"I bought it for $35 , how about 23?",
782,C_b992b45e882c42a891e52b5487d561bc,0,But it is used. How about $15?,
783,C_b992b45e882c42a891e52b5487d561bc,1,17 and it's yours,
784,C_b992b45e882c42a891e52b5487d561bc,0,Okay 17 it is. I'l  pick it up today.,
785,C_b992b45e882c42a891e52b5487d561bc,1,Thanks! I'll be here!,
808,C_ccb2171d5ef14cf4ae2e6823b937c2ce,0,Hey there.,
809,C_ccb2171d5ef14cf4ae2e6823b937c2ce,1,Hello how are you?,
810,C_ccb2171d5ef14cf4ae2e6823b937c2ce,0,Good and yourself?,
811,C_ccb2171d5ef14cf4ae2e6823b937c2ce,1,Fine thanks.,
812,C_ccb2171d5ef14cf4ae2e6823b937c2ce,0,Great! I'm looking to buy your dictionary dataplus. I think $75 is more than I'm willing to pay.,
813,C_ccb2171d5ef14cf4ae2e6823b937c2ce,1,It is in excellent working condition.,
814,C_ccb2171d5ef14cf4ae2e6823b937c2ce,0,It is a used item though and is missing the manual. Would you be prepared to go down to $50?,
815,C_ccb2171d5ef14cf4ae2e6823b937c2ce,1,I don't think I could go quite that low. I think $60 is probably the lowest I could go.,
816,C_ccb2171d5ef14cf4ae2e6823b937c2ce,0,What about $57?,
817,C_ccb2171d5ef14cf4ae2e6823b937c2ce,1,Ok I could do $57.,
982,C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"Hi, I'm interested in the 2001 Rav 4",
983,C_ee168e609e9a4f0dabfccbad56f2dcdd,1,It is a great car. It runs great. I'm asking $4000.,
984,C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"That's way out of my budget, plus it seems a bit steep for such an old car.",
985,C_ee168e609e9a4f0dabfccbad56f2dcdd,1,"It may be old, but it runs great. Has lower mileage and a clean title.",
986,C_ee168e609e9a4f0dabfccbad56f2dcdd,0,Why are you selling it?,
987,C_ee168e609e9a4f0dabfccbad56f2dcdd,1,I'm going to get a motorcycle instead. How much are you willing to pay?,
988,C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"I'm very interested, but it's out of my price point. I'd like to pay around 2,500 for my next car.",
989,C_ee168e609e9a4f0dabfccbad56f2dcdd,1,"You can't get a car like this for that low. I checked the Blue Book, and what I'm asking is right in range. I'll tell you what. I have a friend who is a mechanic. If you give me $3500, I'll have him check it out for you for free.",
990,C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"I could go up to $3,000",
991,C_ee168e609e9a4f0dabfccbad56f2dcdd,1,How about $3400?,
992,C_ee168e609e9a4f0dabfccbad56f2dcdd,0,"Believe me, I wish I had that much saved. The absolute highest I could go is $3,200",
993,C_ee168e609e9a4f0dabfccbad56f2dcdd,1,"No, too low. I'm close to the Blue Book value. If you pay $3400 and something goes wrong in the next three months, I'll refund your money. You rarely get a warranty like tha!",
1082,C_0ce36462b7624bbbb4e2c0239aafa2e5,0,"Hello, I'm very interested in the vehicle you have for sale",
1083,C_0ce36462b7624bbbb4e2c0239aafa2e5,1,"Great, it is an awesome truck I would trust it to drive anywhere.",
1084,C_0ce36462b7624bbbb4e2c0239aafa2e5,0,Are you willing to take less than the asking price?,
1085,C_0ce36462b7624bbbb4e2c0239aafa2e5,1,"I am willing to go down some, what are you thinking?",
1086,C_0ce36462b7624bbbb4e2c0239aafa2e5,0,I'm willing to make you an offer,
1087,C_0ce36462b7624bbbb4e2c0239aafa2e5,1,What is your offer?,
1088,C_0ce36462b7624bbbb4e2c0239aafa2e5,0,"$11,020.00",
1089,C_0ce36462b7624bbbb4e2c0239aafa2e5,1,"That is very low, can you come up to 13000.00",
1090,C_0ce36462b7624bbbb4e2c0239aafa2e5,0,I would be willing to go up to 12500,
1091,C_0ce36462b7624bbbb4e2c0239aafa2e5,1,OK I will accept that,
1092,C_0ce36462b7624bbbb4e2c0239aafa2e5,0,Good deal! Thank you,
1104,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,This is a beautiful place and I think you'd really like it.,
1105,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,It looks super close to the neighbors.,
1106,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,"It is just like other neighborhoods. Not too close, but not a big distance apart.",
1107,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,Original hardwood?  Was it actually refinished or was espresso spilled (splashed) on it?  I'm thinking the later with no pictures inside.,
1108,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,"I can certainly send you inside pictures, or you could stop by the see it before you pay.",
1109,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,The yard is also very poorly maintained... Are you willing to take 1200?,
1110,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,No for the area this is in that is too low.,
1111,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,If you reseed the lawn I can go 1300,
1112,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,I am not willing to go below 2000 for this,
1113,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,"That's just not going to work.  Reseed the lawn, tear out the awful plant up front, and show me it first and I'll give you 1800.",
1114,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,I'm sorry that is just too low for this house. I'd be able to all that for you but only for the price of 2000,
1115,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,1900 and paint the door red too.  Final offer.,
1132,C_ee1c477c477a41a385c29cbaeb239e1a,1,"Hello, I'm selling a king bed with boxspring, matress, and headboard",
1133,C_ee1c477c477a41a385c29cbaeb239e1a,0,Is there any kinds of stains or anything on it?,
1134,C_ee1c477c477a41a385c29cbaeb239e1a,1,absolutely none,
1135,C_ee1c477c477a41a385c29cbaeb239e1a,0,As much as I really need this 900 seems too high for me.,
1136,C_ee1c477c477a41a385c29cbaeb239e1a,1,I think 900 sounds fair. I'm including a waterproof hypoallergenic protective mattress cover thats new.,
1137,C_ee1c477c477a41a385c29cbaeb239e1a,0,I can really only afford to pay 550 for this at this time,
1138,C_ee1c477c477a41a385c29cbaeb239e1a,1,550 is much much to low. This is less than a year old. I'm including everything. A each would be worth several hundred dollars seperately. I can go 875,
1139,C_ee1c477c477a41a385c29cbaeb239e1a,0,I just can't justify that when I could get a brand new one for that much.,
1140,C_ee1c477c477a41a385c29cbaeb239e1a,1,This was more than a thousand originally. how about 800. Lowest I can go. The headboard was custon ordered.,
1141,C_ee1c477c477a41a385c29cbaeb239e1a,0,Could you throw in a blanket and a pillow?,
1142,C_ee1c477c477a41a385c29cbaeb239e1a,1,I could do that.,
1143,C_ee1c477c477a41a385c29cbaeb239e1a,0,Then I will make that deal with you for 800,
1144,C_ee1c477c477a41a385c29cbaeb239e1a,1,Alright.,
1157,C_a9aa017d57aa49919d66922d0d2c1e80,0,Hello?,
1158,C_a9aa017d57aa49919d66922d0d2c1e80,1,Hi! I'm selling this for just 110,
1159,C_a9aa017d57aa49919d66922d0d2c1e80,0,"I think I want to buy it, but I need a lower price",
1160,C_a9aa017d57aa49919d66922d0d2c1e80,1,How much lower?,
1161,C_a9aa017d57aa49919d66922d0d2c1e80,0,how about 80,
1162,C_a9aa017d57aa49919d66922d0d2c1e80,1,That's too low. This is NEW and very hard to find.,
1163,C_a9aa017d57aa49919d66922d0d2c1e80,0,Yes but they also are not the safest to use and they are quite old,
1164,C_a9aa017d57aa49919d66922d0d2c1e80,1,Fair point. How about 90,
1165,C_a9aa017d57aa49919d66922d0d2c1e80,0,85 and its a done deal. I have cash in hand.,
1166,C_a9aa017d57aa49919d66922d0d2c1e80,1,Okay pay 85 today and it's yours!,
1167,C_a9aa017d57aa49919d66922d0d2c1e80,0,Thank you!,
1198,C_21fd32f74fcb49fbaa7dcc8adeb35132,0,What color is this house?,
1199,C_21fd32f74fcb49fbaa7dcc8adeb35132,1,"Hi, I'm selling this house for $1900",
1200,C_21fd32f74fcb49fbaa7dcc8adeb35132,0,And what color is it?,
1201,C_21fd32f74fcb49fbaa7dcc8adeb35132,1,"It's a lovely beige, but takes paint very well",
1202,C_21fd32f74fcb49fbaa7dcc8adeb35132,0,I'd like to pay 1740 for this and do the lawn myself.,
1203,C_21fd32f74fcb49fbaa7dcc8adeb35132,1,"The hous includes a patio, and the price is low as it is. I can do 1800 but no lower",
1204,C_21fd32f74fcb49fbaa7dcc8adeb35132,0,Is there a grill provided?,
1205,C_21fd32f74fcb49fbaa7dcc8adeb35132,1,I'm afraid there is no grill,
1206,C_21fd32f74fcb49fbaa7dcc8adeb35132,0,Then how about 1780,
1207,C_21fd32f74fcb49fbaa7dcc8adeb35132,1,"1780 is fine, please submit an application to make an offer.  We do not accept offers 15 minutes before lunch, availability and terms and prices are submit to change without notice.",
1259,C_be47a0af664a4cd096a270631bf03b8e,1,"Hi there, how are you today?",
1260,C_be47a0af664a4cd096a270631bf03b8e,0,What are the dimensions?,
1261,C_be47a0af664a4cd096a270631bf03b8e,1,"40 by 60 inches . fairly large, in good condition.",
1262,C_be47a0af664a4cd096a270631bf03b8e,0,Does the chair have rollers?,
1263,C_be47a0af664a4cd096a270631bf03b8e,1,"yes, it does/",
1264,C_be47a0af664a4cd096a270631bf03b8e,0,It's bigger than I had wanted but might be able to make it work. Would you take $30?,
1265,C_be47a0af664a4cd096a270631bf03b8e,1,I would be wiling to do $40 with delivery included.,
1266,C_be47a0af664a4cd096a270631bf03b8e,0,I can pick it up but thanks for offering. Best I could do is $32,
1267,C_be47a0af664a4cd096a270631bf03b8e,1,$35and you have adeal.,
1268,C_be47a0af664a4cd096a270631bf03b8e,0,"okay, $35",
1280,C_8512c1dd6ac34e6389b6cb674f5a5444,1,Hello there are you interested in buying this bike?,
1281,C_8512c1dd6ac34e6389b6cb674f5a5444,0,yes i like to buy this bike,
1282,C_8512c1dd6ac34e6389b6cb674f5a5444,1,I'm offering it for 550 and it is in excellent condition,
1283,C_8512c1dd6ac34e6389b6cb674f5a5444,0,man this price is too much for this item,
1284,C_8512c1dd6ac34e6389b6cb674f5a5444,1,Well how much were you thinking?,
1285,C_8512c1dd6ac34e6389b6cb674f5a5444,0,i thinking to but it around 400 to 430,
1286,C_8512c1dd6ac34e6389b6cb674f5a5444,1,How about more like 450?,
1287,C_8512c1dd6ac34e6389b6cb674f5a5444,0,i dont have much how about 430 we can finalize it,
1288,C_8512c1dd6ac34e6389b6cb674f5a5444,1,Could you pay today?,
1289,C_8512c1dd6ac34e6389b6cb674f5a5444,0,cash in hand,
1290,C_8512c1dd6ac34e6389b6cb674f5a5444,1,Deal.,
1291,C_8512c1dd6ac34e6389b6cb674f5a5444,0,thank bro,
1302,C_a82b991bc850450291b669683f57b009,1,Hello,
1303,C_a82b991bc850450291b669683f57b009,0,"Hi, can you tell me if this has all the cords?",
1304,C_a82b991bc850450291b669683f57b009,1,It has many cords,
1305,C_a82b991bc850450291b669683f57b009,0,"But all the correct cords for it to function, right?",
1306,C_a82b991bc850450291b669683f57b009,1,"Oh yes, and more",
1307,C_a82b991bc850450291b669683f57b009,0,would you be willing to take a lower price say $450?,
1308,C_a82b991bc850450291b669683f57b009,1,I might be able to drop it to 475 for you,
1309,C_a82b991bc850450291b669683f57b009,0,You say there are extra cords?,
1310,C_a82b991bc850450291b669683f57b009,1,"Many cords, all of which plug into the various orifices",
1311,C_a82b991bc850450291b669683f57b009,0,okay let's agree at $475 .,
1322,C_96e521ed4152459dbeeb2801206e3e87,0,How are you today?,
1323,C_96e521ed4152459dbeeb2801206e3e87,1,"Hi, I'm great, thanks for asking.",
1324,C_96e521ed4152459dbeeb2801206e3e87,0,Do you know what height the bike is best suited for?,
1325,C_96e521ed4152459dbeeb2801206e3e87,1,The frame is standard for adults. The seat bar and handle bars are fully adjustable based on your height.,
1326,C_96e521ed4152459dbeeb2801206e3e87,0,"I saw you have not ridden it yet, are you sure the tires you out on work well since they are a seprate maker?",
