,Index,User,Text,Face acts
271,C_7e4796a456cc4f839138759450923492,1,"oh you pop LED on it's like a rave in the kids rooms, it's great. they loved it",
272,C_7e4796a456cc4f839138759450923492,0,Great! Although the price that you have mentioned doesn't work for me. Its too pricey for me. What can we do?,
273,C_7e4796a456cc4f839138759450923492,1,I can't really go that much lower but I'll sell it to you for 45,
274,C_7e4796a456cc4f839138759450923492,0,I can do 39 please because that's what I can afford at the moment,
275,C_7e4796a456cc4f839138759450923492,1,that's pretty fair but I just need one more dollar,
276,C_7e4796a456cc4f839138759450923492,0,okay 40 should still work for me? We've got a deal?,
277,C_7e4796a456cc4f839138759450923492,1,"yes, that's perfect",
383,C_31cd3feab8034106a4b1fd1d5ad8978f,0,Hi,
384,C_31cd3feab8034106a4b1fd1d5ad8978f,1,"Hello, I am almost giving this away at only 3000. Its very nice.",
385,C_31cd3feab8034106a4b1fd1d5ad8978f,0,Could you fit a radio on this in the front?,
386,C_31cd3feab8034106a4b1fd1d5ad8978f,1,You sure could. And I will throw in a raido all for 3000,
387,C_31cd3feab8034106a4b1fd1d5ad8978f,0,"That sounds great, how does it ride on cracks and such?",
388,C_31cd3feab8034106a4b1fd1d5ad8978f,1,It ride like its floating on air. Just like a brand new Caddy.,
389,C_31cd3feab8034106a4b1fd1d5ad8978f,0,"Ok I like that, I do not have $300 in my pocket... can you do $2,500?",
390,C_31cd3feab8034106a4b1fd1d5ad8978f,1,I will diliver it to you for 2750,
391,C_31cd3feab8034106a4b1fd1d5ad8978f,0,"sounds great, deal",
392,C_31cd3feab8034106a4b1fd1d5ad8978f,1,deal and enjoy !,
404,C_7afcdecfd29343739cfc487193d32732,0,"yooo, waddup. this looks overpriced especially considering those stains on it",
405,C_7afcdecfd29343739cfc487193d32732,1,"I paid well over $2000, originally . SO I think you are wrong that it is not a good deal.",
406,C_7afcdecfd29343739cfc487193d32732,0,I can see clear in the picture there's some weird stains on that mattress. like whta all did you do on it ?,
407,C_7afcdecfd29343739cfc487193d32732,1,That is the design of the mattress.,
408,C_7afcdecfd29343739cfc487193d32732,0,"that's hard to believe, but I'm willing to work with you anyway cuz my boy cleans matressp rofessionally,and I 'm gonna have to clean this one hard I can tell. I'll give you 105",
409,C_7afcdecfd29343739cfc487193d32732,1,"It really is only normal wear... I think your offer is low. If you can come up closer to the $225, that is much better. Don't forget it is not only the mattress you are getting for that.",
410,C_7afcdecfd29343739cfc487193d32732,0,"i can come up a little bit but not much, you see my child is sick AF and I got her medical bills to keep her alive. I'll give you 110",
411,C_7afcdecfd29343739cfc487193d32732,1,"I am sorry to hear about yoru situation, but I am sellign myself to move back to take care of my own sick family memeber.",
412,C_7afcdecfd29343739cfc487193d32732,0,well I'm so sorry about your situation i guess I can go to 150,
413,C_7afcdecfd29343739cfc487193d32732,1,"alright, deal",
462,C_cdaa38bf048d4a90afddd746ef5af7f3,0,How long have you had the chairs?,
463,C_cdaa38bf048d4a90afddd746ef5af7f3,1,I have had them less then 6 months and they are in great shape.,
464,C_cdaa38bf048d4a90afddd746ef5af7f3,0,"Are there any cracks in the leather, scratches in the crome or any discoloration on the backs?",
465,C_cdaa38bf048d4a90afddd746ef5af7f3,1,No I only used them once and they have been in my office storage since then.,
466,C_cdaa38bf048d4a90afddd746ef5af7f3,0,Great! I noticed the post said you had about 7. Do you know exactly how many you have?,
467,C_cdaa38bf048d4a90afddd746ef5af7f3,1,I have 7 of them and all are immaculate as if never used.,
468,C_cdaa38bf048d4a90afddd746ef5af7f3,0,Is the wood backing dark or light? And is the purple a bright purple or closer to an eggplant shade?,
469,C_cdaa38bf048d4a90afddd746ef5af7f3,1,The wood backing is a medium tone and the purple is more of an eggplant shade.,
470,C_cdaa38bf048d4a90afddd746ef5af7f3,0,Perfect! I don't have a truck. Would you be able to deliver them?,
471,C_cdaa38bf048d4a90afddd746ef5af7f3,1,I can if you are local that would not be a problem.,
472,C_cdaa38bf048d4a90afddd746ef5af7f3,0,Great! I am local.,
473,C_cdaa38bf048d4a90afddd746ef5af7f3,1,I am asking $500 for all 7.,
505,C_c335158e76c4439e80c90d32adb2fa40,0,"Hi, how are the neighbhoors quiet or noisy? I run a business at home so need it not to be loud music and all that jazz",
506,C_c335158e76c4439e80c90d32adb2fa40,1,It is really quiet actually.  It is a laid back area very close to stores.  There are a lot of amenities too.,
507,C_c335158e76c4439e80c90d32adb2fa40,0,"Sounds good, how many rooms are there?",
508,C_c335158e76c4439e80c90d32adb2fa40,1,It is a 3 bedroom.and there is a car wash area so you don't have to leave to go wash your vehicle.,
509,C_c335158e76c4439e80c90d32adb2fa40,0,"Great, I walk every where for now thou. I can pay $1350 that good?",
510,C_c335158e76c4439e80c90d32adb2fa40,1,I cannot do that for this unit.  This is an upscale apartment and while I can negotiate the price I cannot go down that far.  You get a washer and dryer in your unit so no laundry mat.,
511,C_c335158e76c4439e80c90d32adb2fa40,0,what is your lowest you take?,
512,C_c335158e76c4439e80c90d32adb2fa40,1,I can go down to 1800.,
513,C_c335158e76c4439e80c90d32adb2fa40,0,how about $1700 and we got a deal,
514,C_c335158e76c4439e80c90d32adb2fa40,1,Make the deal.,
526,C_e9f6525be24d456eb79083fee0578f0e,1,"Hello, How can I help you today, I understand you are looking for a Cellphone",
527,C_e9f6525be24d456eb79083fee0578f0e,0,"Well, your listing says you can flash an att phone to metro?",
528,C_e9f6525be24d456eb79083fee0578f0e,1,"Ohh yes sorry, Can you please let me know what phone you have and I will be able to give you a more accurate price",
529,C_e9f6525be24d456eb79083fee0578f0e,0,I have a samsung galaxy s8 on att.,
530,C_e9f6525be24d456eb79083fee0578f0e,1,"Okay, thankfully I have a promo going on so with a $15 tech fee - we can apply the same base price to all phones.  - This might sound fishy, however with the newest technology phones, aka - s8 in your case , We have invested heavily, we are not cashing in on this, the added cost is just to pay for the labor.",
531,C_e9f6525be24d456eb79083fee0578f0e,0,"Well, what unlocker do you use on this year's samsung phones?",
532,C_e9f6525be24d456eb79083fee0578f0e,1,"I can not provide this, as we use inhouse code. The issue here - is that we do not exactly cover the s8 for this price as you see in the ad. However it is at your own risk, as new model phones are still a bit on the frontier",
533,C_e9f6525be24d456eb79083fee0578f0e,0,How do you bypass esn/imei blacklisting? Do you drop in a new stolen chip or do you use a tunneling electron microscope to physically burnin,
534,C_e9f6525be24d456eb79083fee0578f0e,1,"I can not specifically tell you our methods, as it is the only reason we are in business, If you would like to go elsewhere please feel no pressure. However if you would like to precede please do let me know, we can continue for 65 dollars, plus tax",
535,C_e9f6525be24d456eb79083fee0578f0e,0,The best I can do is $45.,
536,C_e9f6525be24d456eb79083fee0578f0e,1,"Okay, however can I net 30 you the cost of supplies ?",
537,C_e9f6525be24d456eb79083fee0578f0e,0,"Okay, I'll accept your offer.",
538,C_e9f6525be24d456eb79083fee0578f0e,1,before you accept this please understand the cost of supplies is 11 dollars,
539,C_e9f6525be24d456eb79083fee0578f0e,0,"Okay, sounds good.",
540,C_e9f6525be24d456eb79083fee0578f0e,1,Deal - 56 dollars is the final deal,
541,C_6a53f33798c2426b9c7a7212deed7024,0,Hello I am really interested in this product,
542,C_6a53f33798c2426b9c7a7212deed7024,1,That's great. I'm interested in selling it to you.,
543,C_6a53f33798c2426b9c7a7212deed7024,0,How old is it?,
544,C_6a53f33798c2426b9c7a7212deed7024,1,"The iphone 5 was first released in 2012, but I guess I don't remember when I bought it? It's almost like I would have remembered if I had thought to write it down in the product description. Oh well.",
545,C_6a53f33798c2426b9c7a7212deed7024,0,"Thank you for the information. However, the price is too high for me. can we work on it?",
546,C_6a53f33798c2426b9c7a7212deed7024,1,"Yes, I suppose we can negotiate. Let's negotiate, that's what I always say.",
547,C_6a53f33798c2426b9c7a7212deed7024,0,I can pay about $82 for it,
548,C_6a53f33798c2426b9c7a7212deed7024,1,"Well, that's a pretty attractive offer. Now we just need to decide where to do the deal. Would you like to meet up in a Tmobile store or would you rather meet up at a gas station?",
549,C_6a53f33798c2426b9c7a7212deed7024,0,Gas station works really well for me. Thanks for the options. When can we do that?,
550,C_6a53f33798c2426b9c7a7212deed7024,1,"Well, I always think it's best to wait until it's really dark and spooky to meet up at a gas station, maybe we can meet up at midnight, exchange the phone and just see where the night takes us from there. Maybe get some slurpees from the gas station?",
551,C_6a53f33798c2426b9c7a7212deed7024,0,Okay I think we're done with the deal and will meet up tomorrow then! Thanks,
552,C_6a53f33798c2426b9c7a7212deed7024,1,"Great, looking forward to meeting you in a gas station.",
593,C_4a863cab3d58495fb226a6ac7e8ae405,1,Hi are you interested in the house?,
594,C_4a863cab3d58495fb226a6ac7e8ae405,0,"Yes, I am.",
595,C_4a863cab3d58495fb226a6ac7e8ae405,1,Great do you have any questions about it?,
596,C_4a863cab3d58495fb226a6ac7e8ae405,0,"Well, do you know how many square feet it is?",
597,C_4a863cab3d58495fb226a6ac7e8ae405,1,I don't exactly know the square feet but I can definitely let you know that ASAP.,
598,C_4a863cab3d58495fb226a6ac7e8ae405,0,"Sure. Seems like the sort of thing somebody renting a house would know, but I guess you must have just forgot to fill it in on the listing. Anyway, are there any problems with the house, besides the fact that it's right next to the freeway?",
599,C_4a863cab3d58495fb226a6ac7e8ae405,1,"Yes, I will definitely put that on the list its definitely missing that information. Thanks for pointing that out to me. No, there are no problems with the house at all. It is very well located and the area is great!",
600,C_4a863cab3d58495fb226a6ac7e8ae405,0,"Well, then let's get down to brass tacks. I see you listed it at $1000, but I think we can come to a better price for both of us.",
601,C_4a863cab3d58495fb226a6ac7e8ae405,1,Sure I am all here to negotiate so we both are happy! Go ahead!,
602,C_4a863cab3d58495fb226a6ac7e8ae405,0,"Well, how about $800",
603,C_4a863cab3d58495fb226a6ac7e8ae405,1,That's acceptable to me! When can we sign the deal?,
604,C_4a863cab3d58495fb226a6ac7e8ae405,0,"Well, how about tonight? Let's meet at the house, maybe check out the bedrooms?",
605,C_4a863cab3d58495fb226a6ac7e8ae405,1,Sure thing tonight it is!,
606,C_4a863cab3d58495fb226a6ac7e8ae405,0,"All right, I'll be the guy in a leather body suit standing out front :)",
634,C_224d171b6e864e6fb8cb31dcb1e292c3,1,This mirror is in brand new condition and it is stunning,
635,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Brand new? Your listing said you got it from a previous owner, and that it's vintage?",
636,C_224d171b6e864e6fb8cb31dcb1e292c3,1,"That is true, but it has been kept in brand new condition. I got it from the owner who kept it brand new, and I haven't done anything to damage it at all!",
637,C_224d171b6e864e6fb8cb31dcb1e292c3,0,Is there anything wrong with the mirror?,
638,C_224d171b6e864e6fb8cb31dcb1e292c3,1,Nothing at all.,
639,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Well, then why do you want to sell it?",
640,C_224d171b6e864e6fb8cb31dcb1e292c3,1,I don't have anywhere to put it and it is just sitting around,
641,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Okay, well, I guess I would offer $125 for the mirror.",
642,C_224d171b6e864e6fb8cb31dcb1e292c3,1,For a mirror like this in its great condition that is too low. I'd like at least 180 for it.,
643,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"$180? For that I could buy 3 copies of The Legend of Zelda: Breath of the Wild, the true mirror into the soul of man. The most I would go is $140.",
644,C_224d171b6e864e6fb8cb31dcb1e292c3,1,I'm sorry if you cannot go any higher I am going to have to pass on your offer. It may seem a bit much but it is really a great deal.,
645,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Okay, I'll settle at $175, and I'll come by your house tonight to pick it up?",
646,C_224d171b6e864e6fb8cb31dcb1e292c3,1,That is a deal I'm for!,
647,C_224d171b6e864e6fb8cb31dcb1e292c3,0,"Okay, I'll be by your house around midnight with a paper sack full of crumpled up cash.",
648,C_66ec90f8a5d348fcaf9972274c2af2f1,1,Please buy this from me I need to get rid of it today!,
649,C_66ec90f8a5d348fcaf9972274c2af2f1,0,"Okay, I'm interested. Is there anything wrong with this sub?",
650,C_66ec90f8a5d348fcaf9972274c2af2f1,1,The only thing wrong with it is that the previous owner was a lying cheating piece of a man.,
651,C_66ec90f8a5d348fcaf9972274c2af2f1,0,"Hmm, so you'd say that your judgement might not be so good?",
652,C_66ec90f8a5d348fcaf9972274c2af2f1,1,Oh my judgement is just fine. This thing is not welcome in my house anymore.,
653,C_66ec90f8a5d348fcaf9972274c2af2f1,0,"Well, if it's that important to get it out of your house fast, I'd be happy to offer $200 right now.",
654,C_66ec90f8a5d348fcaf9972274c2af2f1,1,Well probably is the court says I owe him 400 so I need at least for his garbage so I can pay him.,
655,C_66ec90f8a5d348fcaf9972274c2af2f1,0,"Well, I think if we work together we can come up with a mutually beneficial arrangement.",
656,C_66ec90f8a5d348fcaf9972274c2af2f1,1,Such as?,
657,C_66ec90f8a5d348fcaf9972274c2af2f1,0,"Well, how about I pick up the subwoofer from you tonight, and I'll pay $300 for it.",
658,C_66ec90f8a5d348fcaf9972274c2af2f1,1,That still leaves me 100 short. I really need 400,
659,C_66ec90f8a5d348fcaf9972274c2af2f1,0,"Well, without some other perks I really can't go any higher than $300.",
660,C_66ec90f8a5d348fcaf9972274c2af2f1,1,I'll deliver it to you. And throw him some of his clothes that are hanging around my house.,
661,C_66ec90f8a5d348fcaf9972274c2af2f1,0,What size are the clothes?,
662,C_66ec90f8a5d348fcaf9972274c2af2f1,1,Large,
663,C_66ec90f8a5d348fcaf9972274c2af2f1,0,"Well, okay, if you'll come over here, tonight, with the sub and the clothes, I think we can make a deal at $400.",
664,C_66ec90f8a5d348fcaf9972274c2af2f1,1,Thank you! It is all yours!,
675,C_23c8a092b01644ceb5a5957082d682b2,0,Great place are the utilities included?,
676,C_23c8a092b01644ceb5a5957082d682b2,1,Hey there,
677,C_23c8a092b01644ceb5a5957082d682b2,0,I would be willing to pay $2185 if the utilities are included.,
678,C_23c8a092b01644ceb5a5957082d682b2,1,"$2185 a month, and I'll include free water, sewer, garbage monthly. You'll pay electric and gas heat.",
679,C_23c8a092b01644ceb5a5957082d682b2,0,Would I have to pay pet rent for my ferret?,
680,C_23c8a092b01644ceb5a5957082d682b2,1,"$300 pet deposit, and an additional $20/month, per pet. Ferrets also, have a very distinct musk smell, have had to clean up after a tenant with ferrets moved out.",
681,C_23c8a092b01644ceb5a5957082d682b2,0,I can only afford $2010 in rent if I pay pet rent and pet deposit.,
682,C_23c8a092b01644ceb5a5957082d682b2,1,".... So without your pet, you can afford $2185/month, but WITH the addition of your pet, you want to pay $75/month less rent. What would motivate a landlord to do that?",
683,C_23c8a092b01644ceb5a5957082d682b2,0,I have 800 credit score,
684,C_23c8a092b01644ceb5a5957082d682b2,1,"Thank you for that information, although can you answer my last question?",
685,C_e2d8a4747960435499418ec7977657dc,0,Hello.,
686,C_e2d8a4747960435499418ec7977657dc,1,Hello,
687,C_e2d8a4747960435499418ec7977657dc,0,"I'm interested in this table, are there any problems with it?",
688,C_e2d8a4747960435499418ec7977657dc,1,No it is in like new shape.,
689,C_e2d8a4747960435499418ec7977657dc,0,"Well, I suppose I'd like to buy it, I'd offer $45 for a used Ikea table.",
690,C_e2d8a4747960435499418ec7977657dc,1,I am sorry I can't take that low that is less then half. I hardly used the table.,
691,C_e2d8a4747960435499418ec7977657dc,0,"Well, what would you consider a reasonable price?",
692,C_e2d8a4747960435499418ec7977657dc,1,$75.00,
693,C_e2d8a4747960435499418ec7977657dc,0,"I don't know, I only want the table for the melamine table top, and I can buy a brand new one from Ikea for only",
694,C_e2d8a4747960435499418ec7977657dc,1,I mean it is up to you. It is nice. It is already put together. Just put in your vehicle and go.,
695,C_e2d8a4747960435499418ec7977657dc,0,"Well, I'll come to your house tonight, and pick it up, for $70.",
696,C_e2d8a4747960435499418ec7977657dc,1,That sounds good.,
697,C_e2d8a4747960435499418ec7977657dc,0,"Okay, sounds good to me too, I'll be at your house tonight.",
698,C_e2d8a4747960435499418ec7977657dc,1,Great,
699,C_2baa8d7e38114e7aa3d961f69b7d1360,0,Hello,
700,C_2baa8d7e38114e7aa3d961f69b7d1360,1,How it going,
701,C_2baa8d7e38114e7aa3d961f69b7d1360,0,Good. How about you. How long have you had the chairs?,
702,C_2baa8d7e38114e7aa3d961f69b7d1360,1,3 months,
703,C_2baa8d7e38114e7aa3d961f69b7d1360,0,What condition is the seating in?,
704,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Excellent,
705,C_2baa8d7e38114e7aa3d961f69b7d1360,0,How about the chrome?,
706,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Shiny as ever,
707,C_2baa8d7e38114e7aa3d961f69b7d1360,0,Any chips in the wood>,
708,C_2baa8d7e38114e7aa3d961f69b7d1360,1,No,
709,C_2baa8d7e38114e7aa3d961f69b7d1360,0,Are you willing at all to negotiate?,
710,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Yes,
711,C_2baa8d7e38114e7aa3d961f69b7d1360,0,What is your best offer?,
712,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Make me an offer an see what we can do,
713,C_2baa8d7e38114e7aa3d961f69b7d1360,0,How about $440.,
714,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Deal,
715,C_2baa8d7e38114e7aa3d961f69b7d1360,0,"Great, Sounds good.",
845,C_2aa6898ad2a0491bac67dd1f1666319c,1,my cotton?,
846,C_2aa6898ad2a0491bac67dd1f1666319c,0,Hi how are you?,
847,C_2aa6898ad2a0491bac67dd1f1666319c,1,"I am well, you?",
848,C_2aa6898ad2a0491bac67dd1f1666319c,0,I am fine.,
849,C_2aa6898ad2a0491bac67dd1f1666319c,1,Would you like to rent my cottage for 2k a month?,
850,C_2aa6898ad2a0491bac67dd1f1666319c,0,I have an antique wash bowl.,
851,C_2aa6898ad2a0491bac67dd1f1666319c,1,"My cottage has everything you will need. Sheets, towels, bars downtown. It even has a room outback for someone to stay in. A man cave. Beer drinkers delight!",
852,C_2aa6898ad2a0491bac67dd1f1666319c,0,I can't see you cottage. The item up for me is an antique wash bowl. What should we do?,
853,C_2aa6898ad2a0491bac67dd1f1666319c,1,"Oh. Well, that's a problem isn't it? My screen shows a cottage rental. Quit?",
854,C_2aa6898ad2a0491bac67dd1f1666319c,0,I guess I don't know what to do.,
855,C_2aa6898ad2a0491bac67dd1f1666319c,1,Me neither,
932,C_2c986b1c12414614ac57c10bd58ec56b,1,Hi there. I'm trying to get rid of this armoire as soon as possible.,
933,C_2c986b1c12414614ac57c10bd58ec56b,0,The armoire looks pretty nice.,
934,C_2c986b1c12414614ac57c10bd58ec56b,1,It's in pretty good condition.  The handle on the right door is missing. That's the only thing wrong with it.,
935,C_2c986b1c12414614ac57c10bd58ec56b,0,I'm sure it will take time and money to replace the handle.  I would like to pay $30.,
936,C_2c986b1c12414614ac57c10bd58ec56b,1,The handle doesnt cost much to replace.  Home depot has something similar for cheap. How about 35?,
937,C_2c986b1c12414614ac57c10bd58ec56b,0,"I hope you're correct, but it will still take some time. I will also need to get it installed, I'm not good with tools.  Let's make it 32 dollars.",
938,C_2c986b1c12414614ac57c10bd58ec56b,1,"Okay, you have a point. 33 and it's a deal.",
939,C_2c986b1c12414614ac57c10bd58ec56b,0,I will agree to $33 if you can deliver it.,
940,C_2c986b1c12414614ac57c10bd58ec56b,1,Delivery? That's a bit extra. I would expect you to come pick it up.,
941,C_2c986b1c12414614ac57c10bd58ec56b,0,"I don't have a vehicle.  I would have to rent something.  I will cost much more.  If I have to pick it up, I will pay $30.  If you deliver it, I will pay you $35.",
942,C_2c986b1c12414614ac57c10bd58ec56b,1,I'll deliver it and accept the 35,
943,C_2c986b1c12414614ac57c10bd58ec56b,0,"Great, $35 with delivery.",
1018,C_10ffdca14b484a6fb62a1194ce01adf3,1,This is located in a prime location for a great price,
1019,C_10ffdca14b484a6fb62a1194ce01adf3,0,where is it at?,
1020,C_10ffdca14b484a6fb62a1194ce01adf3,1,The Glenview District of Oakland,
1021,C_10ffdca14b484a6fb62a1194ce01adf3,0,how much would you come down to for the price?,
1022,C_10ffdca14b484a6fb62a1194ce01adf3,1,I would be willing to come down slightly if I knew you would take good care of it.,
1023,C_10ffdca14b484a6fb62a1194ce01adf3,0,off course i would,
1024,C_10ffdca14b484a6fb62a1194ce01adf3,1,If you want I'll give you a special deal of 1400,
1025,C_10ffdca14b484a6fb62a1194ce01adf3,0,anything less than that?,
1026,C_10ffdca14b484a6fb62a1194ce01adf3,1,If you do your own yard work I could go 50 lower.,
1027,C_10ffdca14b484a6fb62a1194ce01adf3,0,yeah that i do mysefl,
1028,C_10ffdca14b484a6fb62a1194ce01adf3,1,Then I'd give it to you for 1350. That's as low as I can go.,
1029,C_10ffdca14b484a6fb62a1194ce01adf3,0,you can not come down to 1000?,
1030,C_10ffdca14b484a6fb62a1194ce01adf3,1,No that is way to low for this.,
1031,C_10ffdca14b484a6fb62a1194ce01adf3,0,would something be coming free with it if im willing to pay 1350?,
1032,C_10ffdca14b484a6fb62a1194ce01adf3,1,Cable is included.,
1033,C_10ffdca14b484a6fb62a1194ce01adf3,0,thats something now,
1104,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,This is a beautiful place and I think you'd really like it.,
1105,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,It looks super close to the neighbors.,
1106,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,"It is just like other neighborhoods. Not too close, but not a big distance apart.",
1107,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,Original hardwood?  Was it actually refinished or was espresso spilled (splashed) on it?  I'm thinking the later with no pictures inside.,
1108,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,"I can certainly send you inside pictures, or you could stop by the see it before you pay.",
1109,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,The yard is also very poorly maintained... Are you willing to take 1200?,
1110,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,No for the area this is in that is too low.,
1111,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,If you reseed the lawn I can go 1300,
1112,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,I am not willing to go below 2000 for this,
1113,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,"That's just not going to work.  Reseed the lawn, tear out the awful plant up front, and show me it first and I'll give you 1800.",
1114,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,1,I'm sorry that is just too low for this house. I'd be able to all that for you but only for the price of 2000,
1115,C_f2e13cfd8ddc44f08aaabdb1cc2e3142,0,1900 and paint the door red too.  Final offer.,
1181,C_e18fde101d66486f8a9294b95f223c8a,1,Are you interested in the bookcase?,
1182,C_e18fde101d66486f8a9294b95f223c8a,0,I think I am interested,
1183,C_e18fde101d66486f8a9294b95f223c8a,1,I'm asking $95 or best offer,
1184,C_e18fde101d66486f8a9294b95f223c8a,0,Do you have a return policy?,
1185,C_e18fde101d66486f8a9294b95f223c8a,1,"No, this is a private resell item.  You can check it out at Yesteryears Marketplace Antique Store if you like",
1186,C_e18fde101d66486f8a9294b95f223c8a,0,"oh, ok, do you offer a warranty of any sort?",
1187,C_e18fde101d66486f8a9294b95f223c8a,1,Cash and carry.  You pickup.,
1188,C_e18fde101d66486f8a9294b95f223c8a,0,I'm thinking $30 is a fair price,
1189,C_e18fde101d66486f8a9294b95f223c8a,1,It cost me $30 to bring it here.  I can't accept anything less than $75.,
1190,C_e18fde101d66486f8a9294b95f223c8a,0,"Well, $45 means you still get a pretty good profit. How about that?",
