,Index,User,Text,Face acts
217,C_3501667fc3eb421bbebdb1990010dd13,0,"1200, new ? I have a hard time believeing that",
218,C_3501667fc3eb421bbebdb1990010dd13,1,"Look it up, these are very high end bikes",
219,C_3501667fc3eb421bbebdb1990010dd13,0,"i mean, it seems like you just like the number 12. ain't gonna google this mang",
220,C_3501667fc3eb421bbebdb1990010dd13,1,"Ha, I didn't even notice that, but yeah, it's all true, would you like to take it for a ride?",
221,C_3501667fc3eb421bbebdb1990010dd13,0,"nah, but i'll offer you 70$",
222,C_3501667fc3eb421bbebdb1990010dd13,1,"No, I really need the $120, her last doctor visit was that much alone.",
223,C_3501667fc3eb421bbebdb1990010dd13,0,"u should get some better insurance, and sell me it for $80, cuz of that tip i just gave u",
224,C_3501667fc3eb421bbebdb1990010dd13,1,"That is with really good insurance, it's just Obama care sucks. Lowest I can go is $115",
225,C_3501667fc3eb421bbebdb1990010dd13,0,man u drivin=g such a hard bargani. i'l give u 90,
226,C_3501667fc3eb421bbebdb1990010dd13,1,"I can't man, I gotta feed my 12 kids too",
227,C_3501667fc3eb421bbebdb1990010dd13,0,there u go,
255,C_31d34bf86f39428a9936414b7c40b940,0,Hi there,
256,C_31d34bf86f39428a9936414b7c40b940,1,"This is an awesome bike, would you like to make an offer",
257,C_31d34bf86f39428a9936414b7c40b940,0,I am interested but am on a limited budget..,
258,C_31d34bf86f39428a9936414b7c40b940,1,"This is a really high end bike, so keep that in mind, I already have the bike listed far below actual value",
259,C_31d34bf86f39428a9936414b7c40b940,0,How old is this bike?,
260,C_31d34bf86f39428a9936414b7c40b940,1,"I just bought it last year, but I broke my hip a few weeks ago and doctor said I'd never be able to ride it again",
261,C_31d34bf86f39428a9936414b7c40b940,0,woudl you be willing to take 360,
262,C_31d34bf86f39428a9936414b7c40b940,1,"No, I need the money to pay my medical bills. Thanks Obama",
263,C_31d34bf86f39428a9936414b7c40b940,0,The max I can do is $400.,
264,C_31d34bf86f39428a9936414b7c40b940,1,"I'm sorry, I can't go that low. The bmc compact road bars are worth that by themselves.",
265,C_31d34bf86f39428a9936414b7c40b940,0,what is yoru lowest price?,
266,C_31d34bf86f39428a9936414b7c40b940,1,"I can go down to $575, but that is my bottom dollar",
267,C_31d34bf86f39428a9936414b7c40b940,0,sorry that is just too much for my range.,
300,C_89c9a2ec264347d7b181cd1ab3837a06,1,hi,
301,C_89c9a2ec264347d7b181cd1ab3837a06,0,"Hello, who is the manufacturer?",
302,C_89c9a2ec264347d7b181cd1ab3837a06,1,"hi im not sure it was a christmas gift, but it is solid wood",
303,C_89c9a2ec264347d7b181cd1ab3837a06,0,"It kind of looks like Ashley, but anyway, I have a pretty tight budget, would you be willing to take$900?",
304,C_89c9a2ec264347d7b181cd1ab3837a06,1,"im sorry im on a budget as well and 900 is entirely too low, i can do 1600",
305,C_89c9a2ec264347d7b181cd1ab3837a06,0,"That's too much for me, I see in the picture there are quite a few scratches, It would cost about $500 to have them fixed and restained. How About $950?",
306,C_89c9a2ec264347d7b181cd1ab3837a06,1,the scratches are at the bottom and i can make sure that it is gone for you 1550,
307,C_89c9a2ec264347d7b181cd1ab3837a06,0,What ablut that huge scratch on the desk top. It really takes away from the value. Best I can do is $1000,
308,C_89c9a2ec264347d7b181cd1ab3837a06,1,that is not a scratch 1400 i cannot go lower take it or leave it,
309,C_89c9a2ec264347d7b181cd1ab3837a06,0,"Final offer is $1100, It will never have full value because of the scratches, and refinishing.",
310,C_89c9a2ec264347d7b181cd1ab3837a06,1,i told you i was going to fix the scratches so final offer 1400,
311,C_89c9a2ec264347d7b181cd1ab3837a06,0,Sorry can't go above $1100,
312,C_89c9a2ec264347d7b181cd1ab3837a06,1,"and i cant go lower than 1400 this is quality and i have already taken 350 off as a favor,",
313,C_89c9a2ec264347d7b181cd1ab3837a06,0,I guess we can't make a deal,
357,C_76a72e4441e14ea48caecb40a1467978,1,Hi,
358,C_76a72e4441e14ea48caecb40a1467978,0,I like the Dodge. What are you asking?,
359,C_76a72e4441e14ea48caecb40a1467978,1,"10,900 still runs really well",
360,C_76a72e4441e14ea48caecb40a1467978,0,"For a salvage title? With 87,000 miles? What happened to it? Was it in an accident?",
361,C_76a72e4441e14ea48caecb40a1467978,1,No accident just has the roof dent but everything else is fine and in good condition,
362,C_76a72e4441e14ea48caecb40a1467978,0,"Okay. How about 7,500?",
363,C_76a72e4441e14ea48caecb40a1467978,1,"The value of the car is worth 12,000 and im selling only for 10,900",
364,C_76a72e4441e14ea48caecb40a1467978,0,"With a clean title maybe, but can't go that high for a salvage title even if running well. I can go as high as 8,500. Final offer",
365,C_76a72e4441e14ea48caecb40a1467978,1,"How about 10,000 and i will fix the dent for you",
366,C_76a72e4441e14ea48caecb40a1467978,0,"If you fix the dent, we can do 9,500. Sound good?",
367,C_76a72e4441e14ea48caecb40a1467978,1,Ok that will work,
368,C_76a72e4441e14ea48caecb40a1467978,0,Great,
414,C_567c3a6af81f4e9984c3746e6a28c5aa,0,I am interested in the Benz. How much for it?,
415,C_567c3a6af81f4e9984c3746e6a28c5aa,1,I am asking $26800.,
416,C_567c3a6af81f4e9984c3746e6a28c5aa,0,How many miles on it?,
417,C_567c3a6af81f4e9984c3746e6a28c5aa,1,"Only 16,473.",
418,C_567c3a6af81f4e9984c3746e6a28c5aa,0,Has it had any major repairs?,
419,C_567c3a6af81f4e9984c3746e6a28c5aa,1,"No, it has been accident free and in great condition.",
420,C_567c3a6af81f4e9984c3746e6a28c5aa,0,Why are you selling it?,
421,C_567c3a6af81f4e9984c3746e6a28c5aa,1,"starting to expand our family, time for an suv and baby seat.",
422,C_567c3a6af81f4e9984c3746e6a28c5aa,0,I can give you 17000. That will buy a lot of diapers.,
423,C_567c3a6af81f4e9984c3746e6a28c5aa,1,I need the SUV. That is just way too low for me. Sorry you need to come way up.,
424,C_567c3a6af81f4e9984c3746e6a28c5aa,0,"I can do 20,000 if you throw in a 3 year warranty to cover any repairs that might naturally arise",
425,C_567c3a6af81f4e9984c3746e6a28c5aa,1,"There is a warranty in place, so that is not a problem. But I need a minimum of 25000",
426,C_567c3a6af81f4e9984c3746e6a28c5aa,0,How long is the warranty?,
427,C_567c3a6af81f4e9984c3746e6a28c5aa,1,Ten more years.,
428,C_567c3a6af81f4e9984c3746e6a28c5aa,0,22500 and you got a deal,
429,C_567c3a6af81f4e9984c3746e6a28c5aa,1,"nO SORRY i am firm on the 25,000 being my lowest offer.",
430,C_567c3a6af81f4e9984c3746e6a28c5aa,0,Can't do it.,
541,C_6a53f33798c2426b9c7a7212deed7024,0,Hello I am really interested in this product,
542,C_6a53f33798c2426b9c7a7212deed7024,1,That's great. I'm interested in selling it to you.,
543,C_6a53f33798c2426b9c7a7212deed7024,0,How old is it?,
544,C_6a53f33798c2426b9c7a7212deed7024,1,"The iphone 5 was first released in 2012, but I guess I don't remember when I bought it? It's almost like I would have remembered if I had thought to write it down in the product description. Oh well.",
545,C_6a53f33798c2426b9c7a7212deed7024,0,"Thank you for the information. However, the price is too high for me. can we work on it?",
546,C_6a53f33798c2426b9c7a7212deed7024,1,"Yes, I suppose we can negotiate. Let's negotiate, that's what I always say.",
547,C_6a53f33798c2426b9c7a7212deed7024,0,I can pay about $82 for it,
548,C_6a53f33798c2426b9c7a7212deed7024,1,"Well, that's a pretty attractive offer. Now we just need to decide where to do the deal. Would you like to meet up in a Tmobile store or would you rather meet up at a gas station?",
549,C_6a53f33798c2426b9c7a7212deed7024,0,Gas station works really well for me. Thanks for the options. When can we do that?,
550,C_6a53f33798c2426b9c7a7212deed7024,1,"Well, I always think it's best to wait until it's really dark and spooky to meet up at a gas station, maybe we can meet up at midnight, exchange the phone and just see where the night takes us from there. Maybe get some slurpees from the gas station?",
551,C_6a53f33798c2426b9c7a7212deed7024,0,Okay I think we're done with the deal and will meet up tomorrow then! Thanks,
552,C_6a53f33798c2426b9c7a7212deed7024,1,"Great, looking forward to meeting you in a gas station.",
566,C_01e6db56237f49f596745786d6f7d865,0,Can we negotiate?,
567,C_01e6db56237f49f596745786d6f7d865,1,yes but we need to keep chatting a bit longer. What questions do you have about the product?,
568,C_01e6db56237f49f596745786d6f7d865,0,I would like to know what the dimensions of the drawer is,
569,C_01e6db56237f49f596745786d6f7d865,1,"Sure thing. The dimensions are as follows: 24 inch high, oval top 23 inch by 27 inch",
570,C_01e6db56237f49f596745786d6f7d865,0,I meant the pull out drawer.,
571,C_01e6db56237f49f596745786d6f7d865,1,Those are the dimensions. How much are you willing to pay. I am selling it for a $100,
572,C_01e6db56237f49f596745786d6f7d865,0,"I can pay 60, and I'll come pick it up at your convience",
573,C_01e6db56237f49f596745786d6f7d865,1,60 is very very low. This is a really good table with a great quality.,
574,C_01e6db56237f49f596745786d6f7d865,0,"I know, but I'm willing to travel to you to pick it up and load in my car myself so that you don't have to lift a finger",
575,C_01e6db56237f49f596745786d6f7d865,1,Yeah but still I would need more. I can give you for $75 last price because its a reasonable price and very well worth the price,
576,C_01e6db56237f49f596745786d6f7d865,0,I can do 70,
577,C_01e6db56237f49f596745786d6f7d865,1,Okay then you still will have to come pick it up yourself,
578,C_01e6db56237f49f596745786d6f7d865,0,ok,
699,C_2baa8d7e38114e7aa3d961f69b7d1360,0,Hello,
700,C_2baa8d7e38114e7aa3d961f69b7d1360,1,How it going,
701,C_2baa8d7e38114e7aa3d961f69b7d1360,0,Good. How about you. How long have you had the chairs?,
702,C_2baa8d7e38114e7aa3d961f69b7d1360,1,3 months,
703,C_2baa8d7e38114e7aa3d961f69b7d1360,0,What condition is the seating in?,
704,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Excellent,
705,C_2baa8d7e38114e7aa3d961f69b7d1360,0,How about the chrome?,
706,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Shiny as ever,
707,C_2baa8d7e38114e7aa3d961f69b7d1360,0,Any chips in the wood>,
708,C_2baa8d7e38114e7aa3d961f69b7d1360,1,No,
709,C_2baa8d7e38114e7aa3d961f69b7d1360,0,Are you willing at all to negotiate?,
710,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Yes,
711,C_2baa8d7e38114e7aa3d961f69b7d1360,0,What is your best offer?,
712,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Make me an offer an see what we can do,
713,C_2baa8d7e38114e7aa3d961f69b7d1360,0,How about $440.,
714,C_2baa8d7e38114e7aa3d961f69b7d1360,1,Deal,
715,C_2baa8d7e38114e7aa3d961f69b7d1360,0,"Great, Sounds good.",
763,C_1a7e696a4a6c4f349501aca392ea3128,0,Hello,
764,C_1a7e696a4a6c4f349501aca392ea3128,1,"Hi this desk is in pretty good condition, but it's huge",
765,C_1a7e696a4a6c4f349501aca392ea3128,0,So I need a lot of big guys then?,
766,C_1a7e696a4a6c4f349501aca392ea3128,1,"Yeah, you'll definitely need 3 strong guys.  Only 75 bucks though.  Maybe some friends could help you if you're interested",
767,C_1a7e696a4a6c4f349501aca392ea3128,0,Will a 6 foot box truck do?,
768,C_1a7e696a4a6c4f349501aca392ea3128,1,Yeah that'll do.,
769,C_1a7e696a4a6c4f349501aca392ea3128,0,You willing to negotiate since I will have to pay a couple friends?,
770,C_1a7e696a4a6c4f349501aca392ea3128,1,It's already a pretty low price.  I can give it to you for 65.,
771,C_1a7e696a4a6c4f349501aca392ea3128,0,Can you do $60?,
772,C_1a7e696a4a6c4f349501aca392ea3128,1,How about 63 and i'll help you put it in the truck?,
773,C_1a7e696a4a6c4f349501aca392ea3128,0,Ok sounds good.,
774,C_1a7e696a4a6c4f349501aca392ea3128,1,Awesome. It's a deal.,
797,C_5a26bd0fc37449fbb8794c860dd7ab6d,0,I am interested in your item.,
798,C_5a26bd0fc37449fbb8794c860dd7ab6d,1,Great. It's never been used. I'm looking to sell it for around $12.,
799,C_5a26bd0fc37449fbb8794c860dd7ab6d,0,So it will work on my TV?,
800,C_5a26bd0fc37449fbb8794c860dd7ab6d,1,Yep. It works on all TV's. It's universal and very easy to install.,
801,C_5a26bd0fc37449fbb8794c860dd7ab6d,0,Great sounds good.,
802,C_5a26bd0fc37449fbb8794c860dd7ab6d,1,Awesome so 12? My phone number is 347-555-5555. Call me when you're ready to pick it up.,
803,C_5a26bd0fc37449fbb8794c860dd7ab6d,0,Is the price firm?,
804,C_5a26bd0fc37449fbb8794c860dd7ab6d,1,What are you looking to spend?,
805,C_5a26bd0fc37449fbb8794c860dd7ab6d,0,Can you do $10?,
806,C_5a26bd0fc37449fbb8794c860dd7ab6d,1,Sure. 10 it is. Call me at 347-555-5555 when you're ready.,
807,C_5a26bd0fc37449fbb8794c860dd7ab6d,0,Great thanks.,
818,C_a7816b4e06fb4d09b45eeec7ea127f19,0,Hello how are you?,
819,C_a7816b4e06fb4d09b45eeec7ea127f19,1,"good, how about you?",
820,C_a7816b4e06fb4d09b45eeec7ea127f19,0,I am fine thanks.,
821,C_a7816b4e06fb4d09b45eeec7ea127f19,1,are you interested in the case?,
822,C_a7816b4e06fb4d09b45eeec7ea127f19,0,Yes is it brand new?,
823,C_a7816b4e06fb4d09b45eeec7ea127f19,1,absolutely and still in the package,
824,C_a7816b4e06fb4d09b45eeec7ea127f19,0,Are these good if you drop the phone?,
825,C_a7816b4e06fb4d09b45eeec7ea127f19,1,yes,
826,C_a7816b4e06fb4d09b45eeec7ea127f19,0,Can you still fit it in your pocket with the case on?,
827,C_a7816b4e06fb4d09b45eeec7ea127f19,1,yes,
828,C_a7816b4e06fb4d09b45eeec7ea127f19,0,Is the price firm?,
829,C_a7816b4e06fb4d09b45eeec7ea127f19,1,pretty much.  how much would you be willing to pay?,
830,C_a7816b4e06fb4d09b45eeec7ea127f19,0,I would like to pay $22.,
831,C_a7816b4e06fb4d09b45eeec7ea127f19,1,I'll accept 23.50,
832,C_a7816b4e06fb4d09b45eeec7ea127f19,0,Ok I can do that.,
833,C_a7816b4e06fb4d09b45eeec7ea127f19,1,we've got a deal!,
845,C_2aa6898ad2a0491bac67dd1f1666319c,1,my cotton?,
846,C_2aa6898ad2a0491bac67dd1f1666319c,0,Hi how are you?,
847,C_2aa6898ad2a0491bac67dd1f1666319c,1,"I am well, you?",
848,C_2aa6898ad2a0491bac67dd1f1666319c,0,I am fine.,
849,C_2aa6898ad2a0491bac67dd1f1666319c,1,Would you like to rent my cottage for 2k a month?,
850,C_2aa6898ad2a0491bac67dd1f1666319c,0,I have an antique wash bowl.,
851,C_2aa6898ad2a0491bac67dd1f1666319c,1,"My cottage has everything you will need. Sheets, towels, bars downtown. It even has a room outback for someone to stay in. A man cave. Beer drinkers delight!",
852,C_2aa6898ad2a0491bac67dd1f1666319c,0,I can't see you cottage. The item up for me is an antique wash bowl. What should we do?,
853,C_2aa6898ad2a0491bac67dd1f1666319c,1,"Oh. Well, that's a problem isn't it? My screen shows a cottage rental. Quit?",
854,C_2aa6898ad2a0491bac67dd1f1666319c,0,I guess I don't know what to do.,
855,C_2aa6898ad2a0491bac67dd1f1666319c,1,Me neither,
878,C_5058314181284fda8f1cd5211d48d943,1,Good Morning,
879,C_5058314181284fda8f1cd5211d48d943,0,Good Morning.,
880,C_5058314181284fda8f1cd5211d48d943,1,Are you interested in buying my bike?,
881,C_5058314181284fda8f1cd5211d48d943,0,Yes I am. How old is it?,
882,C_5058314181284fda8f1cd5211d48d943,1,"Just a few months, has only been rode about 50 miles",
883,C_5058314181284fda8f1cd5211d48d943,0,"Wow, why?",
884,C_5058314181284fda8f1cd5211d48d943,1,"It's my wife's, she started working full time now so she doesn't have the time to ride anymore.",
885,C_5058314181284fda8f1cd5211d48d943,0,I can't afford $1100 what is the lowest you can do on it?,
886,C_5058314181284fda8f1cd5211d48d943,1,"I can negotiate on the price a little, what were you thinking you can afford?",
887,C_5058314181284fda8f1cd5211d48d943,0,Can you do $800?,
888,C_5058314181284fda8f1cd5211d48d943,1,"I am so sorry I don't think I can go that low, could you do $925?",
889,C_5058314181284fda8f1cd5211d48d943,0,How about $900?,
890,C_5058314181284fda8f1cd5211d48d943,1,"Yeah I can do that, when woud you like to pick it up?",
891,C_5058314181284fda8f1cd5211d48d943,0,Today if possible.,
892,C_5058314181284fda8f1cd5211d48d943,1,"Ok, great, I am home all day today.",
893,C_5058314181284fda8f1cd5211d48d943,0,Sounds good.,
1004,C_433c328d75b64bab9a7847395ce0cabe,1,This is a great offer I'll give you for $165!,
1005,C_433c328d75b64bab9a7847395ce0cabe,0,Tell me more about the subs.,
1006,C_433c328d75b64bab9a7847395ce0cabe,1,"Well what exactly would you like to know about? I've had this for about a year, and it is still in really nice condition.",
1007,C_433c328d75b64bab9a7847395ce0cabe,0,Are there in other perks to it other than what you have listed?,
1008,C_433c328d75b64bab9a7847395ce0cabe,1,I have a 1000 watt rms amp that I'm looking to get rid of for just 135 extra.,
1009,C_433c328d75b64bab9a7847395ce0cabe,0,"Ok, I'm not looking for an amp at the moment.",
1010,C_433c328d75b64bab9a7847395ce0cabe,1,That's fine you can get the subs for the original price still!,
1011,C_433c328d75b64bab9a7847395ce0cabe,0,I've looked at various websites for the same sub and I've seen much lower prices.,
1012,C_433c328d75b64bab9a7847395ce0cabe,1,There is a little wiggle room I could provide depending on how much you'd like to spend,
1013,C_433c328d75b64bab9a7847395ce0cabe,0,"I would like to do $99 because I found one for $75 online, but it is too far away. I prefer to have the subs sooner rather than later, but I don't mind waiting if I only have to spend $75. I can offer $99 and pick it up myself so you don't have to worry about a shipping price or the gas to bring it to my place.",
1014,C_433c328d75b64bab9a7847395ce0cabe,1,I'd really like $110 for this. Just a bit more than what you're offering.,
1015,C_433c328d75b64bab9a7847395ce0cabe,0,I can manage that.,
1016,C_433c328d75b64bab9a7847395ce0cabe,1,Great so 110 is a deal?,
1017,C_433c328d75b64bab9a7847395ce0cabe,0,It's a deal.,
1052,C_94f0b61c25c84e16bf9046e60fd91b2a,0,Hello I am interested in living in this 3 bedroom apartment.,
1053,C_94f0b61c25c84e16bf9046e60fd91b2a,1,Okay I am asking for 2955 for the apartment.,
1054,C_94f0b61c25c84e16bf9046e60fd91b2a,0,Wow that seems very high. Would you be willing to take less if I prepaid the rent for a year?,
1055,C_94f0b61c25c84e16bf9046e60fd91b2a,1,"It may seem high but it is only 10 minutes for San Fran. The whole year, yes.",
1056,C_94f0b61c25c84e16bf9046e60fd91b2a,0,Well my wife is a masseuse and can provide unlimited massages at your request (1 per day) if you are willing to go below 2k per month?,
1057,C_94f0b61c25c84e16bf9046e60fd91b2a,1,"I'm not sure I'm comfortable with that, but I am willing to go to 2500, no massages.",
1058,C_94f0b61c25c84e16bf9046e60fd91b2a,0,Well my son is a plumber and my daughter is a electrician and can provide repairs for your apartment at no cost if you're willing to go lower. My children are well behaved.,
1059,C_94f0b61c25c84e16bf9046e60fd91b2a,1,How old are your children?,
1060,C_94f0b61c25c84e16bf9046e60fd91b2a,0,One is 29 and my daughter is 28,
1061,C_94f0b61c25c84e16bf9046e60fd91b2a,1,How about 2250?,
1062,C_94f0b61c25c84e16bf9046e60fd91b2a,0,Heres the rub. I used to work for one of them Silicon Boys in the Valley and my company was bought out by one of those ruthless Venture Capital Firms and I am down on my luck. I am hoping for a rent of 1800 and I will do anything you want unlimited (1 thing per day) at no cost.,
1063,C_94f0b61c25c84e16bf9046e60fd91b2a,1,"Sorry to hear that, I really cannot go below 2250 or I will be losing money on this.",
1116,C_373683cc6d9645a2a561e2b3f053ceff,0,I'm really intersted in the chairs. Are there any scratches?,
1117,C_373683cc6d9645a2a561e2b3f053ceff,1,There are a few minor scratches on some of the chairs,
1118,C_373683cc6d9645a2a561e2b3f053ceff,0,"How about the cushions, any holes?",
1119,C_373683cc6d9645a2a561e2b3f053ceff,1,No.  We reupholstered them after we purchased the chairs last fall,
1120,C_373683cc6d9645a2a561e2b3f053ceff,0,Cool. I was hoping you would be willing to let them go for a little below your listed price.,
1121,C_373683cc6d9645a2a561e2b3f053ceff,1,"I'm willing to negotiate, but I'm not going to accept an unreasonable offer.  Even with the scratches they're still nice chairs!",
1122,C_373683cc6d9645a2a561e2b3f053ceff,0,"I believe you. I want to make sure it's a fair price. You want about 26 per chair, I was hoping to get them for about 18 per chair.",
1123,C_373683cc6d9645a2a561e2b3f053ceff,1,Would you be willing to split the difference at 22 per chair?,
1124,C_373683cc6d9645a2a561e2b3f053ceff,0,I was hoping to pay less because I don't have a truck so I will need to pay a friend to pick them up.,
1125,C_373683cc6d9645a2a561e2b3f053ceff,1,"Well, I could deliver them a little bit further than Hayward, if that helps",
1126,C_373683cc6d9645a2a561e2b3f053ceff,0,That acutally would help. Would you be willing to do that for the $22 per chair?,
1127,C_373683cc6d9645a2a561e2b3f053ceff,1,Yes,
1128,C_373683cc6d9645a2a561e2b3f053ceff,0,"Great, I'm just a little outside of hayward in union city so it's not too far. Would tomorrow be good. I can work around your schedule.",
1129,C_373683cc6d9645a2a561e2b3f053ceff,1,"I'm free all day tomorrow, so that would work for me!",
1130,C_373683cc6d9645a2a561e2b3f053ceff,0,"Great, thanks. I'm going to input the offer now at $132.",
1131,C_373683cc6d9645a2a561e2b3f053ceff,1,Sounds good -- is that going to show up on my screen too?  Based on the instructions it looks like it should,
1168,C_a02652fd38a445c7ae0db8a806f2227c,0,i am interested in your bike,
1169,C_a02652fd38a445c7ae0db8a806f2227c,1,Great it is for sale,
1170,C_a02652fd38a445c7ae0db8a806f2227c,0,will you be delivering it?,
1171,C_a02652fd38a445c7ae0db8a806f2227c,1,I sure will,
1172,C_a02652fd38a445c7ae0db8a806f2227c,0,and how much are you selling it for?,
1173,C_a02652fd38a445c7ae0db8a806f2227c,1,600,
1174,C_a02652fd38a445c7ae0db8a806f2227c,0,that is too high cant you come lower,
1175,C_a02652fd38a445c7ae0db8a806f2227c,1,My final offer is 550.,
1176,C_a02652fd38a445c7ae0db8a806f2227c,0,how good is the condition?,
1177,C_a02652fd38a445c7ae0db8a806f2227c,1,Mint and it looks like new; aircraft alluminum and size 56.,
1178,C_a02652fd38a445c7ae0db8a806f2227c,0,how about for 400?,
1179,C_a02652fd38a445c7ae0db8a806f2227c,1,Sorry but my wife won't let me go below $550.,
1180,C_a02652fd38a445c7ae0db8a806f2227c,0,and that is too high for me,
1221,C_05d0d5afbc7342d7bcb71c797a0dc445,1,Hi,
1222,C_05d0d5afbc7342d7bcb71c797a0dc445,0,Hello. Is the pool a private pool or a community pool?,
1223,C_05d0d5afbc7342d7bcb71c797a0dc445,1,"It's a community pool, but you do have a patio that is private.",
1224,C_05d0d5afbc7342d7bcb71c797a0dc445,0,Oh that's awesome. About how many people live in this community would you say?,
1225,C_05d0d5afbc7342d7bcb71c797a0dc445,1,"Well there are over 100 units, but there are 3 pools.",
1226,C_05d0d5afbc7342d7bcb71c797a0dc445,0,And it is pet friendly but is it kid friendly?,
1227,C_05d0d5afbc7342d7bcb71c797a0dc445,1,"Yes, there are kids on my floor.",
1228,C_05d0d5afbc7342d7bcb71c797a0dc445,0,This sounds perfect for my family. I'll offer 1700,
1229,C_05d0d5afbc7342d7bcb71c797a0dc445,1,"Oh, sorry that's too low, it's offered at $2250.",
1230,C_05d0d5afbc7342d7bcb71c797a0dc445,0,Is there a way we can make a deal to go lower please this is too perfect but out of my price range,
1231,C_05d0d5afbc7342d7bcb71c797a0dc445,1,Well I can maybe go down to 2100,
1232,C_05d0d5afbc7342d7bcb71c797a0dc445,0,Could we meet in the middle and do 2000?,
1233,C_05d0d5afbc7342d7bcb71c797a0dc445,1,Sure,
1292,C_e4ec89a2b417467bb5fcbd00b3a0c952,0,"Hi, I'm interested in the tv you have for sale.",
1293,C_e4ec89a2b417467bb5fcbd00b3a0c952,1,"Yes. It's a good TV, I just need to make some space.",
1294,C_e4ec89a2b417467bb5fcbd00b3a0c952,0,So everything works on it as it should?,
